Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO268-186_WT_1.2-8_20210701,O1,Na夫e_P1.2-6,Na夫e_P1.2-6,30.48204612,22.9899011,7.49,,,,-0.19,-0.07,1.05
ASO268-186_WT_1.2-8_20210701,O2,Na夫e_P1.2-6,Na夫e_P1.2-6,30.61768325,22.9774767,7.64,,,,-0.04,,
ASO268-186_WT_1.2-8_20210701,O3,Na夫e_P1.2-6,Na夫e_P1.2-6,30.68280076,22.98422083,7.70,,,,0.02,,
ASO268-186_WT_1.2-8_20210701,O4,Na夫e_P1.2-6,Na夫e_P1.2-6,30.17003323,22.8290667,7.34,,,,-0.34,-0.29,1.22
ASO268-186_WT_1.2-8_20210701,O5,Na夫e_P1.2-6,Na夫e_P1.2-6,30.2446077,22.86752223,7.38,,,,-0.30,,
ASO268-186_WT_1.2-8_20210701,O6,Na夫e_P1.2-6,Na夫e_P1.2-6,30.38445316,22.92773131,7.46,,,,-0.22,,
ASO268-186_WT_1.2-8_20210701,O7,Na夫e_P1.2-6,Na夫e_P1.2-6,30.23240195,22.75830244,7.47,,,,-0.21,-0.31,1.24
ASO268-186_WT_1.2-8_20210701,O8,Na夫e_P1.2-6,Na夫e_P1.2-6,30.04413367,22.73190071,7.31,,,,-0.37,,
ASO268-186_WT_1.2-8_20210701,O9,Na夫e_P1.2-6,Na夫e_P1.2-6,30.07629444,22.74004307,7.34,,,,-0.34,,
ASO268-186_WT_1.2-8_20210701,P1,Na夫e_P1.2-6,Na夫e_P1.2-6,30.31131887,22.94071657,7.37,,,,-0.31,-0.35,1.27
ASO268-186_WT_1.2-8_20210701,P2,Na夫e_P1.2-6,Na夫e_P1.2-6,30.1895998,22.95197055,7.24,,,,-0.44,,
ASO268-186_WT_1.2-8_20210701,P3,Na夫e_P1.2-6,Na夫e_P1.2-6,30.38850282,22.99068234,7.40,,,,-0.28,,
ASO268-186_WT_1.2-8_20210701,P4,Na夫e_P1.2-6,Na夫e_P1.2-6,30.66225865,23.20349682,7.46,,,,-0.22,-0.18,1.13
ASO268-186_WT_1.2-8_20210701,P5,Na夫e_P1.2-6,Na夫e_P1.2-6,30.70493371,23.18542299,7.52,,,,-0.16,,
ASO268-186_WT_1.2-8_20210701,P6,Na夫e_P1.2-6,Na夫e_P1.2-6,30.78743562,23.26740359,7.52,,,,-0.16,,
ASO268-186_WT_1.2-8_20210701,P7,Na夫e_P1.2-6,Na夫e_P1.2-6,30.02847161,22.78567756,7.24,,,,-0.44,-0.48,1.40
ASO268-186_WT_1.2-8_20210701,P8,Na夫e_P1.2-6,Na夫e_P1.2-6,29.93036282,22.79012285,7.14,,,,-0.54,,
ASO268-186_WT_1.2-8_20210701,P9,Na夫e_P1.2-6,Na夫e_P1.2-6,30.04319295,22.8335404,7.21,,,,-0.47,,
ASO268-186_WT_1.2-8_20210701,O10,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.36708766,24.50693786,9.86,,,,2.18,2.35,0.20
ASO268-186_WT_1.2-8_20210701,O11,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.77501221,24.59680013,10.18,,,,2.50,,
ASO268-186_WT_1.2-8_20210701,O12,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.60265817,24.53814614,10.06,,,,2.38,,
ASO268-186_WT_1.2-8_20210701,P10,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.74799078,24.57004745,10.18,,,,2.50,2.57,0.17
ASO268-186_WT_1.2-8_20210701,P11,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.59411329,24.5644838,10.03,,,,2.35,,
ASO268-186_WT_1.2-8_20210701,P12,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,35.16480004,24.61760162,10.55,,,,2.87,,
ASO268-186_WT_1.2-8_20210701,O13,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.37831159,25.06092118,7.32,7.64,7.68,0.26,-0.36,-0.04,1.03
ASO268-186_WT_1.2-8_20210701,O14,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.79586088,25.0491303,7.75,,,,0.07,,
ASO268-186_WT_1.2-8_20210701,O15,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.90311669,25.0496949,7.85,,,,0.17,,
ASO268-186_WT_1.2-8_20210701,O16,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.58691205,24.19569104,7.39,7.44,,,-0.29,-0.24,1.18
ASO268-186_WT_1.2-8_20210701,O17,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.69878309,24.14097377,7.56,,,,-0.12,,
ASO268-186_WT_1.2-8_20210701,O18,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.55629202,24.19777445,7.36,,,,-0.32,,
ASO268-186_WT_1.2-8_20210701,P13,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.15488079,25.19593228,7.96,8.05,,,0.28,0.37,0.77
ASO268-186_WT_1.2-8_20210701,P14,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.57932782,25.23605169,8.34,,,,0.66,,
ASO268-186_WT_1.2-8_20210701,P15,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.14677947,25.29663407,7.85,,,,0.17,,
ASO268-186_WT_1.2-8_20210701,P16,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.18861847,25.55463448,7.63,7.60,,,-0.05,-0.08,1.06
ASO268-186_WT_1.2-8_20210701,P17,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.12781151,25.62515742,7.50,,,,-0.18,,
ASO268-186_WT_1.2-8_20210701,P18,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.30998648,25.65623417,7.65,,,,-0.03,,
ASO268-186_WT_1.2-8_20210701,I1,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.60362368,23.61435912,6.99,,,,-0.69,-0.60,1.52
ASO268-186_WT_1.2-8_20210701,I2,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.71324484,23.55549278,7.16,,,,-0.52,,
ASO268-186_WT_1.2-8_20210701,I3,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.65688612,23.56176266,7.10,,,,-0.59,,
ASO268-186_WT_1.2-8_20210701,I4,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.12410059,22.79546376,7.33,,,,-0.35,-0.27,1.20
ASO268-186_WT_1.2-8_20210701,I5,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.22164062,22.78623064,7.44,,,,-0.25,,
ASO268-186_WT_1.2-8_20210701,I6,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.26617979,22.79515308,7.47,,,,-0.21,,
ASO268-186_WT_1.2-8_20210701,I7,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.34722689,23.03471703,7.31,,,,-0.37,-0.42,1.34
ASO268-186_WT_1.2-8_20210701,I8,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.24101833,22.99346622,7.25,,,,-0.43,,
ASO268-186_WT_1.2-8_20210701,I9,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.30213945,23.08318963,7.22,,,,-0.46,,
ASO268-186_WT_1.2-8_20210701,I10,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.09966639,22.81556449,7.28,,,,-0.40,-0.42,1.34
ASO268-186_WT_1.2-8_20210701,I11,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,29.95717602,22.76875782,7.19,,,,-0.49,,
ASO268-186_WT_1.2-8_20210701,I12,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.13599741,22.83373327,7.30,,,,-0.38,,
ASO268-186_WT_1.2-8_20210701,I13,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,32.09308974,24.26322759,7.83,,,,0.15,0.26,0.84
ASO268-186_WT_1.2-8_20210701,I14,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,32.20111447,24.28229343,7.92,,,,0.24,,
ASO268-186_WT_1.2-8_20210701,I15,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,32.35803295,24.28832943,8.07,,,,0.39,,
ASO268-186_WT_1.2-8_20210701,I16,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,31.80523193,23.85878993,7.95,,,,0.27,0.12,0.92
ASO268-186_WT_1.2-8_20210701,I17,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,31.53092979,23.94412485,7.59,,,,-0.09,,
ASO268-186_WT_1.2-8_20210701,I18,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,31.83881204,23.98012721,7.86,,,,0.18,,
ASO268-186_WT_1.2-8_20210701,I19,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.01414214,23.21246823,7.80,,,,0.12,0.00,1.00
ASO268-186_WT_1.2-8_20210701,I20,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,30.89311938,23.18814164,7.70,,,,0.02,,
ASO268-186_WT_1.2-8_20210701,I21,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,30.7688868,23.23198921,7.54,,,,-0.14,,
ASO268-186_WT_1.2-8_20210701,I22,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.22102828,23.54595029,7.68,,,,-0.01,0.02,0.99
ASO268-186_WT_1.2-8_20210701,I23,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.33826082,23.52978368,7.81,,,,0.13,,
ASO268-186_WT_1.2-8_20210701,I24,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.16811294,23.563611,7.60,,,,-0.08,,
ASO268-186_WT_1.2-8_20210701,J1,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.22439734,25.51722229,6.71,,,,-0.97,-0.93,1.91
ASO268-186_WT_1.2-8_20210701,J2,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.29697319,25.58561416,6.71,,,,-0.97,,
ASO268-186_WT_1.2-8_20210701,J3,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.36822109,25.54776196,6.82,,,,-0.86,,
ASO268-186_WT_1.2-8_20210701,J4,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.61119896,24.83333441,7.78,,,,0.10,-0.07,1.05
ASO268-186_WT_1.2-8_20210701,J5,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.36603566,24.88326639,7.48,,,,-0.20,,
ASO268-186_WT_1.2-8_20210701,J6,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.45899796,24.89710507,7.56,,,,-0.12,,
ASO268-186_WT_1.2-8_20210701,J7,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,29.82097027,22.71080473,7.11,,,,-0.57,-0.59,1.51
ASO268-186_WT_1.2-8_20210701,J8,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,29.78294033,22.72555461,7.06,,,,-0.62,,
ASO268-186_WT_1.2-8_20210701,J9,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,29.85424632,22.75683794,7.10,,,,-0.58,,
ASO268-186_WT_1.2-8_20210701,J10,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,30.45833123,23.12638305,7.33,,,,-0.35,-0.35,1.28
