Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO42-266_MT_1.2-7_20210701,O1,Na夫e_P1.2-4,Na夫e_P1.2-4,30.8978415,23.59340678,7.30,,,,0.05,0.01,0.99
ASO42-266_MT_1.2-7_20210701,O2,Na夫e_P1.2-4,Na夫e_P1.2-4,30.83954321,23.59064253,7.25,,,,0.00,,
ASO42-266_MT_1.2-7_20210701,O3,Na夫e_P1.2-4,Na夫e_P1.2-4,30.86287762,23.63196343,7.23,,,,-0.02,,
ASO42-266_MT_1.2-7_20210701,O4,Na夫e_P1.2-4,Na夫e_P1.2-4,31.57338911,23.84919476,7.72,,,,0.47,0.51,0.70
ASO42-266_MT_1.2-7_20210701,O5,Na夫e_P1.2-4,Na夫e_P1.2-4,31.46742171,23.72123762,7.75,,,,0.49,,
ASO42-266_MT_1.2-7_20210701,O6,Na夫e_P1.2-4,Na夫e_P1.2-4,31.6930908,23.86832732,7.82,,,,0.57,,
ASO42-266_MT_1.2-7_20210701,O7,Na夫e_P1.2-4,Na夫e_P1.2-4,31.07971502,23.62014725,7.46,,,,0.21,0.19,0.88
ASO42-266_MT_1.2-7_20210701,O8,Na夫e_P1.2-4,Na夫e_P1.2-4,31.1596321,23.65057069,7.51,,,,0.26,,
ASO42-266_MT_1.2-7_20210701,O9,Na夫e_P1.2-4,Na夫e_P1.2-4,31.04636782,23.68169478,7.36,,,,0.11,,
ASO42-266_MT_1.2-7_20210701,P1,Na夫e_P1.2-4,Na夫e_P1.2-4,40,35.83991955,4.16,,,,-3.09,-2.93,7.64
ASO42-266_MT_1.2-7_20210701,P2,Na夫e_P1.2-4,Na夫e_P1.2-4,40,35.22366818,4.78,,,,-2.48,,
ASO42-266_MT_1.2-7_20210701,P3,Na夫e_P1.2-4,Na夫e_P1.2-4,40,35.97536226,4.02,,,,-3.23,,
ASO42-266_MT_1.2-7_20210701,P4,Na夫e_P1.2-4,Na夫e_P1.2-4,31.53235579,24.41843649,7.11,,,,-0.14,-0.06,1.04
ASO42-266_MT_1.2-7_20210701,P5,Na夫e_P1.2-4,Na夫e_P1.2-4,31.67451813,24.40192763,7.27,,,,0.02,,
ASO42-266_MT_1.2-7_20210701,P6,Na夫e_P1.2-4,Na夫e_P1.2-4,31.6253206,24.43658243,7.19,,,,-0.06,,
ASO42-266_MT_1.2-7_20210701,P7,Na夫e_P1.2-4,Na夫e_P1.2-4,30.77214801,23.57808673,7.19,,,,-0.06,0.08,0.95
ASO42-266_MT_1.2-7_20210701,P8,Na夫e_P1.2-4,Na夫e_P1.2-4,30.87995089,23.56521696,7.31,,,,0.06,,
ASO42-266_MT_1.2-7_20210701,P9,Na夫e_P1.2-4,Na夫e_P1.2-4,31.03357794,23.54721673,7.49,,,,0.23,,
ASO42-266_MT_1.2-7_20210701,O10,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.25181535,24.51553392,9.74,,,,2.48,2.28,0.21
ASO42-266_MT_1.2-7_20210701,O11,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.00509367,24.51973398,9.49,,,,2.23,,
ASO42-266_MT_1.2-7_20210701,O12,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,33.91618428,24.53179869,9.38,,,,2.13,,
