Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO42-266_WT_1.2-7_20210701,O1,Na夫e_P1.2-4,Na夫e_P1.2-4,30.90092433,23.70944009,7.19,,,,-0.01,0.15,0.90
ASO42-266_WT_1.2-7_20210701,O2,Na夫e_P1.2-4,Na夫e_P1.2-4,31.28239658,23.73574129,7.55,,,,0.35,,
ASO42-266_WT_1.2-7_20210701,O3,Na夫e_P1.2-4,Na夫e_P1.2-4,31.05033616,23.73771742,7.31,,,,0.12,,
ASO42-266_WT_1.2-7_20210701,O4,Na夫e_P1.2-4,Na夫e_P1.2-4,31.56634389,23.7926672,7.77,,,,0.58,0.69,0.62
ASO42-266_WT_1.2-7_20210701,O5,Na夫e_P1.2-4,Na夫e_P1.2-4,31.73498934,23.79096606,7.94,,,,0.75,,
ASO42-266_WT_1.2-7_20210701,O6,Na夫e_P1.2-4,Na夫e_P1.2-4,31.77081309,23.82102194,7.95,,,,0.75,,
ASO42-266_WT_1.2-7_20210701,O7,Na夫e_P1.2-4,Na夫e_P1.2-4,31.23019198,23.80879175,7.42,,,,0.22,0.21,0.86
ASO42-266_WT_1.2-7_20210701,O8,Na夫e_P1.2-4,Na夫e_P1.2-4,31.16627691,23.72982648,7.44,,,,0.24,,
ASO42-266_WT_1.2-7_20210701,O9,Na夫e_P1.2-4,Na夫e_P1.2-4,31.12747915,23.75165138,7.38,,,,0.18,,
ASO42-266_WT_1.2-7_20210701,P1,Na夫e_P1.2-4,Na夫e_P1.2-4,40,35.5819487,4.42,,,,-2.78,-3.09,8.50
ASO42-266_WT_1.2-7_20210701,P2,Na夫e_P1.2-4,Na夫e_P1.2-4,40,35.58446973,4.42,,,,-2.78,,
ASO42-266_WT_1.2-7_20210701,P3,Na夫e_P1.2-4,Na夫e_P1.2-4,40,36.50503084,3.49,,,,-3.70,,
ASO42-266_WT_1.2-7_20210701,P4,Na夫e_P1.2-4,Na夫e_P1.2-4,31.8526665,24.61590166,7.24,,,,0.04,0.07,0.95
ASO42-266_WT_1.2-7_20210701,P5,Na夫e_P1.2-4,Na夫e_P1.2-4,31.8837773,24.5416096,7.34,,,,0.14,,
ASO42-266_WT_1.2-7_20210701,P6,Na夫e_P1.2-4,Na夫e_P1.2-4,31.7982601,24.56522957,7.23,,,,0.04,,
ASO42-266_WT_1.2-7_20210701,P7,Na夫e_P1.2-4,Na夫e_P1.2-4,31.22493676,23.74439855,7.48,,,,0.28,0.27,0.83
ASO42-266_WT_1.2-7_20210701,P8,Na夫e_P1.2-4,Na夫e_P1.2-4,31.24144589,23.72995148,7.51,,,,0.31,,
ASO42-266_WT_1.2-7_20210701,P9,Na夫e_P1.2-4,Na夫e_P1.2-4,31.1422748,23.72886669,7.41,,,,0.22,,
ASO42-266_WT_1.2-7_20210701,O10,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.41624702,24.64294197,9.77,,,,2.58,2.27,0.21
ASO42-266_WT_1.2-7_20210701,O11,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.05832417,24.68415389,9.37,,,,2.18,,
ASO42-266_WT_1.2-7_20210701,O12,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,33.95079542,24.69005924,9.26,,,,2.06,,
ASO42-266_WT_1.2-7_20210701,P10,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.81856317,26.21384026,8.60,,,,1.41,1.17,0.44
ASO42-266_WT_1.2-7_20210701,P11,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.17899377,26.20038674,7.98,,,,0.78,,
ASO42-266_WT_1.2-7_20210701,P12,Ionis1375651_10_P1.2-4,Ionis1375651_10uM_P1.2-4,34.7577326,26.22721817,8.53,,,,1.33,,
ASO42-266_WT_1.2-7_20210701,O13,Ionis676630_10_P1.2-4,Ionis676630_10uM_P1.2-4,33.09304798,26.36131034,6.73,6.65,7.20,0.42,-0.47,-0.55,1.46
ASO42-266_WT_1.2-7_20210701,O14,Ionis676630_10_P1.2-4,Ionis676630_10uM_P1.2-4,33.17742406,26.40702036,6.77,,,,-0.43,,
ASO42-266_WT_1.2-7_20210701,O15,Ionis676630_10_P1.2-4,Ionis676630_10uM_P1.2-4,32.94397623,26.49701785,6.45,,,,-0.75,,
ASO42-266_WT_1.2-7_20210701,O16,Ionis676630_10_P1.2-4,Ionis676630_10uM_P1.2-4,32.94434606,25.71734061,7.23,7.23,,,0.03,0.03,0.98
