ASO Short Description ,Exp,Unnamed: 2,Unnamed: 3,ID,N1,N2,N3,N4,N5,N6
Naïve_P36,1.0306125700214839,,,Naïve_P36,1.0306125700214839,0.9929983130915597,0.8317677493586565,1.069830085030418,1.0655324994714372,1.0305580731497053
Naïve_P36,,,,Ionis1375651_10uM_P36,0.15578209432068083,0.9490220753799925,,,,
Naïve_P36,,,,Ionis1375651_3uM_P36,,,0.34641391224779794,0.4426309750945074,,
Naïve_P36,0.9929983130915597,,,Ionis676630_10uM_P36,0.5866198715958865,0.8153646086471149,,,,
Naïve_P36,,,,KQ2001_L21_6-10-5_10uM_P36,0.4298891066501313,0.5909601072925731,,,,
Naïve_P36,,,,KQ2001_L21_6-10-5_3uM_P36,,,0.5094345372403954,0.620366401832331,,
Naïve_P36,0.8317677493586565,,,KQ2002_L21_6-10-5_10uM_P36,0.6374820786902801,0.9731584905135433,,,,
Naïve_P36,,,,KQ2002_L21_6-10-5_3uM_P36,,,0.4967103254813008,1.6425383322644997,,
Naïve_P36,,,,KQ2003_L21_6-10-5_10uM_P36,1.2276744345860096,0.4534025716447223,,,,
Naïve_P36,1.069830085030418,,,KQ2003_L21_6-10-5_3uM_P36,,,0.418579974769201,0.3323645814480547,,
Naïve_P36,,,,KQ2004_L21_6-10-5_10uM_P36,0.27397032457336445,2.1828559381280055,,,,
Naïve_P36,,,,KQ2004_L21_6-10-5_3uM_P36,,,0.21314923807974262,0.18589911585370397,,
Naïve_P36,1.0655324994714372,,,KQ2005_L21_6-10-5_10uM_P36,0.5904435550114105,1.8225103894817314,,,,
Naïve_P36,,,,KQ2005_L21_6-10-5_3uM_P36,,,0.6262326811936532,1.6273398562430847,,
Naïve_P36,,,,KQ2006_L21_6-10-5_10uM_P36,0.7980677126662752,0.5612605832532382,,,,
Naïve_P36,1.0305580731497053,,,KQ2006_L21_6-10-5_3uM_P36,,,0.5296591190606124,1.0962931842992092,,
Naïve_P36,,,,KQ2007_L21_6-10-5_10uM_P36,0.38917110864147464,0.338827241651743,,,,
Naïve_P36,,,,KQ2007_L21_6-10-5_3uM_P36,,,0.4272785667138088,0.40472031081772797,,
Ionis1375651_10uM_P36,0.15578209432068083,,,KQ2008_L21_6-10-5_10uM_P36,0.304324606685339,0.3686128250152942,,,,
Ionis1375651_10uM_P36,,,,KQ2008_L21_6-10-5_3uM_P36,,,0.484271192155206,1.5990645807840236,,
Ionis1375651_10uM_P36,,,,KQ2009_L21_6-10-5_10uM_P36,0.2780466354888855,0.22780981284321764,,,,
Ionis1375651_10uM_P36,0.9490220753799925,,,KQ2009_L21_6-10-5_3uM_P36,,,0.41295766035037784,0.3665312064606491,,
Ionis1375651_10uM_P36,,,,KQ2010_L21_6-10-5_10uM_P36,0.5077615047925699,0.5921710441885882,,,,
Ionis1375651_10uM_P36,,,,KQ2010_L21_6-10-5_3uM_P36,,,0.7228299163772288,0.5537185864374204,,
Ionis1375651_3uM_P36,0.34641391224779794,,,KQ2011_L21_6-10-5_10uM_P36,0.3571841616963906,0.376101452669606,,,,
Ionis1375651_3uM_P36,,,,KQ2011_L21_6-10-5_3uM_P36,,,0.46597060787187916,0.5346957669075185,,
Ionis1375651_3uM_P36,,,,KQ2012_L21_6-10-5_10uM_P36,0.6725275068765669,0.5067587301376072,,,,
Ionis1375651_3uM_P36,0.4426309750945074,,,KQ2012_L21_6-10-5_3uM_P36,,,0.7846796961770581,0.7907184709553962,,
Ionis1375651_3uM_P36,,,,,,,,,,
Ionis1375651_3uM_P36,,,,,,,,,,
Ionis676630_10uM_P36,0.5866198715958865,,,,,,,,,
Ionis676630_10uM_P36,,,,,,,,,,
Ionis676630_10uM_P36,,,,,,,,,,
Ionis676630_10uM_P36,0.8153646086471149,,,,,,,,,
Ionis676630_10uM_P36,,,,,,,,,,
Ionis676630_10uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,0.4298891066501313,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,0.5909601072925731,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,0.5094345372403954,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,0.620366401832331,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2001_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,0.6374820786902801,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,0.9731584905135433,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,0.4967103254813008,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,1.6425383322644997,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2002_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,1.2276744345860096,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,0.4534025716447223,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,0.418579974769201,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,0.3323645814480547,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2003_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,2.1828559381280055,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,0.21314923807974262,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,0.18589911585370397,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2004_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,0.5904435550114105,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,1.8225103894817314,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,0.6262326811936532,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,1.6273398562430847,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2005_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,0.7980677126662752,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,0.5612605832532382,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,0.5296591190606124,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,1.0962931842992092,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2006_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,0.38917110864147464,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,0.338827241651743,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,0.4272785667138088,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,0.40472031081772797,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2007_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_10uM_P36,0.304324606685339,,,,,,,,,
KQ2008_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_10uM_P36,0.3686128250152942,,,,,,,,,
KQ2008_L21_6-10-5_10uM_P36,,,,,,,,,,
