ASO Short Description ,Exp,Unnamed: 2,Unnamed: 3,ID,N1,N2,N3,N4,N5,N6
KQ2008_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,0.484271192155206,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,1.5990645807840236,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2008_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,0.2780466354888855,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,0.22780981284321764,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,0.41295766035037784,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,0.3665312064606491,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2009_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,0.5077615047925699,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,0.5921710441885882,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,0.7228299163772288,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,0.5537185864374204,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2010_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,0.3571841616963906,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,0.376101452669606,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,0.46597060787187916,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,0.5346957669075185,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2011_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,0.6725275068765669,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,0.5067587301376072,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_10uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,0.7846796961770581,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,0.7907184709553962,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,,,,,,,,,,
KQ2012_L21_6-10-5_3uM_P36,,,,,,,,,,
