Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp
ASO409-432_WT_20210621,G1,Naïve_P35,Naïve_P35,29.2050864080598,21.7370022631814,7.4680841448784,7.5815074150112896,0.13200693550067322,-0.11342327013288944,-0.1604013687117559,1.11759801907799
ASO409-432_WT_20210621,G2,Naïve_P35,Naïve_P35,29.1028092070006,21.6704578276027,7.4323513793979,,,-0.1491560356133892,,
ASO409-432_WT_20210621,G3,Naïve_P35,Naïve_P35,28.9449862975221,21.5821036828998,7.3628826146223005,,,-0.21862480038898902,,
ASO409-432_WT_20210621,G4,Naïve_P35,Naïve_P35,29.2625699355784,21.844517334014,7.418052601564401,,,-0.16345481344688828,-0.12934257714935585,1.0937951552936862
ASO409-432_WT_20210621,G5,Naïve_P35,Naïve_P35,29.1869011447961,21.732852957192,7.454048187604098,,,-0.12745922740719173,,
ASO409-432_WT_20210621,G6,Naïve_P35,Naïve_P35,29.1377061131864,21.6533123887691,7.484393724417302,,,-0.09711369059398756,,
ASO409-432_WT_20210621,G7,Naïve_P35,Naïve_P35,29.3015834589256,21.7747889212091,7.526794537716498,,,-0.054712877294791795,-0.034419391511291884,1.0241445760320986
ASO409-432_WT_20210621,G8,Naïve_P35,Naïve_P35,29.1697099515157,21.6294401545355,7.540269796980198,,,-0.04123761803109183,,
ASO409-432_WT_20210621,G9,Naïve_P35,Naïve_P35,29.1641748047673,21.589975068964,7.5741997358032975,,,-0.007307679207992024,,
ASO409-432_WT_20210621,H1,Naïve_P35,Naïve_P35,29.1678368933248,21.3805199254788,7.7873169678459995,,,0.20580955283470992,0.15425589873937837,0.8985957236178286
ASO409-432_WT_20210621,H2,Naïve_P35,Naïve_P35,29.1308959607707,21.3581028093177,7.772793151453001,,,0.19128573644171176,,
ASO409-432_WT_20210621,H3,Naïve_P35,Naïve_P35,28.953162491768,21.305982669815,7.647179821953003,,,0.06567240694171339,,
ASO409-432_WT_20210621,H4,Naïve_P35,Naïve_P35,29.6247354077465,21.960224278432,7.664511129314498,,,0.0830037143032083,0.08445628850347653,0.9431399120589835
ASO409-432_WT_20210621,H5,Naïve_P35,Naïve_P35,29.57485299983,21.8061356212404,7.768717378589599,,,0.18720996357830977,,
ASO409-432_WT_20210621,H6,Naïve_P35,Naïve_P35,29.3049824990184,21.7403198963782,7.564662602640201,,,-0.01684481237108848,,
ASO409-432_WT_20210621,H7,Naïve_P35,Naïve_P35,29.660179865883,21.9523401174126,7.707839748470398,,,0.12633233345910888,0.08545115012954281,0.9424897606150509
ASO409-432_WT_20210621,H8,Naïve_P35,Naïve_P35,29.3983750144475,21.8079547784008,7.5904202360467,,,0.0089128210354108,,
ASO409-432_WT_20210621,H9,Naïve_P35,Naïve_P35,29.4010904709973,21.6984747600919,7.702615710905398,,,0.12110829589410876,,
ASO409-432_WT_20210621,G10,Ionis1375651_10_P35,Ionis1375651_10uM_P35,35.1486504055353,26.0619416911368,9.086708714398501,,,1.5052012993872115,1.1562355019163426,0.44868177766851647
ASO409-432_WT_20210621,G11,Ionis1375651_10_P35,Ionis1375651_10uM_P35,34.2894913566452,26.0387308426391,8.2507605140061,,,0.66925309899481,,
ASO409-432_WT_20210621,G12,Ionis1375651_10_P35,Ionis1375651_10uM_P35,34.8820243410299,26.0062648186516,8.875759522378296,,,1.2942521073670061,,
ASO409-432_WT_20210621,H10,Ionis1375651_10_P35,Ionis1375651_10uM_P35,35.3059994971136,27.2446657983096,8.061333698804003,,,0.47982628379271297,0.2552052818348785,0.8378679055213482
ASO409-432_WT_20210621,H11,Ionis1375651_10_P35,Ionis1375651_10uM_P35,34.9791003652344,27.1518836164154,7.827216748819001,,,0.24570933380771187,,
ASO409-432_WT_20210621,H12,Ionis1375651_10_P35,Ionis1375651_10uM_P35,34.7154675858215,27.093879942906,7.6215876429155,,,0.04008022790421073,,
ASO409-432_WT_20210621,G13,Ionis1375651_3_P35,Ionis1375651_3uM_P35,33.6681338292846,25.3268732875214,8.341260541763198,,,0.7597531267519084,0.9286943887790423,0.5253335434921282
ASO409-432_WT_20210621,G14,Ionis1375651_3_P35,Ionis1375651_3uM_P35,33.9102652981546,25.228724782374,8.681540515780597,,,1.1000331007693074,,
ASO409-432_WT_20210621,G15,Ionis1375651_3_P35,Ionis1375651_3uM_P35,33.6699646898968,25.1621603360696,8.5078043538272,,,0.926296938815911,,
ASO409-432_WT_20210621,H13,Ionis1375651_3_P35,Ionis1375651_3uM_P35,34.8288216599944,25.7184971908649,9.110324469129498,,,1.5288170541182087,1.2759366248602735,0.4129569725669633
ASO409-432_WT_20210621,H14,Ionis1375651_3_P35,Ionis1375651_3uM_P35,34.6310056932648,25.641209714255,8.989795979009795,,,1.4082885639985054,,
ASO409-432_WT_20210621,H15,Ionis1375651_3_P35,Ionis1375651_3uM_P35,34.0179946404571,25.5457829689817,8.472211671475396,,,0.8907042564641063,,
ASO409-432_WT_20210621,G16,Ionis676630_10_P35,Ionis676630_10uM_P35,32.5713015929634,26.3733287571667,6.197972835796701,,,-1.3835345792145883,-1.346817470771456,2.5435041899451565
ASO409-432_WT_20210621,G17,Ionis676630_10_P35,Ionis676630_10uM_P35,32.4896127450288,26.2223638421198,6.2672489029089995,,,-1.31425851210229,,
ASO409-432_WT_20210621,G18,Ionis676630_10_P35,Ionis676630_10uM_P35,32.3633436553365,26.1244955613227,6.2388480940138,,,-1.3426593209974893,,
