Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore
R3.1_P1-1+P1-2_MT_20210826,G1,Naive_R3.1P1-1,Naive_R3.1P1-1,6.3506575499999975,0.124689092,0.9172016834597827,6.82349737181818,-0.47283982181818285,1.3878386228260615,0.05435185495454197,0.9746443972049866
R3.1_P1-1+P1-2_MT_20210826,G2,Naive_R3.1P1-1,Naive_R3.1P1-1,6.242787740000001,0.01681928,0.9884094574089427,6.82349737181818,-0.5807096318181797,1.495584714893487,0.05435185495454197,0.16959127862491374
R3.1_P1-1+P1-2_MT_20210826,G3,Naive_R3.1P1-1,Naive_R3.1P1-1,6.308245720000002,0.082277268,0.9445654898410917,6.82349737181818,-0.5152516518181782,1.429243423427994,0.05435185495454197,0.6652775959671968
R3.1_P1-1+P1-2_MT_20210826,G4,Naive_R3.1P1-1,Naive_R3.1P1-1,6.27792298,0.051954531,0.9646285860236453,6.82349737181818,-0.5455743918181808,1.45960135143598,0.03031676285344536,0.43845039372245553
R3.1_P1-1+P1-2_MT_20210826,G5,Naive_R3.1P1-1,Naive_R3.1P1-1,6.30532917,0.079360721,0.9464769514196864,6.82349737181818,-0.5181682018181801,1.432135702187574,0.03031676285344536,0.6436671784520476
R3.1_P1-1+P1-2_MT_20210826,G6,Naive_R3.1P1-1,Naive_R3.1P1-1,6.339045140000003,0.113076684,0.9246141305167539,6.82349737181818,-0.4844522318181772,1.399054566145553,0.03031676285344536,0.8908415420487791
R3.1_P1-1+P1-2_MT_20210826,H13,Naive_R3.1P1-1,Naive_R3.1P1-1,6.01859288,-0.207375578,1.1545859527172844,6.82349737181818,-0.8049044918181805,1.7470301324667492,0.031701314991134766,1.7091489493115963
R3.1_P1-1+P1-2_MT_20210826,H14,Naive_R3.1P1-1,Naive_R3.1P1-1,6.064430789999999,-0.16153766,1.1184786051286006,6.82349737181818,-0.759066581818181,1.6923952971328724,0.031701314991134766,1.3009304819436853
R3.1_P1-1+P1-2_MT_20210826,H15,Naive_R3.1P1-1,Naive_R3.1P1-1,6.018144639999999,-0.207823813,1.1549447300222278,6.82349737181818,-0.8053527318181812,1.7475730125823465,0.031701314991134766,1.713205220139528
R3.1_P1-1+P1-2_MT_20210826,H16,Naive_R3.1P1-1,Naive_R3.1P1-1,6.300783589999998,0.074815142,0.9494637715590154,6.82349737181818,-0.5227137818181822,1.4366551283538915,0.05476241916592423,0.6098991033453471
R3.1_P1-1+P1-2_MT_20210826,H17,Naive_R3.1P1-1,Naive_R3.1P1-1,6.20169739,-0.024271063,1.0169657295296102,6.82349737181818,-0.6217999818181807,1.5387938638525673,0.05476241916592423,0.15325718346993614
R3.1_P1-1+P1-2_MT_20210826,H18,Naive_R3.1P1-1,Naive_R3.1P1-1,6.2839838499999985,0.058015396,0.9605846128337369,6.82349737181818,-0.5395135218181819,1.4534823190147057,0.05476241916592423,0.4841703454990524
R3.1_P1-1+P1-2_MT_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.561466280000001,2.33549782,0.19812765592576456,6.82349737181818,1.7379689081818208,0.299791439245256,0.03382119018802128,0.9653723664412699
R3.1_P1-1+P1-2_MT_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.70358242,2.477613967,0.17954109859275036,6.82349737181818,1.8800850481818197,0.271667700102011,0.03382119018802128,0.08985568982972954
R3.1_P1-1+P1-2_MT_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.928487429999997,2.702518969,0.15362458633817844,6.82349737181818,2.1049900581818166,0.2324528375135718,0.03382119018802128,1.5612327003817665
R3.1_P1-1+P1-2_MT_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.763937499999997,2.537969039,0.17218495093852282,6.82349737181818,1.9404401281818169,0.2605369451390208,0.022816496632032904,0.507491654400468
R3.1_P1-1+P1-2_MT_20210826,H2,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.535702090000001,2.309733635,0.2016976758398713,6.82349737181818,1.7122047181818205,0.3051933182143827,0.022816496632032904,1.1680557370901528
R3.1_P1-1+P1-2_MT_20210826,H3,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,8.687395980000002,2.461427523,0.1815668183730368,6.82349737181818,1.8638986081818212,0.27473286179097633,0.022816496632032904,0.025151941080546567
R3.1_P1-1+P1-2_MT_20210826,G10,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,7.67281689,1.446848441,0.366821869643221,6.82349737181818,0.8493195181818196,0.5550464753222583,0.04049668244332816,0.7339948960345297
