Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore
R3.1_P3-1+P3-2_WT_20210826,H10,Ionis676630_10_R3.1P3-1,Ionis676630_10uM_R3.1P3-1,6.7790399344842,0.6247131617099,0.6485487097094687,6.925313262315708,-0.1462733278315076,1.1067070059742716,0.07455345277249348,1.8486525434083312
R3.1_P3-1+P3-2_WT_20210826,A7,ASO185_3_R3.1P3-1,KQ353_L20_5-10-5_3uM_R3.1P3-1,8.4578684033858,2.3035416306115,0.2025652166891464,6.925313262315708,1.5325551410700928,0.3456646218246292,0.6756477823034508,2.031071031017757
R3.1_P3-1+P3-2_WT_20210826,A15,ASO188_10_R3.1P3-1,KQ480_L20_5-10-5_10uM_R3.1P3-1,6.1191890890488,-0.0351376837255,1.0246546063673685,6.925313262315708,-0.806124173266908,1.7485077290163338,0.5238880144570836,2.038028170449414
R3.1_P3-1+P3-2_WT_20210826,D7,ASO577_3_R3.1P3-1,KQ2221_L20_6-08-6_3uM_R3.1P3-1,6.6541740053727,0.4998472325984,0.7071816608957322,6.925313262315708,-0.271139256943008,1.2067603973191627,0.08773784261537,1.9275612206078243
R3.1_P3-1+P3-2_WT_20210826,D13,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,7.4738344059943,1.31950763322,0.4006716577468572,6.925313262315708,0.5485211436785917,0.6837206274335429,0.040860110227411706,1.8481314397610227
R3.1_P3-1+P3-2_MT_20210826,O6,Naive_R3.1P3-2,Naive_R3.1P3-2,8.161295070032601,1.5048313326734757,0.3523713825674662,6.6066323376876905,1.5546627323449105,0.34040809910978737,0.4320686786512482,2.36549918124008
R3.1_P3-1+P3-2_MT_20210826,P12,Ionis676630_10_R3.1P3-2,Ionis676630_10uM_R3.1P3-2,4.249370260488398,-2.4070934768707275,5.304046696375553,6.6066323376876905,-2.3572620771992927,5.12397017132075,,2.783833007034603
R3.1_P3-1+P3-2_MT_20210826,L11,ASO577_3_R3.1P3-2,KQ2221_L20_6-08-6_3uM_R3.1P3-2,6.028394859542999,-0.6280688778161263,1.545494883268552,6.6066323376876905,-0.5782374781446915,1.4930241257506824,0.5406394609241605,1.9351277098485153
R3.1_P3-1+P3-2_MT_20210826,K15,ASO580_10_R3.1P3-2,KQ2224_L20_5-09-6_10uM_R3.1P3-2,6.2251330727698,-0.4313306645893249,1.3484767661539898,6.6066323376876905,-0.3814992649178901,1.3026949274812492,0.3832418391777104,1.9017935896318372
R3.1_P3-1+P3-2_MT_20210826,L13,ASO581_10_R3.1P3-2,KQ2225_L20_6-09-5_10uM_R3.1P3-2,7.613580735733198,0.9571169983740724,0.515085203203513,6.6066323376876905,1.0069483980455072,0.497597658540036,0.08687859298465705,1.8882760995136003
R3.1_P3-1+P3-2_MT_20210826,K8,ASO622_3_R3.1P3-2,KQ352_L20_5-10-5_3uM_R3.1P3-2,7.375632363373601,0.7191686260144756,0.6074473917442506,6.6066323376876905,0.7690000256859104,0.586824078692792,0.2053519913096164,1.828742335557238
R3.1 P3-1+P3-2_Total_20210826,O4,Naive_R3.1P3-2,Naive_R3.1P3-2,1.9594818249407984,-2.4825441597085858,5.588821739619946,3.725275372064283,-1.7657935471234845,3.4006099705681714,0.3691440821744195,1.8787419750580596
R3.1 P3-1+P3-2_Total_20210826,L21,ASO581_3_R3.1P3-2,KQ2225_L20_6-09-5_3uM_R3.1P3-2,5.5262081675696,1.0841821829202152,0.47165956071680665,3.725275372064283,1.8009327955053176,0.2869889718465858,0.016056856453940612,1.8554919739805167
R3.1_P3-1+P3-2_WT_20210826,O6,Naive_R3.1P3-2,Naive_R3.1P3-2,5.391916313561701,-1.0782557888189732,2.111481766327003,6.673893743847924,-1.281977430286223,2.431720523908185,1.0293660995019083,2.4087375162380256
R3.1_P3-1+P3-2_WT_20210826,P11,Ionis676630_10_R3.1P3-2,Ionis676630_10uM_R3.1P3-2,5.853156756925202,-0.6170153454554725,1.5336989730196162,6.673893743847924,-0.8207369869227223,1.7663080636856983,0.35226854761219983,2.5225844252066865
R3.1_P3-1+P3-2_WT_20210826,I15,ASO188_10_R3.1P3-2,KQ480_L20_5-10-5_10uM_R3.1P3-2,6.606788467548601,0.1366163651679262,0.9096501096172239,6.673893743847924,-0.06710527629932361,1.0476125706637816,0.19325445870850813,1.9272614926378546
R3.1_P3-1+P3-2_WT_20210826,N23,ASO189_3_R3.1P3-2,KQ479_L20_5-10-5_3uM_R3.1P3-2,6.642888959209802,0.1727168568291279,0.8871704040337032,6.673893743847924,-0.03100478463812184,1.0217234712120957,0.10653671445893775,1.8170308086627027
R3.1_P3-1+P3-2_WT_20210826,L12,ASO577_3_R3.1P3-2,KQ2221_L20_6-08-6_3uM_R3.1P3-2,5.8833398576806,-0.5868322447000747,1.501945271922516,6.673893743847924,-0.7905538861673245,1.7297384243455562,0.36575897034039595,1.8754152074472883
R3.1_P4-1+P5-1_MT_20210826,H16,Naive_R3.1P4-1,Naive_R3.1P4-1,5.946190518774902,-0.349467070779748,1.274089893629576,6.467540327231909,-0.521349808457007,1.435297507205052,0.07454820841071483,2.043568375758361
R3.1_P4-1+P5-1_MT_20210826,G14,Ionis676630_10_R3.1P4-1,Ionis676630_10uM_R3.1P4-1,5.244937170716298,-1.0507204188383517,2.071564037972063,6.467540327231909,-1.2226031565156106,2.3336741893828896,0.7225018299294438,2.990676260740944
R3.1_P4-1+P5-1_MT_20210826,A23,ASO198_3_R3.1P4-1,KQ959_L20_5-10-5_3uM_R3.1P4-1,7.405992959141599,1.1103353695869496,0.46318634590742747,6.467540327231909,0.9384526319096906,0.5217922306552978,0.0745689005184731,1.8623971596699465
R3.1 P4-1+P5-1_Total_20210826,H14,Naive_R3.1P4-1,Naive_R3.1P4-1,4.617218529825301,-0.7843493202317156,1.7223153509854225,5.193670562138858,-0.5764520323135569,1.4911775366981008,0.4239966024851046,3.0088238711052355
R3.1 P4-1+P5-1_Total_20210826,G13,Ionis676630_10_R3.1P4-1,Ionis676630_10uM_R3.1P4-1,2.370842564923599,-3.0307252851334177,8.172204380080116,5.193670562138858,-2.822827997215259,7.0754798706920665,0.5771000865670486,1.8754373838943326
R3.1 P4-1+P5-1_Total_20210826,E10,ASO190_3_R3.1P4-1,KQ478_L20_5-10-5_3uM_R3.1P4-1,6.4637124862805,1.0621446362234828,0.4789195930083624,5.193670562138858,1.2700419241416423,0.4146477232349251,0.06484739362918607,1.8436344261167645
R3.1 P4-1+P5-1_Total_20210826,F6,ASO587_10_R3.1P4-1,KQ2233_L19_5-09-5_10uM_R3.1P4-1,5.584708572823697,0.1831407227666801,0.8807834569188749,5.193670562138858,0.3910380106848388,0.7625807346495875,0.07946046867959113,1.8208223641731884
R3.1 P4-1+P5-1_Total_20210826,D17,ASO589_10_R3.1P4-1,KQ2242_L20_5-09-6_10uM_R3.1P4-1,6.128910908349301,0.7273430582922842,0.6040152758920447,5.193670562138858,0.9352403462104428,0.5229553407379149,0.040829641438765,1.9121019231986467
R3.1 P4-1+P5-1_WT_20210826,G14,Ionis676630_10_R3.1P4-1,Ionis676630_10uM_R3.1P4-1,8.725002436382699,2.5195931474994824,0.17439213145178611,6.72203547174185,2.002966964640849,0.24948639251509733,0.8474196589855999,2.1965637857213363
R3.1 P4-1+P5-1_WT_20210826,G15,Ionis676630_10_R3.1P4-1,Ionis676630_10uM_R3.1P4-1,5.763519103632003,-0.4418901852512134,1.358382883519421,6.72203547174185,-0.958516368109847,1.9433104145367393,0.8474196589855999,2.2591977382624875
