Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
ID,MT,,,,,,Total,,,,,,WT,,,,,
Naïve_P29,1.0296567935694996,1.076259847517485,1.0118087756231937,0.9091745643893728,1.0287877569199482,0.9534959798677972,1.066694425679733,1.1148663925489237,1.0499823227062655,0.8130352342256811,1.0251513518187774,0.9608548961582389,1.0391050741778285,1.117192654554581,0.9680147925242321,0.9517214801853403,1.0269654008260798,0.9104682075361517
Ionis1375651_10uM_P29,0.11694354986261953,0.06495756052417949,,,,,0.04847268753554908,0.06721935968696648,,,,,0.05457327074044641,0.11318445487143293,,,,
Ionis1375651_3uM_P29,,,0.15181144202026345,0.08527378523255953,,,,,0.08814722647042093,0.0687745627853455,,,,,0.16308701474317808,0.10785659210465488,,
Ionis676630_10uM_P29,0.41165759437331423,0.29341238792596697,,,,,0.3287127160678011,0.15945418161276886,,,,,0.4659537058350932,0.27257066119288087,,,,
KQJM083_L18_5-08-5_10uM_P29,0.5947736800703695,0.34803109249969016,,,,,0.3317343331057684,0.21980762114850302,,,,,0.6355374442029221,0.40079281815048384,,,,
KQJM083_L18_5-08-5_3uM_P29,,,0.672742930693288,0.6953295450738343,,,,,0.4240121833081638,0.45118180345517156,,,,,0.7156122623939557,0.7703947118216583,,
KQJM084_L18_4-10-4_10uM_P29,0.2589550200592146,0.19823979028592814,,,,,0.16979402740384691,0.13773910245211005,,,,,0.325028089407167,0.300428587418118,,,,
KQJM084_L18_4-10-4_3uM_P29,,,0.3058473014149499,0.29780883956180904,,,,,0.18505000703372892,0.19885194018819796,,,,,0.351966038016736,0.36121603301709093,,
KQJM085_L18_5-08-5_10uM_P29,0.3583191744274335,0.4266985363287118,,,,,0.2863704241182101,0.291307833817394,,,,,0.43131875593984653,0.49838345646212595,,,,
KQJM085_L18_5-08-5_3uM_P29,,,0.5912942665684389,0.61615329077799,,,,,0.488179775068178,0.4821124094506412,,,,,0.6698867809224772,0.6901850077994977,,
KQJM086_L17_5-08-4_10uM_P29,0.39754901510246554,0.3912115342290845,,,,,0.27941906772768166,0.2902747305522619,,,,,0.4357555447692604,0.4409142196609893,,,,
KQJM086_L17_5-08-4_3uM_P29,,,0.4959151866258636,0.42944050946689794,,,,,0.3719331759892831,0.3502179635806045,,,,,0.4881186489209497,0.49852162386685794,,
KQJM087_L18_4-10-4_10uM_P29,0.2863199414870693,0.23181531779869805,,,,,0.18958155467712987,0.18657601317867922,,,,,0.34967359070516896,0.36694610194382427,,,,
KQJM087_L18_4-10-4_3uM_P29,,,0.35088839627477847,0.30398954911291476,,,,,0.22277295872535002,0.207638189256845,,,,,0.4080641430362868,0.39701557479241495,,
KQJM088_L17_4-10-3_10uM_P29,0.2978737390467559,0.22145953577138988,,,,,0.21021345309773762,0.1953902152469757,,,,,0.3524233325687639,0.28674558435526326,,,,
KQJM088_L17_4-10-3_3uM_P29,,,0.3978291295465953,0.37166370600105936,,,,,0.25277060165217,0.22810377992485142,,,,,0.4678473108022417,0.46707815359475574,,
KQJM089_L18_4-10-4_10uM_P29,0.2310408169364309,0.29933177112787773,,,,,0.1282270125156507,0.1542450789384585,,,,,0.20707560932361901,0.21694002904697235,,,,
KQJM089_L18_4-10-4_3uM_P29,,,0.28742618843003814,0.26530713514410054,,,,,0.17387432252061258,0.19182253794313198,,,,,0.3494135689869318,0.32199068996065383,,
KQJM090_L17_4-10-3_10uM_P29,0.25391202247650574,0.2580092833161001,,,,,0.16579811330857702,0.14421253093600717,,,,,0.3082020145709426,0.30044912230513837,,,,
KQJM090_L17_4-10-3_3uM_P29,,,0.40756395503100495,0.393291305155479,,,,,0.2746039442252127,0.22281085692559252,,,,,0.514891815495705,0.41680622170815024,,
KQJM091_L18_4-10-4_10uM_P29,0.2707854991900524,0.33215083967799286,,,,,0.18877223055442016,0.18531151569951043,,,,,0.3659361536083455,0.31770741892776766,,,,
KQJM091_L18_4-10-4_3uM_P29,,,0.36183674387920695,0.40405290239961866,,,,,0.23552721626410447,0.2622396906822663,,,,,0.41955772352817544,0.4414907420416442,,
KQJM092_L21_6-10-5_10uM_P29,0.20200476199097891,0.24008200389256507,,,,,0.27302024431517397,0.18755599433481226,,,,,0.19094344127086077,0.27457174489218605,,,,
KQJM092_L21_6-10-5_3uM_P29,,,0.26385769493008726,0.20329690798281277,,,,,0.1434321546477736,0.15591799119693323,,,,,0.27765685131812834,0.2334233637840289,,
KQJM093_L17_4-10-3_10uM_P29,0.24794087070831888,0.2706699017494122,,,,,0.15173611228362988,0.1764919303377959,,,,,0.26300103085999804,0.28732144246290364,,,,
