Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
KQJM093_L17_4-10-3_3uM_P29,,,0.4268851951781163,0.4956472826644825,,,,,0.29941818764383016,0.33700547336565384,,,,,0.4325475287777949,0.48181284524310075,,
KQJM094_L19_5-10-4_10uM_P29,0.19080788361059783,0.2894329275838713,,,,,0.11995427510640394,0.21980760672588745,,,,,0.2783869755947333,0.2947253310805628,,,,
KQJM094_L19_5-10-4_3uM_P29,,,0.251793295392011,0.23650456319385818,,,,,0.16666559506266418,0.15855745776566682,,,,,0.2961330275616235,0.2750857776943662,,
,,,,,,,,,,,,,,,,,,
,10uM,,3uM,,,,10uM,,3uM,,,,10uM,,3uM,,,
Naïve_P30,1.0956572340359594,0.9924173997172668,1.0095023926983684,1.078630380672797,0.9436169386226307,0.8950662677360084,1.1304780444428484,1.0503372671892792,0.93873947598846,1.0860223901985173,0.9205723721693743,0.897361216547169,1.1449993630278852,0.9607329166376092,0.9689535156894485,1.0803360156406907,0.9599747109077171,0.9046289758978049
Ionis1375651_10uM_P30,0.042925029246381044,0.23521765386653554,,,,,0.03538595782751875,0.05306675382396473,,,,,0.08022562533126383,0.1263397724237793,,,,
Ionis1375651_3uM_P30,,,0.07840669953843982,0.1109875993570625,,,,,0.11380286733178722,0.08279528845083221,,,,,0.17682262813540603,0.07591010829066575,,
Ionis676630_10uM_P30,0.26846987734458033,0.4086812207263211,,,,,0.1943036390624621,0.31344077087205724,,,,,0.24206403493225262,0.18478748927569463,,,,
KQJM095_L21_6-10-5_10uM_P30,0.5717472702008274,0.5351123439454734,,,,,0.621608191563618,0.5518854823575748,,,,,0.6674160323632642,0.5486353306622345,,,,
KQJM095_L21_6-10-5_3uM_P30,,,0.495784483316046,0.4079636567982924,,,,,0.3650245218509614,0.2788428165014397,,,,,0.5288925422501254,0.441765135082812,,
KQJM096_L17_4-10-3_10uM_P30,0.19427130168428655,0.1967202446942245,,,,,0.18208932982935383,0.18484065708983,,,,,0.25476912005984637,0.22631004303516447,,,,
KQJM096_L17_4-10-3_3uM_P30,,,0.35758722430580503,0.28602537494270575,,,,,0.27430855440123086,0.2675925448937998,,,,,0.385502851781262,0.3523991012614183,,
KQJM097_L17_5-08-4_10uM_P30,0.334575304211225,0.357061409484494,,,,,0.28595451879807654,0.3048479104397592,,,,,0.42935044906786524,0.47891737479266644,,,,
KQJM097_L17_5-08-4_3uM_P30,,,0.4105356790313279,0.4161228949095109,,,,,0.33454917027632064,0.3642891433441192,,,,,0.438262380349277,0.46290187384339576,,
KQJM098_L18_4-10-4_10uM_P30,0.4293617400093685,0.402259571777852,,,,,0.37284366729357876,0.3085884735704959,,,,,0.4638157949556528,0.47191289343744064,,,,
KQJM098_L18_4-10-4_3uM_P30,,,0.36190354353805765,0.4028087318098877,,,,,0.2985525604383283,0.3019546148896259,,,,,0.4144879350438353,0.4168803580565791,,
KQJM099_L19_5-10-4_10uM_P30,0.29457598166509713,0.43977446557468103,,,,,0.1992422574445913,0.3169583917749721,,,,,0.29836755758205064,0.4466723404600407,,,,
KQJM099_L19_5-10-4_3uM_P30,,,0.4700882266467787,0.28164099329899295,,,,,0.36381776329091087,0.21182893293474847,,,,,0.48279203354124506,0.32586714546602324,,
KQJM155_L17_4-10-3_10uM_P30,0.3324255478760371,0.20705212371480083,,,,,0.2149301759644982,0.1414349722075771,,,,,0.3692701189042985,0.2672823095274896,,,,
KQJM155_L17_4-10-3_3uM_P30,,,0.5312335990974503,0.4937207480004089,,,,,0.38436483707339253,0.3539654353723372,,,,,0.5672902951299134,0.5116949995959972,,
KQJM156_L18_5-08-5_10uM_P30,0.3269608109845838,0.33277886260000705,,,,,0.22775479333095328,0.19468791315919962,,,,,0.41983422751982,0.3637712073483419,,,,
KQJM156_L18_5-08-5_3uM_P30,,,0.4539305645640566,0.5557190190543669,,,,,0.3275748565747013,0.3984553223736617,,,,,0.5270234763159413,0.613099618023753,,
KQJM157_L17_5-08-4_10uM_P30,0.41263992745435346,0.36918624872073064,,,,,0.28047686528981963,0.23549051836337284,,,,,0.486822266375533,0.40930134032001564,,,,
KQJM157_L17_5-08-4_3uM_P30,,,0.5327047563975928,0.5420626169090159,,,,,0.4064061204577887,0.4273899381602181,,,,,0.59599168618731,0.567649312274059,,
KQJM158_L18_5-08-5_10uM_P30,0.788916723874414,0.8456471142869731,,,,,0.48216204499182597,0.5522402974184734,,,,,0.9222182918441605,0.8819579926800364,,,,
KQJM158_L18_5-08-5_3uM_P30,,,0.7756654743014466,0.8019178276427309,,,,,0.5378592608622643,0.522895618667271,,,,,0.7593624996028937,0.7785154975011002,,
KQJM159_L19_5-10-4_10uM_P30,1.1999511106995648,0.8461594684079525,,,,,0.7585091053054835,0.7708860967822474,,,,,1.039793793988099,1.3422460209922538,,,,
KQJM159_L19_5-10-4_3uM_P30,,,1.1385538765746586,0.8994178967059185,,,,,0.7272682510183686,0.7455409390573984,,,,,1.110585876764177,1.0392217150389569,,
KQJM160_L19_6-08-5_10uM_P30,0.627880419450788,1.0207216217457387,,,,,0.36005823337063325,0.6125787436847414,,,,,0.5344763328926424,0.8467934861183117,,,,
KQJM160_L19_6-08-5_3uM_P30,,,0.6182442567956149,0.7065111028152731,,,,,0.373261218657757,0.41790324365618237,,,,,0.687967646429801,0.7200170206969162,,
KQJM161_L18_4-10-4_10uM_P30,0.29717027399669493,0.33549051304113736,,,,,0.28727010126386365,0.24947066104879767,,,,,0.4176059114227824,0.43991163742210604,,,,
KQJM161_L18_4-10-4_3uM_P30,,,0.3609323878069358,0.3508090373367883,,,,,0.23274512718418455,0.23097950892107277,,,,,0.36685369050066224,0.3438784470132068,,
