Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ASO337-360_MT_20210621,G1,Naïve_P29,Naïve_P29,27.9309768275228,20.7433280587199,7.187648768802902,7.24802670005705,0.08986277717794888,-0.060377931254148365,-0.04216353670284908,1.0296567935694996,,,,
ASO337-360_MT_20210621,G2,Naïve_P29,Naïve_P29,28.1711332702662,20.9105602791035,7.2605729911627,,,0.012546291105650198,,,,,,
ASO337-360_MT_20210621,G3,Naïve_P29,Naïve_P29,28.0447900145268,20.8754222844298,7.169367730097001,,,-0.07865896996004906,,,,,,
ASO337-360_MT_20210621,G4,Naïve_P29,Naïve_P29,27.9967433763972,20.795453661087,7.2012897153102,,,-0.046736984746850396,-0.10602643799345064,1.076259847517485,,,,
ASO337-360_MT_20210621,G5,Naïve_P29,Naïve_P29,27.9317180861589,20.7916805296714,7.140037556487499,,,-0.1079891435695508,,,,,,
ASO337-360_MT_20210621,G6,Naïve_P29,Naïve_P29,27.8893372163583,20.8046637019652,7.084673514393099,,,-0.16335318566395074,,,,,,
ASO337-360_MT_20210621,G7,Naïve_P29,Naïve_P29,28.143414137049,20.8663797546268,7.277034382422201,,,0.029007682365151055,-0.01693665709944862,1.0118087756231937,,,,
ASO337-360_MT_20210621,G8,Naïve_P29,Naïve_P29,28.1264660642493,20.896664141562,7.229801922687301,,,-0.018224777369749035,,,,,,
ASO337-360_MT_20210621,G9,Naïve_P29,Naïve_P29,28.1195679204165,20.9331340966532,7.186433823763302,,,-0.06159287629374788,,,,,,
ASO337-360_MT_20210621,H1,Naïve_P29,Naïve_P29,28.1714629792073,20.7466488982033,7.424814081003998,,,0.1767873809469478,0.13737077186514904,0.9091745643893728,,,,
ASO337-360_MT_20210621,H2,Naïve_P29,Naïve_P29,28.1452289209566,20.7750137061123,7.3702152148443005,,,0.12218851478725057,,,,,,
ASO337-360_MT_20210621,H3,Naïve_P29,Naïve_P29,28.1498218942507,20.7886587743324,7.361163119918299,,,0.11313641986124878,,,,,,
ASO337-360_MT_20210621,H4,Naïve_P29,Naïve_P29,28.1202287825479,20.8809476385038,7.239281144044099,,,-0.008745556012950573,-0.04094537910045067,1.0287877569199482,,,,
ASO337-360_MT_20210621,H5,Naïve_P29,Naïve_P29,28.1215066614368,20.9061910897175,7.215315571719302,,,-0.03271112833774836,,,,,,
ASO337-360_MT_20210621,H6,Naïve_P29,Naïve_P29,28.0764020862169,20.9097548391105,7.166647247106397,,,-0.08137945295065308,,,,,,
