Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ASO217-240_MT_20210616,G1,Naïve_P19,Naïve_P19,28.492136307431,21.3796139384458,7.1125223689852,7.347570062158861,0.32934573471825296,-0.23504769317366137,-0.21980085204136213,1.1645728190845583,,,,
ASO217-240_MT_20210616,G2,Naïve_P19,Naïve_P19,28.4509393382785,21.3561066089965,7.094832729281997,,,-0.2527373328768645,,,,,,
ASO217-240_MT_20210616,G3,Naïve_P19,Naïve_P19,28.5296343090975,21.3536817770122,7.175952532085301,,,-0.1716175300735605,,,,,,
ASO217-240_MT_20210616,G4,Naïve_P19,Naïve_P19,28.777100117139,21.3709758139529,7.4061243031861,,,0.05855424102723905,0.08921422907327041,0.9400346042648423,,,,
ASO217-240_MT_20210616,G5,Naïve_P19,Naïve_P19,28.8091949889735,21.371528672671,7.437666316302497,,,0.09009625414363587,,,,,,
ASO217-240_MT_20210616,G6,Naïve_P19,Naïve_P19,28.8002453581327,21.3336831039249,7.466562254207798,,,0.1189921920489363,,,,,,
ASO217-240_MT_20210616,G7,Naïve_P19,Naïve_P19,28.663161817113,21.6329996710484,7.030162146064601,,,-0.3174079160942602,-0.2841703934115598,1.2177098310931553,,,,
ASO217-240_MT_20210616,G8,Naïve_P19,Naïve_P19,28.7804612111839,21.6772299111109,7.103231300073002,,,-0.24433876208585925,,,,,,
ASO217-240_MT_20210616,G9,Naïve_P19,Naïve_P19,28.734563940328,21.6777583802237,7.056805560104301,,,-0.29076450205455995,,,,,,
ASO217-240_MT_20210616,H1,Naïve_P19,Naïve_P19,29.1568891102792,21.1085598722692,8.048329238009998,,,0.7007591758511369,0.6637309554323041,0.6312437241337914,,,,
ASO217-240_MT_20210616,H2,Naïve_P19,Naïve_P19,29.1533814606193,21.1214174374408,8.0319640231785,,,0.6843939610196381,,,,,,
ASO217-240_MT_20210616,H3,Naïve_P19,Naïve_P19,29.0934500183658,21.1398402267808,7.953609791584999,,,0.6060397294261373,,,,,,
ASO217-240_MT_20210616,H4,Naïve_P19,Naïve_P19,28.8647604119754,21.6252110962949,7.239549315680499,,,-0.10802074647836246,-0.11121146386156185,1.080134869624804,,,,
ASO217-240_MT_20210616,H5,Naïve_P19,Naïve_P19,28.8299443746278,21.6073828511962,7.222561523431601,,,-0.12500853872726037,,,,,,
ASO217-240_MT_20210616,H6,Naïve_P19,Naïve_P19,28.8502592743512,21.6032943185714,7.246964955779799,,,-0.10060510637906273,,,,,,
ASO217-240_MT_20210616,H7,Naïve_P19,Naïve_P19,28.6049978500334,21.4251974892243,7.1798003608091,,,-0.1677697013497612,-0.13776247519109366,1.100197458327987,,,,
ASO217-240_MT_20210616,H8,Naïve_P19,Naïve_P19,28.6917207807939,21.4333972248827,7.2583235559112005,,,-0.08924650624766084,,,,,,
ASO217-240_MT_20210616,H9,Naïve_P19,Naïve_P19,28.7300731492057,21.5387743050227,7.191298844183002,,,-0.15627121797585897,,,,,,
ASO217-240_MT_20210616,G10,Ionis1375651_10_P19,Ionis1375651_10uM_P19,36.7073392569523,26.9164588707253,9.790880386227002,,,2.4433103240681406,2.527106587115106,0.1734862721408175,,,,
ASO217-240_MT_20210616,G11,Ionis1375651_10_P19,Ionis1375651_10uM_P19,37.390304397599,26.8774703575584,10.512834040040602,,,3.1652639778817404,,,,,,
ASO217-240_MT_20210616,G12,Ionis1375651_10_P19,Ionis1375651_10uM_P19,36.2645696328631,26.9442541113088,9.3203155215543,,,1.9727454593954379,,,,,,
ASO217-240_MT_20210616,H10,Ionis1375651_10_P19,Ionis1375651_10uM_P19,37.7194585517088,27.1309074206953,10.588551131013496,,,3.2409810688546346,2.6705641962795377,0.15706523613469908,,,,
ASO217-240_MT_20210616,H11,Ionis1375651_10_P19,Ionis1375651_10uM_P19,36.5509028458517,27.1304743090144,9.420428536837303,,,2.0728584746784415,,,,,,
ASO217-240_MT_20210616,H12,Ionis1375651_10_P19,Ionis1375651_10uM_P19,37.1925477028733,27.1471245954089,10.045423107464398,,,2.6978530453055365,,,,,,
ASO217-240_MT_20210616,G13,Ionis1375651_3_P19,Ionis1375651_3uM_P19,34.684283466169,24.7704200926836,9.913863373485398,,,2.566293311326537,2.13254295422717,0.22805552792576775,,,,
ASO217-240_MT_20210616,G14,Ionis1375651_3_P19,Ionis1375651_3uM_P19,34.208193528317,24.792084040205,9.416109488111996,,,2.0685394259531344,,,,,,
ASO217-240_MT_20210616,G15,Ionis1375651_3_P19,Ionis1375651_3uM_P19,33.9282508091269,24.8178846215662,9.1103661875607,,,1.762796125401839,,,,,,
ASO217-240_MT_20210616,H13,Ionis1375651_3_P19,Ionis1375651_3uM_P19,34.0477225489981,24.4397818702051,9.607940678793003,,,2.260370616634142,2.1923635309385725,0.21879269399653328,,,,
ASO217-240_MT_20210616,H14,Ionis1375651_3_P19,Ionis1375651_3uM_P19,34.481087843894,24.5376341749857,9.943453668908301,,,2.5958836067494397,,,,,,
ASO217-240_MT_20210616,H15,Ionis1375651_3_P19,Ionis1375651_3uM_P19,33.6528546304969,24.5844481989059,9.068406431590997,,,1.7208363694321358,,,,,,
ASO217-240_MT_20210616,G16,Ionis676630_10_P19,Ionis676630_10uM_P19,35.4462432112009,28.5482486742772,6.897994536923701,,,-0.44957552523516053,-0.20427921770402957,1.15211059906537,,,,
