Unnamed: 0,WT,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,MT,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Total,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
,10uM,,,,3uM,,,,10uM,,,,3uM,,,,10uM,,,,3uM,
ID,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,
Naïve_P2.3-7,0.999495176810291,0.9604571281435583,1.1514984915670454,0.9046444847940388,,,,,0.9847267476463052,0.9622104814529726,1.0777645573086447,0.979242568662391,,,,,1.0193635822468927,1.0247971025012539,1.080326451977449,0.8860903099375962,,
Ionis1375651_10uM_P2.3-7,0.19226653287011145,0.1758132850810022,,,,,,,0.19091171562429718,0.20555928101601867,,,,,,,0.11421566156606235,0.11273548776000748,,,,
Ionis1375651_3uM_P2.3-7,,,,,0.3838840044238258,0.4029473985630407,,,,,,,0.4177543073898282,0.402491762049705,,,,,,,0.3200872852397967,0.30341150448676496
Ionis676630_10uM_P2.3-7,0.6316905625866414,0.59121701778789,,,,,,,0.6905246979174521,0.5598788415030834,,,,,,,0.5661435147371087,0.5347211758386423,,,,
Ionis676630_3uM_P2.3-7,,,,,0.8781206912540668,0.6794681829316748,,,,,,,0.916235593496908,0.608442139457496,,,,,,,0.8378235309550308,0.4666477740103294
KQ2022_L21_6-10-5_10uM_P2.3-7,0.3782339809393064,0.25179964276824607,,,,,,,0.3237794267040079,0.20465586160126506,,,,,,,0.27152816637511606,0.07825805015208917,,,,
KQ2022_L21_6-10-5_3uM_P2.3-7,,,,,0.45369894941060557,0.986080149643276,,,,,,,0.36527443072942667,0.8835745945139976,,,,,,,0.3104013600726356,0.7820089311577022
KQ2062_L21_7-08-6_10uM_P2.3-7,0.3106650182238529,0.4305373900171874,,,,,,,0.21382329914233755,0.30634209005336965,,,,,,,0.12120510384430887,0.22680052843046064,,,,
KQ2062_L21_7-08-6_3uM_P2.3-7,,,,,0.5763557812017872,0.42688411277707083,,,,,,,0.4237985856842864,0.3714799443163956,,,,,,,0.38708405695758336,0.2649006285671837
KQ498_L20_5-10-5_10uM_P2.3-7,0.6396182371647855,0.5475022564414891,,,,,,,0.556063697414176,0.5151382067361339,,,,,,,0.4881021567314123,0.287278560704957,,,,
KQ498_L20_5-10-5_3uM_P2.3-7,,,,,0.8949662906136738,0.6940647755116686,,,,,,,0.6817434391925653,0.6470062517532107,,,,,,,0.543711816784637,0.4646543191537307
KQ499_L20_5-10-5_10uM_P2.3-7,0.520160087948148,0.45441924509148723,,,,,,,0.2721520844112129,0.2602876689593069,,,,,,,0.23086527254696768,0.20037293873828838,,,,
KQ499_L20_5-10-5_3uM_P2.3-7,,,,,0.8319760788674191,0.5501575616293255,,,,,,,0.48166744340725415,0.4061337416785162,,,,,,,0.6079752618752593,0.35850891582871425
KQ500_L20_5-10-5_10uM_P2.3-7,0.4007868016054036,0.333012582259568,,,,,,,0.21499952405361444,0.1599281406462026,,,,,,,0.2472078569789288,0.10355155919702341,,,,
KQ500_L20_5-10-5_3uM_P2.3-7,,,,,0.5470155642956417,0.5352745433015834,,,,,,,0.3510330565407606,0.42405903497857017,,,,,,,0.34001534722092563,0.23208720198198496
KQ999_L20_5-10-5_10uM_P2.3-7,0.39458580561696105,0.48655388840724667,,,,,,,0.23808346925677948,0.35250331279091013,,,,,,,0.16141829093122803,0.2996949068810083,,,,
KQ999_L20_5-10-5_3uM_P2.3-7,,,,,0.656596050354755,0.7459126956406532,,,,,,,0.4759442675544193,0.8607329465578037,,,,,,,0.38592597782008653,0.5314254240604261
KQJM148_L17_5-08-4_10uM_P2.3-7,0.8303921400027535,0.8059011831685589,,,,,,,0.847839544782324,0.8282821321936893,,,,,,,0.6813489297735836,0.7351789838657968,,,,
KQJM148_L17_5-08-4_3uM_P2.3-7,,,,,0.8330111432067846,0.8029838770708612,,,,,,,0.7840288708339097,0.8239553852404015,,,,,,,0.6822173040674114,0.6356347330636777
KQJM150_L20_6-08-6_10uM_P2.3-7,0.5328043331568013,0.5394694499972306,,,,,,,0.43163646646720766,0.5712953022191407,,,,,,,0.32683221976208293,0.36313020922746186,,,,
KQJM150_L20_6-08-6_3uM_P2.3-7,,,,,0.8976108880388654,0.7666286582999877,,,,,,,0.8244152905590112,0.7592103422510762,,,,,,,0.8035160253514114,0.6211603967423346
KQJM151_L18_5-08-5_10uM_P2.3-7,0.6487179478646201,0.5976423678236944,,,,,,,0.6395180806223235,0.6029846473172132,,,,,,,0.4740467854559845,0.4482852622019772,,,,
KQJM151_L18_5-08-5_3uM_P2.3-7,,,,,0.6934208844332308,0.5406654399132619,,,,,,,0.6993368671882455,0.6324882127273295,,,,,,,0.6344691606843762,0.5048719124337705
KQJM153_L18_5-08-5_10uM_P2.3-7,0.7510259376762803,0.6426383241626148,,,,,,,0.6084560530188988,0.4613850402675904,,,,,,,0.549629498997788,0.44435514174311136,,,,
KQJM153_L18_5-08-5_3uM_P2.3-7,,,,,0.9500069356254286,0.7718767949054292,,,,,,,0.8122413135523455,0.7481317648042829,,,,,,,0.8618699303273382,0.721714129338979
