ASO Short Description ,Exp,Unnamed: 2,Unnamed: 3,ID,N1,N2,N3,N4,N5,N6
KQ2112_L20_6-08-6_10uM_P45,1.5162645737339913,,,,,,,,,
KQ2112_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_10uM_P45,1.0286381278181156,,,,,,,,,
KQ2112_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,2.5736864704154834,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,3.8006768391075414,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2112_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,1.3322561163438884,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,1.1764712480104036,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_10uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,0.9883594887194777,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,1.2253150475572054,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2113_L20_6-08-6_3uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,4.728006206578171,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,1.4271884837878348,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,14.408521281126873,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,1.5903389215152859,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2114_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,1.9225806608821765,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,1.4643301026205713,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,1.771192765248315,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,1.6526278376732826,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2115_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,1.1909544378997006,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,1.661497519638158,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_10uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,1.4248850640896844,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,2.9785878401537573,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,,,,,,,,,,
KQ2116_L21_7-08-6_3uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,1.3666062591751627,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,0.9635471060190581,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,1.259805812079436,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,1.1552740791876406,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2117_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,0.6981281611597556,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,0.8439343350321463,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,1.2720804958617653,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,0.7554846808183305,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2118_L19_6-08-5_3uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_10uM_P45,4.213427629234647,,,,,,,,,
KQ2119_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_10uM_P45,,,,,,,,,,
KQ2119_L19_6-08-5_10uM_P45,5.6574431079754675,,,,,,,,,
