Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
ID,MT,,,,,,Total,,,,,,WT,,,,,
Naïve_P21,0.8893261469460322,0.909979130618054,0.8689169713781354,1.3559554186459164,1.0236887008312783,1.0245093023386014,0.8882713656680148,0.9473982914920422,0.904065064528253,1.2956559836704367,0.9525645460191945,1.0649713752935643,0.9151040825616481,0.964110380569119,0.8916467149217178,1.3699010687642712,0.8969697390940271,1.0345296405889406
Ionis1375651_10uM_P21,0.12942407702282158,0.14238798155384075,,,,,0.07090671874412229,0.10881560285057564,,,,,0.10817460932894685,0.11565374225248395,,,,
Ionis1375651_3uM_P21,,,0.1446550681950721,0.14598253142720383,,,,,0.0862003963283523,0.11019291708602949,,,,,0.14306828912875813,0.13340185716249633,,
Ionis676630_10uM_P21,1.0347004699834554,1.1840166651618815,,,,,0.959119587581725,0.6422851295059955,,,,,0.9542599393218241,0.8284522489264583,,,,
KQ1004_L20_5-10-5_10uM_P21,0.7057262037100318,0.7167380400364216,,,,,0.45345775044061337,0.37200122178355494,,,,,0.7105093328369477,0.7248330652383327,,,,
KQ1004_L20_5-10-5_3uM_P21,,,0.9374784811719865,0.9404378664776842,,,,,0.6963172459837547,0.7188282785959024,,,,,0.9162960873341605,0.9827280211120857,,
KQ508_L20_5-10-5_10uM_P21,0.5908819404093051,1.29946106943666,,,,,0.3563899191036781,1.09740995253407,,,,,0.5551330056003299,1.197800250480258,,,,
KQ508_L20_5-10-5_3uM_P21,,,0.9699350637372539,0.8434670006404285,,,,,0.7909441836982285,0.677130421260265,,,,,0.9106775688298947,0.8905590071750874,,
KQ507_L20_5-10-5_10uM_P21,1.1469514201746613,1.0004872029486591,,,,,0.9368906446013499,0.6962489716886175,,,,,1.1913693981474271,0.814641249203591,,,,
KQ507_L20_5-10-5_3uM_P21,,,0.5311635898750211,1.1801924255356158,,,,,0.370438217526476,0.9323155780713268,,,,,0.5602872077808017,1.0044240630417232,,
KQ506_L20_5-10-5_10uM_P21,0.4381449541125305,1.0831685957609494,,,,,0.3338641957453201,0.832043415975713,,,,,0.4976543699645368,1.047685092610808,,,,
KQ506_L20_5-10-5_3uM_P21,,,1.0794339858557913,1.287233612153834,,,,,0.903732471711952,1.1509048870877745,,,,,1.0672289883813795,1.3048458963531315,,
KQ505_L20_5-10-5_10uM_P21,0.9146702547945467,0.6213657984165873,,,,,0.8245443195266371,0.41972897545185345,,,,,0.866973933808994,0.6051780542431485,,,,
KQ505_L20_5-10-5_3uM_P21,,,1.047901660873252,1.6241847491391495,,,,,0.906542201639723,1.7448381747214712,,,,,1.0649139411479933,1.6654791645463816,,
KQ300_L20_5-10-5_10uM_P21,0.8596450821504833,1.6144511408413895,,,,,0.678154951085746,1.303920578912669,,,,,0.97805106161527,1.687973198703121,,,,
KQ300_L20_5-10-5_3uM_P21,,,1.7798994144619462,0.37659790820469835,,,,,1.5319804353330042,0.2701477907063394,,,,,2.088916494105585,0.41870953445728054,,
KQ963_L20_5-10-5_10uM_P21,1.7760365119436365,1.5773602395588924,,,,,1.3643017577992846,1.5847230956808278,,,,,1.6976943604249277,1.5589782676105752,,,,
KQ963_L20_5-10-5_3uM_P21,,,0.9155544048127915,0.8131593002047675,,,,,0.45587819886704295,0.43921311869101015,,,,,0.9416166249866914,0.8733462603379923,,
KQ964_L20_5-10-5_10uM_P21,1.662414396398924,1.5736634841002044,,,,,1.5125893232429621,1.1702228612684737,,,,,1.445241459060719,1.2332773315586658,,,,
KQ964_L20_5-10-5_3uM_P21,,,1.0872390244672852,1.2147079281541493,,,,,0.8046438806789288,1.3070045850749346,,,,,1.111421690701844,1.2111053352484327,,
KQ965_L20_5-10-5_10uM_P21,0.7768465725612119,1.0573821485109318,,,,,0.47445311777290144,1.222404596999116,,,,,0.6474623477503587,1.1184194425303748,,,,
KQ965_L20_5-10-5_3uM_P21,,,0.8756709005325758,0.9445184464203804,,,,,0.6881090716868399,0.8072272424065235,,,,,0.8867011123508183,0.9667678626556766,,
KQ966_L20_5-10-5_10uM_P21,0.9552571056647341,0.11883869353447939,,,,,0.6313838964964623,0.1362695401400268,,,,,0.7914145998632345,,,,,
KQ966_L20_5-10-5_3uM_P21,,,0.9038016437155841,1.0917802704304296,,,,,0.6509981339722605,0.8903134214849787,,,,,0.8132202001167114,1.1840776298976523,,
KQ967_L20_5-10-5_10uM_P21,0.7373571507665535,0.7360782923316214,,,,,0.3636263793760784,0.45659282835293363,,,,,0.5655814513840085,0.7731318754337966,,,,
KQ967_L20_5-10-5_3uM_P21,,,0.8883600319094043,0.920926325735888,,,,,0.6532504115854444,0.6647271299240265,,,,,0.931825163099565,0.9282196000764875,,
KQ968_L20_5-10-5_10uM_P21,1.3737291699856629,1.2615325744064358,,,,,1.091059124406266,1.011483054124258,,,,,1.4254950519914904,1.2423399916027045,,,,
KQ968_L20_5-10-5_3uM_P21,,,1.2154719566726926,1.2446441021103538,,,,,1.04938150139516,1.2225436533357985,,,,,1.2859899609077625,1.325420333215324,,
,,,,,,,,,,,,,,,,,,
,10uM,,3uM,,,,10uM,,3uM,,,,10uM,,3uM,,,
Naïve_P22,1.0478310565860947,1.0061712717266091,1.0004003237066847,0.8632170838448493,0.9683802837637786,1.134219295969441,1.0509680997432231,0.9613291163476125,1.058993156095002,0.8812667063620445,0.9515024134482585,1.114622893912597,1.0410757217590483,0.9485243810274323,1.0106397508379357,0.861552490120505,0.9942872422830674,1.1697126796816752
Ionis1375651_10uM_P22,0.08696546678813676,0.2307744482536951,,,,,0.07405046883013294,0.1244439440993699,,,,,0.11085868265039152,0.20693408928343623,,,,
Ionis1375651_3uM_P22,,,0.5177352447887162,0.19925951010142812,,,,,0.48053114542970243,0.14042994416405993,,,,,0.5136889165340025,0.2323090599057975,,
Ionis676630_10uM_P22,0.6195723030641846,1.0872723269031652,,,,,0.6789377883043868,0.8378084450122826,,,,,0.6281022504034992,1.162643945587512,,,,
KQ105_L20_5-10-5_10uM_P22,0.12984304206146652,0.25144373584424956,,,,,0.39135094336994075,0.44581453526960374,,,,,0.28304477999962824,0.3584027764250692,,,,
KQ105_L20_5-10-5_3uM_P22,,,0.5487746043925762,0.5160239777386587,,,,,0.7247140037860187,0.6837110112554744,,,,,0.6313953816592287,0.6272376594719448,,
KQ106_L20_5-10-5_10uM_P22,0.15710334076269614,0.1994747882802804,,,,,0.3298350233025331,0.41596064314860526,,,,,0.19031852691996806,0.2458841309003734,,,,
KQ106_L20_5-10-5_3uM_P22,,,0.3572654444534791,0.3792335807968982,,,,,0.5670782033387677,0.5985481877867246,,,,,0.41593391884983694,0.4495146224543007,,
KQ107_L20_5-10-5_10uM_P22,0.3147644144403295,0.26483184179653135,,,,,0.5337798560697143,0.3942552446242145,,,,,0.3605122238677435,0.30340393494535645,,,,
KQ107_L20_5-10-5_3uM_P22,,,0.5498367798346269,0.5303859020932524,,,,,0.7247454837356623,0.7119422246105787,,,,,0.6077996967711284,0.6143649480095255,,
KQ108_L20_5-10-5_10uM_P22,0.3931505177745715,0.5388022845379126,,,,,0.48554941879292557,0.5475187581177994,,,,,0.46060852489884485,0.5662723942363388,,,,
KQ108_L20_5-10-5_3uM_P22,,,0.7082085161177386,0.605080073516343,,,,,0.8318757552773308,0.7251124492041385,,,,,0.75967101846907,0.7190125544288152,,
KQ109_L20_5-10-5_10uM_P22,0.49522519958354927,0.6117847774780882,,,,,0.5732403702147817,0.7346883078264013,,,,,0.5363931960910772,0.7388895858188382,,,,
KQ109_L20_5-10-5_3uM_P22,,,0.630172023849596,0.6930996021586291,,,,,0.7130555361275797,0.7572647163387829,,,,,0.6827104111504855,0.8068527091372677,,
