Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore,Test plate #,Avg_plate,Min_plate,Max_plate
ASO457-480_WT_20210622,C19,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.926995903364904,0.541036110468923,0.6872771451133195,0.05147082879697459,1.2764469036274055,39.0,,,
ASO457-480_WT_20210622,C20,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.8627724511827,0.4768126582867182,0.7185633915364577,0.05147082879697459,0.9469560889636875,39.0,,,
ASO457-480_WT_20210622,C21,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.729960899792598,0.3440011068966164,0.7878532815747751,0.05147082879697459,0.21723025327506545,39.0,,,
ASO457-480_WT_20210622,C22,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.480220972245899,0.0942611793499175,0.9367518459666986,0.04459799493873062,1.3508935996224642,39.0,,,
ASO457-480_WT_20210622,C23,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.613350082302603,0.2273902894066211,0.8541786303921501,0.04459799493873062,0.4812745439808325,39.0,,,
ASO457-480_WT_20210622,C24,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.593094787552904,0.2071349946569221,0.8662557960429423,0.04459799493873062,0.6084651022628653,39.0,,,
ASO457-480_MT_20210622,C19,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,9.014971920448396,0.9003327138805854,0.5357631594868288,0.027928291250121803,1.115469097215172,39.0,,,
ASO457-480_MT_20210622,C20,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.9063131554061,0.7916739488382891,0.5776734325546956,0.027928291250121803,0.7556938439443435,39.0,,,
ASO457-480_MT_20210622,C21,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.879042883805997,0.764403677238187,0.5886966498712579,0.027928291250121803,0.6610659517446554,39.0,,,
ASO457-480_MT_20210622,C22,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.371013027352703,0.2563738207848924,0.8371895328584601,0.06434712392560217,1.472100533903097,39.0,,,
ASO457-480_MT_20210622,C23,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.551588649845101,0.4369494432772907,0.738694917608243,0.06434712392560217,0.6265817015615129,39.0,,,
ASO457-480_MT_20210622,C24,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.596188191607599,0.4815489850397885,0.7162082364447432,0.06434712392560217,0.4335466574395656,39.0,,,
ASO457-480_total_20210622,C19,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.2641911374538,0.8359642464331891,0.5602084902830212,0.03801222235764488,0.5577428300427086,39.0,,,
ASO457-480_total_20210622,C20,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.291426437685999,0.8631995466653883,0.5497320330977655,0.03801222235764488,0.6444443463152004,39.0,,,
ASO457-480_total_20210622,C21,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.458082109335098,1.0298552183144878,0.48975929612987396,0.03801222235764488,1.1407693098196077,39.0,,,
ASO457-480_total_20210622,C22,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,7.956153383169397,0.5279264921487865,0.6935508213003188,0.09132514256664481,0.5457773846706051,39.0,,,
ASO457-480_total_20210622,C23,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,8.053634545435798,0.6254076544151879,0.6482365827931589,0.09132514256664481,0.17076385501733568,39.0,,,
ASO457-480_total_20210622,C24,ASO465_3,KQ2045_L21_7-08-6_3uM_P39,7.707286216545498,0.2790593255248872,0.8241281950169613,0.09132514256664481,1.6264152464895774,39.0,,,
ASO457-480_WT_20210622,D13,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,9.146550369562497,0.760590576666516,0.5902546566420758,0.05156444911037322,1.2673333043343724,39.0,,,
ASO457-480_WT_20210622,D14,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.919174952572103,0.5332151596761214,0.6910130397443554,0.05156444911037322,0.5284988183568834,39.0,,,
ASO457-480_WT_20210622,D15,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.986136881340698,0.6001770884447168,0.6596729766430555,0.05156444911037322,0.7583071846587351,39.0,,,
ASO457-480_WT_20210622,D16,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.6797276005234,0.2937678076274181,0.8157687754466765,0.058257968523090994,0.3863018862832701,39.0,,,
ASO457-480_WT_20210622,D17,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.551667945621801,0.1657081527258199,0.8914908201124018,0.058257968523090994,0.941551546164919,39.0,,,
ASO457-480_WT_20210622,D18,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.490158676702801,0.1041988838068199,0.9303213987084792,0.058257968523090994,1.2262858749018026,39.0,,,
ASO457-480_MT_20210622,D13,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.846800587166097,0.7321613805982867,0.6020013466735417,0.022269620177062147,0.9575606898542792,39.0,,,
ASO457-480_MT_20210622,D14,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.765561573411397,0.6509223668435862,0.6368730076441962,0.022269620177062147,0.5974910462424196,39.0,,,
ASO457-480_MT_20210622,D15,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.750778124613898,0.6361389180460879,0.6434326641168916,0.022269620177062147,0.529758879130354,39.0,,,
ASO457-480_MT_20210622,D16,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.571795703606302,0.4571564970384916,0.7284205368951064,0.09676525816266288,0.3477890268421761,39.0,,,
ASO457-480_MT_20210622,D17,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.313676236155697,0.1990370295878865,,0.09676525816266288,1.8213639566574373,39.0,,,
ASO457-480_MT_20210622,D18,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.657160666438099,0.5425214598702883,0.6865699122380027,0.09676525816266288,0.0843423682725607,39.0,,,
ASO457-480_total_20210622,D13,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.731710534297797,1.303483643277186,0.4051467174198582,0.025550015409133427,1.1898139614740084,39.0,,,
ASO457-480_total_20210622,D14,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.609716714829304,1.1814898238086933,0.4408959641896101,0.025550015409133427,0.7071817820784807,39.0,,,
ASO457-480_total_20210622,D15,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.565422147761602,1.137195256740991,0.45464258965368703,0.025550015409133427,0.5215956675012318,39.0,,,
ASO457-480_total_20210622,D16,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.4121296076605,0.9839027166398892,0.5056101334203128,0.048637151058222,0.1664909063209855,39.0,,,
ASO457-480_total_20210622,D17,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.158489068930898,0.7302621779102871,0.6027943593505375,0.048637151058222,1.4785251168783466,39.0,,,
ASO457-480_total_20210622,D18,ASO466_10,KQ2046_L21_7-08-6_10uM_P39,8.289208708894702,0.8609818178740909,0.5505777378755443,0.048637151058222,0.7735753878543864,39.0,,,
ASO457-480_WT_20210622,D19,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.765472039687399,0.3795122467914176,0.7686974316051018,0.0783775921359605,0.5900212023957424,39.0,,,
ASO457-480_WT_20210622,D20,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,9.0842176368288,0.6982578439328186,0.6163160025531428,0.0783775921359605,1.3598663295013107,39.0,,,
ASO457-480_WT_20210622,D21,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.9839748325847,0.5980150396887183,0.6606623155750119,0.0783775921359605,0.7924066109193186,39.0,,,
ASO457-480_WT_20210622,D22,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.6677068205069,0.2817470276109191,0.822594295589982,0.06447128826313046,1.2796906965480417,39.0,,,
ASO457-480_WT_20210622,D23,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.758177805554503,0.3722180126585215,0.7725937904240299,0.06447128826313046,0.6398793873996007,39.0,,,
ASO457-480_WT_20210622,D24,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.9115726489179,0.5256128560219189,0.6946639543871801,0.06447128826313046,0.3573183459227556,39.0,,,
ASO457-480_MT_20210622,D19,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.8479526317584,0.7333134251905893,0.6015208185337859,0.05551214561318292,1.6563209755439743,39.0,,,
ASO457-480_MT_20210622,D20,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.7068872727687,0.5922480662008898,0.6633085069907414,0.05551214561318292,0.030183836560687755,39.0,,,
ASO457-480_MT_20210622,D21,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.6040843522646,0.4894451456967896,0.7122989922524542,0.05551214561318292,1.367386946186328,39.0,,,
ASO457-480_MT_20210622,D22,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.664298664511797,0.5496594579439869,0.6831813714162052,0.015621636202462374,0.5726168409479122,39.0,,,
ASO457-480_MT_20210622,D23,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.716545227649501,0.6019060210816907,0.6588828949062547,0.015621636202462374,0.09061395120887712,39.0,,,
ASO457-480_MT_20210622,D24,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.727224890277501,0.6125856837096908,0.654023471179822,0.015621636202462374,0.22325269694207958,39.0,,,
ASO457-480_total_20210622,D19,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.579972404891098,1.1517455138704875,0.4500803504228362,0.030739524039457792,1.2994357752841141,39.0,,,
ASO457-480_total_20210622,D20,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.424509576441398,0.9962826854207876,0.5012899842626952,0.030739524039457792,0.6692944590845304,39.0,,,
ASO457-480_total_20210622,D21,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.4134548335218,0.98522794250119,0.5051459050458151,0.030739524039457792,0.6218468439534631,39.0,,,
ASO457-480_total_20210622,D22,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.0655499145244,0.6373230235037894,0.6429047773992314,0.028139258387056013,1.0732942971531823,39.0,,,
ASO457-480_total_20210622,D23,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.181202320380997,0.7529754293603865,0.5933785046128046,0.028139258387056013,0.4638669613184281,39.0,,,
ASO457-480_total_20210622,D24,ASO466_3,KQ2046_L21_7-08-6_3uM_P39,8.069179616142002,0.6409527251213909,0.6412893150929287,0.028139258387056013,1.0534158198504995,39.0,,,
ASO457-480_WT_20210622,E13,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,10.328445615420101,1.9424858225241195,0.26016777407741604,0.09527490691490224,1.0914492336008603,39.0,,,
ASO457-480_WT_20210622,E14,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,10.012769345632897,1.6268095527369155,0.32380349153836596,0.09527490691490224,0.8934731504767714,39.0,,,
ASO457-480_WT_20210622,E15,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,9.545895770630501,1.15993597773452,0.44753239510255427,0.09527490691490224,0.5085420980075712,39.0,,,
ASO457-480_WT_20210622,E16,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.980882355627699,0.5949225627317176,0.6620799916683665,0.18733880356540375,0.15893356670622233,39.0,,,
ASO457-480_WT_20210622,E17,ASO467_10,KQ2047_L21_7-08-6_10uM_P39,8.392983062588097,0.0070232696921159,0.9951436706984502,0.18733880356540375,1.195122757874499,39.0,,,
