Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P3+4_Total_20210726,G1,Naïve_P2.3-3,Naïve_P2.3-3,,29.6320540958826,24.3644957846407,5.267558311241903,5.301620632795202,5.379777427050392,0.17837282656339495,-0.11221911580848953,-0.07815679425519069,1.0556684430291672
Rd2.3_P3+4_Total_20210726,G2,Naïve_P2.3-3,Naïve_P2.3-3,,29.8044837929359,24.4285564750491,5.375927317886802,,,,-0.0038501091635900764,,
Rd2.3_P3+4_Total_20210726,G3,Naïve_P2.3-3,Naïve_P2.3-3,,29.7684962313635,24.5071199621066,5.2613762692569,,,,-0.11840115779349247,,
Rd2.3_P3+4_Total_20210726,G4,Naïve_P2.3-3,Naïve_P2.3-3,,29.3574573531181,24.0695072776221,5.287950075495999,5.329327431210667,,,-0.09182735155439303,-0.05044999583972517,1.0355878871550597
Rd2.3_P3+4_Total_20210726,G5,Naïve_P2.3-3,Naïve_P2.3-3,,29.557266616538,24.1183266575073,5.4389399590307015,,,,0.059162531980309296,,
Rd2.3_P3+4_Total_20210726,G6,Naïve_P2.3-3,Naïve_P2.3-3,,29.3910655575889,24.1299732984836,5.2610922591053,,,,-0.11868516794509176,,
Rd2.3_P3+4_Total_20210726,H1,Naïve_P2.3-3,Naïve_P2.3-3,,29.789381542184,24.3252825907446,5.4640989514394,5.245930555922265,,,0.08432152438900786,-0.1338468711281268,1.0972154720202494
Rd2.3_P3+4_Total_20210726,H2,Naïve_P2.3-3,Naïve_P2.3-3,,29.8313707701716,24.4098214256189,5.421549344552698,,,,0.04177191750230591,,
Rd2.3_P3+4_Total_20210726,H3,Naïve_P2.3-3,Naïve_P2.3-3,,29.2656771928893,24.4135338211146,4.852143371774698,,,,-0.5276340552756942,,
Rd2.3_P3+4_Total_20210726,H4,Naïve_P2.3-3,Naïve_P2.3-3,,29.8104568120613,24.1731708035777,5.637286008483599,5.642231088273434,,,0.257508581433207,0.2624536612230415,0.8336688521002219
Rd2.3_P3+4_Total_20210726,H5,Naïve_P2.3-3,Naïve_P2.3-3,,29.8018149848263,24.2060161382657,5.5957988465606014,,,,0.21602141951020926,,
Rd2.3_P3+4_Total_20210726,H6,Naïve_P2.3-3,Naïve_P2.3-3,,29.9291869201135,24.2355785103374,5.6936084097761,,,,0.3138309827257082,,
Rd2.3_P3+4_Total_20210726,G7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.2662072948959,24.5046350377854,9.761572257110501,,,,4.381794830060109,4.26591436589764,0.05197946640395529
Rd2.3_P3+4_Total_20210726,G8,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.1329405956909,24.5696671947388,9.563273400952099,,,,4.183495973901707,,
Rd2.3_P3+4_Total_20210726,G9,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,34.1946555729501,24.5824258521686,9.612229720781496,,,,4.232452293731104,,
Rd2.3_P3+4_Total_20210726,H7,Ionis1375651_10_P2.3-3,Ionis1375651_10uM_P2.3-3,,35.8694509869255,25.4149094266141,10.454541560311402,,,,5.074764133261009,4.742176408613873,0.037364799509337354
