Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P3+4_Total_20210726,O1,Naïve_P2.3-4,Naïve_P2.3-4,,34.2737462728373,28.3404610543253,5.933285218512001,6.175829188652067,6.0486582155507085,0.20182000420341953,-0.1153729970387074,0.12717097310135816,0.9156251696858693
Rd2.3_P3+4_Total_20210726,O2,Naïve_P2.3-4,Naïve_P2.3-4,,34.6738859818716,28.2530939541275,6.420792027744099,,,,0.3721338121933906,,
Rd2.3_P3+4_Total_20210726,O3,Naïve_P2.3-4,Naïve_P2.3-4,,34.7322939485748,28.5588836288747,6.1734103197001,,,,0.12475210414939131,,
Rd2.3_P3+4_Total_20210726,O4,Naïve_P2.3-4,Naïve_P2.3-4,,29.7427240829011,23.9868826365263,5.755841446374799,5.750775400719234,,,-0.2928167691759098,-0.297882814831475,1.2293390082090523
Rd2.3_P3+4_Total_20210726,O5,Naïve_P2.3-4,Naïve_P2.3-4,,29.7655344478229,24.0611893217679,5.704345126055003,,,,-0.3443130894957056,,
Rd2.3_P3+4_Total_20210726,O6,Naïve_P2.3-4,Naïve_P2.3-4,,29.9203905254926,24.1282508957647,5.792139629727899,,,,-0.2565185858228096,,
Rd2.3_P3+4_Total_20210726,P1,Naïve_P2.3-4,Naïve_P2.3-4,,30.4129094549743,24.5299318554489,5.8829775995254,6.097162758795033,,,-0.16568061602530815,0.048504543244324516,0.9669381102428595
Rd2.3_P3+4_Total_20210726,P2,Naïve_P2.3-4,Naïve_P2.3-4,,30.5740088686192,24.5936273677644,5.980381500854797,,,,-0.06827671469591134,,
Rd2.3_P3+4_Total_20210726,P3,Naïve_P2.3-4,Naïve_P2.3-4,,30.5462264172785,24.1180972412736,6.4281291760049015,,,,0.37947096045419304,,
Rd2.3_P3+4_Total_20210726,P4,Naïve_P2.3-4,Naïve_P2.3-4,,30.2606109254111,24.0710539572469,6.189556968164201,6.1708655140365,,,0.14089875261349238,0.12220729848579115,0.9187808558785993
Rd2.3_P3+4_Total_20210726,P5,Naïve_P2.3-4,Naïve_P2.3-4,,30.2394520538058,24.0875606119185,6.151891441887297,,,,0.10323322633658893,,
Rd2.3_P3+4_Total_20210726,P6,Naïve_P2.3-4,Naïve_P2.3-4,,30.3134328117012,24.1422846796432,6.171148132058001,,,,0.12248991650729213,,
Rd2.3_P3+4_Total_20210726,O7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.3213654841205,24.701446270077,9.619919214043499,,,,3.5712609984927903,4.178776882425126,0.05521572935305828
Rd2.3_P3+4_Total_20210726,O8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.5305378140713,24.710450968787,9.820086845284301,,,,3.7714286297335926,,
Rd2.3_P3+4_Total_20210726,O9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0283542070062,24.7860549724065,11.242299234599702,,,,5.193641019048994,,
Rd2.3_P3+4_Total_20210726,P7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,35.5828255680127,25.6298761022568,9.9529494657559,,,,3.9042912502051914,4.177956994223192,0.05524711754665455
Rd2.3_P3+4_Total_20210726,P8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0507682519566,25.6896602070624,10.361108044894198,,,,4.31244982934349,,
Rd2.3_P3+4_Total_20210726,P9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0653015617043,25.6995134430327,10.365788118671603,,,,4.317129903120894,,
Rd2.3_P3+4_Total_20210726,O10,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.7940768489242,23.2410065593241,7.5530702896001,,,,1.5044120740493918,1.4472381754461248,0.36672278854457385
Rd2.3_P3+4_Total_20210726,O11,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.8494242122617,23.2669007792324,7.582523433029298,,,,1.5338652174785894,,
Rd2.3_P3+4_Total_20210726,O12,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,30.6335018892267,23.2814064388656,7.352095450361102,,,,1.303437234810393,,
