Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
ID,MT,,,,,,Total,,,,,,WT,,,,,
Naïve_P19,1.1645728190845583,0.9400346042648423,1.2177098310931553,0.6312437241337914,1.080134869624804,1.100197458327987,1.1577064582535068,1.0037362261048104,1.2472659689903065,0.6039469876526211,1.0586068284269061,1.079168752650472,1.2031676158102205,0.953485633033651,1.2766076939006386,0.5962573462184388,1.0762338509579705,1.0640495789577955
Ionis1375651_10uM_P19,0.1734862721408175,0.15706523613469908,,,,,0.10955923840885423,0.12517338805996592,,,,,0.10890265143100884,0.1852994002444301,,,,
Ionis1375651_3uM_P19,,,0.22805552792576775,0.21879269399653328,,,,,0.18945725198254285,0.1340002919999378,,,,,0.2071057612368947,0.19691078479582425,,
Ionis676630_10uM_P19,1.15211059906537,0.926082457778549,,,,,0.6957308920855921,0.9662420634135961,,,,,0.5931843347540358,0.9774825010776867,,,,
KQ999_L20_5-10-5_10uM_P19,0.2573097483429075,0.475783027114707,,,,,0.22518607194051157,0.4852386911723716,,,,,0.593669516595454,0.32031944471182233,,,,
KQ999_L20_5-10-5_3uM_P19,,,0.20876054728706742,0.2637464240788095,,,,,0.19038789854224675,0.18412901044598748,,,,,0.28741030360365855,0.4014748207413837,,
KQ501_L20_5-10-5_10uM_P19,0.08562718083654627,0.15138264439157634,,,,,0.154914633180733,0.07818159306193075,,,,,0.10870404665940975,0.29581861573994384,,,,
KQ501_L20_5-10-5_3uM_P19,,,0.26519996899021264,0.20202870434829884,,,,,0.22123658300136373,0.11978674659976699,,,,,0.4022692285818683,0.2678583567211077,,
KQ500_L20_5-10-5_10uM_P19,0.1710832444039712,0.10071353269091046,,,,,0.039497135055740526,0.2568446918093489,,,,,0.13878460072780938,0.17866656417758023,,,,
KQ500_L20_5-10-5_3uM_P19,,,0.21233665373119967,0.11009754345797824,,,,,0.1373695347626943,0.06938128542302498,,,,,0.27503585815332304,0.21381822239470388,,
