Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
ID,MT,,,,,,Total,,,,,,WT,,,,,
Naïve_P23,0.9157074381129646,1.0516655646253545,1.0487918548377162,1.042202879805046,0.9275589924269639,1.0241946182900803,0.9020378826325652,1.0490341240447774,1.074173766005537,1.0039190079895208,0.9651576519400998,1.015346159788766,0.9338475872780657,1.007814537897787,1.07077864389075,1.0435155406593462,0.9784828183234725,0.9718328028683437
Ionis1375651_10uM_P23,0.2582570452638084,0.07921630143990638,,,,,0.2145369055480081,0.04,,,,,0.24520811815175053,0.13102877794742254,,,,
Ionis1375651_3uM_P23,,,0.20265521572337453,0.16408650920260393,,,,,0.10598578398577899,0.10795609737918146,,,,,0.18046758846745745,0.1639916694227182,,
Ionis676630_10uM_P23,0.9733370076082624,0.7912756896084429,,,,,0.8609967711931301,1.0436217615216457,,,,,0.9723752870753553,0.9140868727222103,,,,
KQJM006_L20_6-08-6_10uM_P23,0.9433258242786842,0.35644804678646863,,,,,0.6552559116621876,0.18249154023906555,,,,,1.1972055045592447,0.45665554817451437,,,,
KQJM006_L20_6-08-6_3uM_P23,,,0.6307199320365217,0.5827810240661037,,,,,0.32679971066878366,0.2671682480139265,,,,,0.6301255687695483,0.6930183519551805,,
KQJM008_L20_6-08-6_10uM_P23,0.54927312511108,0.583175346659509,,,,,0.18402034715290863,0.21715517627681238,,,,,0.5665374465873928,0.654593813879365,,,,
KQJM008_L20_6-08-6_3uM_P23,,,0.6585052963718507,0.6850815397911499,,,,,0.23258077942237293,0.2826821049041496,,,,,0.6597483899867957,0.7503532072907325,,
KQJM009_L21_6-10-5_10uM_P23,1.0760787830337242,0.532263218847637,,,,,0.755146012912108,0.2264061467765677,,,,,1.0322601392576896,0.5266549136632264,,,,
KQJM009_L21_6-10-5_3uM_P23,,,0.9441364594369315,1.1876848670400415,,,,,0.4897638829014227,0.8127661114941737,,,,,0.8789724198878198,1.2096051612900651,,
KQJM010_L21_7-08-6_10uM_P23,0.5688308524903003,1.0046923814336401,,,,,0.25996035871404993,0.7360906160810801,,,,,0.635623894464248,1.131106021497477,,,,
