Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore
Rd2.1.2_P1+2_WT_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,11.054372889999996,4.718282576,0.037988786130359276,7.126819688333334,3.9275532016666626,0.06571865653779983,0.13581530389403995,1.8226574095074373
Rd2.1.2_P1+2_WT_20210727,D6,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.44478956,1.108699244,0.4637119323217396,7.126819688333334,0.31796987166666657,0.8021979187729557,0.0832283410065362,1.9579547714434713
Rd2.1.2_P1+2_WT_20210727,A6,KQ830_10_P2.1-1,KQ830_L20_5-10-5_10uM_P2.1-1,5.40579992,-0.930290396,1.9056595422987868,7.126819688333334,-1.721019768333334,3.296693511999673,0.4696009236166218,1.8860338062561126
Rd2.1.2_P1+2_WT_20210727,O5,Naive_P2.1-2,Naive_P2.1-2,9.61895899,2.191009601,0.21899812135000254,8.175230983333334,1.4437280066666656,0.36761613475338717,0.2150485823841958,1.853704662567902
Rd2.1.2_P1+2_WT_20210727,M12,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,6.990500389999998,-0.437448993,1.3542076675932846,8.175230983333334,-1.1847305933333363,2.2732094111840597,0.8736860872808977,1.8229657400875818
Rd2.1.2_P1+2_WT_20210727,O11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,8.31290255,0.884953167,0.5415051009039077,8.175230983333334,0.13767156666666658,0.9089850257358258,0.1969831778751542,1.9409002398425617
Rd2.1.2_P1+2_WT_20210727,M7,KQ305_10_P2.1-2,KQ305_L20_5-10-5_10uM_P2.1-2,7.156379570000002,-0.271569809,1.2071205917427952,8.175230983333334,-1.0188514133333317,2.0263050954870256,0.20099954648074836,1.9279167991600072
Rd2.1.2_P1+2_WT_20210727,N9,KQ244_10_P2.1-2,KQ244_L20_5-10-5_10uM_P2.1-2,7.170187469999995,-0.257761916,1.1956224702021558,8.175230983333334,-1.005043513333339,2.007004029644325,0.5956388420671902,1.8159529655168118
Rd2.1.2_P1+2_WT_20210727,M1,KQ258_10_P2.1-2,KQ258_L20_5-10-5_10uM_P2.1-2,8.165902209999999,0.737952824,0.5995895631005779,8.175230983333334,-0.00932877333333515,1.0064871640226611,0.2992190399927489,1.9580066670163134
Rd2.1.2_P1+2_Total_20210727,O6,Naive_P2.1-2,Naive_P2.1-2,9.001327100000001,1.900341848,0.26787988371305244,8.077147946666667,0.9241791533333341,0.5269802673685237,0.2846768319544268,1.847870691732864
Rd2.1.2_P1+2_Total_20210727,J22,KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,7.397110649999998,0.296125393,0.8144367725666228,8.077147946666667,-0.6800372966666686,1.6021811743587013,0.2258220453528869,1.8532374591560812
Rd2.1.2_P1+2_Total_20210727,G1,Naive_P2.1-1,Naive_P2.1-1,5.360010689999999,-0.427443755,1.3448485891929138,6.7653261083333325,-1.4053154183333332,2.6487568587213266,0.12978086549471846,2.0795289703641306
Rd2.1.2_P1+2_Total_20210727,H14,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,6.030733640000001,0.243279196,0.8448228751568528,6.7653261083333325,-0.7345924683333314,1.6639273777804173,0.3275216526640229,1.8207872723992289
Rd2.1.2_P1+2_MT_20210727,O4,Naive_P2.1-2,Naive_P2.1-2,9.323545479999996,1.861580708,0.2751746150132995,8.293797581666666,1.02974789833333,0.48979572996513215,0.17408733061347137,1.9316079919852946
Rd2.1.2_P1+2_MT_20210727,O15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,7.392665209999997,-0.069299565,1.049207165098558,8.293797581666666,-0.9011323716666695,1.8675312336519072,0.6838618136004686,1.8079295719780524
Rd2.1.2_P1+2_MT_20210727,L5,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,11.749991689999998,4.288026917,0.05118883855450964,8.293797581666666,3.4561941083333316,0.09111332645012665,0.1735888719985436,1.8317033277021981
Rd2.1.2_P1+2_MT_20210727,L12,KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,9.515580859999996,2.053616078,0.2408795665104262,8.293797581666666,1.22178327833333,0.42875242067357566,0.15570878642196473,2.0368935074127203
Rd2.1.2_P1+2_MT_20210727,L7,KQ479_10_P2.1-2,KQ479_L20_5-10-5_10uM_P2.1-2,9.93449124,2.472526467,0.18017534750579267,8.293797581666666,1.6406936583333334,0.3207022413309674,0.4472303633258743,1.8811037570892097
Rd2.1.2_P1+2_MT_20210727,G1,Naive_P2.1-1,Naive_P2.1-1,6.067655850000001,-0.304434599,1.23493456387765,7.332225399999999,-1.2645695499999974,2.402555153245063,0.09257892865337816,1.8222430299220622
Rd2.1.2_P1+2_MT_20210727,C15,KQ280_10_P2.1-1,KQ280_L20_5-10-5_10uM_P2.1-1,6.785154130000002,0.413063683,0.7510268111446643,7.332225399999999,-0.5470712699999964,1.4611165567967637,0.5188132086997521,2.0172306206797455
