Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore,Test plate #,Avg_plate,Min_plate,Max_plate
Rd2.1.2_P1+2_WT_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.028459649999999,2.692369329,0.1547091758355293,7.126819688333334,1.9016399616666648,0.2676389581325407,0.0311690663277148,0.4624948603101205,1.0,0.8032884920964796,0.005485890972983516,2.0795289703641306
Rd2.1.2_P1+2_WT_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.296547180000001,2.96045686,0.12847353801748387,7.126819688333334,2.1697274916666673,0.2222526472701804,0.0311690663277148,0.05114656388864959,1.0,,,
Rd2.1.2_P1+2_WT_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.392595920000002,3.056505598,0.12019880032123599,7.126819688333334,2.265776231666668,0.20793777415412026,0.0311690663277148,0.21314941617721392,1.0,,,
Rd2.1.2_P1+2_WT_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,11.054372889999996,4.718282576,0.037988786130359276,7.126819688333334,3.9275532016666626,,0.13581530389403995,1.8226574095074373,1.0,,,
Rd2.1.2_P1+2_WT_20210727,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.967816020000004,2.631725702,0.1613509858734109,7.126819688333334,1.8409963316666706,0.2791289502345003,0.13581530389403995,0.5925282513292962,1.0,,,
Rd2.1.2_P1+2_WT_20210727,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.77992369,2.443833377,0.18379464304964693,7.126819688333334,1.6531040016666667,0.31795532994897874,0.13581530389403995,1.0319302779338844,1.0,,,
Rd2.1.2_P1+2_Total_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.06941741,4.28196297,0.05140444868792282,6.7653261083333325,3.3040913016666673,0.10124402672313022,0.03687362723329559,0.35688078183639754,1.0,,,
Rd2.1.2_P1+2_Total_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,11.354608840000001,5.567154401,0.02109208606647966,6.7653261083333325,4.5892827316666684,0.04154208013796124,0.03687362723329559,0.8116462225155656,1.0,,,
Rd2.1.2_P1+2_Total_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,11.64790967,5.860455227,0.017211835567887357,6.7653261083333325,4.882583561666668,0.03389970286706132,0.03687362723329559,0.86986022166012,1.0,,,
Rd2.1.2_P1+2_Total_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.92664963,3.139195189,0.11350319479506396,6.7653261083333325,2.1613235216666675,0.2235510889104557,0.1336294273048513,0.5747643020378144,1.0,,,
Rd2.1.2_P1+2_Total_20210727,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.93578308,4.148328641,0.0563934477684458,6.7653261083333325,3.1704569716666677,0.11107014825697197,0.1336294273048513,0.282032627879979,1.0,,,
Rd2.1.2_P1+2_Total_20210727,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.171669950000002,2.384215511,0.1915488791558366,6.7653261083333325,1.4063438416666694,0.377266566386457,0.1336294273048513,1.7456555518542478,1.0,,,
Rd2.1.2_P1+2_MT_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.710692090000002,3.338601639,0.09885093080364539,7.332225399999999,2.3784666900000033,0.19231368189291453,0.01526464055447268,0.15500145397853682,1.0,,,
Rd2.1.2_P1+2_MT_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.508919920000004,3.136829478,0.1136894684172827,7.332225399999999,2.176694520000005,0.22118193751357693,0.01526464055447268,0.28120458592973047,1.0,,,
Rd2.1.2_P1+2_MT_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.667591550000001,3.295501107,0.10184865920043604,7.332225399999999,2.3353661500000022,0.19814573920616033,0.01526464055447268,0.06687771492905477,1.0,,,
Rd2.1.2_P1+2_MT_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.459801229999997,3.087710779,0.11762684204876438,7.332225399999999,2.127575829999998,0.22884206450992814,0.10349608490753709,0.3969508820059359,1.0,,,
Rd2.1.2_P1+2_MT_20210727,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.858868490000003,4.486778046,0.04460106450645746,7.332225399999999,3.526643090000004,0.0867710086639031,0.10349608490753709,1.749775732532712,1.0,,,
Rd2.1.2_P1+2_MT_20210727,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.127203630000004,2.755113187,0.14812497472990174,7.332225399999999,1.7949782300000052,0.28817593518820206,0.10349608490753709,1.2934994335046377,1.0,,,
Rd2.1.2_P1+2_WT_20210727,G10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.406627910000001,2.07053759,0.238070770909008,7.126819688333334,1.2798082216666673,0.4118502525008609,0.040577219352944636,0.38138884382404364,1.0,,,
Rd2.1.2_P1+2_WT_20210727,G11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.177695700000001,1.841605384,0.27901113721515014,7.126819688333334,1.0508760116666673,0.4826749927866278,0.040577219352944636,1.113447394919786,1.0,,,
Rd2.1.2_P1+2_WT_20210727,G12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.180983570000002,1.844893251,0.27837600160615456,7.126819688333334,1.0541638816666685,0.4815762396760714,0.040577219352944636,1.102090465026638,1.0,,,
