Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore
Rd2.1_P1+2_WT_20210723,G5,Naive_P2.1-1,Naive_P2.1-1,5.962216519999998,-0.335328598,1.261664741419706,0.09105306068765023,1.948285800811786
Rd2.1_P1+2_WT_20210723,A20,KQ288_10_P2.1-1,KQ288_L20_5-10-5_10uM_P2.1-1,6.946180219999999,0.648635117,0.6378835074193876,0.04983483780462588,2.0014121585429514
Rd2.1_P1+2_WT_20210723,D8,KQ479_10_P2.1-1,KQ479_L20_5-10-5_10uM_P2.1-1,7.4238616900000025,1.126316584,0.45808378971830643,0.03344479063641519,1.8001714716924977
Rd2.1_P1+2_WT_20210723,F20,KQ957_10_P2.1-1,KQ957_L20_5-10-5_10uM_P2.1-1,7.71255017,1.415005056,0.3750084330825431,0.038494077642230964,1.9313009884830648
Rd2.1_P1+2_WT_20210723,B8,KQ995_10_P2.1-1,KQ995_L20_5-10-5_10uM_P2.1-1,7.242637000000002,0.945091895,0.5193964667229745,0.07239711948617472,1.8489026762096308
Rd2.1_P1+2_WT_20210723,O3,Naive_P2.1-2,Naive_P2.1-2,5.4463900199999955,-0.916949023,1.8881181212915357,0.6266570257217866,2.9207879231644176
Rd2.1_P1+2_WT_20210723,K8,KQ480_10_P2.1-2,KQ480_L20_5-10-5_10uM_P2.1-2,7.076931700000003,0.713592657,0.6097996988565354,0.10640903191737969,1.904374599351978
Rd2.1_P1+2_Total_20210723,P3,Naive_P2.1-2,Naive_P2.1-2,5.187584089999998,-0.419524499,1.3374866569922115,0.14483651392382058,1.9400998768636917
Rd2.1_P1+2_Total_20210723,L18,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,7.193742109999999,1.586633518,0.3329474698699235,0.044909637781890555,1.8112183555151822
Rd2.1_P1+2_Total_20210723,L11,KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,8.41712737,2.810018782,0.1425936080894401,0.016545812277541407,1.9496606419421114
Rd2.1_P1+2_Total_20210723,N3,KQ920_10_P2.1-2,KQ920_L20_5-10-5_10uM_P2.1-2,7.435644919999998,1.828536338,0.2815501182638079,0.02709402939966384,1.8166609812903265
Rd2.1_P1+2_Total_20210723,H15,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,5.894065250000001,0.455857878,0.7290765082646433,0.1459278521457794,1.833513240961671
Rd2.1_P1+2_Total_20210723,C7,KQ480_10_P2.1-1,KQ480_L20_5-10-5_10uM_P2.1-1,7.747726840000002,2.309519467,0.20172762007138503,0.02345046204320453,1.9169822056654455
Rd2.1_P1+2_Total_20210723,F7,KQ957_10_P2.1-1,KQ957_L20_5-10-5_10uM_P2.1-1,8.311563079999999,2.873355704,0.13646891694544444,0.025897595352266385,1.8831958515474985
Rd2.1_P1+2_MT_20210723,O1,Naive_P2.1-2,Naive_P2.1-2,5.349972570000002,-0.934600644,1.9113614732315662,0.5602716534388825,2.4384218897152996
Rd2.1_P1+2_MT_20210723,N11,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,7.269653989999998,0.985080778,0.5051974359201374,0.058872858378813384,1.8706148446334825
Rd2.1_P1+2_MT_20210723,G3,Naive_P2.1-1,Naive_P2.1-1,5.729084329999999,-0.392295745,1.3124802786659282,0.1376796048031343,2.358228846271375
Rd2.1_P1+2_MT_20210723,D13,KQ371_10_P2.1-1,KQ371_L20_5-10-5_10uM_P2.1-1,8.827795690000002,2.706415622,0.15321021324422812,0.015298123036183837,1.9670739774365456
Rd2.1_P1+2_MT_20210723,A13,KQ373_10_P2.1-1,KQ373_L20_5-10-5_10uM_P2.1-1,8.779344599999998,2.657964527,0.15844296100350796,0.01888399422564601,1.9059853856647087
Rd2.1_P1+2_MT_20210723,D7,KQ479_10_P2.1-1,KQ479_L20_5-10-5_10uM_P2.1-1,7.742467689999998,1.621087625,0.3250902910214221,0.04216646502220119,1.9749156182877001
