Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp
ASO505-528_WT_20210623,O1,Naïve_P44,Naïve_P44,29.1360360680182,21.6393567854815,7.4966792825367,7.617795834989831,0.1087764433014849,-0.12111655245313102,-0.0889494141855316,1.0635953789535433
ASO505-528_WT_20210623,O2,Naïve_P44,Naïve_P44,29.1272864740683,21.572017853055,7.5552686210132975,,,-0.0625272139765336,,
ASO505-528_WT_20210623,O3,Naïve_P44,Naïve_P44,29.1492649723708,21.6146736135079,7.534591358862901,,,-0.08320447612693016,,
ASO505-528_WT_20210623,O4,Naïve_P44,Naïve_P44,28.9529270701463,21.3976909591503,7.555236110995999,,,-0.06255972399383225,0.03583145815333566,0.9754694134084093
ASO505-528_WT_20210623,O5,Naïve_P44,Naïve_P44,29.1499452457825,21.4374749746668,7.712470271115702,,,0.0946744361258709,,
ASO505-528_WT_20210623,O6,Naïve_P44,Naïve_P44,29.1194000940199,21.4262245967021,7.6931754973177995,,,0.07537966232796833,,
ASO505-528_WT_20210623,O7,Naïve_P44,Naïve_P44,29.233114735021,21.3767393441759,7.856375390845102,,,0.2385795558552708,0.18617643495350222,0.8789320649986182
ASO505-528_WT_20210623,O8,Naïve_P44,Naïve_P44,29.1261606839938,21.4056238431819,7.720536840811899,,,0.10274100582206813,,
ASO505-528_WT_20210623,O9,Naïve_P44,Naïve_P44,29.3505419234052,21.5155373452322,7.835004578172999,,,0.21720874318316774,,
ASO505-528_WT_20210623,P1,Naïve_P44,Naïve_P44,29.5471070045751,21.9677031479,7.5794038566751,,,-0.03839197831473129,-0.0969304026080972,1.0694954928563092
ASO505-528_WT_20210623,P2,Naïve_P44,Naïve_P44,29.5015451296818,21.9752509744968,7.526294155185003,,,-0.09150167980482848,,
ASO505-528_WT_20210623,P3,Naïve_P44,Naïve_P44,29.5365585194882,22.0796602342031,7.456898285285099,,,-0.1608975497047318,,
ASO505-528_WT_20210623,P4,Naïve_P44,Naïve_P44,29.2410928344819,21.6685024853359,7.572590349146001,,,-0.04520548584383022,-0.026833462105363044,1.0187735874224317
ASO505-528_WT_20210623,P5,Naïve_P44,Naïve_P44,29.2878613616399,21.6655993010795,7.622262060560402,,,0.00446622557057097,,
ASO505-528_WT_20210623,P6,Naïve_P44,Naïve_P44,29.3190960681382,21.7410613591912,7.578034708947001,,,-0.039761126042829886,,
ASO505-528_WT_20210623,P7,Naïve_P44,Naïve_P44,29.3349384235819,21.7612591852869,7.573679238295,,,-0.044116596694831145,-0.009294614207830657,1.0064633334047122
ASO505-528_WT_20210623,P8,Naïve_P44,Naïve_P44,29.4246963550793,21.7766946073738,7.6480017477055,,,0.03020591271566886,,
ASO505-528_WT_20210623,P9,Naïve_P44,Naïve_P44,29.4773443846193,21.8735217082738,7.6038226763455015,,,-0.013973158644329686,,
ASO505-528_WT_20210623,O10,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.3260533086205,25.3439438171888,10.9821094914317,,,3.364313656441869,3.552143522553537,0.08525075832055841
ASO505-528_WT_20210623,O11,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.3304539808568,25.3771115960584,10.953342384798404,,,3.335546549808573,,
ASO505-528_WT_20210623,O12,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.9914892362823,25.4171230398823,11.5743661964,,,3.9565703614101686,,
ASO505-528_WT_20210623,P10,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.4854270908203,26.6830315121844,8.802395578635902,,,1.1845997436460713,1.4624756563393018,0.3628699120956951
ASO505-528_WT_20210623,P11,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.8124856374579,26.6977766566729,9.114708980784997,,,1.4969131457951654,,
ASO505-528_WT_20210623,P12,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.0888223208365,26.76511240627,9.3237099145665,,,1.7059140795766687,,
ASO505-528_WT_20210623,O13,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.8314046305042,25.6362589341494,8.195145696354803,,,0.5773498613649721,0.4763222258140705,0.7188077028542229
ASO505-528_WT_20210623,O14,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.7093981892936,25.616407633014,8.092990556279602,,,0.47519472128977114,,
ASO505-528_WT_20210623,O15,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.7220166378959,25.7277987081186,7.9942179297772995,,,0.37642209478746835,,
ASO505-528_WT_20210623,P13,Ionis1375651_3_P44,Ionis1375651_3uM_P44,37.899274425663,25.3892109810676,12.510063444595403,,,4.892267609605572,4.026356815415769,0.061368544814719865
ASO505-528_WT_20210623,P14,Ionis1375651_3_P44,Ionis1375651_3uM_P44,36.8996352840436,25.5012454829385,11.398389801105097,,,3.7805939661152657,,
ASO505-528_WT_20210623,P15,Ionis1375651_3_P44,Ionis1375651_3uM_P44,36.5214731655173,25.497468460001,11.024004705516301,,,3.40620887052647,,
ASO505-528_WT_20210623,O16,Ionis676630_10_P44,Ionis676630_10uM_P44,33.7102089758777,25.0652842956769,8.644924680200798,,,1.0271288452109673,1.053015904484301,0.4819595906469598
ASO505-528_WT_20210623,O17,Ionis676630_10_P44,Ionis676630_10uM_P44,33.5930161143705,25.0467966048986,8.5462195094719,,,0.9284236744820689,,
ASO505-528_WT_20210623,O18,Ionis676630_10_P44,Ionis676630_10uM_P44,33.8847645865272,25.0634735577775,8.821291028749698,,,1.203495193759867,,
