Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp
ASO265-288_WT_20210617,G1,Naïve_P23,Naïve_P23,28.9106991925134,21.6087116376406,7.301987554872799,7.202163066179267,0.07493739683348617,0.09982448869353178,0.09874098715883288,0.9338475872780657
ASO265-288_WT_20210617,G2,Naïve_P23,Naïve_P23,28.9070564912635,21.6296483620362,7.2774081292273,,,0.07524506304803324,,
ASO265-288_WT_20210617,G3,Naïve_P23,Naïve_P23,28.977398500675,21.6540820247608,7.323316475914201,,,0.1211534097349336,,
ASO265-288_WT_20210617,G4,Naïve_P23,Naïve_P23,28.6407034373861,21.4971661254905,7.143537311895599,,,-0.058625754283667675,-0.011230172694133955,1.007814537897787
ASO265-288_WT_20210617,G5,Naïve_P23,Naïve_P23,28.6073784697685,21.4112498779776,7.196128591790899,,,-0.006034474388368238,,
ASO265-288_WT_20210617,G6,Naïve_P23,Naïve_P23,28.7233341091827,21.4902013324138,7.233132776768901,,,0.030969710589634047,,
ASO265-288_WT_20210617,G7,Naïve_P23,Naïve_P23,28.831845811658,21.6740984197241,7.157747391933899,,,-0.04441567424536785,-0.09866027059473363,1.07077864389075
ASO265-288_WT_20210617,G8,Naïve_P23,Naïve_P23,28.7314569559557,21.6414607475254,7.0899962084303,,,-0.11216685774896717,,
ASO265-288_WT_20210617,G9,Naïve_P23,Naïve_P23,28.7382920745537,21.6755272881643,7.062764786389401,,,-0.13939827978986585,,
ASO265-288_WT_20210617,H1,Naïve_P23,Naïve_P23,28.9479848060056,21.8402081205062,7.107776685499399,,,-0.09438638067986815,-0.06145208613763368,1.0435155406593462
ASO265-288_WT_20210617,H2,Naïve_P23,Naïve_P23,29.0195478754468,21.8316914387262,7.187856436720601,,,-0.01430662945866601,,
ASO265-288_WT_20210617,H3,Naïve_P23,Naïve_P23,29.0198255394485,21.8933257215436,7.1264998179049,,,-0.07566324827436688,,
ASO265-288_WT_20210617,H4,Naïve_P23,Naïve_P23,29.1494631530426,21.9291317048524,7.220331448190201,,,0.01816838201093418,0.03138157682746604,0.9784828183234725
ASO265-288_WT_20210617,H5,Naïve_P23,Naïve_P23,29.1363968748026,21.8883018372941,7.248095037508499,,,0.04593197132923166,,
ASO265-288_WT_20210617,H6,Naïve_P23,Naïve_P23,29.164555588881,21.9323481455595,7.232207443321499,,,0.030044377142232292,,
ASO265-288_WT_20210617,H7,Naïve_P23,Naïve_P23,29.2957115004446,22.0149603556925,7.280751144752099,,,0.07858807857283168,0.04121996544019998,0.9718328028683437
ASO265-288_WT_20210617,H8,Naïve_P23,Naïve_P23,29.1584674971267,21.9599339723068,7.198533524819901,,,-0.0036295413593663284,,
ASO265-288_WT_20210617,H9,Naïve_P23,Naïve_P23,29.2101834264367,21.9593190011503,7.250864425286402,,,0.04870135910713458,,
ASO265-288_WT_20210617,G10,Ionis1375651_10_P23,Ionis1375651_10uM_P23,34.3897007753472,25.2645042744531,9.125196500894102,,,1.923033434714835,2.0279213514892,0.24520811815175053
ASO265-288_WT_20210617,G11,Ionis1375651_10_P23,Ionis1375651_10uM_P23,34.8797058765115,25.2648732264666,9.6148326500449,,,2.4126695838656325,,
ASO265-288_WT_20210617,G12,Ionis1375651_10_P23,Ionis1375651_10uM_P23,34.2823922170299,25.3321681149635,8.9502241020664,,,1.7480610358871331,,
ASO265-288_WT_20210617,H10,Ionis1375651_10_P23,Ionis1375651_10uM_P23,37.3215870197041,26.9145674233895,10.407019596314598,,,3.2048565301353307,2.932044388144432,0.13102877794742254
ASO265-288_WT_20210617,H11,Ionis1375651_10_P23,Ionis1375651_10uM_P23,37.4491107135055,26.9063500632581,10.542760650247399,,,3.3405975840681315,,
ASO265-288_WT_20210617,H12,Ionis1375651_10_P23,Ionis1375651_10uM_P23,36.4027058106034,26.9498636941943,9.452842116409101,,,2.2506790502298344,,
ASO265-288_WT_20210617,G13,Ionis1375651_3_P23,Ionis1375651_3uM_P23,33.6858869001312,24.0928728351297,9.593014065001501,,,2.390850998822234,2.4701883389716017,0.18046758846745745
ASO265-288_WT_20210617,G14,Ionis1375651_3_P23,Ionis1375651_3uM_P23,33.538972146298,24.0764365292995,9.462535616998501,,,2.260372550819234,,
ASO265-288_WT_20210617,G15,Ionis1375651_3_P23,Ionis1375651_3uM_P23,34.0124148585404,24.0509103250878,9.961504533452604,,,2.7593414672733374,,
ASO265-288_WT_20210617,H13,Ionis1375651_3_P23,Ionis1375651_3uM_P23,34.2218931396791,24.6089285345827,9.612964605096405,,,2.4108015389171378,2.608305565335401,0.1639916694227182
ASO265-288_WT_20210617,H14,Ionis1375651_3_P23,Ionis1375651_3uM_P23,34.6870946995582,24.6258771584275,10.061217541130702,,,2.859054474951435,,
ASO265-288_WT_20210617,H15,Ionis1375651_3_P23,Ionis1375651_3uM_P23,34.3717300721317,24.6145063238148,9.757223748316896,,,2.555060682137629,,
ASO265-288_WT_20210617,G16,Ionis676630_10_P23,Ionis676630_10uM_P23,32.9862134496635,26.129549256712,6.856664192951502,,,-0.34549887322776485,0.04041486715923407,0.9723752870753553
ASO265-288_WT_20210617,G17,Ionis676630_10_P23,Ionis676630_10uM_P23,33.395743780864,26.0536776517546,7.342066129109401,,,0.13990306293013433,,
ASO265-288_WT_20210617,G18,Ionis676630_10_P23,Ionis676630_10uM_P23,33.7303883564063,26.2013848784517,7.5290034779546,,,0.32684041177533274,,
ASO265-288_WT_20210617,H16,Ionis676630_10_P23,Ionis676630_10uM_P23,34.9769880002325,27.5164788497369,7.460509150495604,,,0.25834608431633654,0.12959681265680226,0.9140868727222103
ASO265-288_WT_20210617,H17,Ionis676630_10_P23,Ionis676630_10uM_P23,34.3128975063098,27.5279194019287,6.7849781043811035,,,-0.41718496179816356,,
ASO265-288_WT_20210617,H18,Ionis676630_10_P23,Ionis676630_10uM_P23,35.1235222721275,27.373729890496,7.749792381631501,,,0.5476293154522338,,
ASO265-288_WT_20210617,A1,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,32.0940747459246,25.3036973926335,6.7903773532911025,,,-0.41178571288816457,-0.2596708172447322,1.1972055045592447
ASO265-288_WT_20210617,A2,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,32.2371131832546,25.2405519038055,6.9965612794491,,,-0.20560178673016694,,
ASO265-288_WT_20210617,A3,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,32.2900483222538,25.2495102081904,7.040538114063402,,,-0.16162495211586503,,
ASO265-288_WT_20210617,A4,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,31.7165009624071,23.3803105678981,8.336190394509,,,1.1340273283297329,1.1308217333501662,0.45665554817451437
ASO265-288_WT_20210617,A5,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,31.7410903961456,23.393387580811,8.3477028153346,,,1.1455397491553327,,
ASO265-288_WT_20210617,A6,ASO265_10,KQJM006_L20_6-08-6_10uM_P23,31.7527019023511,23.4376407136064,8.3150611887447,,,1.1128981225654329,,
ASO265-288_WT_20210617,A7,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.7074323622135,22.8091166986265,7.898315663586999,,,0.6961525974077318,0.6662887434338991,0.6301255687695483
ASO265-288_WT_20210617,A8,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.691352487148,22.7668193746764,7.9245331124716,,,0.7223700462923333,,
ASO265-288_WT_20210617,A9,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.5496506394346,22.7671439866537,7.782506652780899,,,0.5803435866016322,,
ASO265-288_WT_20210617,A10,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.1274908666149,22.5171320508605,7.610358815754399,,,0.4081957495751318,0.529034537728099,0.6930183519551805
ASO265-288_WT_20210617,A11,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.261796456374,22.44262411084,7.819172345534,,,0.6170092793547326,,
ASO265-288_WT_20210617,A12,ASO265_3,KQJM006_L20_6-08-6_3uM_P23,30.3008662814805,22.5368046310468,7.7640616504337,,,0.5618985842544326,,
ASO265-288_WT_20210617,B1,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.3819053039169,23.3017239226764,8.0801813812405,,,0.8780183150612331,0.8197567774638657,0.5665374465873928
ASO265-288_WT_20210617,B2,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.252175230671,23.2912266489975,7.960948581673499,,,0.7587855154942318,,
ASO265-288_WT_20210617,B3,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.2405203675721,23.2158907995567,8.0246295680154,,,0.8224665018361321,,
ASO265-288_WT_20210617,B4,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.3322138239254,23.4361179659466,7.8960958579788,,,0.6939327917995328,0.6113281263692336,0.654593813879365
ASO265-288_WT_20210617,B5,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.2809608796345,23.4961350987948,7.7848257808397,,,0.5826627146604331,,
ASO265-288_WT_20210617,B6,ASO266_10,KQJM008_L20_6-08-6_10uM_P23,31.2725711274884,23.5130191886614,7.759551938827002,,,0.557388872647735,,
ASO265-288_WT_20210617,B7,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,29.6570975220121,21.8842018559394,7.772895666072703,,,0.5707325998934358,0.6000121700041016,0.6597483899867957
ASO265-288_WT_20210617,B8,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,29.662525004726,21.8400412461898,7.822483758536201,,,0.620320692356934,,
ASO265-288_WT_20210617,B9,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,29.6610951986814,21.8499489147402,7.811146283941202,,,0.608983217761935,,
ASO265-288_WT_20210617,B10,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,30.0474838577584,22.4366788274425,7.610805030315902,,,0.4086419641366348,0.4143582320054004,0.7503532072907325
ASO265-288_WT_20210617,B11,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,30.0336544236277,22.4410273614144,7.5926270622133,,,0.3904639960340326,,
ASO265-288_WT_20210617,B12,ASO266_3,KQJM008_L20_6-08-6_3uM_P23,30.1987796865557,22.5526478845309,7.646131802024801,,,0.44396873584553376,,
ASO265-288_WT_20210617,C1,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,32.5355180324541,25.5851702179603,6.950347814493799,,,-0.2518152516854677,-0.04580658929146608,1.0322601392576896
ASO265-288_WT_20210617,C2,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,32.8298429573968,25.5364762235442,7.293366733852601,,,0.09120366767333365,,
ASO265-288_WT_20210617,C3,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,32.7357713314286,25.5104164491116,7.225354882317003,,,0.0231918161377358,,
ASO265-288_WT_20210617,C4,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,32.5522500979458,24.6413051379354,7.910944960010401,,,0.7087818938311337,0.9250701376143008,0.5266549136632264
ASO265-288_WT_20210617,C5,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,32.7326145564132,24.6682716491782,8.064342907235002,,,0.8621798410557346,,
ASO265-288_WT_20210617,C6,ASO267_10,KQJM009_L21_6-10-5_10uM_P23,33.1073960862739,24.7009843421386,8.406411744135301,,,1.2042486779560342,,
ASO265-288_WT_20210617,C7,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,31.2797272675022,23.9913223953145,7.288404872187698,,,0.0862418060084309,0.18611019722666575,0.8789724198878198
ASO265-288_WT_20210617,C8,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,31.3703368489861,23.9633867950351,7.406950053951,,,0.2047869877717332,,
ASO265-288_WT_20210617,C9,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,31.4393410180493,23.9698761539702,7.4694648640791,,,0.2673017978998331,,
ASO265-288_WT_20210617,C10,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,31.1313817555065,24.0576082110134,7.0737735444931005,,,-0.12838952168616657,-0.27453620055100103,1.2096051612900651
ASO265-288_WT_20210617,C11,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,30.9737190584329,24.0590974519259,6.914621606506998,,,-0.2875414596722692,,
ASO265-288_WT_20210617,C12,ASO267_3,KQJM009_L21_6-10-5_3uM_P23,30.9047528417316,24.1102673958469,6.7944854458847,,,-0.40767762029456733,,
ASO265-288_WT_20210617,D1,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.7272339982334,23.8985286350952,7.8287053631382015,,,0.6265422969589345,0.6537547351834334,0.635623894464248
ASO265-288_WT_20210617,D2,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.86091752004,23.9259736788239,7.9349438412161,,,0.7327807750368329,,
ASO265-288_WT_20210617,D3,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.7736033412656,23.9694991415318,7.8041041997338,,,0.6019411335545328,,
ASO265-288_WT_20210617,D4,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.844072770504,24.7505756235803,7.093497146923699,,,-0.1086659192555679,-0.17773416320916624,1.131106021497477
ASO265-288_WT_20210617,D5,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.9292342363562,24.7338365831184,7.1953976532378014,,,-0.006765412941465598,,
ASO265-288_WT_20210617,D6,ASO268_10,KQJM010_L21_7-08-6_10uM_P23,31.6291299612039,24.8447380524551,6.784391908748802,,,-0.4177711574304652,,
ASO265-288_WT_20210617,D7,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.6720891465371,23.2346904916761,7.437398654860999,,,0.2352355886817321,0.2537279992745323,0.8387263000864186
ASO265-288_WT_20210617,D8,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.6591238791966,23.1704243426746,7.488699536521999,,,0.2865364703427318,,
ASO265-288_WT_20210617,D9,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.67566061872,23.2340856137416,7.4415750049784,,,0.23941193879913314,,
ASO265-288_WT_20210617,D10,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.5918425889341,24.0014971747519,6.590345414182199,,,-0.6118176519970682,-0.5717392473074341,1.4863143237114105
ASO265-288_WT_20210617,D11,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.6793758506944,24.0259488486254,6.653427002068998,,,-0.548736064110269,,
ASO265-288_WT_20210617,D12,ASO268_3,KQJM010_L21_7-08-6_3uM_P23,30.7128921156639,24.0653930752996,6.647499040364302,,,-0.5546640258149651,,
ASO265-288_WT_20210617,E1,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,30.8671485952747,22.8840220808152,7.983126514459499,,,0.7809634482802323,0.9725376347558665,0.5096088952499577
ASO265-288_WT_20210617,E2,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,31.1494194302235,22.927666963577,8.2217524666465,,,1.0195894004672326,,
ASO265-288_WT_20210617,E3,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,31.2951460883272,22.9759229666278,8.319223121699402,,,1.1170600555201347,,
ASO265-288_WT_20210617,E4,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,31.1353204544016,24.2936512391742,6.841669215227402,,,-0.36049385095186537,-0.3496370665472324,1.274240031146025
ASO265-288_WT_20210617,E5,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,31.1683207111972,24.3413534910721,6.826967220125102,,,-0.3751958460541651,,
ASO265-288_WT_20210617,E6,ASO269_10,KQJM011_L19_5-10-4_10uM_P23,31.2383066314164,24.3493650678728,6.8889415635436,,,-0.31322150263566684,,
ASO265-288_WT_20210617,E7,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.3030984045261,22.5828513655344,7.720247038991701,,,0.518083972812434,0.4857033549151997,0.7141488171011465
ASO265-288_WT_20210617,E8,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.229786658039,22.5611004024307,7.6686862556083,,,0.4665231894290329,,
ASO265-288_WT_20210617,E9,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.2865143794082,22.6118484107248,7.674665968683399,,,0.4725029025041323,,
ASO265-288_WT_20210617,E10,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.7538378747792,23.0756137270385,7.6782241477407,,,0.4760610815614328,0.325523003537833,0.7980090409305083
ASO265-288_WT_20210617,E11,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.6512859544101,23.1161726121396,7.535113342270499,,,0.33295027609123196,,
ASO265-288_WT_20210617,E12,ASO269_3,KQJM011_L19_5-10-4_3uM_P23,30.5390177077306,23.1692969885905,7.369720719140101,,,0.16755765296083425,,
ASO265-288_WT_20210617,F1,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,31.0457074984055,22.9731680202233,8.072539478182197,,,0.8703764120029298,0.764802697634798,0.5885338507470663
ASO265-288_WT_20210617,F2,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,30.8096241835263,22.8635308451958,7.946093338330499,,,0.743930272151232,,
ASO265-288_WT_20210617,F3,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,30.7994557307055,22.917191255776,7.882264474929499,,,0.6801014087502324,,
ASO265-288_WT_20210617,F4,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,31.5401930211613,24.3627929697001,7.177400051461202,,,-0.02476301471806508,-0.17156944182876543,1.1262830502162144
ASO265-288_WT_20210617,F5,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,31.3102678269152,24.2992022380246,7.011065588890602,,,-0.19109747728866466,,
ASO265-288_WT_20210617,F6,ASO270_10,KQJM012_L19_6-08-5_10uM_P23,31.3293226202692,24.4260073875695,6.9033152326997005,,,-0.29884783347956656,,
ASO265-288_WT_20210617,F7,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.6776078986713,23.1575049039712,7.5201029947001,,,0.31793992852083264,0.27111201910140065,0.8286805584877476
ASO265-288_WT_20210617,F8,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.5984988182952,23.171337314947,7.427161503348202,,,0.22499843716893508,,
ASO265-288_WT_20210617,F9,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.7162324472681,23.2436716894744,7.472560757793701,,,0.27039769161443417,,
ASO265-288_WT_20210617,F10,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.5030446621227,23.1538557599116,7.3491889022111,,,0.14702583603183328,0.0014629898199665092,0.9989864467235595
ASO265-288_WT_20210617,F11,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.3064377693891,23.1533301357354,7.1531076336537005,,,-0.049055432525566545,,
ASO265-288_WT_20210617,F12,ASO270_3,KQJM012_L19_6-08-5_3uM_P23,30.3357033467049,23.227121714572,7.1085816321329,,,-0.0935814340463672,,
ASO265-288_WT_20210617,A13,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.4704139083809,23.9443066006434,7.526107307737497,,,0.3239442415582303,0.30785080054079944,0.8078443182746624
ASO265-288_WT_20210617,A14,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.3899523264265,24.0021010491183,7.387851277308201,,,0.18568821112893374,,
ASO265-288_WT_20210617,A15,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.6725340180703,24.0564510029558,7.616083015114501,,,0.4139199489352343,,
ASO265-288_WT_20210617,A16,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.4688139018888,24.8041144779747,6.664699423914101,,,-0.5374636422651662,-0.6196939693971011,1.5365492073682163
ASO265-288_WT_20210617,A17,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.3216313723757,24.7251028283416,6.596528544034097,,,-0.60563452214517,,
ASO265-288_WT_20210617,A18,ASO271_10,KQJM014_L20_6-08-6_10uM_P23,31.2101410677773,24.723961745379,6.4861793223983,,,-0.7159837437809671,,
ASO265-288_WT_20210617,A19,ASO271_3,KQJM014_L20_6-08-6_3uM_P23,30.8912340453866,23.3788044800378,7.5124295653488,,,0.31026649916953275,0.3001557971902334,0.8121646856447808
ASO265-288_WT_20210617,A20,ASO271_3,KQJM014_L20_6-08-6_3uM_P23,30.9236085617279,23.3391875396883,7.584421022039599,,,0.3822579558603323,,
