Experiment Name,SampleName,ASO Microsynth ID,Exp_zscore,Exp,Test plate #,Avg Exp,Avg Exp_zscore,Avg Exp_zscore range
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.4624948670307797,0.1547091758355293,1.0,0.13446050472474966,-0.5929402793730283,1.4823506984325685
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.0511465607773673,0.1284735380174838,1.0,,,1.4823506984325685
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.2131494102798578,0.1201988003212359,1.0,,,1.4823506984325685
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,1.8226574146968768,,1.0,0.1725728144615289,0.8894104190595402,1.4823506984325685
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.5925282519535389,0.1613509858734109,1.0,,,1.4823506984325685
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,1.0319302667697845,0.1837946430496469,1.0,,,1.4823506984325685
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.3568807818649233,0.0514044486879228,1.0,0.0299027901074299,-0.679462408781892,1.358924817563784
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.8116462230292348,0.0210920860664796,1.0,,,1.358924817563784
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.8698602214515181,0.0172118355678873,1.0,,,1.358924817563784
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.5747643037341517,0.1135031947950639,1.0,0.12048184057311544,0.679462408781892,1.358924817563784
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.2820326284511938,0.0563934477684458,1.0,,,1.358924817563784
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,1.7456555510627176,0.1915488791558366,1.0,,,1.358924817563784
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.1550014434224836,0.0988509308036453,1.0,0.10479635280712134,0.01977513794834665,0.0395502758966933
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.2812045778048999,0.1136894684172827,1.0,,,0.0395502758966933
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.0668777205373779,0.101848659200436,1.0,,,0.0395502758966933
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,0.3969508953056064,0.1176268420487643,1.0,0.10345096042837447,-0.01977513794834665,0.0395502758966933
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,1.7497757362655637,0.0446010645064574,1.0,,,0.0395502758966933
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,1.2934994271149176,0.1481249747299017,1.0,,,0.0395502758966933
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.3813888480715312,0.238070770909008,1.0,0.26515263657677085,0.8656422358048087,1.731284471609619
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.1134473894588812,0.2790111372151501,1.0,,,1.731284471609619
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.1020904698840135,0.2783760016061545,1.0,,,1.731284471609619
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.001158907022034,0.1607518020981304,1.0,0.1683305705251851,-0.8656422358048101,1.731284471609619
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.5482667331477719,0.1860797922073073,1.0,,,1.731284471609619
Rd2.1.2_P1+2_WT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.0475010672446217,0.1581601172701177,1.0,,,1.731284471609619
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.8294764310196853,0.2013002819395034,1.0,0.20698077738952123,0.9071417472095493,1.8142834944190978
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.8988667863276584,0.2063755409732586,1.0,,,1.8142834944190978
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.9930820242813022,0.2132665092558016,1.0,,,1.8142834944190978
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.981899008968821,0.0688150176038165,1.0,0.07428281592245337,-0.9071417472095485,1.8142834944190978
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.7271201652257882,0.0874497201151029,1.0,,,1.8142834944190978
Rd2.1.2_P1+2_Total_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.0124060674340376,0.0665837100484407,1.0,,,1.8142834944190978
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.4468103381971275,0.2431127517998985,1.0,0.2724624139019071,0.8695817447805609,1.7391634895611214
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.1858792366096578,0.2944204374681598,1.0,,,1.7391634895611214
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.9760556595348968,0.279854052437663,1.0,,,1.7391634895611214
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,1.2073137730071877,0.128280047925799,1.0,0.1517261011714112,-0.8695817447805605,1.7391634895611214
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.730335744561925,0.1613928454020588,1.0,,,1.7391634895611214
Rd2.1.2_P1+2_MT_20210727,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,0.6710957167725697,0.1655054101863758,1.0,,,1.7391634895611214
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.9684106923180772,0.7913277586991941,1.0,0.5669245670903774,-0.17857695232773924,0.35715390465547847
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.6089332961912002,0.4827272023298501,1.0,,,0.35715390465547847
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.8952082531100954,0.4267187402420881,1.0,,,0.35715390465547847
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.5655592655668545,0.4912131445721027,1.0,0.6368001899659744,0.17857695232773924,0.35715390465547847
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.4402398728812009,0.5157313438922211,1.0,,,0.35715390465547847
Rd2.1.2_P1+2_WT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,1.5415299954312722,0.9034560814335996,1.0,,,0.35715390465547847
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.8409631051766902,0.3821441575911443,1.0,0.40285796058766943,-0.7076519176496469,1.7691297941241175
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.5565450326167595,0.43158312460165,1.0,,,1.7691297941241175
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.7678870624728931,0.3948465995702139,1.0,,,1.7691297941241175
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.0754934762297415,0.5414472085080873,1.0,0.5582752900927064,1.0614778764744706,1.7691297941241175
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,1.8207872715368,,1.0,,,1.7691297941241175
Rd2.1.2_P1+2_Total_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.2691144524997995,0.5751033716773256,1.0,,,1.7691297941241175
Rd2.1.2_P1+2_MT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.6183937710083617,0.565333521355266,1.0,0.5060835985659161,-0.16070889292682317,0.3214177858536478
Rd2.1.2_P1+2_MT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.7396368963330119,0.4620567442240821,1.0,,,0.3214177858536478
Rd2.1.2_P1+2_MT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.3608835534558208,0.4908605301184,1.0,,,0.3214177858536478
Rd2.1.2_P1+2_MT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,0.7567605101953842,0.4607545117376783,1.0,0.530527076783232,0.16070889292682464,0.3214177858536478
Rd2.1.2_P1+2_MT_20210727,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,1.7596589827174065,0.6521255178482436,1.0,,,0.3214177858536478
