Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore
Rd2.1.2_P1+2_WT_20210727,G1,Naive_P2.1-1,Naive_P2.1-1,6.195949089999999,-0.140141228,1.1020129886206738,0.06595650565796496,0.7451909872598105
Rd2.1.2_P1+2_WT_20210727,G2,Naive_P2.1-1,Naive_P2.1-1,6.108953019999998,-0.227137291,1.1705100252675658,0.06595650565796496,1.2834605589924346
Rd2.1.2_P1+2_WT_20210727,G3,Naive_P2.1-1,Naive_P2.1-1,6.032873079999998,-0.303217236,1.2338929511297572,0.06595650565796496,1.7815419655630422
Rd2.1.2_P1+2_WT_20210727,G4,Naive_P2.1-1,Naive_P2.1-1,6.358509250000001,0.022418929,0.9845804994324758,0.020420400147778923,0.17762755726616541
Rd2.1.2_P1+2_WT_20210727,G5,Naive_P2.1-1,Naive_P2.1-1,6.369390039999999,0.033299718,0.9771827368917585,0.020420400147778923,0.23576131997328903
Rd2.1.2_P1+2_WT_20210727,G6,Naive_P2.1-1,Naive_P2.1-1,6.4160295000000005,0.079939187,0.9460975261281198,0.020420400147778923,0.48003791797004863
Rd2.1.2_P1+2_WT_20210727,H1,Naive_P2.1-1,Naive_P2.1-1,6.299368750000003,-0.036721568,1.0257801564519224,0.09751679527323526,0.1461312916561663
Rd2.1.2_P1+2_WT_20210727,H2,Naive_P2.1-1,Naive_P2.1-1,6.576864649999997,0.240774341,0.8462909587636752,0.09751679527323526,1.264346858929183
Rd2.1.2_P1+2_WT_20210727,H3,Naive_P2.1-1,Naive_P2.1-1,6.537073330000002,0.200983013,0.8699575959563659,0.09751679527323526,1.0783675627483602
Rd2.1.2_P1+2_WT_20210727,H4,Naive_P2.1-1,Naive_P2.1-1,6.494403800000001,0.158313477,0.8960719747895701,0.13794796474647852,0.8731532031392698
Rd2.1.2_P1+2_WT_20210727,H5,Naive_P2.1-1,Naive_P2.1-1,6.15222833,-0.183861993,1.1359205983756846,0.13794796474647852,1.0116468147636237
Rd2.1.2_P1+2_WT_20210727,H6,Naive_P2.1-1,Naive_P2.1-1,6.4914409599999985,0.15535065,0.897914106487696,0.13794796474647852,0.8586771982087662
Rd2.1.2_P1+2_WT_20210727,E10,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,7.142725840000001,0.806635525,0.5717135842215907,0.06894088440178496,0.21613282335285314
Rd2.1.2_P1+2_WT_20210727,E11,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,6.832140450000001,0.496050131,0.7090453793884433,0.06894088440178496,1.487429711089299
Rd2.1.2_P1+2_WT_20210727,E12,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,7.0032967,0.667206385,0.6297248981206076,0.06894088440178496,0.7531505090513431
Rd2.1.2_P1+2_WT_20210727,E22,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,7.5585913399999995,1.222501028,0.428539166756086,0.030724582732026363,1.1092499192686294
Rd2.1.2_P1+2_WT_20210727,E23,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,7.36539681,1.029306491,0.4899456109160611,0.030724582732026363,0.5408031058217407
Rd2.1.2_P1+2_WT_20210727,E24,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,7.452543220000003,1.116452912,0.461226428627079,0.030724582732026363,0.8066600184031254
Rd2.1.2_P1+2_WT_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.028459649999999,2.692369329,0.1547091758355293,0.018017334217353475,0.46249486703077974
Rd2.1.2_P1+2_WT_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.296547180000001,2.96045686,0.12847353801748387,0.018017334217353475,0.05114656077736735
Rd2.1.2_P1+2_WT_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.392595920000002,3.056505598,0.12019880032123599,0.018017334217353475,0.21314941027985787
Rd2.1.2_P1+2_WT_20210727,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.967816020000004,2.631725702,0.1613509858734109,0.07850827767912626,0.5925282519535389
Rd2.1.2_P1+2_WT_20210727,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,8.77992369,2.443833377,0.18379464304964693,0.07850827767912626,1.0319302667697843
Rd2.1.2_P1+2_WT_20210727,G10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.406627910000001,2.07053759,0.238070770909008,0.023455733528191355,0.38138884807153123
Rd2.1.2_P1+2_WT_20210727,G11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.177695700000001,1.841605384,0.27901113721515014,0.023455733528191355,1.1134473894588812
Rd2.1.2_P1+2_WT_20210727,G12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.180983570000002,1.844893251,0.27837600160615456,0.023455733528191355,1.1020904698840137
Rd2.1.2_P1+2_WT_20210727,H10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.973183510000002,2.637093184,0.1607518020981304,0.015425801771796987,1.0011589070220341
Rd2.1.2_P1+2_WT_20210727,H11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.762097019999999,2.426006704,0.18607979220730736,0.015425801771796987,0.5482667331477719
Rd2.1.2_P1+2_WT_20210727,H12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.996632570000003,2.660542249,0.15816011727011775,0.015425801771796987,1.0475010672446217
Rd2.1.2_P1+2_WT_20210727,G13,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,6.6737430400000015,0.337652729,0.7913277586991941,0.1963462025594754,0.9684106923180771
Rd2.1.2_P1+2_WT_20210727,G14,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,7.386810290000003,1.050719968,0.4827272023298501,0.1963462025594754,0.6089332961912002
Rd2.1.2_P1+2_WT_20210727,G15,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,7.564732939999999,1.228642624,0.42671874024208817,0.1963462025594754,0.8952082531100954
Rd2.1.2_P1+2_WT_20210727,H13,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,7.361669240000001,1.025578928,0.4912131445721027,0.23125593801083402,0.5655592655668545
Rd2.1.2_P1+2_WT_20210727,H14,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,7.291398679999997,0.955308366,0.5157313438922211,0.23125593801083402,0.4402398728812009
Rd2.1.2_P1+2_WT_20210727,H15,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,6.482563939999999,0.146473624,0.9034560814335997,0.23125593801083402,1.5415299954312722
Rd2.1.2_P1+2_WT_20210727,G16,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,7.039766650000001,0.703676332,0.6140055783887529,0.02165342782265055,0.41808941838809427
Rd2.1.2_P1+2_WT_20210727,G17,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,6.949851120000002,0.613760805,0.653490965028876,0.02165342782265055,1.0112945072996709
Rd2.1.2_P1+2_WT_20210727,G18,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,6.959460919999998,0.623370603,0.6491525240704906,0.02165342782265055,0.9461163370081458
Rd2.1.2_P1+2_WT_20210727,H16,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,7.195572800000004,0.859482491,0.5511502255281592,0.04768303132257448,0.5262122171022541
Rd2.1.2_P1+2_WT_20210727,H17,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,7.396572599999995,1.06048228,0.4794717497676805,0.04768303132257448,1.6030672311882566
Rd2.1.2_P1+2_WT_20210727,H18,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,7.147595110000001,0.811504794,0.5697872348830195,0.04768303132257448,0.246220814405397
Rd2.1.2_P1+2_WT_20210727,F10,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.3462399499999975,1.010149634,0.4964947494142262,0.07607164575959773,0.022622921197909665
Rd2.1.2_P1+2_WT_20210727,F11,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.0632876200000005,0.727197303,0.6040763025594911,0.07607164575959773,1.4995388797940918
Rd2.1.2_P1+2_WT_20210727,F12,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.146555660000001,,,0.07607164575959773,
Rd2.1.2_P1+2_WT_20210727,F22,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.5853621900000014,1.249271874,0.420660460757255,0.050951575226650295,1.01845584976051
Rd2.1.2_P1+2_WT_20210727,F23,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.530230539999998,1.194140224,0.4370468289938382,0.050951575226650295,0.793498242768493
Rd2.1.2_P1+2_WT_20210727,F24,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,7.290770629999997,0.954680312,0.5159559080851919,0.050951575226650295,0.28979229153699854
Rd2.1.2_P1+2_WT_20210727,D4,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.759264210000001,1.423173891,0.3728910586379799,0.048110289645155485,0.3629860750888612
Rd2.1.2_P1+2_WT_20210727,D5,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.691664729999999,1.355574405,0.3907792029388815,0.048110289645155485,0.09414809230237767
Rd2.1.2_P1+2_WT_20210727,D16,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.812084779999999,1.475994471,0.35948551090523995,0.0075651550126202855,0.7055668256768751
Rd2.1.2_P1+2_WT_20210727,D17,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.801913709999997,1.46582339,0.3620288587690688,0.0075651550126202855,0.6405711956908684
Rd2.1.2_P1+2_WT_20210727,D18,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,7.756238360000001,1.420148039,0.37367396645362483,0.0075651550126202855,0.3429787503251123
Rd2.1.2_P1+2_WT_20210727,D10,KQ500_10_P2.1-1,KQ500_L20_5-10-5_10uM_P2.1-1,7.54203369,1.205943378,0.4334857946050434,0.0601090608886404,0.14950358812477896
