Experiment Name,Position,SampleName,ASO Microsynth ID,Exp,Test plate #
R3.1_P1-1+P1-2_MT_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1981276559257645,1-1
R3.1_P1-1+P1-2_MT_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1795410985927503,1-1
R3.1_P1-1+P1-2_MT_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1536245863381784,1-1
R3.1_P1-1+P1-2_MT_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1721849509385228,1-1
R3.1_P1-1+P1-2_MT_20210826,H2,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.2016976758398713,1-1
R3.1_P1-1+P1-2_MT_20210826,H3,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1815668183730368,1-1
R3.1 P1-1+P1-2_Total_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1042073862726623,1-1
R3.1 P1-1+P1-2_Total_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1005808686910717,1-1
R3.1 P1-1+P1-2_Total_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.0920480549521727,1-1
R3.1 P1-1+P1-2_Total_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1096564244097753,1-1
R3.1 P1-1+P1-2_Total_20210826,H2,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,1-1
R3.1 P1-1+P1-2_Total_20210826,H3,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1135597694187932,1-1
R3.1_P1-1+P1-2_WT_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.2084432052298868,1-1
R3.1_P1-1+P1-2_WT_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1691946453037831,1-1
R3.1_P1-1+P1-2_WT_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.2170190595430449,1-1
R3.1_P1-1+P1-2_WT_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1484881861093262,1-1
R3.1_P1-1+P1-2_WT_20210826,H2,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.1914234848415261,1-1
R3.1_P1-1+P1-2_WT_20210826,H3,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,0.194339688872365,1-1
R3.1_P1-1+P1-2_MT_20210826,G13,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,,1-1
R3.1_P1-1+P1-2_MT_20210826,G14,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.7851089828736861,1-1
R3.1_P1-1+P1-2_MT_20210826,G15,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,,1-1
R3.1_P1-1+P1-2_MT_20210826,G16,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.7770877799527627,1-1
R3.1_P1-1+P1-2_MT_20210826,G17,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.8586144703232353,1-1
R3.1_P1-1+P1-2_MT_20210826,G18,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.7505195850286694,1-1
R3.1_P1-1+P1-2_MT_20210826,H7,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.5312011495955339,1-1
R3.1_P1-1+P1-2_MT_20210826,H8,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.6721271357845315,1-1
R3.1_P1-1+P1-2_MT_20210826,H9,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.5603159254771403,1-1
R3.1_P1-1+P1-2_MT_20210826,H10,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.4823504127314487,1-1
R3.1_P1-1+P1-2_MT_20210826,H11,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.4560491689240517,1-1
R3.1_P1-1+P1-2_MT_20210826,H12,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.4866332333985806,1-1
R3.1 P1-1+P1-2_Total_20210826,G13,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.6282113386436549,1-1
R3.1 P1-1+P1-2_Total_20210826,G14,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,,1-1
R3.1 P1-1+P1-2_Total_20210826,G15,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,,1-1
R3.1 P1-1+P1-2_Total_20210826,G16,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.6201087140098396,1-1
R3.1 P1-1+P1-2_Total_20210826,G17,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,,1-1
R3.1 P1-1+P1-2_Total_20210826,G18,Ionis676630_10_R3.1P1-1,Ionis676630_10uM_R3.1P1-1,0.5963047282775584,1-1
