Experiment Name,Position,SampleName,ASO Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
R3.1 P1-1+P1-2_Total_20210826,G1,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.1029408524463,24.4923171696448,5.610623682801499,5.659784812044799,5.571508055334375,0.14672340692911576,0.03911562746712427,0.08827675671042397,0.9406456432035457
R3.1 P1-1+P1-2_Total_20210826,G2,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.1382669421083,24.5131792584705,5.625087683637798,,,,0.053579628303422666,,
R3.1 P1-1+P1-2_Total_20210826,G3,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.3498393704087,24.6061963007136,5.7436430696951,,,,0.17213501436072498,,
R3.1 P1-1+P1-2_Total_20210826,G4,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.849905899675,24.1014913901616,5.7484145095134025,5.674891103304834,,,0.1769064541790275,0.10338304797045872,0.9308476389446153
R3.1 P1-1+P1-2_Total_20210826,G5,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.7955636819567,24.127649266502,5.6679144154547,,,,0.09640636012032466,,
R3.1 P1-1+P1-2_Total_20210826,G6,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.8098223772711,24.2014779923247,5.608344384946399,,,,0.03683632961202399,,
R3.1 P1-1+P1-2_Total_20210826,H13,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.6626679023344,24.3406980442164,5.321969858118003,5.357916330499268,,,-0.24953819721637238,-0.2135917248351067,1.159571455400044
R3.1 P1-1+P1-2_Total_20210826,H14,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.7689958634524,24.3795938397944,5.3894020236580005,,,,-0.1821060316763745,,
R3.1 P1-1+P1-2_Total_20210826,H15,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.918935748569,24.5565586388472,5.362377109721802,,,,-0.20913094561257317,,
R3.1 P1-1+P1-2_Total_20210826,H16,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.763500601598,24.1851235115885,5.5783770900095,5.593439975488599,,,0.0068690346751250075,0.021931920154224,0.9849129192025173
R3.1 P1-1+P1-2_Total_20210826,H17,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.8095640859823,24.2572175151958,5.552346570786497,,,,-0.019161484547877805,,
R3.1 P1-1+P1-2_Total_20210826,H18,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,29.8974954251347,24.2478991594649,5.6495962656698,,,,0.07808821033542479,,
R3.1 P1-1+P1-2_Total_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.4797221465849,24.6457435365638,8.833978610021099,,,,3.2624705546867236,3.3391705613213585,0.09881195693034181
R3.1 P1-1+P1-2_Total_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.5964283451166,24.7113481136637,8.8850802314529,,,,3.313572176118525,,
R3.1 P1-1+P1-2_Total_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.7282532941552,24.715276285662,9.012977008493202,,,,3.441468953158827,,
R3.1 P1-1+P1-2_Total_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,34.0944565411646,25.3340107281948,8.760445812969795,,,,3.1889377576354203,3.4837973973966574,0.089386613634374
R3.1 P1-1+P1-2_Total_20210826,H2,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,35.0449839000343,25.3494976802229,9.695486219811404,,,,4.123978164477029,,
R3.1 P1-1+P1-2_Total_20210826,H3,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,34.1310612470608,25.4210769216489,8.709984325411899,,,,3.1384762700775237,,
R3.1 P1-1+P1-2_Total_20210826,G10,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,31.5593694160398,24.0513699275824,7.507999488457401,,,,1.9364914331230256,1.819757237930591,0.28326863288248894
R3.1 P1-1+P1-2_Total_20210826,G11,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,31.5386252815863,24.1809446407542,7.3576806408321005,,,,1.7861725854977255,,
R3.1 P1-1+P1-2_Total_20210826,G12,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,31.5773245398273,24.2692087893219,7.308115750505397,,,,1.7366076951710223,,
R3.1 P1-1+P1-2_Total_20210826,H4,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,35.8850701046916,30.6580278609709,5.2270422437207,,,,-0.3444658116136754,1.3350779200142586,0.396370659732538
R3.1 P1-1+P1-2_Total_20210826,H5,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,40,30.9758102680384,9.024189731961599,,,,3.4526816766272237,,
R3.1 P1-1+P1-2_Total_20210826,H6,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,37.5044951377315,31.0359691873679,6.468525950363603,,,,0.8970178950292276,,
