Experiment Name,Position,SampleName,ASO Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
R3.1_P1-1+P1-2_MT_20210826,O1,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.6343275904,24.3039351089306,6.330392481469403,6.300817856879867,6.42670311004335,0.12596415146194714,-0.09631062857394745,-0.1258852531634833,1.0911770852558784
R3.1_P1-1+P1-2_MT_20210826,O2,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.6960626123832,24.4022596503751,6.293802962008101,,,,-0.1329001480352492,,
R3.1_P1-1+P1-2_MT_20210826,O3,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.7151417068906,24.4368835797285,6.278258127162097,,,,-0.1484449828812533,,
R3.1_P1-1+P1-2_MT_20210826,O4,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.461724827821,23.9671231642333,6.4946016635877015,6.441732546624434,,,0.06789855354435126,0.015029436581083763,0.9896364637824023
R3.1_P1-1+P1-2_MT_20210826,O5,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.3818717914714,23.9869138892894,6.394957902182,,,,-0.031745207861350266,,
R3.1_P1-1+P1-2_MT_20210826,O6,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.4653641063551,24.0297260322515,6.435638074103601,,,,0.008934964060250294,,
R3.1_P1-1+P1-2_MT_20210826,P13,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,37.7449518583675,30.0490108867302,7.695940971637299,6.594788497885467,,,1.2692378615939486,0.44775815633845006,0.733181273854995
R3.1_P1-1+P1-2_MT_20210826,P14,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,36.1547896263311,30.1018080652048,6.052981561126302,,,,-0.37372154891704845,,
R3.1_P1-1+P1-2_MT_20210826,P15,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,36.2346895091475,30.1992465482547,6.0354429608928015,,,,,,
R3.1_P1-1+P1-2_MT_20210826,P16,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.6637762519995,24.3601561670038,6.3036200849957,6.369473538783633,,,-0.12308302504765045,-0.05722957125971758,1.0404658192122402
R3.1_P1-1+P1-2_MT_20210826,P17,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.9351341292269,24.3742643006101,6.560869828616799,,,,0.1341667185734483,,
R3.1_P1-1+P1-2_MT_20210826,P18,Naïve_R3.1P1-2,Naïve_R3.1P1-2,,30.7461739992659,24.5022432965275,6.2439307027384,,,,-0.1827724073049506,,
R3.1_P1-1+P1-2_MT_20210826,O7,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,33.3124530332314,24.5393396765668,8.773113356664599,,,,2.3464102466212484,2.675807710714984,0.15649541439796935
R3.1_P1-1+P1-2_MT_20210826,O8,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,33.6375028322359,24.6023811802362,9.035121651999702,,,,2.608418541956352,,
R3.1_P1-1+P1-2_MT_20210826,O9,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,34.1153961698473,24.6160987162366,9.499297453610701,,,,3.072594343567351,,
R3.1_P1-1+P1-2_MT_20210826,P1,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,35.0859528205026,25.979535642113,9.106417178389599,,,,2.6797140683462484,3.1328192495929823,0.11400592821436482
R3.1_P1-1+P1-2_MT_20210826,P2,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,35.736553108493,26.118270138879,9.618282969613997,,,,3.1915798595706466,,
R3.1_P1-1+P1-2_MT_20210826,P3,Ionis1375651_10_R3.1P1-2,Ionis1375651_10uM_R3.1P1-2,,36.0588862812843,26.1050193503789,9.953866930905402,,,,3.527163820862052,,
R3.1_P1-1+P1-2_MT_20210826,O10,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,31.3140738124967,23.9569850641842,7.357088748312503,,,,0.9303856382691524,0.8385344282122164,0.5592113593377809
R3.1_P1-1+P1-2_MT_20210826,O11,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,31.2417544089037,24.0592451089284,7.1825092999752975,,,,0.7558061899319473,,
R3.1_P1-1+P1-2_MT_20210826,O12,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,31.3562816507247,24.1001670842458,7.2561145664788995,,,,0.8294114564355493,,
R3.1_P1-1+P1-2_MT_20210826,P4,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,32.2291358351641,24.7110940668276,7.518041768336502,,,,1.091338658293152,1.1315591403763186,0.4564221967347514
R3.1_P1-1+P1-2_MT_20210826,P5,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,32.37109113577,24.7469901171995,7.624101018570503,,,,1.1973979085271527,,
R3.1_P1-1+P1-2_MT_20210826,P6,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,,32.3516619585248,24.8190179941728,7.532643964352001,,,,1.1059408543086509,,
R3.1_P1-1+P1-2_MT_20210826,O13,Ionis676630_10_R3.1P1-2,Ionis676630_10uM_R3.1P1-2,, ,31.5981749646061,,,,,,1.8354887415365493,
R3.1_P1-1+P1-2_MT_20210826,O14,Ionis676630_10_R3.1P1-2,Ionis676630_10uM_R3.1P1-2,, ,31.6135834891497,,,,,,,
