Experiment Name,Position,SampleName,ASO Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
R3.1_P1-1+P1-2_WT_20210826,G1,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.8019873765906,24.5665337983587,6.235453578231898,6.271636697914566,6.27277803083159,0.05032633600040028,-0.03732445259969275,-0.0011413329170242292,1.0007914247049083
R3.1_P1-1+P1-2_WT_20210826,G2,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.7297632777079,24.3883406070339,6.341422670674,,,,0.0686446398424092,,
R3.1_P1-1+P1-2_WT_20210826,G3,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.6892555053446,24.4512216605068,6.238033844837801,,,,-0.034744185993789145,,
R3.1_P1-1+P1-2_WT_20210826,G4,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.3453147398014,24.046213589361,6.2991011504404,6.3231321436432,,,0.02632311960880962,0.0503541128116094,0.9656992667291073
R3.1_P1-1+P1-2_WT_20210826,G5,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.3953012547811,24.0903698732484,6.3049313815327,,,,0.03215335070111003,,
R3.1_P1-1+P1-2_WT_20210826,G6,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.4776390775057,24.1122751785492,6.365363898956499,,,,0.09258586812490854,,
R3.1_P1-1+P1-2_WT_20210826,H13,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.5533513697802,24.3057173130363,6.247634056743898,6.2042943568108315,,,-0.0251439740876922,-0.06848367402075854,1.0486139720647756
R3.1_P1-1+P1-2_WT_20210826,H14,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.5821077738585,24.3704010746194,6.211706699239098,,,,-0.06107133159249223,,
R3.1_P1-1+P1-2_WT_20210826,H15,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.6704283742381,24.5168860597886,6.153542314449499,,,,-0.11923571638209118,,
R3.1_P1-1+P1-2_WT_20210826,H16,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.4903255521768,24.2135389310808,6.276786621095997,6.292048924957765,,,0.004008590264406919,0.019270894126174554,0.9867312504566477
R3.1_P1-1+P1-2_WT_20210826,H17,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.5564721265337,24.2392247908523,6.317247335681397,,,,0.044469304849807045,,
R3.1_P1-1+P1-2_WT_20210826,H18,Naïve_R3.1P1-1,Naïve_R3.1P1-1,,30.6095340629923,24.3274212448964,6.2821128180959,,,,0.009334787264309696,,
R3.1_P1-1+P1-2_WT_20210826,G7,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.1921298888019,24.6570781074484,8.535051781353502,,,,2.2622737505219117,2.3432080926148426,0.1970716160887036
R3.1_P1-1+P1-2_WT_20210826,G8,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.5214891688519,24.6854669536953,8.8360222151566,,,,2.5632441843250096,,
R3.1_P1-1+P1-2_WT_20210826,G9,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,33.2016005133343,24.7247161395051,8.476884373829197,,,,2.2041063429976067,,
R3.1_P1-1+P1-2_WT_20210826,H1,Ionis1375651_10_R3.1P1-1,Ionis1375651_10uM_R3.1P1-1,,34.1759756435228,25.1516176709209,9.024357972601898,,,,2.7515799417703075,2.500029243048443,0.17677311211590502
