Experiment Name,Position,SampleName,ASO Description ,Target SNP ID,CrossingPoint,,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
R3.1_P3-1+P3-2_WT_20210826,B17,ASO579_10_R3.1P3-1,KQ2223_L20_6-08-6_10uM_R3.1P3-1,rs34659510,31.18082941,24.04444679,7.1363826221904,,,,0.9820558494161,,
R3.1_P3-1+P3-2_WT_20210826,B18,ASO579_10_R3.1P3-1,KQ2223_L20_6-08-6_10uM_R3.1P3-1,rs34659510,31.37830552,24.09517093,7.2831345856914,,,,1.1288078129171,,
R3.1_P3-1+P3-2_WT_20210826,B19,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.72571229,24.30180712,6.4239051681238,,,,0.2695783953495,0.2386381386461,0.8475449922157
R3.1_P3-1+P3-2_WT_20210826,B20,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.63285792,24.32004174,6.3128161791135,,,,0.1584894063392,,
R3.1_P3-1+P3-2_WT_20210826,B21,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.7577988,24.31562541,6.4421733870239,,,,0.2878466142496,,
R3.1_P3-1+P3-2_WT_20210826,B22,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.72559485,24.14987066,6.5757241874967,,,,0.4213974147224,0.3667296618741,0.7755385163267
R3.1_P3-1+P3-2_WT_20210826,B23,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.76300548,24.30467642,6.4583290605677,,,,0.3040022877934,,
R3.1_P3-1+P3-2_WT_20210826,B24,ASO579_3_R3.1P3-1,KQ2223_L20_6-08-6_3uM_R3.1P3-1,rs34659510,30.8554894,24.32637334,6.5291160558808,,,,0.3747892831065,,
R3.1_P3-1+P3-2_WT_20210826,C13,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.30856487,23.95374977,7.3548151028041,,,,1.2004883300298,1.1039985410114,0.4652252993307
R3.1_P3-1+P3-2_WT_20210826,C14,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.34691146,23.9922971,7.3546143565804,,,,1.2002875838061,,
R3.1_P3-1+P3-2_WT_20210826,C15,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.06338949,23.99784301,7.0655464819728,,,,0.9112197091985,,
R3.1_P3-1+P3-2_WT_20210826,C16,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.35975484,24.28931296,7.0704418789626,,,,0.9161151061883,0.8411133642614,0.5582126159710
R3.1_P3-1+P3-2_WT_20210826,C17,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.25682164,24.31770111,6.9391205292874,,,,0.7847937565131,,
R3.1_P3-1+P3-2_WT_20210826,C18,ASO580_10_R3.1P3-1,KQ2224_L20_5-09-6_10uM_R3.1P3-1,rs34659510,31.25315111,24.2763931,6.9767580028573,,,,0.8224312300830,,
R3.1_P3-1+P3-2_WT_20210826,C19,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.76682451,24.04068783,6.7261366858978,,,,0.5718099131235,0.5429536062744,0.6863642871557
R3.1_P3-1+P3-2_WT_20210826,C20,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.79752086,24.03703749,6.7604833703188,,,,0.6061565975445,,
R3.1_P3-1+P3-2_WT_20210826,C21,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.70097409,24.09575301,6.6052210809296,,,,0.4508943081553,,
R3.1_P3-1+P3-2_WT_20210826,C22,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.65291436,23.98795798,6.6649563775945,,,,0.5106296048202,0.5208798242691,0.6969466722136
R3.1_P3-1+P3-2_WT_20210826,C23,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.62737207,23.97222214,6.6551499287473,,,,0.5008231559730,,
R3.1_P3-1+P3-2_WT_20210826,C24,ASO580_3_R3.1P3-1,KQ2224_L20_5-09-6_3uM_R3.1P3-1,rs34659510,30.70740079,24.00188731,6.7055134847884,,,,0.5511867120141,,
R3.1_P3-1+P3-2_WT_20210826,D13,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.68280656,24.20897216,7.4738344059943,,,,1.3195076332200,1.2251707132409,0.4277468948125
R3.1_P3-1+P3-2_WT_20210826,D14,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.53818533,24.19865259,7.3395327446708,,,,1.1852059718965,,
R3.1_P3-1+P3-2_WT_20210826,D15,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.57526292,24.25013761,7.3251253073805,,,,1.1707985346062,,
R3.1_P3-1+P3-2_WT_20210826,D16,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.45390685,24.14019691,7.3137099449033,,,,1.1593831721290,1.1520077357229,0.4499985520005
R3.1_P3-1+P3-2_WT_20210826,D17,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.51347329,24.17213467,7.3413386191458,,,,1.1870118463715,,
R3.1_P3-1+P3-2_WT_20210826,D18,ASO581_10_R3.1P3-1,KQ2225_L20_6-09-5_10uM_R3.1P3-1,rs34659510,31.44468541,24.18073044,7.2639549614426,,,,1.1096281886683,,
R3.1_P3-1+P3-2_WT_20210826,D19,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.45481799,24.3628238,7.0919941957181,,,,0.9376674229438,0.7092585135399,0.6116344132409
R3.1_P3-1+P3-2_WT_20210826,D20,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.31745736,24.45248216,6.8649751963543,,,,0.7106484235800,,
R3.1_P3-1+P3-2_WT_20210826,D21,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.12764267,24.4938562,6.6337864668702,,,,0.4794596940959,,
R3.1_P3-1+P3-2_WT_20210826,D22,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.12013426,24.2876013,6.8325329570253,,,,0.6782061842510,0.6180389363235,0.6515559898585
R3.1_P3-1+P3-2_WT_20210826,D23,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.0293659,24.31942088,6.7099450163131,,,,0.5556182435388,,
R3.1_P3-1+P3-2_WT_20210826,D24,ASO581_3_R3.1P3-1,KQ2225_L20_6-09-5_3uM_R3.1P3-1,rs34659510,31.11863558,24.34401643,6.7746191539552,,,,0.6202923811809,,
R3.1_P3-1+P3-2_WT_20210826,E13,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.56295268,24.65692004,6.9060326483044,,,,0.7517058755301,0.8848548951038,0.5415419878024
R3.1_P3-1+P3-2_WT_20210826,E14,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.7496848,24.70783157,7.0418532271022,,,,0.8875264543279,,
R3.1_P3-1+P3-2_WT_20210826,E15,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.87983701,24.71017788,7.1696591282278,,,,1.0153323554535,,
R3.1_P3-1+P3-2_WT_20210826,E16,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.37951011,24.24293133,7.1365787775989,,,,0.9822520048246,0.7983958038997,0.5749881768225
R3.1_P3-1+P3-2_WT_20210826,E17,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.01963177,24.25171424,6.7679175277983,,,,0.6135907550240,,
R3.1_P3-1+P3-2_WT_20210826,E18,ASO585_10_R3.1P3-1,KQ2231_L19_5-09-5_10uM_R3.1P3-1,rs34659510,31.24882765,24.29515623,6.9536714246248,,,,0.7993446518505,,
R3.1_P3-1+P3-2_WT_20210826,E19,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.93798075,24.39403232,6.5439484304406,,,,0.3896216576663,0.3448970595255,0.7873641552805
R3.1_P3-1+P3-2_WT_20210826,E20,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.89355347,24.44644138,6.4471120934441,,,,0.2927853206698,,
R3.1_P3-1+P3-2_WT_20210826,E21,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.99904982,24.49243884,6.5066109730148,,,,0.3522842002405,,
R3.1_P3-1+P3-2_WT_20210826,E22,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.83732203,24.22740268,6.6099193483810,,,,0.4555925756067,0.3400743212886,0.7900006134661
R3.1_P3-1+P3-2_WT_20210826,E23,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.71351659,24.27771308,6.4358035081088,,,,0.2814767353345,,
R3.1_P3-1+P3-2_WT_20210826,E24,ASO585_3_R3.1P3-1,KQ2231_L19_5-09-5_3uM_R3.1P3-1,rs34659510,30.75195557,24.31447514,6.4374804256990,,,,0.2831536529247,,
R3.1_P3-1+P3-2_WT_20210826,C1,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,34.68193894,27.59072407,7.0912148744935,,,,0.9368881017192,0.7073804986603,0.6124311211026
R3.1_P3-1+P3-2_WT_20210826,C2,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,34.13491169,27.3999605,6.7349511945677,,,,0.5806244217934,,
R3.1_P3-1+P3-2_WT_20210826,C3,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,34.04182381,27.28286806,6.7589557452428,,,,0.6046289724685,,
R3.1_P3-1+P3-2_WT_20210826,C4,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,35.78591339,28.96166187,6.8242515215973,,,,0.6699247488230,0.5649689710575,0.6759699548654
R3.1_P3-1+P3-2_WT_20210826,C5,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,35.60972884,29.0819091,6.5278197419670,,,,0.3734929691927,,
R3.1_P3-1+P3-2_WT_20210826,C6,ASO622_10_R3.1P3-1,KQ352_L20_5-10-5_10uM_R3.1P3-1,rs3827018,35.85616742,29.05035145,6.8058159679311,,,,0.6514891951568,,
R3.1_P3-1+P3-2_WT_20210826,C7,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.52932347,25.68306375,6.8462597117815,,,,0.6919329390072,0.4670863208966,0.7234241569404
R3.1_P3-1+P3-2_WT_20210826,C8,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.06625707,25.70352202,6.3627350539248,,,,0.2084082811505,,
R3.1_P3-1+P3-2_WT_20210826,C9,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.28140048,25.62615597,6.6552445153065,,,,0.5009177425322,,
R3.1_P3-1+P3-2_WT_20210826,C10,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.16945248,25.06200681,7.1074456734417,,,,0.9531189006674,1.1058377826082,0.4646325777207
R3.1_P3-1+P3-2_WT_20210826,C11,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.12831285,25.04264227,7.0856705770732,,,,0.9313438042989,,
R3.1_P3-1+P3-2_WT_20210826,C12,ASO622_3_R3.1P3-1,KQ352_L20_5-10-5_3uM_R3.1P3-1,rs3827018,32.5949267,25.00754928,7.5873774156326,,,,1.4330506428583,,
