Experiment Name,SampleName,ASO Microsynth ID,Avg Exp
Exp_40_WT,Ionis 1375651_10uM,Ionis 1375651_10uM,0.210005643
Exp_40_MT,Ionis 1375651_10uM,Ionis 1375651_10uM,0.226094844
Exp_40_MT,Ionis 1375651_10uM,Ionis 1375651_10uM,0.320745293
Exp_40_WT,Ionis 1375651_10uM,Ionis 1375651_10uM,0.144435772
Exp_40_WT,Ionis 676630_10uM,Ionis 676630_10uM,0.952968214
Exp_40_MT,Ionis 676630_10uM,Ionis 676630_10uM,0.889458994
Exp_40_WT,Ionis 676630_10uM,Ionis 676630_10uM,0.523949619
Exp_40_MT,Ionis 676630_10uM,Ionis 676630_10uM,0.969625805
