Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Exp,Avg.1
ASO121-144_total_20210615,O1,Naïve_P12,Naïve_P12,29.2917370307328,21.7989418439993,7.492795186733499,7.545375214428473,0.12447790040833646,-0.05258002769497416,1.037117984856526,1.0034842526385928
ASO121-144_total_20210615,O2,Naïve_P12,Naïve_P12,29.3829606281857,21.790899144668,7.5920614835177,,,0.046686269089226684,0.9681575411846605,
ASO121-144_total_20210615,O3,Naïve_P12,Naïve_P12,29.3171180855315,21.8239064092179,7.493211676313599,,,-0.05216353811487373,1.0368186239531896,
ASO121-144_total_20210615,O4,Naïve_P12,Naïve_P12,29.0240072625227,21.3631323151311,7.660874947391601,,,0.11549973296312821,0.923062517110615,
ASO121-144_total_20210615,O5,Naïve_P12,Naïve_P12,29.0740159961809,21.3436400916499,7.730375904531002,,,0.1850006901025285,0.879648655148891,
ASO121-144_total_20210615,O6,Naïve_P12,Naïve_P12,29.1150734828894,21.5323684030879,7.582705079801499,,,0.037329865373026294,0.9744568004960061,
ASO121-144_total_20210615,O7,Naïve_P12,Naïve_P12,29.1769814055661,21.6514066333695,7.525574772196599,,,-0.01980044223187427,1.013819235669617,
ASO121-144_total_20210615,O8,Naïve_P12,Naïve_P12,29.0545260286996,21.6639636580949,7.390562370604698,,,-0.15481284382377503,1.1132771870004656,
ASO121-144_total_20210615,O9,Naïve_P12,Naïve_P12,29.151928055060502,21.6784292938001,7.473498761260402,,,-0.07187645316807156,1.051082894553476,
ASO121-144_total_20210615,P1,Naïve_P12,Naïve_P12,29.3788784519228,21.6231632684414,7.755715183481403,,,0.21033996905292973,0.8643335283299615,
ASO121-144_total_20210615,P2,Naïve_P12,Naïve_P12,29.3855439896116,21.6811828837211,7.704361105890502,,,0.15898589146202902,0.895654428915392,
ASO121-144_total_20210615,P3,Naïve_P12,Naïve_P12,29.4399575941069,21.7186641151749,7.721293478932001,,,0.17591826450352777,0.8852039141467316,
ASO121-144_total_20210615,P4,Naïve_P12,Naïve_P12,28.7357211010556,21.1954943251752,7.540226775880399,,,-0.005148438548074452,1.0035750007896718,
ASO121-144_total_20210615,P5,Naïve_P12,Naïve_P12,28.7052262964813,21.1989320910961,7.506294205385199,,,-0.03908100904327405,1.0274591308120427,
ASO121-144_total_20210615,P6,Naïve_P12,Naïve_P12,28.7007389581126,21.2390781405747,7.461660817537897,,,-0.08371439689057603,1.0597429706235333,
ASO121-144_total_20210615,P7,Naïve_P12,Naïve_P12,28.6287749284728,21.221720262838,7.407054665634799,,,-0.13832054879367384,1.1006231268935887,
ASO121-144_total_20210615,P8,Naïve_P12,Naïve_P12,28.6075036522384,21.231411051085,7.376092601153399,,,-0.1692826132750742,1.12449918326718,
ASO121-144_total_20210615,P9,Naïve_P12,Naïve_P12,28.7000695842869,21.2976747408206,7.4023948434663005,,,-0.14298037096217264,1.10418382374312,
ASO121-144_total_20210615,O10,Ionis1375651_10_P12,Ionis1375651_10_P12,37.8909760362538,27.6333735810202,10.257602455233595,,,2.712227240805122,0.15259427686413551,0.14171075884017134
ASO121-144_total_20210615,O11,Ionis1375651_10_P12,Ionis1375651_10_P12,38.3594767536294,27.6715625566218,10.6879141970076,,,3.1425389825791274,0.1132404284063014,
ASO121-144_total_20210615,O12,Ionis1375651_10_P12,Ionis1375651_10_P12,37.9225242481931,27.7269452096816,10.1955790385115,,,2.650203824083027,0.15929757125007715,
ASO121-144_total_20210615,P10,Ionis1375651_10_P12,Ionis1375651_10_P12,39.4847977111351,27.8933190326504,11.591478678484702,,,4.046103464056229,0.06053429540442748,0.06053429540442748
ASO121-144_total_20210615,P11,Ionis1375651_10_P12,Ionis1375651_10_P12, ,27.9293632659287,,,,-7.545375214428473,,
ASO121-144_total_20210615,P12,Ionis1375651_10_P12,Ionis1375651_10_P12, ,27.9335341746604,,,,-7.545375214428473,,
ASO121-144_total_20210615,O13,Ionis1375651_3_P12,Ionis1375651_3_P12,34.7711784044275,24.7102070356776,10.060971368749904,,,2.5155961543214307,0.17487595555478697,0.18861324704443172
ASO121-144_total_20210615,O14,Ionis1375651_3_P12,Ionis1375651_3_P12,34.7579030462064,24.7734341307681,9.984468915438303,,,2.4390937010098295,0.18439945526165896,
ASO121-144_total_20210615,O15,Ionis1375651_3_P12,Ionis1375651_3_P12,34.5826478482397,24.7619356889746,9.820712159265103,,,2.2753369448366296,0.2065643303168492,
ASO121-144_total_20210615,P13,Ionis1375651_3_P12,Ionis1375651_3_P12,34.833289878949,24.9625084347046,9.870781444244404,,,2.325406229815931,0.19951840887364314,0.15073301489591712
ASO121-144_total_20210615,P14,Ionis1375651_3_P12,Ionis1375651_3_P12,35.5748644423899,24.9962743004382,10.578590141951704,,,3.0332149275232307,0.12215502122960144,
ASO121-144_total_20210615,P15,Ionis1375651_3_P12,Ionis1375651_3_P12,35.5944232290661,25.1114528714331,10.482970357633,,,2.9375951432045273,0.1305256145845068,
ASO121-144_total_20210615,O16,Ionis676630_10_P12,Ionis676630_10_P12,34.5744702573847,25.1138563926788,9.460613864705895,,,1.9152386502774217,0.26512807429015484,0.4702727542440189
ASO121-144_total_20210615,O17,Ionis676630_10_P12,Ionis676630_10_P12,33.5406958101628,25.1435846995274,8.397111110635404,,,0.8517358962069306,0.5541176029679126,
ASO121-144_total_20210615,O18,Ionis676630_10_P12,Ionis676630_10_P12,33.541104750618,25.2383566382335,8.302748112384496,,,0.7573728979560226,0.5915725854739893,
