Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
ASO313-336_MT_20210617,G1,Naïve_P27,Naïve_P27,29.3243684005573,21.7462496290913,7.578118771466002,7.8155544317965955,0.14134901737425154,-0.23743566033059338,-0.12916680847432835,1.0936619024518357,,,,
ASO313-336_MT_20210617,G2,Naïve_P27,Naïve_P27,29.3777626514472,21.697694663668,7.6800679877792,,,-0.1354864440173955,,,,,,
ASO313-336_MT_20210617,G3,Naïve_P27,Naïve_P27,29.4913978406367,21.6904217299151,7.800976110721599,,,-0.014578321074996126,,,,,,
ASO313-336_MT_20210617,G4,Naïve_P27,Naïve_P27,29.0164507175972,21.2306129136991,7.785837803898097,,,-0.02971662789849816,-0.08776744282982918,1.0627243532673307,,,,
ASO313-336_MT_20210617,G5,Naïve_P27,Naïve_P27,28.9007244898774,21.1877612025645,7.712963287312903,,,-0.10259114448369289,,,,,,
ASO313-336_MT_20210617,G6,Naïve_P27,Naïve_P27,28.9361256675946,21.2515657919053,7.684559875689299,,,-0.1309945561072965,,,,,,
ASO313-336_MT_20210617,G7,Naïve_P27,Naïve_P27,29.339034221387,21.4906304476056,7.848403773781399,,,0.032849341984803715,-0.03831888983406273,1.0269165077848865,,,,
ASO313-336_MT_20210617,G8,Naïve_P27,Naïve_P27,29.2312825374432,21.4794239923405,7.751858545102699,,,-0.06369588669389614,,,,,,
ASO313-336_MT_20210617,G9,Naïve_P27,Naïve_P27,29.2411888677849,21.5097445607814,7.7314443070035,,,-0.08411012479309576,,,,,,
ASO313-336_MT_20210617,H1,Naïve_P27,Naïve_P27,29.7498601367505,21.6271418331898,8.1227183035607,,,0.30716387176410365,0.2559655437644371,0.8374264877295007,,,,
ASO313-336_MT_20210617,H2,Naïve_P27,Naïve_P27,29.5927287545513,21.5783081425299,8.0144206120214,,,0.19886618022480462,,,,,,
ASO313-336_MT_20210617,H3,Naïve_P27,Naïve_P27,29.6750422792935,21.5976212681925,8.077421011100999,,,0.26186657930440305,,,,,,
ASO313-336_MT_20210617,H4,Naïve_P27,Naïve_P27,28.9672895372649,21.1789710860208,7.788318451244102,,,-0.027235980552493544,0.035768051449971715,0.9755122864045668,,,,
ASO313-336_MT_20210617,H5,Naïve_P27,Naïve_P27,29.0769426506483,21.2195184215711,7.8574242290772,,,0.04186979728060436,,,,,,
ASO313-336_MT_20210617,H6,Naïve_P27,Naïve_P27,29.204635442824,21.2964106734056,7.9082247694184,,,0.09267033762180432,,,,,,
ASO313-336_MT_20210617,H7,Naïve_P27,Naïve_P27,30.0544982108263,22.2108458198804,7.843652390945898,,,0.02809795914930291,-0.03648045407619568,1.0256087347690162,,,,
ASO313-336_MT_20210617,H8,Naïve_P27,Naïve_P27,29.9643380101379,22.2095875165272,7.7547504936107,,,-0.060803938185895134,,,,,,
ASO313-336_MT_20210617,H9,Naïve_P27,Naïve_P27,30.007147571187,22.2683285225824,7.738819048604601,,,-0.0767353831919948,,,,,,
ASO313-336_MT_20210617,G10,Ionis1375651_10_P27,Ionis1375651_10uM_P27,35.8692387934146,26.2079674150518,9.661271378362802,,,1.8457169465662062,1.2156148544308714,0.4305895301125426,,,,
ASO313-336_MT_20210617,G11,Ionis1375651_10_P27,Ionis1375651_10uM_P27,35.1915672426583,26.2208898931399,8.9706773495184,,,1.1551229177218048,,,,,,
ASO313-336_MT_20210617,G12,Ionis1375651_10_P27,Ionis1375651_10uM_P27,34.72477804509,26.2632189142888,8.461559130801199,,,0.6460046990046031,,,,,,
ASO313-336_MT_20210617,H10,Ionis1375651_10_P27,Ionis1375651_10uM_P27,37.9649649709904,27.5466326505947,10.418332320395702,,,2.602777888599107,1.9143055822678068,0.2652996022517533,,,,
ASO313-336_MT_20210617,H11,Ionis1375651_10_P27,Ionis1375651_10uM_P27,37.1457566471159,27.578363252335,9.567393394780904,,,1.7518389629843085,,,,,,
ASO313-336_MT_20210617,H12,Ionis1375651_10_P27,Ionis1375651_10uM_P27,36.8846231533158,27.6807688262992,9.2038543270166,,,1.3882998952200047,,,,,,
ASO313-336_MT_20210617,G13,Ionis1375651_3_P27,Ionis1375651_3uM_P27,34.26188325575,24.5881803714972,9.673702884252801,,,1.8581484524562057,2.729834262385605,0.1507432949408213,,,,
ASO313-336_MT_20210617,G14,Ionis1375651_3_P27,Ionis1375651_3uM_P27,35.3126216499715,24.6374968527239,10.675124797247598,,,2.8595703654510025,,,,,,
ASO313-336_MT_20210617,G15,Ionis1375651_3_P27,Ionis1375651_3uM_P27,35.9217823705196,24.6344439694734,11.287338401046203,,,3.471783969249607,,,,,,
ASO313-336_MT_20210617,H13,Ionis1375651_3_P27,Ionis1375651_3uM_P27,34.3392154244416,24.6148264017497,9.724389022691899,,,1.908834590895303,1.9521007364110023,0.2584396378430853,,,,
ASO313-336_MT_20210617,H14,Ionis1375651_3_P27,Ionis1375651_3uM_P27,34.5484373055032,24.6273450640276,9.921092241475598,,,2.105537809679003,,,,,,
ASO313-336_MT_20210617,H15,Ionis1375651_3_P27,Ionis1375651_3uM_P27,34.2837297430688,24.6262455026135,9.657484240455297,,,1.8419298086587013,,,,,,
ASO313-336_MT_20210617,G16,Ionis676630_10_P27,Ionis676630_10uM_P27,32.5019669699147,24.9333779999141,7.568588970000597,,,-0.2469654617959982,-0.19421550064529688,1.1441018591280452,,,,
