ASO Short Description ,Exp,Unnamed: 2,Unnamed: 3,ID,N1,N2,N3,N4,N5,N6
KQJM081_L17_5-08-4_10uM_P28,,,,,,,,,,
KQJM081_L17_5-08-4_10uM_P28,,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,0.6959468994604708,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,1.4470921207016754,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,,,,,,,,,,
KQJM081_L17_5-08-4_3uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,0.8758176309349349,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,1.2707506487283537,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_10uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,0.7185966436037,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,0.4594229689948856,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,,,,,,,,,,
KQJM082_L18_4-10-4_3uM_P28,,,,,,,,,,
