Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 7,Avg,SD,ddCt,Avg_ddCt,Exp
ASO517-551_total_1.2-5_20210630,O1,Naïve_P46,Naïve_P46,29.2058568700291,23.0238198487068,6.182037021322298,,,,-1.3854681335255608,-1.3714082921298922,2.5872299631722746
ASO517-551_total_1.2-5_20210630,O2,Naïve_P46,Naïve_P46,29.2055484907224,23.0685321036462,6.137016387076201,,,,-1.4304887677716573,,
ASO517-551_total_1.2-5_20210630,O3,Naïve_P46,Naïve_P46,29.3597742549766,23.0905370752212,6.2692371797554,,,,-1.2982679750924584,,
ASO517-551_total_1.2-5_20210630,O4,Naïve_P46,Naïve_P46,29.0665218081945,22.8803739134766,6.186147894717902,,,,-1.381357260129957,-1.4122033234140245,2.661433139624615
ASO517-551_total_1.2-5_20210630,O5,Naïve_P46,Naïve_P46,29.0020891069098,22.8509648558877,6.1511242510221,,,,-1.4163809038257584,,
ASO517-551_total_1.2-5_20210630,O6,Naïve_P46,Naïve_P46,28.9789983767477,22.8503650281862,6.1286333485615,,,,-1.4388718062863584,,
ASO517-551_total_1.2-5_20210630,O7,Naïve_P46,Naïve_P46,29.0477338100315,22.8589698907286,6.1887639193029,,,,-1.3787412355449584,-1.3849338493915935,2.611599824076032
ASO517-551_total_1.2-5_20210630,O8,Naïve_P46,Naïve_P46,28.9774679598583,22.8316304481583,6.145837511699998,,,,-1.4216676431478605,,
ASO517-551_total_1.2-5_20210630,O9,Naïve_P46,Naïve_P46,29.1370502978264,22.9239378124605,6.213112485365897,,,,-1.3543926694819612,,
ASO517-551_total_1.2-5_20210630,P1,Naïve_P46,Naïve_P46,29.2260191534389,23.1520221959725,6.073996957466402,,,,-1.4935081973814563,-1.5109636036734584,2.850003327474963
ASO517-551_total_1.2-5_20210630,P2,Naïve_P46,Naïve_P46,29.0741372855191,23.0840817121559,5.9900555733632,,,,-1.5774495814846583,,
ASO517-551_total_1.2-5_20210630,P3,Naïve_P46,Naïve_P46,29.2279401980414,23.1223680753478,6.105572122693598,,,,-1.4619330321542607,,
ASO517-551_total_1.2-5_20210630,P4,Naïve_P46,Naïve_P46,29.3967436996909,23.3121984936682,6.084545206022703,,,,-1.4829599488251555,-1.600264525011391,3.0319890116929846
ASO517-551_total_1.2-5_20210630,P5,Naïve_P46,Naïve_P46,29.2339026370476,23.3207672198449,5.9131354172026995,,,,-1.6543697376451592,,
ASO517-551_total_1.2-5_20210630,P6,Naïve_P46,Naïve_P46,29.28388630117,23.379845034886,5.9040412662840005,,,,-1.6634638885638582,,
ASO517-551_total_1.2-5_20210630,P7,Naïve_P46,Naïve_P46,29.6603609142067,23.3519336710572,6.308427243149499,,,,-1.25907791169836,-1.3185085454631589,2.494081389461908
ASO517-551_total_1.2-5_20210630,P8,Naïve_P46,Naïve_P46,29.4577994277182,23.3280700006986,6.129729427019601,,,,-1.4377757278282575,,
ASO517-551_total_1.2-5_20210630,P9,Naïve_P46,Naïve_P46,29.7125422492064,23.4037090912214,6.308833157984999,,,,-1.2586719968628595,,
ASO517-551_total_1.2-5_20210630,O10,Ionis1375651_10_P46,Ionis1375651_10_P46,33.6132935314368,24.20310854344,9.410184987996804,,,,1.842679833148945,1.6469986613834424,0.3193037360673294
