Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 7,Avg,SD,ddCt,Avg_ddCt,Exp
ASO433-456_total_20210622,O1,Naïve_P38,Naïve_P38,27.8783569657193,21.349951610223,6.5284053554963,,,,-1.314094376473216,-1.2736713268066833,2.4177604773934904
ASO433-456_total_20210622,O2,Naïve_P38,Naïve_P38,27.975134026213,21.3484396428889,6.6266943833241,,,,-1.2158053486454161,,
ASO433-456_total_20210622,O3,Naïve_P38,Naïve_P38,27.9164208840923,21.3650354074242,6.551385476668099,,,,-1.2911142553014177,,
ASO433-456_total_20210622,O4,Naïve_P38,Naïve_P38,27.9494340085375,21.1979123574857,6.751521651051803,,,,-1.0909780809177132,-1.1484118251677824,2.216697373779918
ASO433-456_total_20210622,O5,Naïve_P38,Naïve_P38,27.962683525314,21.3213033461856,6.641380179128397,,,,-1.201119552841119,,
ASO433-456_total_20210622,O6,Naïve_P38,Naïve_P38,27.9903156691528,21.3009537789278,6.689361890225001,,,,-1.153137841744515,,
ASO433-456_total_20210622,O7,Naïve_P38,Naïve_P38,27.9808594673034,21.5372234582886,6.443636009014799,,,,-1.398863722954717,-1.3723761567008836,2.5889662472082766
ASO433-456_total_20210622,O8,Naïve_P38,Naïve_P38,27.9833350049059,21.4906590717746,6.492675933131299,,,,-1.3498237988382176,,
ASO433-456_total_20210622,O9,Naïve_P38,Naïve_P38,28.006226209695,21.5321674260352,6.4740587836598,,,,-1.3684409483097166,,
ASO433-456_total_20210622,P1,Naïve_P38,Naïve_P38,28.2772066511568,21.5587639755627,6.718442675594098,,,,-1.1240570563754186,-1.1308953707085514,2.1899461132744467
ASO433-456_total_20210622,P2,Naïve_P38,Naïve_P38,28.2396408355043,21.5773906549019,6.662250180602399,,,,-1.1802495513671172,,
ASO433-456_total_20210622,P3,Naïve_P38,Naïve_P38,28.3557677612976,21.6016475337112,6.754120227586398,,,,-1.0883795043831181,,
ASO433-456_total_20210622,P4,Naïve_P38,Naïve_P38,28.0748351784951,21.3657499621932,6.709085216301901,,,,-1.1334145156676154,-1.1638781745397815,2.2405892183820173
ASO433-456_total_20210622,P5,Naïve_P38,Naïve_P38,28.0319781769523,21.3345718324322,6.6974063445201,,,,-1.1450933874494158,,
ASO433-456_total_20210622,P6,Naïve_P38,Naïve_P38,28.138849545879,21.5094764344118,6.629373111467203,,,,-1.2131266205023135,,
ASO433-456_total_20210622,P7,Naïve_P38,Naïve_P38,28.2653357647329,21.7603360994395,6.504999665293401,,,,-1.3375000666761157,-1.2826249883924152,2.43281225413914
ASO433-456_total_20210622,P8,Naïve_P38,Naïve_P38,28.2868371695629,21.7414708215397,6.545366348023201,,,,-1.2971333839463153,,
ASO433-456_total_20210622,P9,Naïve_P38,Naïve_P38,28.3607141655763,21.7314559481616,6.6292582174147014,,,,-1.2132415145548148,,
ASO433-456_total_20210622,O10,Ionis1375651_10_P38,Ionis1375651_10uM_P38,36.5201749764564,25.4870234645404,11.033151511916003,,,,3.190651779946487,2.9557638249947846,0.12889213828598253
ASO433-456_total_20210622,O11,Ionis1375651_10_P38,Ionis1375651_10uM_P38,36.8371990675278,25.5168304293818,11.320368638146,,,,3.477868906176484,,
ASO433-456_total_20210622,O12,Ionis1375651_10_P38,Ionis1375651_10uM_P38,35.5955284311478,25.5542579103169,10.0412705208309,,,,2.198770788861383,,
ASO433-456_total_20210622,P10,Ionis1375651_10_P38,Ionis1375651_10uM_P38,38.105294530779,27.3281629627193,10.777131568059698,,,,2.9346318360901815,3.211840477762682,0.10792937817123113
ASO433-456_total_20210622,P11,Ionis1375651_10_P38,Ionis1375651_10uM_P38,40.0,27.3212965691649,12.6787034308351,,,,4.836203698865583,,
ASO433-456_total_20210622,P12,Ionis1375651_10_P38,Ionis1375651_10uM_P38,37.1200283715135,27.4128427412117,9.707185630301797,,,,1.8646858983322812,,
ASO433-456_total_20210622,O13,Ionis1375651_3_P38,Ionis1375651_3uM_P38,32.1615489241751,24.3964050472059,7.765143876969201,,,,-0.07735585500031483,-0.12144727550788244,1.0878255947102815
ASO433-456_total_20210622,O14,Ionis1375651_3_P38,Ionis1375651_3uM_P38,32.0220000033408,24.4719138108248,7.550086192515998,,,,-0.2924135394535181,,
ASO433-456_total_20210622,O15,Ionis1375651_3_P38,Ionis1375651_3uM_P38,32.2792796618265,24.4313523619268,7.847927299899702,,,,0.005427567930185617,,
ASO433-456_total_20210622,P13,Ionis1375651_3_P38,Ionis1375651_3uM_P38,35.2873128691201,25.2006775197124,10.0866353494077,,,,2.244135617438184,1.6057157224555823,0.32857264439289197
ASO433-456_total_20210622,P14,Ionis1375651_3_P38,Ionis1375651_3uM_P38,34.4831549187356,25.2628230066293,9.2203319121063,,,,1.3778321801367834,,
ASO433-456_total_20210622,P15,Ionis1375651_3_P38,Ionis1375651_3uM_P38,34.3786599339799,25.3409808322186,9.037679101761295,,,,1.195179369791779,,
ASO433-456_total_20210622,O16,Ionis676630_10_P38,Ionis676630_10uM_P38,33.473650286177,25.5369985976993,7.936651688477699,7.8651069917987995,7.842499731969516,0.031971493458665456,0.09415195650818298,0.02260725982928295,0.9844519797146399
ASO433-456_total_20210622,O17,Ionis676630_10_P38,Ionis676630_10uM_P38,33.5948201286078,25.5284256155556,8.066394513052199,,,,0.22389478108268257,,
ASO433-456_total_20210622,O18,Ionis676630_10_P38,Ionis676630_10uM_P38,33.2054117244071,25.6131369505406,7.5922747738664995,,,,-0.2502249581030167,,
