Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
ID,WT,,MT,,Total,
Naïve_P1,1.011187593226979,,1.0104620621723985,,1.0087263359649485,
Ionis1375651_10_P1,0.38416775874887327,0.22606657802681182,0.40913917298984886,0.06425077172871557,0.4087941896817336,0.10316811749046237
Ionis1375651_3_P1,0.17925430057927327,0.6397917612144094,0.16358227055350658,0.5285268444036916,0.12200784607638322,0.5649871896546859
Ionis676630_10_P1,1.8242231912554951,0.7471249307201039,1.1320811923463185,0.5749594509952246,0.9399707888195362,0.5040189402143403
KQ972_10,0.45628214049905297,0.49439411186112076,0.5026383665837652,0.41466293146798566,0.27551570679178444,0.2954694239317482
KQ972_3,0.45697268019050985,0.6343903833920534,0.5952116923314398,0.4219752622712236,0.34114331206584486,0.28639556393666177
KQ380_10,0.6173263055975752,0.6433755887376327,0.6578986095001496,0.6551705131510737,0.6101891852987856,0.5120018386917133
KQ380_3,1.0685554257797565,0.868928198745473,0.7687597049060989,1.0308474054473555,0.7595353246922909,0.9787985149453262
KQ379_10,0.5825290094732525,2.180542552441883,0.5923236999223855,1.8729698049145422,0.45512515345896515,2.0776675356695584
KQ379_3,1.026399717231219,0.9551579290973792,0.940954087740321,0.952347847562125,0.9421486367047592,0.9325171273029701
KQ378_10,0.6184216461030382,0.6322119919193594,0.46836688681889865,0.52727412018494,0.28445924103036496,0.5765980377433407
KQ378_3,0.7053029144440197,0.945339624110812,0.8237748911127213,0.6113338076756669,0.8995255860969107,0.5950753184935733
KQ377_10,0.8518051536623247,1.3908966611586926,0.860086520379466,1.1895389288761737,0.9072024817816962,1.243816389644242
KQ377_3,0.977452769778287,1.0696153164927003,0.8918952982712619,0.8928435266002319,1.0266574081341013,0.8835034637259492
KQ281_10,0.9356124359759533,0.7993892391053966,0.8085831590264702,0.7026496933054411,0.8514111281511334,0.6464000166445277
KQ281_3,1.6777802189129212,2.8018766989869466,2.4562221023394155,1.6071411575083872,2.5787086204388525,1.6382839993295562
KQ973_10,0.993601371557137,0.5834167550254312,0.6493620474701857,0.3576719532455579,0.7097442914309537,0.31692096493587735
KQ973_3,0.4243329894185161,0.3900224666100312,0.28229552696411364,0.21886912292680294,0.25349227223589826,0.21675560640401645
KQ373_10,1.3525906736197235,0.28349991630129995,0.6273897653437754,0.15591144992194703,0.7070619493898018,0.2005953434645448
KQ373_3,0.6185651735834804,0.6477025539133273,0.33015245262124343,0.32877290502254136,0.3497520770250313,0.43268344624972604
KQ372_10,0.5551488893421344,0.8850746651507748,0.2879396371321543,0.4722130675862492,0.31240526630356713,0.4993388767971528
KQ372_3,1.1134333107022825,1.251961288868512,0.742474630114912,0.8306788946762298,0.8034521935204069,0.8829395104213651
KQ280_10,1.152625393125013,0.8117746300991274,0.39271117333938954,0.3201020572636692,0.7104897339069883,0.37394468945015963
KQ280_3,1.349150484197063,0.7937217754637566,0.803229866257337,0.4705950463986679,1.015223639277919,0.5442182611971714
KQ371_10,0.26764226909795635,0.5592530953714272,0.15109886458373578,0.2616082931046135,0.19676622400373334,0.3633111623015101
KQ371_3,0.42011392251541896,0.43041276683784013,0.2831911950186892,0.23723575649616369,0.26897375679495567,0.24970579400072437
KQ279_10,0.6754561222016972,0.4846806372844525,0.4035542267476186,0.21430260065502907,0.5183148575732107,0.37200015538952186
KQ279_3,0.9520042220797548,1.694039222640214,0.6099078618177467,1.0335943967273442,0.7268843332701974,1.4333745517861034
Naïve_P2,1.0221533486993801,,1.0173325582889736,,1.0217360978301455,
Ionis1375651_10_P2,0.7828729609823138,0.43058397263359777,0.6421888764057501,0.18678433173858644,0.4673503672649817,0.34374379853261855
Ionis1375651_3_P2,1.080899789534427,0.16492833416760244,1.0848036932865364,0.13556743946046054,0.7296429330464734,0.14220436119778776
Ionis676630_10_P2,1.5610972735973963,0.6805727331459265,1.5663782542907807,1.0321315250914571,1.122027297710389,0.6804884264489567
KQ974_10,0.829360371777836,0.6379298010470048,0.7369130195338721,0.5752957108731568,1.392467635609992,0.5011757070640888
KQ974_3,0.8560810665397822,1.2321095326187874,1.2291489086273122,0.861227896867863,1.1627281289314662,0.6315964310330561
KQ387_10,0.6104389621256152,1.7851078173586732,0.4228632224592503,1.4344812279227341,0.4894986246396404,1.3958927745784233
KQ387_3,1.1191637565223163,1.2523468373677158,1.1433450757300354,1.0428701297048568,0.9255702935968384,0.9165893430178677
KQ386_10,0.6815345084595745,2.4896202393402977,1.0018909628191326,1.6653252145600745,0.6571734992848657,2.065793067500101
KQ386_3,1.2134011235988822,1.4926352824477005,1.415206490836906,1.133518744394585,1.204565948889182,0.8940982216140494
KQ385_10,1.0443594217082868,1.765375165905957,1.0520517173766009,1.924921636737628,0.6301147321970085,1.5515726804797783
KQ385_3,1.9863170388376767,1.9139199998021343,1.8633663033248247,1.8432153525681667,1.574209111990653,1.5726586909658178
KQ384_10,1.598420461211272,1.4765847500111695,1.5815173077558198,1.2822451924748817,1.4339017841690591,1.397728541061614
KQ384_3,1.0896767258856925,1.5725550394791739,1.4928081873019092,1.1185102549847175,1.244540784031147,0.8523916516419082
KQ282_10,1.0423815943629033,1.9944574566465338,0.9443092912744543,1.9877262365154433,0.7171137422103985,1.7535720264641457
KQ282_3,1.3927415147352358,1.5132342931713145,1.6424919788716228,1.3696924972823457,1.1354190512260494,1.0135027038783726
KQ975_10,0.7685355715341222,1.3405988634002657,0.7875264414791022,1.371418376253202,0.4843857118113539,1.0142353758250262
KQ975_3,0.7208011516201834,0.6908167443950819,0.6901180307822482,0.5831528807582602,0.5972962385527608,0.46898329892842944
KQ394_10,0.9458539979337955,1.0381150844039018,1.1041304558220146,1.0410552001604283,0.706466286334854,0.9107287421511939
KQ394_3,1.2278993645213776,1.2326541192787661,1.2499227207293278,0.9960279207010508,0.9182453983719818,0.8439564490124486
KQ393_10,1.0362885580887529,1.810836502678878,1.1245633054829742,1.705498181549414,0.6161221982131305,1.2691261670579235
KQ393_3,2.3777093836041536,1.5542938989895998,2.082693716267428,1.4556597970307454,1.9333477678577855,1.350855331890201
KQ392_10,1.44339660274753,1.3445904622608538,1.289523494586714,1.1575270829263478,0.8765352519388774,1.0653567457396653
KQ392_3,1.384922966109892,1.2856713286064743,1.3067495437623902,1.2051642988349218,0.9644230468451495,1.0241337456325208
KQ391_10,0.7853560370174145,1.321559940132259,0.6123985387449565,0.9944849787481265,0.49796340965162406,0.7267262496784244
KQ391_3,1.4463390507535887,0.5480753046539882,1.3213180286366581,0.5116187048894941,1.0769715298863476,0.36893501284052516
KQ283_10,0.5824601630251708,1.794721247642536,0.5644971103993145,1.4839727838884453,0.4834549771011802,1.3862591244683113
KQ283_3,2.136269809220494,0.9479792641423415,2.002775624962154,0.7987054311403786,1.7572908542228323,0.6543105152409386
