Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Exp,Avg.1
ASO73-96_MT_20210615,O1,Naïve_P8,Naïve_P8,29.3425454971755,21.9446267842423,7.397918712933201,7.592066307158,0.2820770353585517,-0.1941475942247992,1.144048008500352,1.0166851709947746
ASO73-96_MT_20210615,O2,Naïve_P8,Naïve_P8,29.4654887875393,21.9431438764739,7.5223449110653995,,,-0.06972139609260086,1.0495139887189284,
ASO73-96_MT_20210615,O3,Naïve_P8,Naïve_P8,29.6468853635331,22.0607449864701,7.586140377063,,,-0.005925930095000531,1.0041159892493168,
ASO73-96_MT_20210615,O4,Naïve_P8,Naïve_P8,29.3187235879586,21.9102275864984,7.4084960014602,,,-0.18357030569779997,1.1356909586300445,
ASO73-96_MT_20210615,O5,Naïve_P8,Naïve_P8,29.1603432808134,21.9346035484734,7.225739732339999,,,-0.3663265748180011,1.2890663962209048,
ASO73-96_MT_20210615,O6,Naïve_P8,Naïve_P8,29.4532081588618,22.0070798381385,7.446128320723297,,,-0.14593798643470368,1.1064497918480871,
ASO73-96_MT_20210615,O7,Naïve_P8,Naïve_P8,29.0421231021937,21.5922026149917,7.449920487202,,,-0.14214581995600017,1.103545274903263,
ASO73-96_MT_20210615,O8,Naïve_P8,Naïve_P8,29.1546562299917,21.6581902512996,7.4964659786921,,,-0.09560032846589994,1.0685099396175468,
ASO73-96_MT_20210615,O9,Naïve_P8,Naïve_P8,29.273121961176,21.7796308579883,7.493491103187701,,,-0.09857520397029962,1.0707155086911446,
ASO73-96_MT_20210615,P1,Naïve_P8,Naïve_P8,29.5558307370238,21.4290373383693,8.126793398654499,,,0.5347270914964986,0.6902892434377311,
ASO73-96_MT_20210615,P2,Naïve_P8,Naïve_P8,29.5935870668599,21.4075758983812,8.1860111684787,,,0.5939448613206997,0.6625288293738794,
ASO73-96_MT_20210615,P3,Naïve_P8,Naïve_P8,29.7578737903893,21.5587547805839,8.1991190098054,,,0.6070527026474002,0.656536578538821,
ASO73-96_MT_20210615,P4,Naïve_P8,Naïve_P8,29.1764238414949,21.632857993809,7.5435658476858976,,,-0.0485004594721028,1.0341894261439775,
ASO73-96_MT_20210615,P5,Naïve_P8,Naïve_P8,29.0248624300571,21.6100140263939,7.414848403663203,,,-0.17721790349479694,1.1307013344451262,
ASO73-96_MT_20210615,P6,Naïve_P8,Naïve_P8,29.3195917571248,21.6957144083698,7.623877348755002,,,0.031811041597001655,0.9781915846630269,
ASO73-96_MT_20210615,P7,Naïve_P8,Naïve_P8,29.0965067942013,21.5601832453862,7.536323548815101,,,-0.0557427583428991,1.039394088106902,
ASO73-96_MT_20210615,P8,Naïve_P8,Naïve_P8,28.9966054763729,21.5959972049658,7.400608271407098,,,-0.1914580357509026,1.1419171925196636,
ASO73-96_MT_20210615,P9,Naïve_P8,Naïve_P8,29.1909848082194,21.5915839013072,7.5994009069122015,,,0.007334599754201143,0.9949289442972301,
ASO73-96_MT_20210615,O10,Ionis1375651_10_P8,Ionis1375651_10_P8,37.6920941808681,28.6108346397416,9.081259541126496,,,1.4891932339684955,0.35621168949762516,0.3921874640117867
ASO73-96_MT_20210615,O11,Ionis1375651_10_P8,Ionis1375651_10_P8,37.4275917069158,28.6117582382094,8.815833468706398,,,1.2237671615483974,0.4281632385259483,
ASO73-96_MT_20210615,O12,Ionis1375651_10_P8,Ionis1375651_10_P8, ,28.6957745626478,,,,,,
ASO73-96_MT_20210615,P10,Ionis1375651_10_P8,Ionis1375651_10_P8,38.6902792590122,28.9608317276111,9.7294475314011,,,2.137381224243099,0.22729199435262665,0.3110212308774708
ASO73-96_MT_20210615,P11,Ionis1375651_10_P8,Ionis1375651_10_P8,38.1141847177447,29.1811312900017,8.933053427742998,,,1.3409871205849972,0.394750467402315,
ASO73-96_MT_20210615,P12,Ionis1375651_10_P8,Ionis1375651_10_P8, ,29.1410020007559,,,,,,
ASO73-96_MT_20210615,O13,Ionis1375651_3_P8,Ionis1375651_3_P8,36.6387375510672,25.3236739888623,11.315063562204902,,,3.7229972550469013,0.07572968536433132,0.06792580365065169
ASO73-96_MT_20210615,O14,Ionis1375651_3_P8,Ionis1375651_3_P8,36.8160339528268,25.3631495935452,11.452884359281601,,,3.8608180521236006,0.06883002994707572,
ASO73-96_MT_20210615,O15,Ionis1375651_3_P8,Ionis1375651_3_P8,37.1866255301062,25.5167313846711,11.669894145435098,,,4.077827838277098,0.05921769564054802,
ASO73-96_MT_20210615,P13,Ionis1375651_3_P8,Ionis1375651_3_P8,37.5175082434974,26.4833679829115,11.034140260585904,,,3.4420739534279035,0.09200946230345725,0.09709142195141264
ASO73-96_MT_20210615,P14,Ionis1375651_3_P8,Ionis1375651_3_P8,37.7846151698126,26.4432274821922,11.341387687620397,,,3.749321380462397,0.07436041435353517,
ASO73-96_MT_20210615,P15,Ionis1375651_3_P8,Ionis1375651_3_P8,37.2229436469025,26.629773419656,10.5931702272465,,,3.0011039200884992,0.12490438919724549,
ASO73-96_MT_20210615,O16,Ionis676630_10_P8,Ionis676630_10_P8,37.1889380415135,28.9740896856004,8.214848355913102,,,0.6227820487551012,0.6494174029293529,0.7087447002175821
ASO73-96_MT_20210615,O17,Ionis676630_10_P8,Ionis676630_10_P8,38.0545955678378,28.9103612549842,9.144234312853602,,,1.5521680056956013,0.34099724636633627,
ASO73-96_MT_20210615,O18,Ionis676630_10_P8,Ionis676630_10_P8,36.4116799566096,29.0033471732614,7.408332783348204,,,-0.18373352380979657,1.1358194513570572,
ASO73-96_MT_20210615,P16,Ionis676630_10_P8,Ionis676630_10_P8,37.8206105739644,30.6660942234438,7.154516350520602,,,-0.4375499566373984,1.3543024419651126,0.6424717867212119
ASO73-96_MT_20210615,P17,Ionis676630_10_P8,Ionis676630_10_P8,40,30.5512150382503,9.448784961749698,,,1.856718654591698,0.276103550537057,
ASO73-96_MT_20210615,P18,Ionis676630_10_P8,Ionis676630_10_P8,40,30.6565140322319,9.3434859677681,,,1.7514196606100993,0.29700936766146574,
ASO73-96_MT_20210615,I1,ASO85_10,KQ414_10,34.8314581626126,26.5903707036982,8.2410874589144,,,0.6490211517563997,0.6377128460839374,0.6756238586713689
ASO73-96_MT_20210615,I2,ASO85_10,KQ414_10,34.5964296717442,26.6395930166599,7.956836655084295,,,0.3647703479262949,0.7765924852412877,
ASO73-96_MT_20210615,I3,ASO85_10,KQ414_10,34.9735716009458,26.6744430686749,8.299128532270903,,,0.7070622251129022,0.6125662446888813,
