Unnamed: 0,10uM,Unnamed: 2,3uM,Unnamed: 4,Unnamed: 5,Unnamed: 6,10uM.1,Unnamed: 8,3uM.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,10uM.2,Unnamed: 14,3uM.2,Unnamed: 16,Unnamed: 17,Unnamed: 18
ID,MT,,,,,,Total,,,,,,WT,,,,,
Naïve_P31,1.0387392192133427,1.016514708641059,0.9818061259398176,1.0228871311348848,0.9630468275444316,0.9792170036734057,1.062817510673289,1.0687250406137239,1.0233722296900882,0.9487891924625136,0.9230312038750543,0.9823258527790664,1.0441247291059423,1.0261564223787043,0.9998769424514297,0.9655764497285995,0.9810548674659652,0.985388604268521
Ionis1375651_10uM_P31,0.06013811957335661,0.04325481961772577,,,,,0.05462849869045754,0.05,,,,,0.07,0.21,,,,
Ionis1375651_3uM_P31,,,0.11241647744798403,0.08970855344895702,,,,,0.06425507302268663,0.061239535204638894,,,,,0.1358997689757464,0.07409489683647762,,
Ionis676630_10uM_P31,0.4944265896233368,0.36148963720023897,,,,,0.19981993274401616,0.27,,,,,0.3551925911583667,0.3913384639097423,,,,
KQJM120_L18_5-08-5_10uM_P31,0.35590430348662133,0.30749950275930443,,,,,0.18951869303504165,0.13083384787191948,,,,,0.335528377478885,0.34006905837176116,,,,
KQJM120_L18_5-08-5_3uM_P31,,,0.4450556721739539,0.459642346444548,,,,,0.260288012845783,0.206634178005829,,,,,0.4627609588613122,0.4493168140689049,,
KQJM121_L17_5-08-4_10uM_P31,0.29616583882803,0.3715163920435751,,,,,0.1796780418231765,0.2343514695091995,,,,,0.32993975491135386,0.4329543949561278,,,,
KQJM121_L17_5-08-4_3uM_P31,,,0.48864362550069373,0.5065679034103326,,,,,0.333072577153885,0.34346453586563586,,,,,0.5339633839130189,0.5716191506518457,,
KQJM122_L18_4-10-4_10uM_P31,0.4513328531635614,0.5263111743686995,,,,,0.2453625724349037,0.3770041029758185,,,,,0.5140177886374162,0.6643627339186862,,,,
KQJM122_L18_4-10-4_3uM_P31,,,0.3881620857892848,0.406987413732382,,,,,0.24668137120625075,0.2415672635754286,,,,,0.4497965996718657,0.47992442736349333,,
KQJM100_L22_6-10-6_10uM_P31,0.1330330032451637,0.1885315649384736,,,,,0.18780792763901613,0.14270303928218697,,,,,0.3092780691451634,0.2522403047420958,,,,
KQJM100_L22_6-10-6_3uM_P31,,,0.15326759535803133,0.071623716692686,,,,,0.15749928601059351,0.06544602721406072,,,,,0.20503237958115253,0.0864321217252091,,
KQJM101_L21_7-08-6_10uM_P31,0.029287253624491624,0.08354376349117398,,,,,0.03015875701010235,0.10333442707653497,,,,,0.0907214044383316,0.08328141523995689,,,,
KQJM101_L21_7-08-6_3uM_P31,,,0.12523859250078492,0.15909561699564842,,,,,0.09500693469418245,0.15523559757481367,,,,,0.18554405661703344,0.2663224158285647,,
KQJM102_L21_6-10-5_10uM_P31,0.12527739903831855,0.24197016727185544,,,,,0.11609829467993632,0.14467182087514016,,,,,0.187699951408745,0.32032370618832884,,,,
