SampleName,ASO Microsynth ID,Test plate #,MT Avg Exp,WT Avg Exp,Tier
KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,2.0,0.0909655275389871,0.40601293278392775,000040
KQ373_10_P2.1-2,KQ373_L20_5-10-5_10uM_P2.1-2,2.0,0.251844418254949,0.4402963251850282,020040
KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,2.0,0.22539898118629287,0.5057887443504684,020050
KQ501_10_P2.1-2,KQ501_L20_5-10-5_10uM_P2.1-2,2.0,0.308197527028317,0.5652122155861522,030050
KQ373_10_P2.1-1,KQ373_L20_5-10-5_10uM_P2.1-1,1.0,0.5192452711516183,0.618324052478504,050060
KQ479_10_P2.1-2,KQ479_L20_5-10-5_10uM_P2.1-2,2.0,0.5503416869798675,0.6813019227444311,050060
KQ480_10_P2.1-1,KQ480_L20_5-10-5_10uM_P2.1-1,1.0,0.592812709902784,0.6451985198740114,050060
KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,2.0,0.7416452559653294,0.7774894392992153,070070
KQ306_10_P2.1-1,KQ306_L20_5-10-5_10uM_P2.1-1,1.0,1.9294550890978421,1.117494972860902,100100
KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,1.0,2.0873756001734503,1.3910897577229633,100100
KQ830_10_P2.1-1,KQ830_L20_5-10-5_10uM_P2.1-1,1.0,2.806098630472368,1.4674418933733366,100100
