Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Exp,Avg.1
ASO25-48_MT_20210614,G1,Naïve_P3,Naïve_P3,28.8021367796693,21.6380473739796,7.164089405689701,7.155933904141733,0.1596641559711309,0.008155501547967958,0.9943629850256016,1.005659830268509
ASO25-48_MT_20210614,G2,Naïve_P3,Naïve_P3,28.731366897378,21.5869949552546,7.144371942123399,,,-0.011561962018333816,1.0080463405645466,
ASO25-48_MT_20210614,G3,Naïve_P3,Naïve_P3,28.7600652905843,21.6052130717017,7.154852218882599,,,-0.001081685259133991,1.000750048233225,
ASO25-48_MT_20210614,G4,Naïve_P3,Naïve_P3,28.8259436542864,21.3308860198694,7.495057634417002,,,0.33912373027526854,0.7905213159865612,
ASO25-48_MT_20210614,G5,Naïve_P3,Naïve_P3,28.6903734296966,21.2867004005454,7.4036730291512,,,0.24773912500946693,0.8422152332109623,
ASO25-48_MT_20210614,G6,Naïve_P3,Naïve_P3,28.695138027754,21.3006617137266,7.394476314027397,,,0.2385424098856639,0.8476012321839441,
ASO25-48_MT_20210614,G7,Naïve_P3,Naïve_P3,28.7893733722715,21.7728087810925,7.016564591178998,,,-0.13936931296273514,1.101423513478372,
ASO25-48_MT_20210614,G8,Naïve_P3,Naïve_P3,28.7632965996933,21.777510707207,6.985785892486302,,,-0.17014801165543147,1.1251739147044426,
ASO25-48_MT_20210614,G9,Naïve_P3,Naïve_P3,28.8234211433886,21.8596534715997,6.963767671788901,,,-0.19216623235283237,1.142477879549551,
ASO25-48_MT_20210614,H1,Naïve_P3,Naïve_P3,28.6502931423833,21.4323668794563,7.217926262927001,,,0.06199235878526821,0.9579402919270337,
ASO25-48_MT_20210614,H2,Naïve_P3,Naïve_P3,28.6586273155783,21.4882742716329,7.170353043945401,,,0.014419139803667491,0.9900551937934705,
ASO25-48_MT_20210614,H3,Naïve_P3,Naïve_P3,28.7376819220871,21.4164254881399,7.321256433947198,,,0.16532252980546502,0.8917291416099083,
ASO25-48_MT_20210614,H4,Naïve_P3,Naïve_P3,28.7716038129714,21.6775762832622,7.094027529709198,,,-0.061906374432535216,1.043844183600255,
ASO25-48_MT_20210614,H5,Naïve_P3,Naïve_P3,28.8245849240731,21.6534592508496,7.1711256732235,,,0.015191769081766893,0.9895251158401721,
ASO25-48_MT_20210614,H6,Naïve_P3,Naïve_P3,28.800507653447,21.681782427721,7.118725225725999,,,-0.03720867841573394,1.0261265585310726,
ASO25-48_MT_20210614,H7,Naïve_P3,Naïve_P3,28.6247187659783,21.6244279499473,7.000290816031001,,,-0.15564308811073246,1.1139180417934762,
ASO25-48_MT_20210614,H8,Naïve_P3,Naïve_P3,28.5937097583975,21.6291780299318,6.964531728465701,,,-0.19140217567603202,1.1418729791944808,
ASO25-48_MT_20210614,H9,Naïve_P3,Naïve_P3,28.7384415428318,21.7125066820011,7.025934860830702,,,-0.12999904331103096,1.094292975606089,
ASO25-48_MT_20210614,G10,Ionis1375651_10_P3,Ionis1375651_10_P3,36.9546893325063,27.0915534761881,9.863135856318198,,,2.707201952176465,0.15312672991276163,0.20730285962986406
ASO25-48_MT_20210614,G11,Ionis1375651_10_P3,Ionis1375651_10_P3,36.4100766994417,27.1600174912089,9.250059208232802,,,2.094125304091069,0.23421001871615874,
ASO25-48_MT_20210614,G12,Ionis1375651_10_P3,Ionis1375651_10_P3,36.435675906999,27.1878436784404,9.2478322285586,,,2.091898324416867,0.23457183026067185,
ASO25-48_MT_20210614,H10,Ionis1375651_10_P3,Ionis1375651_10_P3,35.6362447697659,26.4963401829292,9.139904586836703,,,1.9839706826949701,0.25279315722278856,0.20714353007571565
ASO25-48_MT_20210614,H11,Ionis1375651_10_P3,Ionis1375651_10_P3,36.1661266344826,26.4138881341434,9.752238500339203,,,2.59630459619747,0.1653615135270841,
ASO25-48_MT_20210614,H12,Ionis1375651_10_P3,Ionis1375651_10_P3,35.9867481977553,26.5323255191308,9.454422678624496,,,2.298488774482763,0.20327591947727433,
ASO25-48_MT_20210614,G13,Ionis1375651_3_P3,Ionis1375651_3_P3,33.3959931026114,24.141574109867,9.254418992744398,,,2.098485088602665,0.23350331088095394,0.26197276585888857
ASO25-48_MT_20210614,G14,Ionis1375651_3_P3,Ionis1375651_3_P3,33.0616814103588,24.161730746605,8.899950663753803,,,1.7440167596120695,0.2985373286768213,
ASO25-48_MT_20210614,G15,Ionis1375651_3_P3,Ionis1375651_3_P3,33.3315102281551,24.1977816682879,9.133728559867205,,,1.9777946557254715,0.25387765801889034,
ASO25-48_MT_20210614,H13,Ionis1375651_3_P3,Ionis1375651_3_P3,33.3772805854794,24.0110411198411,9.366239465638298,,,2.2103055614965648,0.21608853562471372,0.24582539623101027
ASO25-48_MT_20210614,H14,Ionis1375651_3_P3,Ionis1375651_3_P3,33.1694730922282,24.0310445355359,9.1384285566923,,,1.9824946525505673,0.25305192380259267,
ASO25-48_MT_20210614,H15,Ionis1375651_3_P3,Ionis1375651_3_P3,33.1268936645637,24.0730708297215,9.053822834842201,,,1.8978889307004678,0.2683357292657243,
ASO25-48_MT_20210614,G16,Ionis676630_10_P3,Ionis676630_10_P3,34.9309154638818,27.1568424720197,7.774072991862102,,,0.618139087720369,0.6515107606341975,0.7219699237990628
ASO25-48_MT_20210614,G17,Ionis676630_10_P3,Ionis676630_10_P3,34.809964083549,27.1799890338578,7.629975049691197,,,0.47404114554946375,0.7199451261859859,
