Unnamed: 0,WT,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,MT,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Total,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
KQ278_L20_5-10-5_10uM_P2.3-5,0.5759201203770531,0.5568834232728328,,,,,,,0.4475016939383859,0.5218470250711126,,,,,,,0.36360129943231373,0.4163579515035697,,,,
KQ278_L20_5-10-5_3uM_P2.3-5,,,,,0.6905933771216097,0.6388922725369967,,,,,,,0.6344451922742483,0.6542866559311037,,,,,,,0.5156407967795765,0.567504525055128
KQ991_L20_5-10-5_10uM_P2.3-5,0.5035513554070681,0.5549471868873491,,,,,,,0.5496197314876676,0.5751486780617493,,,,,,,0.2852181284578415,0.3564219821691023,,,,
KQ991_L20_5-10-5_3uM_P2.3-5,,,,,0.6672978382725779,0.7665158598395487,,,,,,,0.7181158203830837,0.8141258579516845,,,,,,,0.6117511210430763,0.7357024472222411
,,,,,,,,,,,,,,,,,,,,,,
,WT,,,,,,,,MT,,,,,,,,Total,,,,,
,10uM,,,,3uM,,,,10uM,,,,3uM,,,,10uM,,,,3uM,
ID,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,,,,N1,N2,N3,N4,,
Naïve_P2.3-6,1.0440750358296296,0.9626249366912307,0.9576465237101609,1.0389770245935432,,,,,1.0893776504424588,0.9887079928750828,0.9543280876699055,0.9728721869849123,,,,,1.0627657896183873,1.0134924209882008,0.9719553377997799,0.9552028717128508,,
Ionis1375651_10uM_P2.3-6,0.12500656900016202,0.08326723007284902,,,,,,,0.12921756614630964,0.11769847130927096,,,,,,,0.07095621874529208,0.04727116079666805,,,,
Ionis1375651_3uM_P2.3-6,,,,,0.36095226130068775,0.23519481414365587,,,,,,,0.3591360656811929,0.23754374852979884,,,,,,,0.3394905139894801,0.1337939746564888
Ionis676630_10uM_P2.3-6,0.6364370010862432,0.7056230586334152,,,,,,,0.5322838163853695,0.7324063510131011,,,,,,,0.5686134052077365,0.5872701375146074,,,,
Ionis676630_3uM_P2.3-6,,,,,0.8771071292359031,0.6034202318801755,,,,,,,0.9398879862791616,0.6436234890296904,,,,,,,0.9313049447378952,0.720181149542548
KQ360_L20_5-10-5_10uM_P2.3-6,0.45987704902192444,1.0196830419058782,,,,,,,0.466659140810096,1.0723401424803183,,,,,,,0.34178550983264927,1.0521087429239158,,,,
KQ360_L20_5-10-5_3uM_P2.3-6,,,,,0.6872112908533803,1.0534139188365694,,,,,,,0.7011690750391198,1.1414403412016942,,,,,,,0.6168770264883051,1.0936029843531045
KQ361_L20_5-10-5_10uM_P2.3-6,0.4282474242422816,1.0229445887305675,,,,,,,0.40269254272054517,1.241776510157007,,,,,,,0.30509218976453084,1.1030279903676077,,,,
KQ361_L20_5-10-5_3uM_P2.3-6,,,,,0.5919036835585517,0.9406472649771486,,,,,,,0.5749836395169798,1.108210940242715,,,,,,,0.6033565598701889,1.0445056288448256
KQ2009_L21_6-10-5_10uM_P2.3-6,0.4837319359638702,0.41014747829551085,,,,,,,0.3750739838888714,0.3032907084196484,,,,,,,0.2694715121406221,0.25137861114224763,,,,
KQ2009_L21_6-10-5_3uM_P2.3-6,,,,,0.6750286234216203,0.5150031516671644,,,,,,,0.5538958841647169,0.4666066801782277,,,,,,,0.5679455675388212,0.4269060113420704
KQ2011_L21_6-10-5_10uM_P2.3-6,0.44916827880326554,0.8199472601983184,,,,,,,0.34008880554338333,0.8395526343437776,,,,,,,0.2666898291354701,0.8251449554441878,,,,
KQ2011_L21_6-10-5_3uM_P2.3-6,,,,,0.6099558753195855,0.7808832755538251,,,,,,,0.5219590450691595,0.8761716628109731,,,,,,,0.4773171386773655,0.8311371357969232
KQ2023_L21_6-10-5_10uM_P2.3-6,0.4752321371313662,0.9709911544628221,,,,,,,0.36456937152718344,1.0321064183117639,,,,,,,0.26158105885863536,1.0529724041176056,,,,
KQ2023_L21_6-10-5_3uM_P2.3-6,,,,,0.6054638840069835,0.8945685496394895,,,,,,,0.5681045613929456,0.9974373312188349,,,,,,,2.26764058829593,0.9890918904451511
KQ2026_L21_6-10-5_10uM_P2.3-6,0.43494185660683415,1.019328568510098,,,,,,,0.2850228648861122,1.0891250477988736,,,,,,,0.2206529793076106,3.2004812743673168,,,,
KQ2026_L21_6-10-5_3uM_P2.3-6,,,,,0.5716097893390267,0.9208097726685398,,,,,,,0.3977647327179251,0.9822661185175126,,,,,,,0.31878310734168086,1.0069007809424182
KQ2055_L21_7-08-6_10uM_P2.3-6,0.39579895023593215,0.7751416669317411,,,,,,,0.3584341153239203,0.8888662104931069,,,,,,,0.12720811845350827,0.8877280295469894,,,,
KQ2055_L21_7-08-6_3uM_P2.3-6,,,,,0.5967828397817424,0.7898516920421027,,,,,,,0.4717972811563153,0.7978454843742206,,,,,,,0.24078612327268836,0.7983321180888926
KQ2081_L19_6-08-5_10uM_P2.3-6,0.4876969787163555,0.38958167856424325,,,,,,,0.4749169431349091,0.3083164212132344,,,,,,,0.3811337644504196,0.1973747587377024,,,,
KQ2081_L19_6-08-5_3uM_P2.3-6,,,,,0.7082399372499416,0.6854007548483967,,,,,,,0.721187547385466,0.6547756349306646,,,,,,,0.7147622938501887,0.6557449656783775
KQ271_L20_5-10-5_10uM_P2.3-6,0.40643336719376555,0.34280032325231546,,,,,,,0.33607677059409813,0.2549503927143521,,,,,,,0.21712113079832948,0.17737846637621713,,,,
KQ271_L20_5-10-5_3uM_P2.3-6,,,,,0.4930272727029805,0.41788091669649535,,,,,,,0.46114774667599423,0.3630981098789039,,,,,,,0.36591648037449087,0.29539689241508577
KQ272_L20_5-10-5_10uM_P2.3-6,0.3693704867863951,0.3444529655119106,,,,,,,0.2501002463384739,0.2748089434864547,,,,,,,0.21891513240099295,0.21064899989250638,,,,
KQ272_L20_5-10-5_3uM_P2.3-6,,,,,0.5451721124592829,0.4801008581152612,,,,,,,0.44322688812264116,0.3637068524424806,,,,,,,0.4700386318916275,0.39320158041951286
KQ347_L20_5-10-5_10uM_P2.3-6,0.4757250078793805,0.3082005192486626,,,,,,,0.4722149892777846,0.24957612040085045,,,,,,,0.3107130880883368,0.09005784699491505,,,,
KQ347_L20_5-10-5_3uM_P2.3-6,,,,,0.5740795273079843,0.587510035446813,,,,,,,0.5633056449716073,0.5836570724747947,,,,,,,0.552867979006758,0.5153015961486709
KQ997_L20_5-10-5_10uM_P2.3-6,0.4807506660332408,0.4645751303114839,,,,,,,0.31455354560228366,0.2889907950538956,,,,,,,0.2624212639351963,0.2692996385031585,,,,
KQ997_L20_5-10-5_3uM_P2.3-6,,,,,0.6911034667464144,0.6050223440958101,,,,,,,0.5933763020574183,0.49547171395204403,,,,,,,0.5685497535562578,0.48277597087923013
