SampleName,ASO Microsynth ID,Test plate #,Threshold: 1.5
ASO466_10,KQ2046_L21_7-08-6_10uM_P39,39.0,
ASO467_10,KQ2047_L21_7-08-6_10uM_P39,39.0,
ASO46_10,KQJM002_10,4.0,
ASO473_10,KQ2053_L21_7-08-6_10uM_P40,40.0,
ASO47_10,KQJM003_10,4.0,
ASO480_10,KQ2060_L19_6-08-5_10uM_P40,40.0,
ASO486_10,KQ2066_L21_7-08-6_10uM_P41,41.0,
ASO487_10,KQ2067_L19_6-08-5_10uM_P41,41.0,
ASO489_10,KQ2069_L21_7-08-6_10uM_P41,41.0,
ASO48_10,KQJM004_10,4.0,
ASO493_10,KQ2073_L21_7-08-6_10uM_P42,42.0,
ASO495_10,KQ2075_L20_6-08-6_10uM_P42,42.0,
ASO496_10,KQ2076_L20_6-08-6_10uM_P42,42.0,
ASO497_10,KQ2077_L21_7-08-6_10uM_P42,42.0,
ASO499_10,KQ2079_L19_6-08-5_10uM_P42,42.0,
ASO49_10,KQ978_10,5.0,
ASO500_10,KQ2080_L19_6-08-5_10uM_P42,42.0,
ASO501_10,KQ2081_L19_6-08-5_10uM_P42,42.0,
ASO502_10,KQ2082_L19_6-08-5_10uM_P42,42.0,
ASO503_10,KQ2083_L20_6-08-6_10uM_P42,42.0,
ASO505_10,KQ2085_L20_6-08-6_10uM_P43,43.0,
ASO506_10,KQ2086_L19_6-08-5_10uM_P43,43.0,
ASO507_10,KQ2087_L20_6-08-6_10uM_P43,43.0,
ASO508_10,KQ2088_L19_6-08-5_10uM_P43,43.0,
ASO509_10,KQ2089_L19_6-08-5_10uM_P43,43.0,
ASO50_10,KQ915_10,5.0,
ASO510_10,KQ2090_L20_6-08-6_10uM_P43,43.0,
ASO513_10,KQ2093_L19_6-08-5_10uM_P43,43.0,
ASO514_10,KQ2094_L19_6-08-5_10uM_P43,43.0,
ASO515_10,KQ2095_L20_6-08-6_10uM_P43,43.0,
ASO516_10,KQ2096_L20_6-08-6_10uM_P43,43.0,
ASO520_10,KQ2100_L21_7-08-6_10uM_P44,44.0,
ASO525_10,KQ2105_L19_6-08-5_10uM_P44,44.0,
ASO527_10,KQ2107_L19_6-08-5_10uM_P44,44.0,
ASO528_10,KQ2108_L21_7-08-6_10uM_P44,44.0,
ASO532_10,KQ2112_L20_6-08-6_10uM_P45,45.0,
ASO533_10,KQ2113_L20_6-08-6_10uM_P45,45.0,
ASO534_10,KQ2114_L19_6-08-5_10uM_P45,45.0,
ASO535_10,KQ2115_L19_6-08-5_10uM_P45,45.0,
ASO537_10,KQ2117_L19_6-08-5_10uM_P45,45.0,
ASO542_10,KQ2122_L21_7-08-6_10uM_P46,46.0,
ASO543_10,KQ2123_L19_6-08-5_10uM_P46,46.0,
ASO546_10,KQ2126_L18_5-08-5_10uM_P46,46.0,
ASO549_10,KQ2129_L18_5-08-5_10uM_P46,46.0,
ASO54_10,KQ912_10,5.0,
ASO550_10,KQ2130_L18_5-08-5_10uM_P46,46.0,
ASO551_10,KQ2131_L18_5-08-5_10uM_P46,46.0,
ASO55_10,KQ816_10,5.0,
ASO56_10,KQ815_10,5.0,
ASO5_10,KQ377_10,1.0,
ASO64_10,KQ829_10,6.0,
ASO68_10,KQ104_10,6.0,
ASO69_10,KQ926_10,6.0,
ASO6_10,KQ281_10,1.0,
ASO72_10,KQJM064_10,6.0,
ASO75_10,KQ407_10,7.0,
ASO79_10,KQ261_10,7.0,
ASO7_10,KQ973_10,1.0,
ASO88_10,KQ286_10,8.0,
ASO8_10,KQ373_10,1.0,
ASO94_10,KQ932_10,8.0,
ASO97_10,KQ307_10,9.0,
ASO9_10,KQ372_10,1.0,
