SampleName,ASO Microsynth ID,Test plate #,MT Avg Exp,WT Avg Exp,Tier
KQ500_10_P2.1-1,KQ500_L20_5-10-5_10uM_P2.1-1,1.0,0.2291671200528249,0.48416986968207243,020040
KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,2.0,0.2024114072893365,0.5191963932722182,020050
KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,2.0,0.25188456437163365,0.7182764129161803,020070
KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,1.0,0.3105673989081746,0.8029346011731892,030080
KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,1.0,0.5114727692504276,0.6322301440839887,050060
KQ479_10_P2.1-1,KQ479_L20_5-10-5_10uM_P2.1-1,1.0,0.5155425255466081,0.6975297706088428,050060
KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,2.0,0.6110430152442221,0.8301542405827863,060080
KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,1.0,0.7248831839220274,0.869886187380335,070080
KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,2.0,0.8882370790148936,0.9286858355185638,080090
KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,1.0,1.1546898359458326,1.2322465070431998,100100
KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,1.0,1.029428658500865,1.0108847029215327,100100
