Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore
ASO1-95_MT_1.2-6_20210630,G10,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,7.311174179999998,-0.63,1.5475649935423899,7.661066155,-0.349891975000002,1.274465195330327,0.5912187549956052,1.960278268700007
ASO1-95_MT_1.2-6_20210630,H17,Ionis676630_10_P1.2-1,Ionis676630_10_P1.2-1,6.577729659999996,-1.36,2.5668517951258085,7.661066155,-1.0833364950000046,2.1189308323511398,0.2927470608307291,2.1175469608395465
ASO1-95_MT_1.2-6_20210630,A8,ASO1_3,KQ972_L20_5-10-5_3uM_P1.2-1,7.742207530000002,-0.2,1.148698354997035,7.661066155,0.0811413750000014,0.9453094778548231,0.1886470857126957,1.9699421983342056
ASO1-95_MT_1.2-6_20210630,E7,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,8.909864480000003,0.97,0.5105060628535967,7.661066155,1.2487983250000028,0.42079856065475835,0.08021676334268789,1.8096122842355815
ASO1-95_total_1.2-6_20210630,G7,Naive_P1.2-1,Naive_P1.2-1,6.95252537,-0.59,1.5052467474110671,7.539039037500001,-0.5865136675000011,1.5016136476499409,0.10546063881501329,1.8014993674653443
ASO1-95_total_1.2-6_20210630,G8,Naive_P1.2-1,Naive_P1.2-1,6.933613829999999,-0.61,1.526259208960559,7.539039037500001,-0.6054252075000024,1.521427099475174,0.10546063881501329,1.9188700538802566
ASO1-95_total_1.2-6_20210630,H17,Ionis676630_10_P1.2-1,Ionis676630_10_P1.2-1,5.6920678099999975,-1.85,3.605001850443321,7.539039037500001,-1.8469712275000036,3.59744150202307,1.6764629989029143,2.554075684141798
ASO1-95_total_1.2-6_20210630,A8,ASO1_3,KQ972_L20_5-10-5_3uM_P1.2-1,7.696831620000001,0.16,0.8950250709279725,7.539039037500001,0.15779258249999994,0.8963955658627869,0.1354176844029212,1.862385674159153
ASO1-95_total_1.2-6_20210630,E6,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,8.024176020000002,0.49,0.7120250977985358,7.539039037500001,0.48513698250000115,0.7144292322848157,0.2578339817282793,1.8691916836240696
ASO1-95_total_1.2-6_20210630,F12,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,7.740382369999995,0.2,0.8705505632961241,7.539039037500001,0.20134333249999425,0.8697403473098974,0.19903483510102127,1.801106042729914
ASO1-95_WT_1.2-6_20210630,G7,Naive_P1.2-1,Naive_P1.2-1,7.50487717,-0.92,1.8921152934511918,8.429209713333332,-0.9243325433333318,1.8978060269550963,0.07028694163131306,1.8261687563174778
ASO1-95_WT_1.2-6_20210630,D10,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,8.617658270000003,0.19,0.8766057213160351,8.429209713333332,0.18844855666667115,0.8775489113773856,0.15852609853850924,1.8837396323925608
ASO268-186_MT_1.2-8_20210701,P9,Naive_P1.2-6,Naive_P1.2-6,7.206470399999997,-0.42,1.337927554786112,7.623890453333334,-0.41742005333333676,1.3355371000499863,0.031415818401839504,1.8405033588495756
ASO268-186_MT_1.2-8_20210701,P18,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,8.113344000000001,0.49,0.7120250977985358,7.623890453333334,0.4894535466666676,0.7122948444701538,0.18241227419374945,2.1487118478678577
ASO268-186_MT_1.2-8_20210701,L18,ASO179_10,KQ470_L20_5-10-5_10uM_P1.2-6,6.535064250000005,-1.09,2.12874036490672,7.623890453333334,-1.088826203333329,2.1270090966500828,0.6855422268941653,1.8159924441786506
ASO268-186_MT_1.2-8_20210701,M12,ASO166_3,KQ278_L20_5-10-5_3uM_P1.2-6,7.41222123,-0.21,1.1566881839052874,7.623890453333334,-0.2116692233333337,1.1580272668368379,0.11283028165923274,1.922371563752233
ASO268-186_total_1.2-8_20210701,J21,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,7.374198120000003,-0.56,1.4742692172911012,7.937086095833333,-0.5628879758333305,1.4772233538652897,0.11707308058808909,1.847971303032388
ASO268-186_total_1.2-8_20210701,K4,ASO163_10,KQ991_L20_5-10-5_10uM_P1.2-6,7.0083856199999985,-0.93,1.905275996087875,7.937086095833333,-0.9287004758333346,1.9035605695115982,0.12569580466366215,1.8764654865363115
ASO268-186_total_1.2-8_20210701,N10,ASO171_3,KQ360_L20_5-10-5_3uM_P1.2-6,7.090834310000002,-0.85,1.8025009252216604,7.937086095833333,-0.8462517858333314,1.7978239904294,0.07101132229272267,1.9058651057155733
ASO268-186_WT_1.2-8_20210701,O3,Naive_P1.2-6,Naive_P1.2-6,7.6985799299999975,0.02,0.9862327044933592,7.680654259166666,0.017925670833331075,0.987651744991792,0.07863618081744284,1.881251036644762
ASO268-186_WT_1.2-8_20210701,P8,Naive_P1.2-6,Naive_P1.2-6,7.14023997,-0.54,1.4539725173203106,7.680654259166666,-0.5404142891666668,1.4543901049201509,0.051018950104890874,1.9061149470766994
ASO268-186_WT_1.2-8_20210701,P14,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,8.343276130000003,0.66,0.63287829698514,7.680654259166666,0.6626218708333367,0.6317291849185233,0.1339318619472516,2.0018845893191
ASO268-186_WT_1.2-8_20210701,I17,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,7.586804939999997,-0.09,1.0643701824533598,7.680654259166666,-0.09384931916666961,1.0672138681391996,0.12367141113277516,1.8026127137698795
ASO268-186_WT_1.2-8_20210701,J15,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,8.001612580000003,0.32,0.8010698775896221,7.680654259166666,0.32095832083333686,0.8005379377006329,0.16105444410144368,2.0298403635406412
ASO268-186_WT_1.2-8_20210701,M17,ASO184_10,KQ274_L20_5-10-5_10uM_P1.2-6,6.326453049999998,-1.35,2.5491212546385245,7.680654259166666,-1.3542012091666686,2.5565552580838924,0.5161810012695016,1.8707394006370044
ASO268-186_WT_1.2-8_20210701,N14,ASO186_10,KQ273_L20_5-10-5_10uM_P1.2-6,8.710074979999998,1.03,0.4897101487934634,7.680654259166666,1.0294207208333317,0.4899068194956344,0.17309348587310586,1.8396465001126743
ASO1-95_MT_1.2-6_20210630,P2,Naive_P1.2-2,Naive_P1.2-2,8.39,0.29,0.8179020585577811,8.3275,0.0625,0.9576032806985737,0.16181716954780465,1.900229220623812
ASO1-95_MT_1.2-6_20210630,L1,ASO37_10,KQ258_L20_5-10-5_10uM_P1.2-2,8.66,0.55,0.6830201283771977,8.3275,0.3324999999999996,0.7941591178193607,0.17058643767631446,1.937301815947382
ASO1-95_total_1.2-6_20210630,O7,Naive_P1.2-2,Naive_P1.2-2,6.790945400000002,-1.05,2.070529847682755,7.845392007499999,-1.0544466074999974,2.0769213831864146,0.26225507455574293,2.616944890030572
ASO1-95_total_1.2-6_20210630,O9,Naive_P1.2-2,Naive_P1.2-2,6.956915129999999,-0.89,1.8531761237807418,7.845392007499999,-0.8884768775000005,1.8512206690865214,0.26225507455574293,1.8018808980546759
ASO1-95_total_1.2-6_20210630,P16,Ionis676630_10_P1.2-2,Ionis676630_10_P1.2-2,6.668971999999997,-1.18,2.265767770591597,7.845392007499999,-1.1764200075000026,2.260152324768497,0.7038380905908977,2.781850752601839
ASO1-95_total_1.2-6_20210630,J15,ASO59_10,KQ979_L20_5-10-5_10uM_P1.2-2,7.43715366,-0.41,1.3286858140965117,7.845392007499999,-0.4082383474999993,1.3270643666556534,0.11929868133953041,1.8280005765944731
ASO1-95_total_1.2-6_20210630,N6,ASO53_10,KQ913_L20_5-10-5_10uM_P1.2-2,5.694060270000001,-2.15,4.438277888271379,7.845392007499999,-2.151331737499998,4.442376710121537,1.765617083849248,1.959539754803443
ASO1-95_WT_1.2-6_20210630,O6,Naive_P1.2-2,Naive_P1.2-2,7.701774409999999,-0.62,1.5368751812880124,8.56507136166667,-0.8632969516666709,1.8191909113351847,0.30190864748056306,1.9892345018077429
ASO1-95_WT_1.2-6_20210630,O8,Naive_P1.2-2,Naive_P1.2-2,7.657392209999998,-0.67,1.5910729675098374,8.56507136166667,-0.907679151666672,1.8760251277752122,0.19858463476098664,2.25170589438484
ASO1-95_WT_1.2-6_20210630,P15,Ionis676630_10_P1.2-2,Ionis676630_10_P1.2-2,7.25590313,-1.07,2.0994333672461347,8.56507136166667,-1.3091682316666695,2.477986334986373,1.248720330445341,2.081737171824252
ASO1-95_WT_1.2-6_20210630,I1,ASO19_10,KQ975_L20_5-10-5_10uM_P1.2-2,7.104119949999998,-1.22,2.3294671729369116,8.56507136166667,-1.460951411666672,2.7528984871201576,0.4921873457526897,1.8417629435203506
ASO1-95_WT_1.2-6_20210630,I13,ASO54_10,KQ912_L20_5-10-5_10uM_P1.2-2,5.234637129999999,-3.09,8.514961459626878,8.56507136166667,-3.33043423166667,10.059134203726536,4.9528672635455235,1.9660822013806374
ASO1-95_WT_1.2-6_20210630,N6,ASO53_10,KQ913_L20_5-10-5_10uM_P1.2-2,5.864224719999999,-2.46,5.5021672725589745,8.56507136166667,-2.7008466416666703,6.5018336348974195,2.8344417485786666,1.8076056581961817
ASO204-238_MT_1.2-9_20210701,H4,Naive_P1.2-7,Naive_P1.2-7,7.556707679999999,-0.05,1.0352649238413776,7.604692473333331,-0.04798479333333194,1.0338198392558087,0.13272277179355998,2.022398731236632
ASO204-238_MT_1.2-9_20210701,E14,ASO195_10,KQ956_L20_5-10-5_10uM_P1.2-7,8.48286126,0.88,0.543367431263029,7.604692473333331,0.8781687866666692,0.5440575656398497,0.04086463223757407,1.9243558807482661
ASO204-238_total_1.2-9_20210701,C5,ASO187_10,KQ995_L20_5-10-5_10uM_P1.2-7,8.117313589999995,0.24,0.8467453123625271,7.876774801666666,0.2405387883333292,0.8464291462261919,0.1542420319430121,1.8204675060480366
