Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore
ASO1-95_MT_1.2-6_20210630,G1,Naive_P1.2-1,Naive_P1.2-1,7.724930149999999,-0.21,1.1566881839052874,7.661066155,0.0638639949999984,0.956698343211787,0.10541583121510383,0.018949180450906353
ASO1-95_MT_1.2-6_20210630,G2,Naive_P1.2-1,Naive_P1.2-1,7.946106150000002,0.01,0.9930924954370359,7.661066155,0.28503999500000177,0.8207188561810669,0.10541583121510383,1.1548000097460338
ASO1-95_MT_1.2-6_20210630,G3,Naive_P1.2-1,Naive_P1.2-1,7.620885770000001,-0.32,1.2483305489016119,7.661066155,-0.04018038499999932,1.0282423832130378,0.10541583121510383,0.5786656432333871
ASO1-95_MT_1.2-6_20210630,G4,Naive_P1.2-1,Naive_P1.2-1,7.51054693,-0.43,1.3472335768656902,7.661066155,-0.15051922500000003,1.1099688772624041,0.026085968255456313,1.2613355669725776
ASO1-95_MT_1.2-6_20210630,G5,Naive_P1.2-1,Naive_P1.2-1,7.527902260000001,-0.41,1.3286858140965117,7.661066155,-0.13316389499999914,1.0966961698780133,0.026085968255456313,1.1504672586802691
ASO1-95_MT_1.2-6_20210630,G6,Naive_P1.2-1,Naive_P1.2-1,7.4631653300000025,-0.48,1.3947436663504054,7.661066155,-0.19790082499999784,1.1470281715055612,0.026085968255456313,1.5708957147445164
ASO1-95_MT_1.2-6_20210630,G7,Naive_P1.2-1,Naive_P1.2-1,7.603950170000001,-0.33,1.2570133745218284,7.661066155,-0.05711598499999937,1.0403839044865604,0.03588936852019688,0.6800850360298857
ASO1-95_MT_1.2-6_20210630,G8,Naive_P1.2-1,Naive_P1.2-1,7.52608373,-0.41,1.3286858140965117,7.661066155,-0.13498242500000046,1.0980794368341218,0.03588936852019688,1.1620218317525841
ASO1-95_MT_1.2-6_20210630,G9,Naive_P1.2-1,Naive_P1.2-1,7.615272139999998,-0.32,1.2483305489016119,7.661066155,-0.04579401500000202,1.0322511422881813,0.03588936852019688,0.6121512256500743
ASO1-95_MT_1.2-6_20210630,H1,Naive_P1.2-1,Naive_P1.2-1,7.867759490000001,-0.07,1.0497166836230674,7.661066155,0.20669333500000064,0.8665210279838426,0.014205159674034757,0.7722096943851042
ASO1-95_MT_1.2-6_20210630,H2,Naive_P1.2-1,Naive_P1.2-1,7.885215600000002,-0.05,1.0352649238413776,7.661066155,0.2241494450000019,0.8560995988383708,0.014205159674034757,0.8592609783383246
ASO1-95_MT_1.2-6_20210630,H3,Naive_P1.2-1,Naive_P1.2-1,7.915318810000002,-0.02,1.013959479790029,7.661066155,0.25425265500000194,0.8384213412843617,0.014205159674034757,1.0069293064198805
ASO1-95_MT_1.2-6_20210630,H4,Naive_P1.2-1,Naive_P1.2-1,7.79277566,-0.15,1.109569472067845,7.661066155,0.1317095049999999,0.9127492573893619,0.15389667183519246,0.3860604754573852
ASO1-95_MT_1.2-6_20210630,H5,Naive_P1.2-1,Naive_P1.2-1,8.082620219999999,0.14,0.9075191553171609,7.661066155,0.4215540649999987,0.7466199351530951,0.15389667183519246,1.773756020960295
ASO1-95_MT_1.2-6_20210630,H6,Naive_P1.2-1,Naive_P1.2-1,7.585081649999999,-0.35,1.2745606273192622,7.661066155,-0.07598450500000098,1.0540801020770172,0.15389667183519246,0.7944908021569174
ASO1-95_MT_1.2-6_20210630,H7,Naive_P1.2-1,Naive_P1.2-1,7.916369499999998,-0.02,1.013959479790029,7.661066155,0.25530334499999796,0.8378109557266453,0.05080205970174102,1.0120279206083966
ASO1-95_MT_1.2-6_20210630,H8,Naive_P1.2-1,Naive_P1.2-1,7.8453704900000005,-0.09,1.0643701824533598,7.661066155,0.1843043350000002,0.8800733434351277,0.05080205970174102,0.6590057907644521
ASO1-95_MT_1.2-6_20210630,H9,Naive_P1.2-1,Naive_P1.2-1,7.751929499999999,-0.19,1.1407637158684236,7.661066155,0.09086334499999893,0.9389606833633872,0.05080205970174102,0.16711370208943976
ASO1-95_MT_1.2-6_20210630,G11,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,9.02122223,1.08,0.47302882336279795,7.661066155,1.360156074999999,0.3895401459500124,0.5912187549956052,0.32544754937490783
ASO1-95_MT_1.2-6_20210630,G12,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,10.371233799999999,2.43,0.18556544632863112,7.661066155,2.7101676449999985,0.15281227648688364,0.5912187549956052,0.9369061169322999
ASO1-95_MT_1.2-6_20210630,H10,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,8.78517442,0.85,0.5547847360339225,7.661066155,1.1241082650000003,0.4587855109568495,0.029015387560119767,0.14658955604656382
ASO1-95_MT_1.2-6_20210630,H11,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,8.962451309999999,1.02,0.4931163522466796,7.661066155,1.3013851549999984,0.405736456930738,0.029015387560119767,0.2836131293953412
ASO1-95_MT_1.2-6_20210630,H12,Ionis1375651_10_P1.2-1,Ionis1375651_10_P1.2-1,8.940739409999999,1.0,0.5,7.661066155,1.2796732549999987,0.41188878362097914,0.029015387560119767,0.26772191695089403
ASO1-95_MT_1.2-6_20210630,G13,Ionis676630_10_P1.2-1,Ionis676630_10_P1.2-1,7.761239570000001,-0.18,1.1328838852957985,7.661066155,0.10017341500000043,0.9329208457349815,0.02356431235582317,0.3272294420366576
