Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_std,Exp_zscore,Test plate #,Avg_plate,Min_plate,Max_plate
Rd2.1_P1+2_WT_20210723,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.41670316,3.119158054,0.11509060274526293,6.999587453333333,2.417115706666668,0.18723010001921292,0.020407459753581183,0.5439064734661124,1.0,0.7763721260702028,0.0008037855958366855,2.3582288306043053
Rd2.1_P1+2_WT_20210723,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.469129130000002,3.171584028,0.11098341237307903,6.999587453333333,2.46954167666667,0.18054849797502873,0.020407459753581183,0.35625650064734105,1.0,,,
Rd2.1_P1+2_WT_20210723,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.192171819999999,2.894626709,0.13447158823851554,6.999587453333333,2.192584366666666,0.218759205598293,0.020407459753581183,1.429388093860482,1.0,,,
Rd2.1_P1+2_WT_20210723,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.696832009999998,3.399286899,0.09477912162913925,6.999587453333333,2.697244556666665,0.154187257148465,0.021440466135821824,0.3840878197510081,1.0,,,
Rd2.1_P1+2_WT_20210723,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.727667900000004,3.430122796,0.09277482623385683,6.999587453333333,2.728080446666671,0.15092665782241976,0.021440466135821824,0.47566037538350997,1.0,,,
Rd2.1_P1+2_WT_20210723,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.113266830000004,3.815721722,0.07101552574327659,6.999587453333333,3.1136793766666715,0.11552849365840508,0.021440466135821824,1.4698028728394161,1.0,,,
Rd2.1_P1+2_Total_20210723,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,11.12324159,5.685034225,0.019437220968859727,6.31395852,4.809283069999999,0.03566658579983782,0.03662225969530101,0.329780671589952,1.0,,,
Rd2.1_P1+2_Total_20210723,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,12.831894909999999,7.393687537,0.005946730714310101,6.31395852,6.517936389999999,0.010912032147710107,0.03662225969530101,1.1189820428806163,1.0,,,
Rd2.1_P1+2_Total_20210723,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.904905409999998,4.466698043,0.04522618006149321,6.31395852,3.590946889999998,0.08298837739768787,0.03662225969530101,1.178888131159569,1.0,,,
Rd2.1_P1+2_Total_20210723,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.37524946,4.937042091,0.03264391518096713,6.31395852,4.061290939999999,0.05990038392225877,0.03308445889091058,0.4428184622325183,1.0,,,
Rd2.1_P1+2_Total_20210723,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,12.739613380000002,7.301406011,0.006339540492723135,6.31395852,6.425654860000002,0.011632823676316456,0.03308445889091058,1.0960024460442206,1.0,,,
Rd2.1_P1+2_Total_20210723,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.05161914,4.613411771,0.04085306778047239,6.31395852,3.7376606199999998,0.07496387706212189,0.03308445889091058,0.9230585671227018,1.0,,,
Rd2.1_P1+2_MT_20210723,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.953568809999997,3.832188741,0.07020955815267735,7.370136318333334,2.5834324916666622,0.16684351400234804,0.04918380064481406,0.013185221102976178,1.0,,,
Rd2.1_P1+2_MT_20210723,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.910590360000004,4.789210287,0.03616629730297915,7.370136318333334,3.5404540416666697,0.08594431118097615,0.04918380064481406,1.6929853727396509,1.0,,,
Rd2.1_P1+2_MT_20210723,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.885892509999998,3.764512438,0.07358153391786412,7.370136318333334,2.5157561916666635,0.17485655773982067,0.04918380064481406,0.18218094807247448,1.0,,,
Rd2.1_P1+2_MT_20210723,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.555247280000003,3.433867215,0.0925343475526305,7.370136318333334,2.185110961666669,0.21989535557007286,0.03899654282073626,1.1320527608970483,1.0,,,
Rd2.1_P1+2_MT_20210723,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,9.663769150000004,3.542389083,0.08582911406080888,7.370136318333334,2.2936328316666694,0.2039612752201792,0.03899654282073626,0.7960017445113572,1.0,,,
Rd2.1_P1+2_MT_20210723,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,10.147985089999999,4.026605019,0.06135798777933415,7.370136318333334,2.7778487716666644,0.1458089546264306,0.03899654282073626,0.43043530184420487,1.0,,,
Rd2.1_P1+2_WT_20210723,G10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,7.726279349999999,1.428734237,0.3714566509603125,6.999587453333333,0.726691896666666,0.6042879602306669,0.04022934868751664,1.1907353321842213,1.0,,,
Rd2.1_P1+2_WT_20210723,G11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,7.896229739999999,1.598684627,0.3301778792186843,6.999587453333333,0.8966422866666663,0.537135400942555,0.04022934868751664,0.0974137618345339,1.0,,,
Rd2.1_P1+2_WT_20210723,G12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,7.7148537600000004,1.417308655,0.3744101224834674,6.999587453333333,0.7152663066666678,0.6090926892140278,0.04022934868751664,1.2829016971379055,1.0,,,
Rd2.1_P1+2_WT_20210723,H10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,7.986116129999999,1.688571027,0.3102340561525024,6.999587453333333,0.9865286766666665,0.5046906706375264,0.007791585236677708,0.7197824457858573,1.0,,,
Rd2.1_P1+2_WT_20210723,H11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,8.022966879999998,1.725421771,0.30241009997526647,6.999587453333333,1.0233794266666658,0.49196260856129126,0.007791585236677708,0.963937572648152,1.0,,,
Rd2.1_P1+2_WT_20210723,H12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,7.98205669,1.684511585,0.31110821915754017,6.999587453333333,0.9824692366666676,0.506112763689023,0.007791585236677708,0.692503249053588,1.0,,,
