SampleName,ASO Microsynth ID,Test plate #,MT Avg Exp,WT Avg Exp,Tier
KQ500_10_P2.1-1,KQ500_L20_5-10-5_10uM_P2.1-1,1.0,0.16640877372077326,0.32318349788022055,010030
KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,2.0,0.17282237226912475,0.3857295761343235,010030
KQ372_10_P2.1-1,KQ372_L20_5-10-5_10uM_P2.1-1,1.0,0.2255172555436716,0.5359590300485041,020050
KQ372_10_P2.1-2,KQ372_L20_5-10-5_10uM_P2.1-2,2.0,0.21506341280535068,0.5336332461699268,020050
KQ258_10_P2.1-1,KQ258_L20_5-10-5_10uM_P2.1-1,1.0,0.37140387492431687,0.4220137644256295,030040
KQ479_10_P2.1-1,KQ479_L20_5-10-5_10uM_P2.1-1,1.0,0.37435911178738807,0.46560127933250034,030040
KQ331_10_P2.1-1,KQ331_L20_5-10-5_10uM_P2.1-1,1.0,0.5263709819060415,0.5806492275898865,050050
KQ331_10_P2.1-2,KQ331_L20_5-10-5_10uM_P2.1-2,2.0,0.5217191318378125,0.6167512851210121,050060
KQ304_10_P2.1-1,KQ304_L20_5-10-5_10uM_P2.1-1,1.0,0.7475154422575746,0.6747657680122544,070060
KQ304_10_P2.1-2,KQ304_L20_5-10-5_10uM_P2.1-2,2.0,0.7583922338850974,0.6899539336677581,070060
KQ244_10_P2.1-1,KQ244_L20_5-10-5_10uM_P2.1-1,1.0,0.8384733375469692,0.822524821978995,080080
