Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO1-95_total_1.2-6_20210630,B11,ASO3_3,KQ379_L20_5-10-5_3uM_P1.2-1,33.82699696,25.51483634,8.31,,,,0.77,,
ASO1-95_total_1.2-6_20210630,B12,ASO3_3,KQ379_L20_5-10-5_3uM_P1.2-1,34.03346399,25.57866776,8.45,,,,0.92,,
ASO1-95_total_1.2-6_20210630,B13,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,35.98541018,26.27899965,9.71,,,,2.17,1.87,0.27
ASO1-95_total_1.2-6_20210630,B14,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,35.68269009,26.3142382,9.37,,,,1.83,,
ASO1-95_total_1.2-6_20210630,B15,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,35.5310579,26.37708387,9.15,,,,1.61,,
ASO1-95_total_1.2-6_20210630,B16,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,35.8973598,26.63718847,9.26,,,,1.72,1.85,0.28
ASO1-95_total_1.2-6_20210630,B17,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,36.29363784,26.58853161,9.71,,,,2.17,,
ASO1-95_total_1.2-6_20210630,B18,ASO12_10,KQ279_L20_5-10-5_10uM_P1.2-1,35.91542786,26.70039628,9.22,,,,1.68,,
ASO1-95_total_1.2-6_20210630,B19,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,34.35611391,24.75659271,9.60,,,,2.06,1.99,0.25
ASO1-95_total_1.2-6_20210630,B20,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,34.3572879,24.71677729,9.64,,,,2.10,,
ASO1-95_total_1.2-6_20210630,B21,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,34.10421068,24.76627759,9.34,,,,1.80,,
ASO1-95_total_1.2-6_20210630,B22,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,35.82332248,25.63193684,10.19,,,,2.65,1.86,0.28
ASO1-95_total_1.2-6_20210630,B23,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,34.74354489,25.63432824,9.11,,,,1.57,,
ASO1-95_total_1.2-6_20210630,B24,ASO12_3,KQ279_L20_5-10-5_3uM_P1.2-1,34.52103763,25.62431277,8.90,,,,1.36,,
ASO1-95_total_1.2-6_20210630,C1,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,36.20424021,27.63181573,8.57,,,,1.03,0.75,0.59
ASO1-95_total_1.2-6_20210630,C2,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,34.97353775,27.67510296,7.30,,,,-0.24,,
ASO1-95_total_1.2-6_20210630,C3,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,36.61116383,27.61649115,8.99,,,,1.46,,
ASO1-95_total_1.2-6_20210630,C4,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,37.15582032,27.82397363,9.33,,,,1.79,1.80,0.29
ASO1-95_total_1.2-6_20210630,C5,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,35.03775734,27.87234911,7.17,,,,-0.37,,
ASO1-95_total_1.2-6_20210630,C6,ASO7_10,KQ973_L20_5-10-5_10uM_P1.2-1,39.37038283,27.83566664,11.53,,,,4.00,,
ASO1-95_total_1.2-6_20210630,C7,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.23468684,25.79592127,8.44,,,,0.90,0.98,0.51
ASO1-95_total_1.2-6_20210630,C8,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.55307787,25.72862327,8.82,,,,1.29,,
ASO1-95_total_1.2-6_20210630,C9,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.05938554,25.76487222,8.29,,,,0.76,,
ASO1-95_total_1.2-6_20210630,C10,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.54016981,25.57482324,8.97,,,,1.43,1.28,0.41
ASO1-95_total_1.2-6_20210630,C11,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.2252001,25.5481829,8.68,,,,1.14,,
ASO1-95_total_1.2-6_20210630,C12,ASO7_3,KQ973_L20_5-10-5_3uM_P1.2-1,34.36843503,25.54597263,8.82,,,,1.28,,
ASO1-95_total_1.2-6_20210630,C13,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,34.95037972,26.67879755,8.27,,,,0.73,0.29,0.82
ASO1-95_total_1.2-6_20210630,C14,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,34.16838804,26.69309281,7.48,,,,-0.06,,
ASO1-95_total_1.2-6_20210630,C15,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,34.42345631,26.68110623,7.74,,,,0.20,,
ASO1-95_total_1.2-6_20210630,C16,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,32.35706853,24.18343342,8.17,,,,0.63,0.67,0.63
ASO1-95_total_1.2-6_20210630,C17,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,32.56096129,24.14137536,8.42,,,,0.88,,
ASO1-95_total_1.2-6_20210630,C18,ASO13_10,KQ974_L20_5-10-5_10uM_P1.2-1,32.14508963,24.12293413,8.02,,,,0.48,,
ASO1-95_total_1.2-6_20210630,C19,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,32.05774168,23.86528193,8.19,,,,0.65,0.46,0.72
ASO1-95_total_1.2-6_20210630,C20,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,31.90875695,23.84088287,8.07,,,,0.53,,
ASO1-95_total_1.2-6_20210630,C21,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,31.60998254,23.86101869,7.75,,,,0.21,,
ASO1-95_total_1.2-6_20210630,C22,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,31.89329168,23.69123664,8.20,,,,0.66,0.62,0.65
ASO1-95_total_1.2-6_20210630,C23,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,31.93708636,23.62764134,8.31,,,,0.77,,
ASO1-95_total_1.2-6_20210630,C24,ASO13_3,KQ974_L20_5-10-5_3uM_P1.2-1,31.67006112,23.69127185,7.98,,,,0.44,,
ASO1-95_total_1.2-6_20210630,D1,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,37.44047162,26.9946777,10.45,,,,2.91,2.87,0.14
ASO1-95_total_1.2-6_20210630,D2,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,37.4401078,27.02108853,10.42,,,,2.88,,
ASO1-95_total_1.2-6_20210630,D3,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,37.37515609,27.02541495,10.35,,,,2.81,,
ASO1-95_total_1.2-6_20210630,D4,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,35.8546866,26.59077087,9.26,,,,1.72,1.89,0.27
ASO1-95_total_1.2-6_20210630,D5,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,35.75744199,26.49119786,9.27,,,,1.73,,
ASO1-95_total_1.2-6_20210630,D6,ASO8_10,KQ373_L20_5-10-5_10uM_P1.2-1,36.26293545,26.51879734,9.74,,,,2.21,,
ASO1-95_total_1.2-6_20210630,D7,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.60472426,25.69971176,8.91,,,,1.37,1.30,0.41
ASO1-95_total_1.2-6_20210630,D8,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.103136,25.59552891,8.51,,,,0.97,,
ASO1-95_total_1.2-6_20210630,D9,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.7079814,25.59878056,9.11,,,,1.57,,
ASO1-95_total_1.2-6_20210630,D10,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.11439972,25.14166962,8.97,,,,1.43,1.83,0.28
ASO1-95_total_1.2-6_20210630,D11,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.72161256,25.10366304,9.62,,,,2.08,,
ASO1-95_total_1.2-6_20210630,D12,ASO8_3,KQ373_L20_5-10-5_3uM_P1.2-1,34.62224709,25.11585365,9.51,,,,1.97,,
ASO1-95_total_1.2-6_20210630,D13,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,34.55321702,27.75449745,6.80,,,,-0.74,-0.23,1.18
ASO1-95_total_1.2-6_20210630,D14,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,35.17558454,27.76368121,7.41,,,,-0.13,,
ASO1-95_total_1.2-6_20210630,D15,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,35.46507615,27.76007114,7.71,,,,0.17,,
ASO1-95_total_1.2-6_20210630,D16,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,34.3484651,27.16155783,7.19,,,,-0.35,-0.28,1.21
ASO1-95_total_1.2-6_20210630,D17,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,34.79393374,27.11052982,7.68,,,,0.14,,
ASO1-95_total_1.2-6_20210630,D18,ASO14_10,KQ387_L20_5-10-5_10uM_P1.2-1,33.98495524,27.06998179,6.91,,,,-0.62,,
ASO1-95_total_1.2-6_20210630,D19,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,32.96785058,24.81709756,8.15,,,,0.61,0.56,0.68
ASO1-95_total_1.2-6_20210630,D20,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,32.65685571,24.80274674,7.85,,,,0.32,,
ASO1-95_total_1.2-6_20210630,D21,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,33.11720199,24.82801343,8.29,,,,0.75,,
ASO1-95_total_1.2-6_20210630,D22,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,32.67773015,24.13896477,8.54,,,,1.00,1.10,0.47
ASO1-95_total_1.2-6_20210630,D23,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,32.85251427,24.15185929,8.70,,,,1.16,,
ASO1-95_total_1.2-6_20210630,D24,ASO14_3,KQ387_L20_5-10-5_3uM_P1.2-1,32.81198092,24.14281757,8.67,,,,1.13,,
ASO1-95_total_1.2-6_20210630,E1,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,35.1691415,26.02367022,9.15,,,,1.61,1.83,0.28
ASO1-95_total_1.2-6_20210630,E2,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,35.22470234,26.06555025,9.16,,,,1.62,,
ASO1-95_total_1.2-6_20210630,E3,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,35.8648359,26.07056704,9.79,,,,2.26,,
ASO1-95_total_1.2-6_20210630,E4,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,35.78453869,25.94830945,9.84,,,,2.30,1.37,0.39
ASO1-95_total_1.2-6_20210630,E5,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,34.77467894,25.90938271,8.87,,,,1.33,,
ASO1-95_total_1.2-6_20210630,E6,ASO9_10,KQ372_L20_5-10-5_10uM_P1.2-1,33.96072754,25.93655152,8.02,,,,0.49,,
ASO1-95_total_1.2-6_20210630,E7,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,33.60979601,25.20775512,8.40,,,,0.86,1.14,0.45
ASO1-95_total_1.2-6_20210630,E8,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,34.03108777,25.13828634,8.89,,,,1.35,,
ASO1-95_total_1.2-6_20210630,E9,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,33.88133076,25.14418757,8.74,,,,1.20,,
ASO1-95_total_1.2-6_20210630,E10,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,32.70328378,24.33476299,8.37,,,,0.83,1.30,0.41
ASO1-95_total_1.2-6_20210630,E11,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,33.50628608,24.25429733,9.25,,,,1.71,,
ASO1-95_total_1.2-6_20210630,E12,ASO9_3,KQ372_L20_5-10-5_3uM_P1.2-1,33.1315232,24.22597392,8.91,,,,1.37,,
ASO1-95_total_1.2-6_20210630,E13,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,33.3233372,24.88872898,8.43,,,,0.90,0.45,0.73
ASO1-95_total_1.2-6_20210630,E14,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,32.37634712,24.89294827,7.48,,,,-0.06,,
ASO1-95_total_1.2-6_20210630,E15,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,32.93693207,24.90097931,8.04,,,,0.50,,
ASO1-95_total_1.2-6_20210630,E16,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,32.0391677,24.16838211,7.87,,,,0.33,0.48,0.72
ASO1-95_total_1.2-6_20210630,E17,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,32.26814286,24.14276078,8.13,,,,0.59,,
ASO1-95_total_1.2-6_20210630,E18,ASO32_10,KQ908_L20_5-10-5_10uM_P1.2-1,32.22244433,24.1516135,8.07,,,,0.53,,
ASO1-95_total_1.2-6_20210630,E19,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,31.76140252,24.01037587,7.75,,,,0.21,0.16,0.90
ASO1-95_total_1.2-6_20210630,E20,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,31.61424749,24.01177345,7.60,,,,0.06,,
ASO1-95_total_1.2-6_20210630,E21,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,31.75409459,24.01799462,7.74,,,,0.20,,
ASO1-95_total_1.2-6_20210630,E22,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,31.78562111,24.54362928,7.24,,,,-0.30,-0.14,1.10
ASO1-95_total_1.2-6_20210630,E23,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,32.04693605,24.51375579,7.53,,,,-0.01,,
ASO1-95_total_1.2-6_20210630,E24,ASO32_3,KQ908_L20_5-10-5_3uM_P1.2-1,32.02992353,24.59698786,7.43,,,,-0.11,,
ASO1-95_total_1.2-6_20210630,F1,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.81585713,26.72736493,9.09,,,,1.55,1.21,0.43
ASO1-95_total_1.2-6_20210630,F2,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.19596114,26.67919525,8.52,,,,0.98,,
ASO1-95_total_1.2-6_20210630,F3,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.32758347,26.69846093,8.63,,,,1.09,,
ASO1-95_total_1.2-6_20210630,F4,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.99634974,26.78135817,9.21,,,,1.68,1.37,0.39
ASO1-95_total_1.2-6_20210630,F5,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.50607273,26.79803654,8.71,,,,1.17,,
ASO1-95_total_1.2-6_20210630,F6,ASO10_10,KQ280_L20_5-10-5_10uM_P1.2-1,35.57091788,26.75584746,8.82,,,,1.28,,
ASO1-95_total_1.2-6_20210630,F7,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,33.80035806,25.63011597,8.17,,,,0.63,0.67,0.63
ASO1-95_total_1.2-6_20210630,F8,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,34.00656732,25.66705595,8.34,,,,0.80,,
ASO1-95_total_1.2-6_20210630,F9,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,33.74445808,25.63465924,8.11,,,,0.57,,
ASO1-95_total_1.2-6_20210630,F10,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,34.71977831,26.26085507,8.46,,,,0.92,0.69,0.62
ASO1-95_total_1.2-6_20210630,F11,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,34.61857621,26.14043884,8.48,,,,0.94,,
ASO1-95_total_1.2-6_20210630,F12,ASO10_3,KQ280_L20_5-10-5_3uM_P1.2-1,33.97278855,26.23240618,7.74,,,,0.20,,
ASO1-95_total_1.2-6_20210630,F13,ASO33_10,KQ907_L20_5-10-5_10uM_P1.2-1,34.58921486,28.03257248,6.56,,,,-0.98,-0.58,1.50
ASO1-95_total_1.2-6_20210630,F14,ASO33_10,KQ907_L20_5-10-5_10uM_P1.2-1,35.03835226,28.07539848,6.96,,,,-0.58,,
ASO1-95_total_1.2-6_20210630,F15,ASO33_10,KQ907_L20_5-10-5_10uM_P1.2-1,35.44073281,28.08450267,7.36,,,,-0.18,,
