Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO268-186_MT_1.2-8_20210701,O1,Na夫e_P1.2-6,Na夫e_P1.2-6,30.60264139,22.95996054,7.64,,,,0.02,-0.01,1.01
ASO268-186_MT_1.2-8_20210701,O2,Na夫e_P1.2-6,Na夫e_P1.2-6,30.47121287,22.89769318,7.57,,,,-0.05,,
ASO268-186_MT_1.2-8_20210701,O3,Na夫e_P1.2-6,Na夫e_P1.2-6,30.56751773,22.93953438,7.63,,,,0.00,,
ASO268-186_MT_1.2-8_20210701,O4,Na夫e_P1.2-6,Na夫e_P1.2-6,30.20289488,22.77314806,7.43,,,,-0.19,-0.23,1.18
ASO268-186_MT_1.2-8_20210701,O5,Na夫e_P1.2-6,Na夫e_P1.2-6,30.1487822,22.80680972,7.34,,,,-0.28,,
ASO268-186_MT_1.2-8_20210701,O6,Na夫e_P1.2-6,Na夫e_P1.2-6,30.29213656,22.89081061,7.40,,,,-0.22,,
ASO268-186_MT_1.2-8_20210701,O7,Na夫e_P1.2-6,Na夫e_P1.2-6,30.01205135,22.617584,7.39,,,,-0.23,-0.24,1.18
ASO268-186_MT_1.2-8_20210701,O8,Na夫e_P1.2-6,Na夫e_P1.2-6,30.10920399,22.66047624,7.45,,,,-0.18,,
ASO268-186_MT_1.2-8_20210701,O9,Na夫e_P1.2-6,Na夫e_P1.2-6,29.94700825,22.65251271,7.29,,,,-0.33,,
ASO268-186_MT_1.2-8_20210701,P1,Na夫e_P1.2-6,Na夫e_P1.2-6,30.25719455,22.91359452,7.34,,,,-0.28,-0.18,1.14
ASO268-186_MT_1.2-8_20210701,P2,Na夫e_P1.2-6,Na夫e_P1.2-6,30.46393593,22.97203524,7.49,,,,-0.13,,
ASO268-186_MT_1.2-8_20210701,P3,Na夫e_P1.2-6,Na夫e_P1.2-6,30.63706986,23.15078914,7.49,,,,-0.14,,
ASO268-186_MT_1.2-8_20210701,P4,Na夫e_P1.2-6,Na夫e_P1.2-6,30.71488564,23.14489403,7.57,,,,-0.05,-0.08,1.06
ASO268-186_MT_1.2-8_20210701,P5,Na夫e_P1.2-6,Na夫e_P1.2-6,30.69718026,23.16755219,7.53,,,,-0.09,,
ASO268-186_MT_1.2-8_20210701,P6,Na夫e_P1.2-6,Na夫e_P1.2-6,30.70983926,23.19055022,7.52,,,,-0.10,,
ASO268-186_MT_1.2-8_20210701,P7,Na夫e_P1.2-6,Na夫e_P1.2-6,29.98394005,22.71069805,7.27,,,,-0.35,-0.38,1.30
ASO268-186_MT_1.2-8_20210701,P8,Na夫e_P1.2-6,Na夫e_P1.2-6,29.98750223,22.73137922,7.26,,,,-0.37,,
ASO268-186_MT_1.2-8_20210701,P9,Na夫e_P1.2-6,Na夫e_P1.2-6,29.98181158,22.77534118,7.21,,,,-0.42,,
ASO268-186_MT_1.2-8_20210701,O10,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.23328501,24.3695005,9.86,,,,2.24,2.23,0.21
ASO268-186_MT_1.2-8_20210701,O11,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.22101645,24.40594836,9.82,,,,2.19,,
ASO268-186_MT_1.2-8_20210701,O12,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.37955924,24.5078983,9.87,,,,2.25,,
ASO268-186_MT_1.2-8_20210701,P10,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.15610706,24.49045871,9.67,,,,2.04,2.08,0.24
ASO268-186_MT_1.2-8_20210701,P11,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.04515298,24.56248844,9.48,,,,1.86,,
ASO268-186_MT_1.2-8_20210701,P12,Ionis1375651_10_P1.2-6,Ionis1375651_10uM_P1.2-6,34.48318634,24.53359196,9.95,,,,2.33,,
ASO268-186_MT_1.2-8_20210701,O13,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.51137094,24.91177578,7.60,7.63,7.62,0.13,-0.02,0.01,0.99
ASO268-186_MT_1.2-8_20210701,O14,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.6887144,24.94014289,7.75,,,,0.12,,
ASO268-186_MT_1.2-8_20210701,O15,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.58102896,25.03007044,7.55,,,,-0.07,,
ASO268-186_MT_1.2-8_20210701,O16,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.38706767,24.07758167,7.31,7.44,,,-0.31,-0.18,1.13
ASO268-186_MT_1.2-8_20210701,O17,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.55980415,24.08515996,7.47,,,,-0.15,,
ASO268-186_MT_1.2-8_20210701,O18,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,31.66550041,24.12093789,7.54,,,,-0.08,,
ASO268-186_MT_1.2-8_20210701,P13,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.03045061,25.13586686,7.89,7.65,,,0.27,0.03,0.98
ASO268-186_MT_1.2-8_20210701,P14,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.66323036,25.18362065,7.48,,,,-0.14,,
ASO268-186_MT_1.2-8_20210701,P15,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,32.84781706,25.26156386,7.59,,,,-0.04,,
ASO268-186_MT_1.2-8_20210701,P16,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.11309551,25.56920577,7.54,7.77,,,-0.08,0.14,0.91
ASO268-186_MT_1.2-8_20210701,P17,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.21956844,25.5783813,7.64,,,,0.02,,
ASO268-186_MT_1.2-8_20210701,P18,Ionis676630_10_P1.2-6,Ionis676630_10uM_P1.2-6,33.74784082,25.63449682,8.11,,,,0.49,,
ASO268-186_MT_1.2-8_20210701,I1,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.29083653,23.30254426,6.99,,,,-0.64,-0.60,1.51
ASO268-186_MT_1.2-8_20210701,I2,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.25385348,23.30266757,6.95,,,,-0.67,,
ASO268-186_MT_1.2-8_20210701,I3,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.48901919,23.35078543,7.14,,,,-0.49,,
ASO268-186_MT_1.2-8_20210701,I4,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.03625002,22.6683876,7.37,,,,-0.26,-0.22,1.16
ASO268-186_MT_1.2-8_20210701,I5,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.09195852,22.71076699,7.38,,,,-0.24,,
ASO268-186_MT_1.2-8_20210701,I6,ASO142_10,KQ943_L20_5-10-5_10uM_P1.2-6,30.24936643,22.77596368,7.47,,,,-0.15,,
ASO268-186_MT_1.2-8_20210701,I7,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.35008624,22.96052479,7.39,,,,-0.23,-0.32,1.25
ASO268-186_MT_1.2-8_20210701,I8,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.27580374,22.95751592,7.32,,,,-0.31,,
ASO268-186_MT_1.2-8_20210701,I9,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.27510744,23.07195723,7.20,,,,-0.42,,
ASO268-186_MT_1.2-8_20210701,I10,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,29.90528022,22.70560704,7.20,,,,-0.42,-0.34,1.27
ASO268-186_MT_1.2-8_20210701,I11,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.02524422,22.70454176,7.32,,,,-0.30,,
ASO268-186_MT_1.2-8_20210701,I12,ASO142_3,KQ943_L20_5-10-5_3uM_P1.2-6,30.06241619,22.73060925,7.33,,,,-0.29,,
ASO268-186_MT_1.2-8_20210701,I13,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,33.20192098,24.08108151,9.12,,,,1.50,1.67,0.31
ASO268-186_MT_1.2-8_20210701,I14,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,33.32235008,24.06212599,9.26,,,,1.64,,
ASO268-186_MT_1.2-8_20210701,I15,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,33.60696027,24.11372641,9.49,,,,1.87,,
ASO268-186_MT_1.2-8_20210701,I16,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,33.09738512,23.814046,9.28,,,,1.66,1.49,0.36
ASO268-186_MT_1.2-8_20210701,I17,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,32.87346571,23.84879632,9.02,,,,1.40,,
ASO268-186_MT_1.2-8_20210701,I18,ASO175_10,KQ993_L20_5-10-5_10uM_P1.2-6,32.98942376,23.95086926,9.04,,,,1.41,,
ASO268-186_MT_1.2-8_20210701,I19,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.39094399,23.09543032,8.30,,,,0.67,0.75,0.59
ASO268-186_MT_1.2-8_20210701,I20,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.52024862,23.09906261,8.42,,,,0.80,,
ASO268-186_MT_1.2-8_20210701,I21,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.56163725,23.14891617,8.41,,,,0.79,,
ASO268-186_MT_1.2-8_20210701,I22,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,32.00263591,23.30702777,8.70,,,,1.07,0.91,0.53
ASO268-186_MT_1.2-8_20210701,I23,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.91350144,23.38616767,8.53,,,,0.90,,
ASO268-186_MT_1.2-8_20210701,I24,ASO175_3,KQ993_L20_5-10-5_3uM_P1.2-6,31.77732604,23.39006215,8.39,,,,0.76,,
ASO268-186_MT_1.2-8_20210701,J1,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.33811985,25.42854879,6.91,,,,-0.71,-0.74,1.67
ASO268-186_MT_1.2-8_20210701,J2,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.09456359,25.40971096,6.68,,,,-0.94,,
ASO268-186_MT_1.2-8_20210701,J3,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.56111132,25.49739904,7.06,,,,-0.56,,
ASO268-186_MT_1.2-8_20210701,J4,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.44437843,24.73032229,7.71,,,,0.09,0.11,0.93
ASO268-186_MT_1.2-8_20210701,J5,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.50792257,24.764901,7.74,,,,0.12,,
ASO268-186_MT_1.2-8_20210701,J6,ASO155_10,KQ463_L20_5-10-5_10uM_P1.2-6,32.52387926,24.77820087,7.75,,,,0.12,,
ASO268-186_MT_1.2-8_20210701,J7,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,29.96784204,22.64062976,7.33,,,,-0.30,-0.30,1.24
ASO268-186_MT_1.2-8_20210701,J8,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,30.05251578,22.66521558,7.39,,,,-0.24,,
ASO268-186_MT_1.2-8_20210701,J9,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,29.95291623,22.71001461,7.24,,,,-0.38,,
ASO268-186_MT_1.2-8_20210701,J10,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,30.57401422,23.02667224,7.55,,,,-0.08,-0.10,1.07
ASO268-186_MT_1.2-8_20210701,J11,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,30.50850371,23.03351838,7.47,,,,-0.15,,
ASO268-186_MT_1.2-8_20210701,J12,ASO155_3,KQ463_L20_5-10-5_3uM_P1.2-6,30.61312639,23.06881766,7.54,,,,-0.08,,
ASO268-186_MT_1.2-8_20210701,J13,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,34.06645191,25.51170444,8.55,,,,0.93,1.05,0.48
ASO268-186_MT_1.2-8_20210701,J14,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,34.18529922,25.51735948,8.67,,,,1.04,,
ASO268-186_MT_1.2-8_20210701,J15,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,34.33529175,25.54661971,8.79,,,,1.16,,
ASO268-186_MT_1.2-8_20210701,J16,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,35.52660456,26.76164839,8.76,,,,1.14,1.12,0.46
ASO268-186_MT_1.2-8_20210701,J17,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,35.29572909,26.79231242,8.50,,,,0.88,,
ASO268-186_MT_1.2-8_20210701,J18,ASO176_10,KQ473_L20_5-10-5_10uM_P1.2-6,35.7853032,26.8161498,8.97,,,,1.35,,
ASO268-186_MT_1.2-8_20210701,J19,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.46915969,23.37529537,8.09,,,,0.47,0.40,0.76
ASO268-186_MT_1.2-8_20210701,J20,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.35879261,23.32774976,8.03,,,,0.41,,
ASO268-186_MT_1.2-8_20210701,J21,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.39946217,23.44105154,7.96,,,,0.33,,
ASO268-186_MT_1.2-8_20210701,J22,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.70339018,23.64958183,8.05,,,,0.43,0.37,0.77
ASO268-186_MT_1.2-8_20210701,J23,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.70302223,23.69220888,8.01,,,,0.39,,
ASO268-186_MT_1.2-8_20210701,J24,ASO176_3,KQ473_L20_5-10-5_3uM_P1.2-6,31.64702553,23.73647504,7.91,,,,0.29,,
