Experiment Name,Position,SampleName,ASO Microsynth ID ,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 7,Avg,SD,ddCt,Avg_ddCt,Exp,Unnamed: 13,Unnamed: 14,Unnamed: 15
ASO469-516_MT_1.2-4_20210630,F9,ASO474_3,KQ2054_L21_7-08-6_3uM_P40,32.5956725791398,24.6366884778349,7.958984101304903,,,,-0.9050356820347538,,,,,
ASO469-516_MT_1.2-4_20210630,F10,ASO474_3,KQ2054_L21_7-08-6_3uM_P40,34.0597376067797,24.9058555372419,9.153882069537797,,,,0.28986228619814014,0.28873700477460673,0.8186183975385499,,,
ASO469-516_MT_1.2-4_20210630,F11,ASO474_3,KQ2054_L21_7-08-6_3uM_P40,34.2644115710583,24.9345468485782,9.329864722480096,,,,0.4658449391404389,,,,,
ASO469-516_MT_1.2-4_20210630,F12,ASO474_3,KQ2054_L21_7-08-6_3uM_P40,33.9381252348499,24.963601662525,8.974523572324898,,,,0.11050378898524116,,,,,
ASO469-516_MT_1.2-4_20210630,A13,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,36.5696718843828,26.305984020435,10.263687863947798,,,,1.3996680806081407,1.1519232763537761,0.45002489693500475,,,
ASO469-516_MT_1.2-4_20210630,A14,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,35.8720635080226,26.3824081745402,9.4896553334824,,,,0.6256355501427429,,,,,
ASO469-516_MT_1.2-4_20210630,A15,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,36.635819119181,26.3413331375309,10.294485981650102,,,,1.4304661983104445,,,,,
ASO469-516_MT_1.2-4_20210630,A16,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,35.5488171373352,25.7073539187811,9.8414632185541,,,,0.9774434352144432,1.3192281205534435,0.4007492927632196,,,
ASO469-516_MT_1.2-4_20210630,A17,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,35.805073361162,25.6664039141206,10.138669447041401,,,,1.2746496637017444,,,,,
ASO469-516_MT_1.2-4_20210630,A18,ASO475_10,KQ2055_L21_7-08-6_10uM_P40,36.2830099343011,25.7133988882173,10.5696110460838,,,,1.705591262744143,,,,,
ASO469-516_MT_1.2-4_20210630,A19,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,34.0031151601085,23.900329181975,10.1027859781335,,,,1.2387661947938433,0.9861158996195414,0.5048350909925666,,,
ASO469-516_MT_1.2-4_20210630,A20,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,33.5077343496277,23.7986977073589,9.709036642268796,,,,0.8450168589291387,,,,,
ASO469-516_MT_1.2-4_20210630,A21,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,33.6060973099481,23.8675128814728,9.7385844284753,,,,0.8745646451356421,,,,,
ASO469-516_MT_1.2-4_20210630,A22,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,34.2979301362454,23.8451718170543,10.452758319191098,,,,1.5887385358514408,1.18943876987174,0.4384734002499662,,,
ASO469-516_MT_1.2-4_20210630,A23,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,33.7662292521921,23.8730496298819,9.893179622310196,,,,1.0291598389705392,,,,,
ASO469-516_MT_1.2-4_20210630,A24,ASO475_3,KQ2055_L21_7-08-6_3uM_P40,33.7106180522799,23.896180334147,9.814437718132897,,,,0.95041793479324,,,,,
ASO469-516_MT_1.2-4_20210630,B13,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,34.2764014212313,24.5047117913397,9.771689629891597,,,,0.9076698465519399,1.527761818708375,0.34681499487099343,,,
ASO469-516_MT_1.2-4_20210630,B14,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,35.8017251923407,24.5724275126597,11.229297679680997,,,,2.3652778963413397,,,,,
ASO469-516_MT_1.2-4_20210630,B15,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,34.7429506374307,24.5685931408592,10.174357496571503,,,,1.3103377132318457,,,,,
ASO469-516_MT_1.2-4_20210630,B16,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,34.3273933679379,24.315597960087,10.0117954078509,,,,1.1477756245112438,1.0271358418527778,0.49068332779581525,,,
ASO469-516_MT_1.2-4_20210630,B17,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,33.8714278042614,24.268970786777,9.6024570174844,,,,0.7384372341447438,,,,,
ASO469-516_MT_1.2-4_20210630,B18,ASO476_10,KQ2056_L21_7-08-6_10uM_P40,34.3621833941403,24.3029689438983,10.059214450242003,,,,1.1951946669023457,,,,,
ASO469-516_MT_1.2-4_20210630,B19,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,32.0798718624712,22.4459288101909,9.633943052280301,,,,0.7699232689406443,0.6401753101958446,0.6416349752772638,,,
ASO469-516_MT_1.2-4_20210630,B20,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,31.920085641953,22.4927381045189,9.427347537434102,,,,0.5633277540944448,,,,,
ASO469-516_MT_1.2-4_20210630,B21,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,32.0214923014378,22.5701976105457,9.451294690892102,,,,0.5872749075524446,,,,,
ASO469-516_MT_1.2-4_20210630,B22,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,31.5855277874359,22.3010599805193,9.284467806916599,,,,0.42044802357694167,0.4830875028932091,0.7154448652589747,,,
ASO469-516_MT_1.2-4_20210630,B23,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,31.4996617482105,22.2504850601846,9.249176688025898,,,,0.38515690468624086,,,,,
ASO469-516_MT_1.2-4_20210630,B24,ASO476_3,KQ2056_L21_7-08-6_3uM_P40,31.8000773864889,22.2924000227328,9.507677363756102,,,,0.6436575804164448,,,,,
ASO469-516_MT_1.2-4_20210630,C13,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,35.3493108098523,25.6140205712041,9.735290238648197,,,,0.8712704553085402,0.7187926008325091,0.6076057379500172,,,
ASO469-516_MT_1.2-4_20210630,C14,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,35.46991066692,25.6598588824397,9.8100517844803,,,,0.9460320011406438,,,,,
ASO469-516_MT_1.2-4_20210630,C15,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,34.8564003867154,25.6533052573274,9.203095129388,,,,0.3390753460483431,,,,,
ASO469-516_MT_1.2-4_20210630,C16,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,35.8434196377676,25.3868603406909,10.456559297076701,,,,1.5925395137370444,1.0029483676954432,0.49897921704055503,,,
ASO469-516_MT_1.2-4_20210630,C17,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,34.8945228484424,25.4784247501336,9.416098098308801,,,,0.552078314969144,,,,,
ASO469-516_MT_1.2-4_20210630,C18,ASO477_10,KQ2057_L21_7-08-6_10uM_P40,35.1634430844237,25.4351960267039,9.728247057719798,,,,0.8642272743801414,,,,,
ASO469-516_MT_1.2-4_20210630,C19,ASO477_3,KQ2057_L21_7-08-6_3uM_P40,32.3030218574912,22.7603072830213,9.542714574469901,,,,0.6786947911302441,0.9390691607144094,0.5215692928877937,,,
ASO469-516_MT_1.2-4_20210630,C20,ASO477_3,KQ2057_L21_7-08-6_3uM_P40,32.6978911610182,22.7709815958696,9.926909565148598,,,,1.0628897818089413,,,,,
