Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
ID,WT,,MT,,Total,,,,,,,,
Naïve_P17,1.0015823729649271,,1.0016241126427912,,1.0031650520172335,,,,,,,,
Ionis1375651_10_P17,0.2080549067898522,0.17869139231878803,0.23671648117461297,0.21499504034997316,0.15480872879663085,0.11668209975191146,,,,,,,
Ionis1375651_3_P17,0.2694834990051617,0.12360181424074979,0.24029003282686698,0.1582493885246537,0.24516863775053507,0.11366960685274365,,,,,,,
Ionis676630_10_P17,3.713258442316583,0.4273036236658266,3.397035301595978,0.43423829624730326,0.9566599481661693,0.3982215355368935,,,,,,,
KQ954_10,0.4442773956095079,0.8136188385590986,0.37923923280865984,0.5738256561182814,0.20181476202396467,0.415259079752994,,,,,,,
KQ954_3,0.660637644807208,0.6575782001770577,0.5122007442030588,0.5264771810854332,0.3373132161596046,0.35738399750455274,,,,,,,
KQ955_10,0.44617135736820407,0.6706970002270166,0.24125004755366986,0.29137339081172015,0.20928506795329996,0.298200777611106,,,,,,,
KQ955_3,0.5171547939474156,0.5621044257572192,0.32695138983019406,0.2902020654736855,0.2870172113262987,0.30111592539731746,,,,,,,
KQ956_10,0.5213222513753738,0.5936203402810737,0.3572550236989691,0.34334911576830995,0.23045561888534324,0.30341058531040727,,,,,,,
KQ956_3,0.6066430173200758,0.6519992647263734,0.489788100777722,0.5249733413506561,0.486508709607713,0.4622185947980215,,,,,,,
KQ957_10,0.35400417548925794,0.5728402134281838,0.2640601443501967,0.37907794115632076,0.18224950714838403,0.3148731826548327,,,,,,,
KQ957_3,0.4584400396225445,0.6695945645098904,0.39772290956414236,0.5217591243135938,0.30015901177324017,0.4441397840055365,,,,,,,
KQ958_10,0.6248476214885844,0.5959405878597036,0.31368820324879126,0.4472192093799676,0.2382106095211045,0.31466528345536243,,,,,,,
KQ958_3,0.45172846767194996,0.7710448828202163,0.34856311785427946,0.5808688971540096,0.24190384962343203,0.5641986775182734,,,,,,,
KQ959_10,0.6920123731075439,0.9880052226960933,0.5243041335157311,0.620950160750978,0.37179597908108525,0.6752075478259579,,,,,,,
KQ959_3,0.493373424551067,0.4962283593698716,0.3929208215918349,0.36907489248445535,0.27383678580505805,0.2459487745556785,,,,,,,
KQ996_10,0.7444806409647318,0.8037307234957588,0.5367517689107625,0.5420706483526136,0.42483039201351835,0.34043477008169165,,,,,,,
KQ996_3,0.877742658010562,0.8356680412300003,0.7054522965828632,0.6502855323970991,0.49110855973679435,0.4249877818829419,,,,,,,
KQ487_10,0.6559952344409301,0.5103377935191645,0.4584290518933927,0.40931586324869507,0.35288707899957744,0.3208155762481921,,,,,,,
KQ487_3,0.5786630212902594,0.4818146831089029,0.5363461767646841,0.35925800138931346,0.4393763367412929,0.3010232017397613,,,,,,,
KQ486_10,1.0752250637497451,0.6661681724899174,0.5847725258041512,0.40533350137722035,0.4999651679662008,0.3123609781022489,,,,,,,
KQ486_3,0.7194886975675256,0.6162511891062256,0.5369522227781719,0.37889530944084204,0.45955201219958325,0.3099500955070524,,,,,,,
KQ485_10,0.9189238834563715,0.914037973716925,0.9241060626771728,0.638526065687537,0.7947836724046216,0.8234438398105338,,,,,,,
KQ485_3,0.7480447667298225,0.7095761408461829,0.5995037627186687,0.5573032348152767,0.3512234711186318,0.31434944951688887,,,,,,,
KQ484_10,0.6603603715963835,0.8038814824230265,0.47880826426723705,0.477098066524097,0.40708184062441344,0.39375632836713487,,,,,,,
KQ484_3,0.5388666240233625,0.3863928334251292,0.3963485100974646,0.32758009733943955,0.3627886515622694,0.2928988113692035,,,,,,,
KQ297_10,0.44549899120948694,0.3762875656755688,0.34179496496343537,0.26601400449657947,0.3553321511694742,0.2563637590665296,,,,,,,
KQ297_3,0.393489174518941,0.34733617728141813,0.29521243871817154,0.22954767974426882,0.31787519594241814,0.23023666761895958,,,,,,,
Naïve_P18,1.0063149522143262,,1.0039070656719382,,1.0020847369811743,,,,,,,,
Ionis1375651_10_P18,0.18278481882906314,0.18733372554941882,0.17343971892472435,0.11008836839030144,0.14387941965444043,0.08330341980095664,,,,,,,
Ionis1375651_3_P18,0.18435514775462292,0.1881574951890946,0.20468163090361122,0.2516268694090063,0.12168741399671451,0.19364945772814637,,,,,,,
Ionis676630_10_P18,0.6155136092890306,0.5313101889331743,0.5856615021105546,0.3574613036762246,0.5552355142524975,0.3912225313881548,,,,,,,
KQ997_10,0.35676734905728863,0.37504569682435357,0.32761466003089645,0.31020972664165053,0.19453244765443425,0.1781322534359033,,,,,,,
KQ997_3,0.616851866572115,0.6127921255117321,0.5122042810178941,0.4646932983914298,0.353071110480903,0.340217859958702,,,,,,,
KQ349_10,0.32559671246569216,0.4193021081895405,0.2944784858861047,0.3296323552526695,0.2496920829683591,0.27401657170191235,,,,,,,
KQ349_3,0.4247599481474425,0.5709489255572012,0.38350903204280207,0.5148630352573625,0.24846211123739584,0.37153035232609644,,,,,,,
KQ348_10,0.4142780179917134,0.5338225237763574,0.3434432082289997,0.4144388175495866,0.3341801306422498,0.3610278681574803,,,,,,,
KQ348_3,0.48166944266989953,0.5415989953677293,0.40528933716715576,0.43581924207981065,0.31787124347528456,0.4173185961950756,,,,,,,
KQ272_10,0.23559855386542758,0.29784579040751685,0.19529376530319698,0.2773654134290972,0.21823676047715104,0.2941778849661171,,,,,,,
KQ272_3,0.28298230190826695,0.31319950169949784,0.2762762935712646,0.26885186644087256,0.29654606399159106,0.29746355363187804,,,,,,,
KQ347_10,0.3274040917474958,0.5521982117420865,0.3498769721057135,0.5159501859873769,0.20117449503906834,0.4196040748772289,,,,,,,
KQ347_3,0.4726281047739119,0.5503388881512681,0.4889013219438283,0.5175298174646333,0.32059989238797787,0.4386911881852626,,,,,,,
KQ271_10,0.2543978028104927,0.31262926094954874,0.25013171502884946,0.2917969898109666,0.17461519553236812,0.19698981684198857,,,,,,,
KQ271_3,0.3534176116340624,0.4344532548525333,0.32787531030063766,0.4030478103634061,0.21632257641426467,0.29393462025835243,,,,,,,
KQ998_10,0.8999191732513777,1.03388644219286,0.9318253814505749,1.0231460305349795,0.5834611433731616,0.6164357306920821,,,,,,,
KQ998_3,0.9597541854002424,0.7410687144712372,0.9461236904991077,1.7678382715665637,0.8346175204705982,1.090116164573133,,,,,,,
KQ494_10,0.9002535639965844,0.5385075966249532,0.6788246977198243,0.6118734569109144,0.3489636416517909,0.4043867127959174,,,,,,,
KQ494_3,0.7236755872834367,1.0745696710934771,0.7027250736063501,0.8384410463180796,0.4669019855968046,0.5301938494585529,,,,,,,
KQ493_10,0.3420560847100124,0.38316326424890157,0.5242221021875895,0.3183683954901433,0.38034625896649205,0.4013476959321458,,,,,,,
KQ493_3,0.6051970126254781,0.550850955590998,0.5019950606085356,0.3668169634915319,0.3849314751831587,0.40764988819957865,,,,,,,
KQ492_10,0.2715226647747488,0.2388040676865523,0.25695567865530783,0.38678644546171453,0.3373850032698217,0.5767943982245973,,,,,,,
KQ492_3,0.5572361671754238,0.5674906421257452,0.6705255343011713,0.6657083250770882,0.5599517675448992,0.5225322968837482,,,,,,,
KQ491_10,0.5032708417537842,0.6439319607424455,0.37859322556272296,0.5636636092311981,0.2654507722313302,0.33880272949205087,,,,,,,
KQ491_3,0.7314518045503622,0.6546576612913437,0.656363803518535,0.5867677204474617,0.5675806113746653,0.41223883844222625,,,,,,,
KQ298_10,0.4654413205528503,0.5554946034190372,0.32091031483554633,0.3909370889944868,0.2662341519044305,0.30624171409884804,,,,,,,
KQ298_3,0.5174681600090065,0.5456678498921056,0.4208521416985496,0.4631450909318396,0.36121732083059727,0.3724277187078247,,,,,,,
