Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,Avg,dCt,Unnamed: 7,Avg.1,SD,ddCt,Avg_ddCt,Exp
ASO433-456_WT_20210622,E13,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,35.5292295616316,26.3205777940671,9.208651767564504,,,,0.594091099136719,0.8462015524486167,0.5562473440441327
ASO433-456_WT_20210622,E14,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,35.9564745181526,26.2484136616085,9.708060856544105,,,,1.0935001881163195,,
ASO433-456_WT_20210622,E15,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,35.7601995534708,26.2946255149502,9.465574038520597,,,,0.8510133700928115,,
ASO433-456_WT_20210622,E16,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,35.7783713149489,26.1833434845943,9.5950278303546,,,,0.9804671619268142,0.8825547439650142,0.5424060802766784
ASO433-456_WT_20210622,E17,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,36.1609042043703,26.1854250987224,9.975479105647896,,,,1.3609184372201106,,
ASO433-456_WT_20210622,E18,ASO443_10,KQ2023_L21_6-10-5_10uM_P37,35.1783777460258,26.2575384448499,8.920839301175903,,,,0.30627863274811773,,
ASO433-456_WT_20210622,E19,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.1998492021748,23.62597721576,9.573871986414805,,,,0.9593113179870194,1.006916884665949,0.4976085278885128
ASO433-456_WT_20210622,E20,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.2600855106247,23.609326197119,9.650759313505699,,,,1.0361986450779135,,
ASO433-456_WT_20210622,E21,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.283449524579,23.6436481652183,9.6398013593607,,,,1.0252406909329146,,
ASO433-456_WT_20210622,E22,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.1652487685635,23.6694551465704,9.495793621993101,,,,0.8812329535653163,0.9198562066497166,0.5285616993763522
ASO433-456_WT_20210622,E23,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.2180241767389,23.6760930236059,9.541931153133,,,,0.9273704847052144,,
ASO433-456_WT_20210622,E24,ASO443_3,KQ2023_L21_6-10-5_3uM_P37,33.3072462929057,23.7417204427993,9.565525850106404,,,,0.9509651816786189,,
ASO433-456_WT_20210622,F13,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,32.967084528082,24.4963143083029,8.470770219779098,,,,-0.14379044864868717,-0.12867359524198582,1.093288076859042
ASO433-456_WT_20210622,F14,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,32.95103510692,24.5225830604548,8.428452046465203,,,,-0.18610862196258182,,
ASO433-456_WT_20210622,F15,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,33.1461828196142,24.5877438663011,8.558438953313097,,,,-0.05612171511468844,,
ASO433-456_WT_20210622,F16,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,32.8858762002034,24.0953149295888,8.7905612706146,,,,0.17600060218681435,0.20663747215694764,0.8665545813433561
ASO433-456_WT_20210622,F17,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,32.9471688862918,24.1087522325693,8.838416653722497,,,,0.22385598529471196,,
ASO433-456_WT_20210622,F18,ASO444_10,KQ2024_L21_6-10-5_10uM_P37,33.0215996952677,24.1869831978506,8.834616497417102,,,,0.22005582898931664,,
ASO433-456_WT_20210622,F19,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,30.9969724786419,22.3514016864472,8.6455707921947,,,,0.031010123766915143,0.052564966595780284,0.9642205170622659
ASO433-456_WT_20210622,F20,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,30.8606132126682,22.2863528072324,8.574260405435798,,,,-0.04030026299198752,,
ASO433-456_WT_20210622,F21,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,31.1793258996807,22.3977801922405,8.781545707440198,,,,0.16698503901241324,,
ASO433-456_WT_20210622,F22,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,31.7623090464791,23.5253159772594,8.2369930692197,,,,-0.3775675992080849,-0.283355582853319,1.2170222826772297
ASO433-456_WT_20210622,F23,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,31.9841395192494,23.5555867152418,8.428552804007598,,,,-0.18600786442018702,,
ASO433-456_WT_20210622,F24,ASO444_3,KQ2024_L21_6-10-5_3uM_P37,31.9820678480527,23.6539984645566,8.3280693834961,,,,-0.2864912849316852,,
