Experiment Name,SampleName,ASO Microsynth ID,Avg Exp
Experiment_39_WT,Ionis 1375651_3uM,Ionis 1375651_3uM,0.391477148
Experiment_39_WT,Ionis 1375651_3uM,Ionis 1375651_3uM,0.379323327
Experiment_39_MT,Ionis 1375651_3uM,Ionis 1375651_3uM,0.271119352
Experiment_39_MT,Ionis 1375651_3uM,Ionis 1375651_3uM,0.484141275
Experiment_39_WT,Ionis 676630_3uM,Ionis 676630_3uM,0.899690067
Experiment_39_MT,Ionis 676630_3uM,Ionis 676630_3uM,1.044997869
