Experiment Name,SampleName,Test plate #,ASO Microsynth ID_10,ASO Microsynth ID_3,Avg_exp_10,Avg_exp_3,10mmol > 3mmol,Total:
ASO265-288_MT_20210617,ASO281,24,KQJM024_L19_5-10-4_10uM_P24,KQJM024_L19_5-10-4_3uM_P24,0.934882209,0.532271156,TRUE,
ASO265-288_MT_20210617,ASO282,24,KQJM025_L18_5-08-5_10uM_P24,KQJM025_L18_5-08-5_3uM_P24,0.581151693,0.70342832,FALSE,
ASO265-288_MT_20210617,ASO283,24,KQJM026_L17_4-10-3_10uM_P24,KQJM026_L17_4-10-3_3uM_P24,0.755477251,0.681382312,TRUE,
ASO265-288_MT_20210617,ASO284,24,KQJM027_L17_5-08-4_10uM_P24,KQJM027_L17_5-08-4_3uM_P24,0.888652669,0.942133788,FALSE,
ASO265-288_MT_20210617,ASO285,24,KQJM180_L17_5-08-4_10uM_P24,KQJM180_L17_5-08-4_3uM_P24,0.832471778,0.888917303,FALSE,
ASO265-288_MT_20210617,ASO286,24,KQJM127_L18_4-10-4_10uM_P24,KQJM127_L18_4-10-4_3uM_P24,0.803999669,0.599015208,TRUE,
ASO265-288_MT_20210617,ASO287,24,KQJM128_L19_5-10-4_10uM_P24,KQJM128_L19_5-10-4_3uM_P24,0.850742684,0.64665349,TRUE,
ASO265-288_MT_20210617,ASO288,24,KQJM129_L17_4-10-3_10uM_P24,KQJM129_L17_4-10-3_3uM_P24,0.61284834,0.732396063,FALSE,
ASO265-288_MT_20210617,Ionis1375651_P24,24,Ionis1375651_10uM_P24,Ionis1375651_3uM_P24,0.111102904,0.203256102,FALSE,
ASO241-264_MT_20210617,ASO241,,,,0.613877602,0.865347663,FALSE,
ASO241-264_MT_20210617,ASO242,,,,0.84951269,0.847118874,TRUE,
ASO241-264_MT_20210617,ASO243,,,,0.964431481,0.763136847,TRUE,
ASO241-264_MT_20210617,ASO244,,,,0.705426771,1.132229974,FALSE,
ASO241-264_MT_20210617,ASO245,,,,0.708743556,1.342309982,FALSE,
ASO241-264_MT_20210617,ASO246,,,,1.187032669,1.077708596,TRUE,
ASO241-264_MT_20210617,ASO247,,,,1.593182372,0.739794651,TRUE,
ASO241-264_MT_20210617,ASO248,,,,1.432901476,1.122687074,TRUE,
ASO241-264_MT_20210617,ASO249,,,,0.882828038,0.861499106,TRUE,
ASO241-264_MT_20210617,ASO250,,,,0.526632767,0.922365217,FALSE,
ASO241-264_MT_20210617,ASO251,,,,0.605394663,0.83121811,FALSE,
ASO241-264_MT_20210617,ASO252,,,,1.234273161,1.223908585,TRUE,
ASO241-264_MT_20210617,ASO253,,,,0.309983302,0.621976106,FALSE,
ASO241-264_MT_20210617,ASO254,,,,0.256429409,0.461262326,FALSE,
ASO241-264_MT_20210617,ASO255,,,,0.361924586,0.623179173,FALSE,
ASO241-264_MT_20210617,ASO256,,,,0.498650316,0.724826728,FALSE,
ASO241-264_MT_20210617,ASO257,,,,0.615036906,0.713859166,FALSE,
ASO241-264_MT_20210617,ASO258,,,,0.740556796,0.759982013,FALSE,
ASO241-264_MT_20210617,ASO259,,,,0.674447045,0.875922436,FALSE,
ASO241-264_MT_20210617,ASO260,,,,0.789927487,0.959450855,FALSE,
ASO241-264_MT_20210617,ASO261,,,,0.897008344,0.709491815,TRUE,
ASO241-264_MT_20210617,ASO262,,,,0.543435176,0.795274454,FALSE,
ASO241-264_MT_20210617,ASO263,,,,0.80147844,0.844924618,FALSE,
ASO241-264_MT_20210617,ASO264,,,,1.051165589,0.998586637,TRUE,
