,Experiment Name,SampleName,ASO Microsynth ID,Exp_zscore,Exp,Test plate #,Avg Exp,Avg Exp_zscore,Avg Exp_zscore range,Exp t_stat,Exp p_value,Exp dof,Tier
510,ASO145-168_WT_20210616,ASO160_10,KQ951_10,0.7433565920106117,5.406658150763701,14.0,4.303874584175231,0.2947966585727953,0.5895933171455905,0.6824306349855378,0.532925650154521,3.945441838159755,
511,ASO145-168_total_20210616,ASO160_3,KQ951_3,0.0203171884016365,5.387108536078858,14.0,5.8234813626733315,0.3892610045342466,0.7785220090684923,0.942843182239735,0.403420452430713,3.6815662379028016,
512,ASO145-168_WT_20210616,ASO160_3,KQ951_3,0.8664921434482089,5.1617814054096485,14.0,5.458501499858511,-0.12682862822553934,0.25365725645107867,-0.28058884550434093,0.7940768636741546,3.681960982623278,
513,ASO145-168_total_20210616,ASO161_10,KQ950_10,0.228057110642625,4.526553646146616,14.0,8.58886123737507,0.6196170944053544,1.0326951573422574,1.0694706484497365,0.4188961530866055,3.488979612283128,
514,ASO145-168_WT_20210616,ASO161_10,KQ950_10,,,14.0,5.678433611432256,0.17391643115021332,0.3478328623004264,0.2899104354447531,0.8017762496712124,3.606430184127695,
515,ASO145-168_WT_20210616,ASO161_3,KQ950_3,0.4429524393232023,4.764814139167013,14.0,4.874829306627899,0.501876010286956,1.0037520205739123,1.3163422613705391,0.31508521985643423,2.0665057764710624,
516,ASO145-168_MT_20210616,ASO162_10,KQ949_10,0.8004887209066407,7.138454073546568,14.0,6.087613799749893,0.289107863539464,0.578215727078928,0.6677773272859281,0.5482624486223762,3.281277783858701,
517,ASO145-168_total_20210616,ASO162_10,KQ949_10,1.3487893736868148,8.62959543787322,14.0,7.102183463534975,0.5453253262686839,1.0906506525373678,1.4897797214837898,0.21790007383089258,3.612495998267654,
518,ASO145-168_WT_20210616,ASO162_10,KQ949_10,1.4721542689695066,8.95175862701487,14.0,5.40309533590032,-0.13773772462049041,0.27547544924098,-0.30526305236958917,0.7878729721363199,2.0923639674539345,
519,ASO145-168_total_20210616,ASO163_10,KQ991_10,1.3397096809585969,1.5938592920528198,14.0,1.2866663152289244,0.5974351126927345,1.1948702253854697,1.731142255561037,0.1870331525527112,2.8386814032595664,
520,ASO145-168_total_20210616,ASO164_10,KQ367_10,1.8869975892436777,1.3899208416393678,14.0,1.123348377165992,0.4239987130029986,0.8479974260059966,1.0489440537027876,0.3888771957882582,2.380419593943448,
521,ASO145-168_MT_20210616,ASO166_10,KQ278_10,0.2549062441584434,1.3173596357379356,14.0,1.3475562344935728,0.4479352497942726,0.8958704995885453,1.1262911245819083,0.32383824257368227,3.946010292089001,
522,ASO145-168_total_20210616,ASO166_10,KQ278_10,0.9089310061783664,0.7282139667932587,14.0,0.9205096419385494,0.43371924594443506,0.8674384918888701,1.0799022844781407,0.3546537974461635,3.2057645174406884,
523,ASO145-168_total_20210616,ASO166_3,KQ278_3,0.0460162924165078,0.9991646205858784,14.0,1.0116927030441567,0.16003096374102657,0.32006192748205115,0.3561251765282526,0.7514417492565975,2.331610389402588,
524,ASO145-168_total_20210616,ASO167_10,KQ365_10,1.8946255398268783,1.515337879035908,14.0,1.2037758178256277,0.4611133636714047,0.9222267273428094,1.1705611424667788,0.35587362843985487,2.134025648064041,
525,ASO145-168_MT_20210616,ASO167_3,KQ365_3,0.2245777294360021,1.7846796309972834,14.0,1.7817201262293347,-0.24227273854993675,0.48454547709987217,-0.5505355328141878,0.6178443546113173,3.221678099678897,
526,ASO145-168_MT_20210616,ASO168_10,KQ277_10,0.5680020621746424,1.3167523248240594,14.0,1.4097079728159014,0.0824484637287555,0.164896927457511,0.18137682096526206,0.8682582019672465,2.834685700160475,
527,ASO145-168_total_20210616,ASO168_10,KQ277_10,0.1436972293696473,1.0169049567348794,14.0,0.9847341273986503,-0.0688672443096968,0.13773448861939508,-0.1513117626393259,0.8873955092378945,3.81272085921917,
528,ASO169-192_MT_20210616,ASO169_3,KQ992_3,0.3439140287522303,1.0971705563564162,15.0,1.1920842215028766,0.6091946019495569,1.2183892038991138,1.792106840130447,0.14940942188018277,3.9007402082955305,
28,ASO1-24_total_20210611,ASO16_3,KQ385_3,0.5404942522253695,1.8889159906808388,2.0,1.926311631754556,0.01406735992660552,0.028134719853207747,0.030823701475430974,0.9773674134412174,2.964908046945302,
29,ASO1-24_MT_20210611,ASO16_3,KQ385_3,1.3235187652535825,1.5110681488752558,2.0,1.469089796404183,0.2105981077745831,0.4211962155491603,0.4741884549114987,0.6601628603781405,3.987782803071808,
30,ASO1-24_WT_20210611,ASO16_3,KQ385_3,0.6663321024184174,1.8699307654484163,2.0,1.9765928034438265,0.33977779574037625,0.6795555914807546,0.8020431563753433,0.46903083665782525,3.856709894731951,
529,ASO169-192_MT_20210616,ASO170_10,KQ361_10,0.1386363977291477,0.7737881771539675,15.0,0.7127783931731689,-0.6180205252700021,1.2360410505400041,-1.8397543207650515,0.14561285821138287,3.6906304505715783,
530,ASO169-192_total_20210616,ASO170_3,KQ361_3,0.4778496558727362,1.2032334712522972,15.0,1.210535976070463,-0.44294265183416337,0.885885303668329,-1.109843435568604,0.33460549877597495,3.6603616958793403,
531,ASO169-192_WT_20210616,ASO171_10,KQ360_10,0.5110017204078867,0.8428615226060335,15.0,0.85510967162538,0.6045799477984427,1.2091598955968854,1.767852405612353,0.18869949464408498,2.6120505316426286,
532,ASO169-192_total_20210616,ASO171_3,KQ360_3,1.4325646751051146,1.167236795407523,15.0,1.2721534527926346,-0.4744983140988447,0.9489966281976894,-1.2168776933956957,0.29100094113292035,3.970269103251169,
533,ASO169-192_WT_20210616,ASO171_3,KQ360_3,0.2463375595633445,0.8767133802543389,15.0,0.9126756865311817,0.5214284887287257,1.0428569774574514,1.391780940920826,0.2452517461523476,3.5298179470608355,
534,ASO169-192_MT_20210616,ASO172_10,KQ276_10,1.2746255771333952,0.7376587997715774,15.0,1.0700270176942395,-0.5478700552925218,1.0957401105850444,-1.5006312986553625,0.21941410305580825,3.42280339852644,
535,ASO169-192_total_20210616,ASO172_10,KQ276_10,0.5728193593633553,2.0157912506384297,15.0,2.0398217116366566,-0.5245157355011766,1.0490314710023514,-1.4040648034854168,0.24943913438979845,3.203952773910837,
536,ASO169-192_WT_20210616,ASO172_10,KQ276_10,0.1919942371230822,1.2403304071415326,15.0,1.1241659494827534,-0.17395231709003903,0.34790463418007733,-0.38822406374061247,0.7224606754378449,3.170678702270692,
537,ASO169-192_MT_20210616,ASO172_3,KQ276_3,0.4413133919902637,0.7670751835393761,15.0,0.773283328323333,-0.3977737123570414,0.7955474247140828,-0.9682310245891874,0.427343172304489,2.191036845403846,
538,ASO169-192_MT_20210616,ASO173_3,KQ359_3,1.0301692998628211,0.8323894895676195,15.0,0.9202976022282989,0.285689380408714,0.571378760817428,0.6590183542741304,0.5658791585627433,2.478652533412422,
539,ASO169-192_WT_20210616,ASO173_3,KQ359_3,1.6744078405631253,1.2778499624851472,15.0,1.098329085753041,0.4354787999824091,0.8709575999648175,1.0855706919377979,0.3794530333434077,2.2682194902403876,
540,ASO169-192_MT_20210616,ASO174_10,KQ275_10,0.254372314132901,1.2390810112147008,15.0,1.5595807477686308,0.5129874761516252,1.0259749523032504,1.3587258605164847,0.2900609415486387,2.346827942963628,
541,ASO169-192_MT_20210616,ASO174_3,KQ275_3,1.0613012974052052,0.7780877185088765,15.0,1.023918864088826,-0.5322039321012974,1.0644078642025943,-1.4351268457407613,0.2586177165634992,2.6328408187255317,
542,ASO169-192_total_20210616,ASO174_3,KQ275_3,1.5446819115326174,1.450805420095594,15.0,1.565443735759412,-0.47220812491485026,0.9444162498297026,-1.2088515543947,0.294370106188434,3.9309566841279455,
543,ASO169-192_total_20210616,ASO176_3,KQ473_3,2.035769360471092,37.66892254187549,15.0,14.741507175212414,0.4665321505036559,0.9330643010073117,1.189141860860021,0.35640801139594036,2.0003555253195904,
544,ASO169-192_MT_20210616,ASO177_10,KQ472_10,0.6795646922046198,1.688762607706916,15.0,1.5860746786578523,0.4297529503464138,0.859505900692826,1.0671981878845913,0.35138851705841806,3.6460307638418055,
545,ASO169-192_WT_20210616,ASO177_10,KQ472_10,0.5926141731904734,1.2915116319227822,15.0,1.7226337319961915,0.5976402603889794,1.1952805207779584,1.7321824609518282,0.17507207192898702,3.231257716035711,
546,ASO169-192_MT_20210616,ASO178_10,KQ471_10,0.0073763277326129,2.4707631182602072,15.0,2.7976825771720937,0.4027807537495558,1.0069518843738905,1.1925879617658233,0.3311640280435798,3.9079158482868643,
547,ASO169-192_total_20210616,ASO178_10,KQ471_10,0.2763764702504594,3.805395622411533,15.0,3.261316953961211,-0.5758597085218566,1.1517194170437135,-1.6259846647745064,0.1994062807912081,3.1033133341342993,
548,ASO169-192_MT_20210616,ASO178_3,KQ471_3,0.2088159149632875,1.436574512626849,15.0,1.3857602680270338,-0.06906645243335267,0.13813290486670415,-0.15175196924928844,0.8922954945671506,2.176737756908135,
549,ASO169-192_WT_20210616,ASO178_3,KQ471_3,1.1102792841548534,1.175067716253194,15.0,1.257513721752226,-0.05339841126926248,0.1067968225385221,-0.11719072324514448,0.9129163619123465,3.6211540137853784,
