,Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore
24,Rd2.3_P1+2_MT_20210723,G13,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.290677280628902,0.9372623515267088,0.5222229074902357,0.08378139772269139,1.5631176116151646
25,Rd2.3_P1+2_MT_20210723,G14,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.839042900574402,1.4856279714722085,0.3570930668261021,0.08378139772269139,1.2396679276707085
26,Rd2.3_P1+2_MT_20210723,G15,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.4602957804845005,1.1068808513823072,0.4642967696926566,0.08378139772269139,0.5799243818950615
27,Rd2.3_P1+2_MT_20210723,H13,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.615932875722699,1.2625179466205054,0.41681585263785687,0.026725756926123098,0.2259797913179486
28,Rd2.3_P1+2_MT_20210723,H14,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.548950722885799,1.1955357937836055,0.4366242626001772,0.026725756926123098,0.11023275981967547
29,Rd2.3_P1+2_MT_20210723,H15,Ionis676630_10_P2.3-1,Ionis676630_10uM_P2.3-1,7.735267790303201,1.3818528612010077,0.3837256577407057,0.026725756926123098,0.7876270343412424
30,Rd2.3_P1+2_MT_20210723,G16,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,6.5769016386676995,0.2234867095655062,0.8564929583912917,0.019735011102810764,1.104808881039715
31,Rd2.3_P1+2_MT_20210723,G17,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,6.6416324868514,0.2882175577492063,0.8189131968143457,0.019735011102810764,0.7611990976481245
32,Rd2.3_P1+2_MT_20210723,G18,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,6.627016825874399,0.273601896772206,0.8272516121769029,0.019735011102810764,0.8374412284208508
33,Rd2.3_P1+2_MT_20210723,H16,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,7.0051423512982005,0.6517274221960072,0.6365177177306907,0.019326351686160134,0.9065302446792619
34,Rd2.3_P1+2_MT_20210723,H17,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,7.0475476536248,0.694132724522607,0.6180807658800459,0.019326351686160134,1.0751081378314
35,Rd2.3_P1+2_MT_20210723,H18,Ionis676630_3_P2.3-1,Ionis676630_3uM_P2.3-1,6.960064568207898,0.6066496391057044,0.6567200289011308,0.019326351686160134,0.7218108245980294
36,Rd2.3_P1+2_MT_20210723,C1,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.3591408793916,2.0057259502894063,0.2490097348697958,0.025645640035547777,0.7105399819574454
37,Rd2.3_P1+2_MT_20210723,C2,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.3340261688844,1.9806112397822064,0.2533824943275285,0.025645640035547777,0.8767866378712199
38,Rd2.3_P1+2_MT_20210723,C3,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.6261424699536,2.272727540851406,0.20693828151182564,0.025645640035547777,0.8889622311877072
39,Rd2.3_P1+2_MT_20210723,C13,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.7344744049017,2.381059475799507,0.19196836956092514,0.030974616130786975,1.4580989114045628
40,Rd2.3_P1+2_MT_20210723,C14,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.3319752128794,1.978560283777206,0.25374296268594954,0.030974616130786975,0.8904911783860769
41,Rd2.3_P1+2_MT_20210723,C15,KQ2007_10_P2.3-1,KQ2007_L21_6-10-5_10uM_P2.3-1,8.493405684377702,2.139990755275509,0.2268812426693611,0.030974616130786975,0.13075665562247013
42,Rd2.3_P1+2_MT_20210723,C8,KQ2007_3_P2.3-1,KQ2007_L21_6-10-5_3uM_P2.3-1,7.720304509554499,1.3668895804523054,0.3877262774432827,0.033441435671715126,0.4086910162302094
43,Rd2.3_P1+2_MT_20210723,C9,KQ2007_3_P2.3-1,KQ2007_L21_6-10-5_3uM_P2.3-1,7.732149272748501,1.3787343436463075,0.38455601303980913,0.033441435671715126,0.2868569304945582
44,Rd2.3_P1+2_MT_20210723,C19,KQ2007_3_P2.3-1,KQ2007_L21_6-10-5_3uM_P2.3-1,7.788302727757301,1.434887798655108,0.36987564217905217,0.016127021380951248,0.27731354062480223
45,Rd2.3_P1+2_MT_20210723,C20,KQ2007_3_P2.3-1,KQ2007_L21_6-10-5_3uM_P2.3-1,7.669298534997701,1.3158836058955077,0.40167940386079243,0.016127021380951248,0.9449132942107643
46,Rd2.3_P1+2_MT_20210723,C21,KQ2007_3_P2.3-1,KQ2007_L21_6-10-5_3uM_P2.3-1,7.7102840887109,1.3568691596087064,0.39042865331623505,0.016127021380951248,0.5125440240217654
