,Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt,Exp,Exp_std,Exp_zscore
528,Rd2.3_P1+2_WT_20210723,A19,KQ972_3_P2.3-1,KQ972_L20_5-10-5_3uM_P2.3-1,6.7939354953958,0.3162413051882495,0.803159649030203,0.032204083256015335,0.4530544223814935
529,Rd2.3_P1+2_WT_20210723,A20,KQ972_3_P2.3-1,KQ972_L20_5-10-5_3uM_P2.3-1,6.914511540562398,0.4368173503548469,0.738762555490727,0.032204083256015335,1.5116319458301382
530,Rd2.3_P1+2_WT_20210723,A21,KQ972_3_P2.3-1,KQ972_L20_5-10-5_3uM_P2.3-1,6.8549009154999005,0.3772067252923499,0.7699268427030578,0.032204083256015335,0.5608429133474063
531,Rd2.3_P1+2_MT_20210723,O1,Naive_P2.3-2,Naive_P2.3-2,5.864697285064199,-0.2141445211379835,1.1600158525997404,0.08736872580289615,1.133014053752023
532,Rd2.3_P1+2_MT_20210723,O2,Naive_P2.3-2,Naive_P2.3-2,6.066368109625401,-0.0124736965767819,1.0086835931585887,0.08736872580289615,0.07975586958180916
533,Rd2.3_P1+2_MT_20210723,O3,Naive_P2.3-2,Naive_P2.3-2,6.066353270240601,-0.012488535961582,1.008693968408061,0.08736872580289615,0.07982808033488842
534,Rd2.3_P1+2_MT_20210723,O4,Naive_P2.3-2,Naive_P2.3-2,6.457161621085799,0.378319814883616,0.7693330463610657,0.04200170103348774,1.5861012532224648
535,Rd2.3_P1+2_MT_20210723,O5,Naive_P2.3-2,Naive_P2.3-2,6.3076706314315985,0.2288288252294155,0.8533273388055032,0.04200170103348774,1.001508937827264
536,Rd2.3_P1+2_MT_20210723,O6,Naive_P2.3-2,Naive_P2.3-2,6.378576917210598,0.299735111008415,0.8124015453208051,0.04200170103348774,1.2863485820022758
537,Rd2.3_P1+2_MT_20210723,P1,Naive_P2.3-2,Naive_P2.3-2,5.8562243400388,-0.222617466163383,1.1668486682466082,0.025660865303781245,1.180569803118128
538,Rd2.3_P1+2_MT_20210723,P2,Naive_P2.3-2,Naive_P2.3-2,5.901805874385602,-0.1770359318165812,1.1305587245117714,0.025660865303781245,0.9279952338693489
539,Rd2.3_P1+2_MT_20210723,P3,Naive_P2.3-2,Naive_P2.3-2,4.494279882346497,,,0.025660865303781245,
540,Rd2.3_P1+2_MT_20210723,P4,Naive_P2.3-2,Naive_P2.3-2,6.090137505342398,0.0112956991402146,0.9922009893267798,0.11132583009888597,0.034961491054962136
541,Rd2.3_P1+2_MT_20210723,P5,Naive_P2.3-2,Naive_P2.3-2,6.191340279743301,0.1124984735411178,0.9249847762138633,0.11132583009888597,0.502779964337183
542,Rd2.3_P1+2_MT_20210723,P6,Naive_P2.3-2,Naive_P2.3-2,5.886750733045698,-0.1920910731564848,1.1424183621323711,0.11132583009888597,1.0105371877879519
543,Rd2.3_P1+2_MT_20210723,O7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,7.981751769916599,1.902909963714416,0.2674034596719837,0.0737895394106153,1.6561789445143125
544,Rd2.3_P1+2_MT_20210723,O8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,9.108700512114698,3.029858705912515,0.12243952804450117,0.0737895394106153,0.2717171273394982
545,Rd2.3_P1+2_MT_20210723,O9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,8.627045764565096,2.548203958362913,0.17096774102869228,0.0737895394106153,0.37366652179278254
546,Rd2.3_P1+2_MT_20210723,P7,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,10.159374882601597,4.080533076399414,0.05910675891365866,0.05352112392977421,1.1139886872799145
547,Rd2.3_P1+2_MT_20210723,P8,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,8.725653093042396,2.6468112868402134,0.1596726046673379,0.05352112392977421,0.22345088692668227
548,Rd2.3_P1+2_MT_20210723,P9,Ionis1375651_10_P2.3-2,Ionis1375651_10uM_P2.3-2,9.7660069725885,3.687165166386317,0.07763412918935236,0.05352112392977421,0.8675905386143653
549,Rd2.3_P1+2_MT_20210723,O10,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,7.759287447028399,1.6804456408262158,0.3119862514456403,0.00994792590467786,0.9598900591534903
550,Rd2.3_P1+2_MT_20210723,O11,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,7.837273534312601,1.758431728110418,0.2955692873843905,0.00994792590467786,0.20922082012902798
551,Rd2.3_P1+2_MT_20210723,O12,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,7.7522513843683,1.6734095781661171,0.3135115332129307,0.00994792590467786,1.02963389846982
552,Rd2.3_P1+2_MT_20210723,P10,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,8.018507239720503,1.93966543351832,0.2606768851650592,0.01805547183674988,1.3862418320397327
553,Rd2.3_P1+2_MT_20210723,P11,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,7.838795124619999,1.759953318417816,0.29525771891797,0.01805547183674988,0.19497428448947268
554,Rd2.3_P1+2_MT_20210723,P12,Ionis1375651_3_P2.3-2,Ionis1375651_3uM_P2.3-2,7.973376232437097,1.8945344262349144,0.2689603801223368,0.01805547183674988,1.0074772302020678
555,Rd2.3_P1+2_MT_20210723,O13,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,7.3154282443172995,1.2365864381151166,0.4243755846071035,0.0032117526506980263,0.8029361440017667
556,Rd2.3_P1+2_MT_20210723,O14,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,7.293807568130802,1.2149657619286192,0.43078330309380336,0.0032117526506980263,0.7433846114148613
557,Rd2.3_P1+2_MT_20210723,O15,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,7.3058931375379,1.2270513313357174,0.42718967069308994,0.0032117526506980263,0.7767828197569796
558,Rd2.3_P1+2_MT_20210723,P13,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,7.106198743756703,1.0273569375545204,0.49060813542386533,0.09003532572483301,0.1873894534807771
559,Rd2.3_P1+2_MT_20210723,P14,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,6.729022104410799,0.6501802982086158,0.6372006756791567,0.09003532572483301,1.1750003668788733
560,Rd2.3_P1+2_MT_20210723,P15,Ionis676630_10_P2.3-2,Ionis676630_10uM_P2.3-2,6.690443774506903,0.6116019683047202,0.6544695754086691,0.09003532572483301,1.3354926617755094
561,Rd2.3_P1+2_MT_20210723,O16,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,6.925792731042701,0.8469509248405185,0.5559584900923781,0.015007581021630629,0.35765473155518535
562,Rd2.3_P1+2_MT_20210723,O17,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,6.934167148701597,0.8553253424994143,0.5527406639266301,0.015007581021630629,0.37674181524731
563,Rd2.3_P1+2_MT_20210723,O18,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,6.8642353686779,0.7853935624757167,0.5801936606736176,0.015007581021630629,0.2138996915530438
564,Rd2.3_P1+2_MT_20210723,P16,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,7.362984148118496,1.2841423419163132,0.4106148355171532,0.24961747867488987,1.2197853613966323
565,Rd2.3_P1+2_MT_20210723,P17,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,6.615537463102001,0.536695656899818,0.6893479822518048,0.24961747867488987,0.43356774888765864
566,Rd2.3_P1+2_MT_20210723,P18,Ionis676630_3_P2.3-2,Ionis676630_3uM_P2.3-2,6.217013394303898,0.1381715881017147,0.908670036615519,0.24961747867488987,1.7345138508645117
567,Rd2.3_P1+2_MT_20210723,L4,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.644890547701301,1.5660487414991184,0.3377321106507598,0.058003172285500344,1.1056368968518686
568,Rd2.3_P1+2_MT_20210723,L5,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.297672383985702,1.218830577783519,0.42963082800629837,0.058003172285500344,0.38246338076506203
569,Rd2.3_P1+2_MT_20210723,L6,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.712051570806999,1.6332097646048158,0.32237018735816547,0.058003172285500344,1.3543899042306151
570,Rd2.3_P1+2_MT_20210723,L16,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.160085273245102,1.0812434670429187,0.4726212927872284,0.02613370139507646,1.0786006546715001
571,Rd2.3_P1+2_MT_20210723,L17,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.2216517704849,1.1428099642827174,0.45287664172399594,0.02613370139507646,0.7588788829848263
572,Rd2.3_P1+2_MT_20210723,L18,KQJM071_10_P2.3-2,KQJM071_L17_5-08-4_10uM_P2.3-2,7.327504652462498,1.2486628462603149,0.42083807831712206,0.02613370139507646,0.24008388266109987
573,Rd2.3_P1+2_MT_20210723,L10,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,6.949564705177799,0.8707228989756164,0.5468727574869645,0.04093992604823142,0.4146343517950175
574,Rd2.3_P1+2_MT_20210723,L11,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,7.167438041759901,1.088596235557718,0.47021868209006473,0.04093992604823142,1.2529161320045488
575,Rd2.3_P1+2_MT_20210723,L12,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,6.9853558454354,0.9065140392332172,0.5334725562963585,0.04093992604823142,0.5611776953950033
576,Rd2.3_P1+2_MT_20210723,L22,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,6.760062440534899,0.6812206343327158,0.6236374045072756,0.07337082622456276,0.4248566293191482
577,Rd2.3_P1+2_MT_20210723,L23,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,6.819779836552801,0.7409380303506179,0.5983501826496215,0.07337082622456276,0.14831794242442684
578,Rd2.3_P1+2_MT_20210723,L24,KQJM071_3_P2.3-2,KQJM071_L17_5-08-4_3uM_P2.3-2,6.5207217908928,0.4418799846906172,0.7361746696365201,0.07337082622456276,1.6555536074509927
579,Rd2.3_P1+2_MT_20210723,N4,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,8.116464084361997,2.037622278159814,0.2435648281594492,0.03673017108956847,0.43184158494517955
580,Rd2.3_P1+2_MT_20210723,N5,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,8.428316144359101,2.3494743381569183,0.19621750546226108,0.03673017108956847,0.8362533039029577
581,Rd2.3_P1+2_MT_20210723,N6,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,8.624668214030702,2.5458264078285198,0.1712497268664706,0.03673017108956847,1.5049608594643653
582,Rd2.3_P1+2_MT_20210723,N16,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,7.9905376214451,1.9116958152429169,0.2657799510047642,0.021022818982273882,1.0268252530914355
583,Rd2.3_P1+2_MT_20210723,N17,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,8.018221164975099,1.939379358772916,0.26072858040594493,0.021022818982273882,0.8915352963813616
584,Rd2.3_P1+2_MT_20210723,N18,KQ105_10_P2.3-2,KQ105_L20_5-10-5_10uM_P2.3-2,8.217407803379903,2.13856599717772,0.2271054137845895,0.021022818982273882,0.00898797105065881
585,Rd2.3_P1+2_MT_20210723,N10,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.530667343201699,1.4518255369995163,0.36555856588972796,0.009394134341176832,0.4391033337985285
586,Rd2.3_P1+2_MT_20210723,N11,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.518673116821301,1.4398313106191178,0.36861040215261437,0.009394134341176832,0.6129756514690144
587,Rd2.3_P1+2_MT_20210723,N12,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.4629000777777,1.3840582715755172,0.38313951443623523,0.009394134341176832,1.4407430049044871
588,Rd2.3_P1+2_MT_20210723,N22,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.646302083808699,1.567460277606516,0.33740183438387195,0.0066179072471029025,1.1650705940381096
589,Rd2.3_P1+2_MT_20210723,N23,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.626958448403897,1.5481166422017143,0.3419561776280661,0.0066179072471029025,0.9055959213746384
590,Rd2.3_P1+2_MT_20210723,N24,KQ105_3_P2.3-2,KQ105_L20_5-10-5_3uM_P2.3-2,7.591595833025799,1.5127540268236164,0.35044160593369644,0.0066179072471029025,0.422155474759301
591,Rd2.3_P1+2_MT_20210723,M4,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,8.756850922335499,2.678009116133316,0.15625680046110674,0.027601566075075815,0.9281808774771585
592,Rd2.3_P1+2_MT_20210723,M5,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,8.3796594660629,2.300817659860717,0.20294804393313273,0.027601566075075815,0.16673478032444664
593,Rd2.3_P1+2_MT_20210723,M6,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,8.7769235319176,2.698081725715417,0.1540978111107432,0.027601566075075815,0.9633899208090956
594,Rd2.3_P1+2_MT_20210723,M16,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,8.4113187242029,2.332476918000717,0.19854295596240207,0.05769140726874164,0.23857345484886444
595,Rd2.3_P1+2_MT_20210723,M17,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,7.750569861787,1.6717280555848166,0.3138771573056978,0.05769140726874164,1.6423097890016327
596,Rd2.3_P1+2_MT_20210723,M18,KQ106_10_P2.3-2,KQ106_L20_5-10-5_10uM_P2.3-2,8.0598674302389,1.9810256240367163,0.2533097259078162,0.05769140726874164,0.6545692444579296
597,Rd2.3_P1+2_MT_20210723,M10,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.139668615798701,1.0608268095965183,0.4793572609251838,0.05287370341129959,1.352376731020572
598,Rd2.3_P1+2_MT_20210723,M11,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.481576749867202,1.4027349436650187,0.37821147910524705,0.05287370341129959,0.2575411230062201
599,Rd2.3_P1+2_MT_20210723,M12,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.3933484601557,1.3145066539535168,0.40206296188795654,0.05287370341129959,0.1220983170769634
600,Rd2.3_P1+2_MT_20210723,M22,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.7766742878573005,1.6978324816551176,0.30824887156519515,0.07158104793857553,1.371122420875014
601,Rd2.3_P1+2_MT_20210723,M23,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.590897850060699,1.5120560438585162,0.35061119232839866,0.07158104793857553,0.6968495514823686
602,Rd2.3_P1+2_MT_20210723,M24,KQ106_3_P2.3-2,KQ106_L20_5-10-5_3uM_P2.3-2,7.237722662548499,1.1588808563463164,0.4478598196128251,0.07158104793857553,0.8510380472660679
603,Rd2.3_P1+2_MT_20210723,K4,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.773835258293904,2.6949934520917207,0.15442803053624343,0.013964658152803872,1.281530662225389
604,Rd2.3_P1+2_MT_20210723,K5,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.562795064697497,2.4839532584953137,0.17875391460338969,0.013964658152803872,0.02279987141170969
605,Rd2.3_P1+2_MT_20210723,K6,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.565050127708002,2.486208321505819,0.17847472430223824,0.013964658152803872,0.03724643489881013
606,Rd2.3_P1+2_MT_20210723,K16,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.3389917436625,2.2601499374603176,0.20875028357826178,0.022685425028083583,1.5293473449878587
607,Rd2.3_P1+2_MT_20210723,K17,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.466892929372403,2.38805112317022,0.19104029529447214,0.022685425028083583,0.6129527960282785
608,Rd2.3_P1+2_MT_20210723,K18,KQ104_10_P2.3-2,KQ104_L20_5-10-5_10uM_P2.3-2,8.6895394749302,2.610697668728017,0.1637199834617739,0.022685425028083583,0.8007231724802255
609,Rd2.3_P1+2_MT_20210723,K10,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.3661205866599,1.2872787804577168,0.40972312295710694,0.06436711670030396,1.3511856204482442
610,Rd2.3_P1+2_MT_20210723,K11,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.909308016565703,1.83046621036352,0.28117374451940563,0.06436711670030396,1.6998968865008894
611,Rd2.3_P1+2_MT_20210723,K12,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.637460370740001,1.5586185645378183,0.33947598747293617,0.06436711670030396,0.3161099265536384
612,Rd2.3_P1+2_MT_20210723,K22,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.555162356671303,1.4763205504691204,0.3594042687888962,0.0057610111778935175,0.15688209608888018
613,Rd2.3_P1+2_MT_20210723,K23,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.559843052737101,1.4810012465349178,0.35824010306216986,0.0057610111778935175,0.12925095755540336
614,Rd2.3_P1+2_MT_20210723,K24,KQ104_3_P2.3-2,KQ104_L20_5-10-5_3uM_P2.3-2,7.518128862457402,1.4392870562552194,0.36874948606182284,0.0057610111778935175,0.37868813896199754
615,Rd2.3_P1+2_MT_20210723,J4,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,8.107421367790401,2.0285795615882183,0.245096270780808,0.02386018861548601,0.1476322591474842
616,Rd2.3_P1+2_MT_20210723,J5,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,7.917231052710299,1.8383892465081164,0.2796338184442263,0.02386018861548601,1.2312504851296138
617,Rd2.3_P1+2_MT_20210723,J6,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,8.175206633705898,2.096364827503715,0.23384673201609,0.02386018861548601,0.2053228886278928
618,Rd2.3_P1+2_MT_20210723,J16,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,8.3453282991089,2.2664864929067168,0.20783542834435054,0.03878096066363987,1.0214295507145972
619,Rd2.3_P1+2_MT_20210723,J17,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,7.953842596442001,1.8750007902398185,0.2726267838342705,0.03878096066363987,1.0114042329454145
620,Rd2.3_P1+2_MT_20210723,J18,KQ927_10_P2.3-2,KQ927_L20_5-10-5_10uM_P2.3-2,8.377115711151198,2.2982739049490157,0.20330619687725615,0.03878096066363987,1.1635345378800206
621,Rd2.3_P1+2_MT_20210723,J10,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.0003280616267,0.9214862554245168,0.5279648339442402,0.05434048593803012,1.731290004286991
622,Rd2.3_P1+2_MT_20210723,J11,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.2827308598978995,1.2038890536957163,0.43410349599520087,0.05434048593803012,0.49220395987076104
623,Rd2.3_P1+2_MT_20210723,J12,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.2844473018197995,1.2056054956176163,0.43358732983020964,0.05434048593803012,0.5044314901557392
624,Rd2.3_P1+2_MT_20210723,J22,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.170431529172898,1.0915897229707152,0.46924402400329374,0.0343723895578531,0.3402447738744691
625,Rd2.3_P1+2_MT_20210723,J23,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.201965996579098,1.123124190376915,0.4590985592310113,0.0343723895578531,0.09990748295503982
626,Rd2.3_P1+2_MT_20210723,J24,KQ927_3_P2.3-2,KQ927_L20_5-10-5_3uM_P2.3-2,7.381820736991401,1.3029789307892177,0.40528847875833773,0.0343723895578531,1.1748068110899996
627,Rd2.3_P1+2_MT_20210723,I4,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.7995666639696,2.720724857767417,0.15169812323788798,0.00761488205715871,0.8795234465132199
628,Rd2.3_P1+2_MT_20210723,I5,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.705168496003605,2.626326689801422,0.16195594255650644,0.00761488205715871,0.47299644686329434
629,Rd2.3_P1+2_MT_20210723,I6,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.844187683241099,2.765345877038916,0.14707807688369268,0.00761488205715871,1.0626202163311103
630,Rd2.3_P1+2_MT_20210723,I16,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.441616882704501,2.3627750765023183,0.19441681717901774,0.017199549371702396,0.8134584570898401
631,Rd2.3_P1+2_MT_20210723,I17,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.321497576286799,2.242655770084616,0.2112970059761706,0.017199549371702396,1.4824361698065673
632,Rd2.3_P1+2_MT_20210723,I18,KQ928_10_P2.3-2,KQ928_L20_5-10-5_10uM_P2.3-2,8.577836898804502,2.4989950926023194,0.17689987177336686,0.017199549371702396,0.11924548281122131
633,Rd2.3_P1+2_MT_20210723,I10,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.547466046542201,1.4686242403400185,0.36132669720299465,0.02438794960398425,1.303440759073617
634,Rd2.3_P1+2_MT_20210723,I11,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.365211118552999,1.286369312350816,0.409981491898038,0.02438794960398425,0.8612898293893104
635,Rd2.3_P1+2_MT_20210723,I12,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.464634080963101,1.3857922747609184,0.382679288246433,0.02438794960398425,0.3534294135447173
636,Rd2.3_P1+2_MT_20210723,I22,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.501813402859401,1.4229715966572185,0.3729433489962305,0.02369782352197553,0.7865971133454775
637,Rd2.3_P1+2_MT_20210723,I23,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.329218028031502,1.2503762218293186,0.4203385786574476,0.02369782352197553,1.3220933875172083
638,Rd2.3_P1+2_MT_20210723,I24,KQ928_3_P2.3-2,KQ928_L20_5-10-5_3uM_P2.3-2,7.413562908366998,1.334721102164815,0.39646870513633664,0.02369782352197553,0.26008406905729076
639,Rd2.3_P1+2_MT_20210723,N1,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,8.1513974331816,2.072555626979417,0.23773799111386215,0.005335251570452345,0.8218384397455905
640,Rd2.3_P1+2_MT_20210723,N2,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,8.217607694295602,2.1387658880934186,0.22707394964070315,0.005335251570452345,0.9060134737487101
641,Rd2.3_P1+2_MT_20210723,N3,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,8.182128097230201,2.1032862910280183,0.23272751750306842,0.005335251570452345,0.8613878720712095
642,Rd2.3_P1+2_MT_20210723,N13,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,7.430446429051404,1.3516046228492211,0.3918559686746953,0.06503294978151403,0.39466901986317393
643,Rd2.3_P1+2_MT_20210723,N14,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,7.0202589844688,0.941417178266617,0.5207211179202839,0.06503294978151403,1.4118470144224204
644,Rd2.3_P1+2_MT_20210723,N15,KQ980_10_P2.3-2,KQ980_L20_5-10-5_10uM_P2.3-2,7.2599317356459,1.1810899294437167,0.4410181911637333,0.06503294978151403,0.7827237512799154
645,Rd2.3_P1+2_MT_20210723,N7,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,7.833742157684501,1.754900351482318,0.2962936573542311,0.036500368626033716,1.450052731214789
646,Rd2.3_P1+2_MT_20210723,N8,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,8.0077786289304,1.9289368227282164,0.2626226362975659,0.036500368626033716,0.48208031579619615
647,Rd2.3_P1+2_MT_20210723,N9,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,8.241371731746597,2.1625299255444137,0.2233642301748012,0.036500368626033716,0.6465178973730562
648,Rd2.3_P1+2_MT_20210723,N19,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,8.000225178639699,1.921383372437516,0.2640012430353097,0.03203276359177724,0.5217124163969016
649,Rd2.3_P1+2_MT_20210723,N20,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,8.206717443917203,2.12787563771502,0.22879451358183667,0.03203276359177724,0.4904084483287383
650,Rd2.3_P1+2_MT_20210723,N21,KQ980_3_P2.3-2,KQ980_L20_5-10-5_3uM_P2.3-2,8.400450710829201,2.321608904627018,0.20004425406113666,0.03203276359177724,1.316919117706094
651,Rd2.3_P1+2_MT_20210723,M1,KQ279_10_P2.3-2,KQ279_L20_5-10-5_10uM_P2.3-2,9.140681351451796,3.061839545249613,0.11975522056407747,0.013322285355549638,1.0279626802976827
652,Rd2.3_P1+2_MT_20210723,M2,KQ279_10_P2.3-2,KQ279_L20_5-10-5_10uM_P2.3-2,8.881476653278202,2.8026348470760194,0.14332529493418666,0.013322285355549638,0.20483045681581963
653,Rd2.3_P1+2_MT_20210723,M3,KQ279_10_P2.3-2,KQ279_L20_5-10-5_10uM_P2.3-2,8.891826464226302,2.812984658024119,0.14230076688786333,0.013322285355549638,0.24060981141383167
654,Rd2.3_P1+2_MT_20210723,M13,KQ279_10_P2.3-2,KQ279_L20_5-10-5_10uM_P2.3-2,8.962889544148403,2.8840477379462204,0.1354612634464147,0.03576350727945051,0.4794641988404158
655,Rd2.3_P1+2_MT_20210723,M15,KQ279_10_P2.3-2,KQ279_L20_5-10-5_10uM_P2.3-2,8.809105312695902,2.730263506493719,0.1506984510587852,0.03576350727945051,0.05266055910631651
656,Rd2.3_P1+2_MT_20210723,M7,KQ279_3_P2.3-2,KQ279_L20_5-10-5_3uM_P2.3-2,8.787796120247197,2.7089543140450143,0.15294084825654167,0.009859084286786257,0.4942035964800571
657,Rd2.3_P1+2_MT_20210723,M8,KQ279_3_P2.3-2,KQ279_L20_5-10-5_3uM_P2.3-2,8.880069906867703,2.8012281006655204,0.14346511705155263,0.009859084286786257,0.7642100798529582
658,Rd2.3_P1+2_MT_20210723,M9,KQ279_3_P2.3-2,KQ279_L20_5-10-5_3uM_P2.3-2,8.986877068986097,2.9080352627839137,0.13322758558018077,0.009859084286786257,1.0559237018633785
659,Rd2.3_P1+2_MT_20210723,M19,KQ279_3_P2.3-2,KQ279_L20_5-10-5_3uM_P2.3-2,8.620115971934602,2.54127416573242,0.1717909371748186,0.027980926746673997,0.04292078051901987
660,Rd2.3_P1+2_MT_20210723,M20,KQ279_3_P2.3-2,KQ279_L20_5-10-5_3uM_P2.3-2,8.216493652543,2.137651846340818,0.22724936270432272,0.027980926746673997,1.6231824116990325
