,Experiment Name,SampleName,ASO Microsynth ID,Delta Ct Mean,Delta Ct Naive Mean,ddCt,Avg Exp,Exp_std,Avg Exp_zscore
204,Experiment_37_WT,KQ899_10uM,KQ899_10uM,7.421,7.0355,0.3855,0.765513646,0.06316155026127152,0.7071067811865476
205,Experiment_37_MT,KQ899_10uM,KQ899_10uM,8.043,6.8395,1.2035,0.434220577,0.03506205450101496,-0.7071067811865487
206,Experiment_37_MT,KQ899_10uM,KQ899_10uM,8.039,6.9915,1.0475,0.48380581,0.03506205450101496,0.7071067811865471
207,Experiment_37_WT,KQ899_10uM,KQ899_10uM,7.508,6.9435,0.5645,0.676189725,0.06316155026127152,-0.7071067811865476
208,Experiment_37_WT,KQ900_10uM,KQ900_10uM,6.96,7.0355,-0.0755,1.053726166,0.2659632823552079,0.7071067811865475
209,Experiment_37_MT,KQ900_10uM,KQ900_10uM,7.555,6.9915,0.5635,0.676658587,0.14201148563657762,0.7071067811865472
210,Experiment_37_WT,KQ900_10uM,KQ900_10uM,7.505,6.9435,0.5615,0.677597285,0.2659632823552079,-0.7071067811865475
211,Experiment_37_MT,KQ900_10uM,KQ900_10uM,7.911,6.8395,1.0715,0.475824018,0.14201148563657762,-0.7071067811865476
212,Experiment_40_MT,KQ920_10uM,KQ920_10uM,7.404,6.8025,0.6015,0.659068352,0.05991918848367292,-0.7071067811865475
213,Experiment_40_WT,KQ920_10uM,KQ920_10uM,6.972,6.7795,0.1925,0.875087995,0.030531193554350165,0.7071067811865475
214,Experiment_40_MT,KQ920_10uM,KQ920_10uM,7.964,7.537,0.427,0.743806881,0.05991918848367292,0.7071067811865475
215,Experiment_40_WT,KQ920_10uM,KQ920_10uM,6.846,6.5805,0.2655,0.831910367,0.030531193554350165,-0.7071067811865475
216,Experiment_40_MT,KQ921_10uM,KQ921_10uM,7.673,6.8025,0.8705,0.546957257,0.04581116015553249,-0.7071067811865493
217,Experiment_40_WT,KQ921_10uM,KQ921_10uM,6.963,6.7795,0.1835,0.880564141,0.03277017717340598,0.70710678118655
218,Experiment_40_WT,KQ921_10uM,KQ921_10uM,6.842,6.5805,0.2615,0.834220112,0.03277017717340598,-0.7071067811865467
219,Experiment_40_MT,KQ921_10uM,KQ921_10uM,8.246,7.537,0.709,0.611744021,0.04581116015553249,0.7071067811865469
220,Experiment_40_WT,KQ928_10uM,KQ928_10uM,7.068,6.7795,0.2885,0.818752891,0.04731366660613847,0.7071067811865475
221,Experiment_40_WT,KQ928_10uM,KQ928_10uM,6.992,6.5805,0.4115,0.751841262,0.04731366660613847,-0.7071067811865475
222,Experiment_40_MT,KQ928_10uM,KQ928_10uM,7.623,6.8025,0.8205,0.566245663,0.020343592909491455,-0.7071067811865476
223,Experiment_40_MT,KQ928_10uM,KQ928_10uM,8.286,7.537,0.749,0.595015848,0.020343592909491455,0.7071067811865476
224,Experiment_40_MT,KQ955_10uM,KQ955_10uM,9.807,7.537,2.27,0.207329886,0.036457529026579845,0.7071067811865475
225,Experiment_40_WT,KQ955_10uM,KQ955_10uM,8.305,6.7795,1.5255,0.347359149,0.025405395589412,-0.7071067811865459
226,Experiment_40_MT,KQ955_10uM,KQ955_10uM,9.485,6.8025,2.6825,0.155771154,0.036457529026579845,-0.7071067811865475
227,Experiment_40_WT,KQ955_10uM,KQ955_10uM,7.964,6.5805,1.3835,0.383287804,0.025405395589412,0.707106781186548
228,Experiment_40_MT,KQ956_10uM,KQ956_10uM,9.432,7.537,1.895,0.268873598,0.042037079534325776,0.7071067811865475
229,Experiment_40_WT,KQ956_10uM,KQ956_10uM,7.851,6.5805,1.2705,0.414516088,0.0444034152059937,0.7071067811865475
230,Experiment_40_MT,KQ956_10uM,KQ956_10uM,9.058,6.8025,2.2555,0.20942419,0.042037079534325776,-0.7071067811865475
231,Experiment_40_WT,KQ956_10uM,KQ956_10uM,8.287,6.7795,1.5075,0.351720176,0.0444034152059937,-0.7071067811865475
232,Experiment_40_WT,KQ957_10uM,KQ957_10uM,7.749,6.5805,1.1685,0.444883655,0.04185881437925472,0.7071067811865485
233,Experiment_40_WT,KQ957_10uM,KQ957_10uM,8.154,6.7795,1.3745,0.385686352,0.04185881437925472,-0.7071067811865472
234,Experiment_40_MT,KQ957_10uM,KQ957_10uM,9.18,7.537,1.643,0.320189965,0.06084000980419175,0.7071067811865469
235,Experiment_40_MT,KQ957_10uM,KQ957_10uM,8.897,6.8025,2.0945,0.234149198,0.06084000980419175,-0.7071067811865478
236,Experiment_40_WT,KQ958_10uM,KQ958_10uM,6.948,6.5805,0.3675,0.775124522,0.10011774018233226,0.7071067811865475
237,Experiment_40_WT,KQ958_10uM,KQ958_10uM,7.438,6.7795,0.6585,0.633536656,0.10011774018233226,-0.7071067811865475
238,Experiment_40_MT,KQ958_10uM,KQ958_10uM,8.056,6.8025,1.2535,0.41942943,0.15124144096107361,-0.7071067811865469
239,Experiment_40_MT,KQ958_10uM,KQ958_10uM,8.196,7.537,0.659,0.633317127,0.15124144096107361,0.7071067811865477
240,Experiment_40_MT,KQ980_10uM,KQ980_10uM,7.772,6.8025,0.9695,0.510683021,0.030912799992273466,-0.7071067811865475
241,Experiment_40_MT,KQ980_10uM,KQ980_10uM,8.388,7.537,0.851,0.554400322,0.030912799992273466,0.7071067811865475
242,Experiment_40_WT,KQ980_10uM,KQ980_10uM,7.1,6.7795,0.3205,0.800792296,0.043746728673839594,0.7071067811865495
243,Experiment_40_WT,KQ980_10uM,KQ980_10uM,7.017,6.5805,0.4365,0.738925079,0.043746728673839594,-0.7071067811865469
244,Experiment_40_WT,KQ995_10uM,KQ995_10uM,7.214,6.5805,0.6335,0.644610682,0.009380405020115534,0.7071067811865476
245,Experiment_40_WT,KQ995_10uM,KQ995_10uM,7.443,6.7795,0.6635,0.631344786,0.009380405020115534,-0.7071067811865476
246,Experiment_40_MT,KQ995_10uM,KQ995_10uM,8.451,6.8025,1.6485,0.318971626,0.03742844532701181,-0.7071067811865475
247,Experiment_40_MT,KQ995_10uM,KQ995_10uM,8.964,7.537,1.427,0.371903441,0.03742844532701181,0.7071067811865475
248,Experiment_40_MT,KQJM069_10uM,KQJM069_10uM,7.69,7.537,0.153,0.899378312,0.05660934821305252,0.7071067811865476
249,Experiment_40_WT,KQJM069_10uM,KQJM069_10uM,6.964,6.7795,0.1845,0.879953992,0.012382570402319597,0.7071067811865407
250,Experiment_40_MT,KQJM069_10uM,KQJM069_10uM,7.09,6.8025,0.2875,0.819320604,0.05660934821305252,-0.7071067811865476
251,Experiment_40_WT,KQJM069_10uM,KQJM069_10uM,6.794,6.5805,0.2135,0.862442393,0.012382570402319597,-0.7071067811865497
252,Experiment_40_WT,KQJM071_10uM,KQJM071_10uM,6.745,6.5805,0.1645,0.892237692,0.06190754234677792,0.7071067811865475
253,Experiment_40_MT,KQJM071_10uM,KQJM071_10uM,7.609,6.8025,0.8065,0.571767293,0.09535301639571202,-0.7071067811865475
254,Experiment_40_WT,KQJM071_10uM,KQJM071_10uM,7.093,6.7795,0.3135,0.804687206,0.06190754234677792,-0.7071067811865475
255,Experiment_40_MT,KQJM071_10uM,KQJM071_10uM,8.038,7.537,0.501,0.706616822,0.09535301639571202,0.7071067811865475
