,Experiment Name,SampleName,ASO Microsynth ID,Delta Ct Mean,Delta Ct Naive Mean,ddCt,Avg Exp,Exp_std,Avg Exp_zscore
85,Experiment_40_MT,KQ830_10uM,KQ830_10uM,7.149,6.8025,0.3465,0.786489822,0.08691645538580393,-0.7071067811865485
86,Experiment_40_WT,KQ830_10uM,KQ830_10uM,6.806,6.7795,0.0265,0.981799271,0.006769710215432316,-0.7071067811865475
87,Experiment_40_MT,KQ830_10uM,KQ830_10uM,7.674,7.537,0.137,0.909408252,0.08691645538580393,0.7071067811865472
88,Experiment_39,KQ836_10uM,KQ836_10uM,7.102,5.802,1.3,0.406126198,0.00029873705870211336,-0.7071067811866869
89,Experiment_39,KQ836_10uM,KQ836_10uM,6.98,5.6815,1.2985,0.406548676,0.00029873705870211336,0.707106781186501
90,Experiment_39,KQ836_1uM,KQ836_1uM,6.201,5.802,0.399,0.758383773,0.05379203539269301,0.7071067811865476
91,Experiment_39,KQ836_1uM,KQ836_1uM,6.233,5.6815,0.5515,0.682310347,0.05379203539269301,-0.7071067811865476
92,Experiment_39,KQ836_3uM,KQ836_3uM,6.552,5.6815,0.8705,0.546957257,0.176552428602809,-0.707106781186547
93,Experiment_39,KQ836_3uM,KQ836_3uM,6.13,5.802,0.328,0.796640096,0.176552428602809,0.7071067811865477
94,Experiment_39,KQ840_10uM,KQ840_10uM,8.118,5.6815,2.4365,0.18473127,0.12392156648952109,-0.7071067811865475
95,Experiment_39,KQ840_10uM,KQ840_10uM,7.276,5.802,1.474,0.35998283,0.12392156648952109,0.7071067811865475
96,Experiment_39,KQ840_1uM,KQ840_1uM,6.526,5.802,0.724,0.605416542,0.0560617873491186,0.7071067811865476
97,Experiment_39,KQ840_1uM,KQ840_1uM,6.608,5.6815,0.9265,0.526133202,0.0560617873491186,-0.7071067811865476
98,Experiment_39,KQ840_3uM,KQ840_3uM,6.793,5.802,0.991,0.503128912,0.03723612147491722,0.7071067811865465
99,Experiment_39,KQ840_3uM,KQ840_3uM,6.832,5.6815,1.1505,0.450469084,0.03723612147491722,-0.7071067811865479
100,Experiment_39,KQ841_10uM,KQ841_10uM,7.667,5.6815,1.9855,0.252525328,,
101,Experiment_39,KQ841_1uM,KQ841_1uM,6.719,5.802,0.917,0.529609167,0.043811997458170326,0.7071067811865485
102,Experiment_39,KQ841_1uM,KQ841_1uM,6.778,5.6815,1.0965,0.467649646,0.043811997458170326,-0.7071067811865472
103,Experiment_39,KQ841_3uM,KQ841_3uM,7.367,5.6815,1.6855,0.310895147,0.0250190076954343,-0.7071067811865475
104,Experiment_39,KQ841_3uM,KQ841_3uM,7.332,5.802,1.53,0.346277367,0.0250190076954343,0.7071067811865475
105,Experiment_39,KQ843_10uM,KQ843_10uM,7.532,5.6815,1.8505,0.277296248,0.02322532952157809,-0.7071067811865492
106,Experiment_39,KQ843_10uM,KQ843_10uM,7.491,5.802,1.689,0.310141824,0.02322532952157809,0.7071067811865469
107,Experiment_39,KQ843_1uM,KQ843_1uM,6.684,5.802,0.882,0.542614686,0.04253135070990902,0.7071067811865495
108,Experiment_39,KQ843_1uM,KQ843_1uM,6.733,5.6815,1.0515,0.482466273,0.04253135070990902,-0.7071067811865468
109,Experiment_39,KQ843_3uM,KQ843_3uM,6.97,5.802,1.168,0.445037867,0.05162269259919585,0.7071067811865482
110,Experiment_39,KQ843_3uM,KQ843_3uM,7.108,5.6815,1.4265,0.372032355,0.05162269259919585,-0.7071067811865472
111,Experiment_37_WT,KQ871L_1uM,KQ871L_1uM,6.963,6.9435,0.0195,0.986574566,0.17626214005592852,-0.7071067811865466
112,Experiment_37_MT,KQ871L_1uM,KQ871L_1uM,7.04,6.9915,0.0485,0.966941155,0.02237417589667579,0.7071067811865438
113,Experiment_37_MT,KQ871L_1uM,KQ871L_1uM,6.936,6.8395,0.0965,0.935299292,0.02237417589667579,-0.7071067811865487
114,Experiment_37_WT,KQ871L_1uM,KQ871L_1uM,6.73,7.0355,-0.3055,1.235846875,0.17626214005592852,0.7071067811865478
115,Experiment_37_WT,KQ874L_1uM,KQ874L_1uM,7.074,7.0355,0.0385,0.973666763,0.11899450654228959,-0.7071067811865489
116,Experiment_37_MT,KQ874L_1uM,KQ874L_1uM,7.488,6.9915,0.4965,0.708824315,0.17077008481996622,-0.7071067811865476
117,Experiment_37_MT,KQ874L_1uM,KQ874L_1uM,6.913,6.8395,0.0735,0.950329685,0.17077008481996622,0.7071067811865476
118,Experiment_37_WT,KQ874L_1uM,KQ874L_1uM,6.752,6.9435,-0.1915,1.141950408,0.11899450654228959,0.707106781186547
119,Experiment_37_MT,KQ880_10uM,KQ880_10uM,7.689,6.9915,0.6975,0.616639837,0.06296493144258801,0.7071067811865461
120,Experiment_37_MT,KQ880_10uM,KQ880_10uM,7.762,6.8395,0.9225,0.527593977,0.06296493144258801,-0.7071067811865479
121,Experiment_37_WT,KQ880_10uM,KQ880_10uM,7.164,6.9435,0.2205,0.858267932,0.041817663593016724,0.7071067811865495
122,Experiment_37_WT,KQ880_10uM,KQ880_10uM,7.359,7.0355,0.3235,0.799128825,0.041817663593016724,-0.7071067811865468
123,Experiment_37_WT,KQ881_10uM,KQ881_10uM,7.794,6.9435,0.8505,0.554592496,0.007962595819760094,-0.707106781186537
124,Experiment_37_MT,KQ881_10uM,KQ881_10uM,8.01,6.8395,1.1705,0.444267343,0.037999050800944525,0.7071067811865475
125,Experiment_37_WT,KQ881_10uM,KQ881_10uM,7.857,7.0355,0.8215,0.565853307,0.007962595819760094,0.707106781186551
126,Experiment_37_MT,KQ881_10uM,KQ881_10uM,8.348,6.9915,1.3565,0.39052857,0.037999050800944525,-0.7071067811865475
127,Experiment_39,KQ882_10uM,KQ882_10uM,7.393,5.802,1.591,0.33194129,0.07402970017082885,-0.7071067811865476
128,Experiment_37_MT,KQ882_10uM,KQ882_10uM,8.617,6.9915,1.6255,0.324097546,0.09246424972800682,-0.7071067811865475
129,Experiment_37_WT,KQ882_10uM,KQ882_10uM,7.458,7.0355,0.4225,0.746130558,0.017971787766871163,0.7071067811865475
130,Experiment_39,KQ882_10uM,KQ882_10uM,6.877,5.6815,1.1955,0.436635096,0.07402970017082885,0.7071067811865476
131,Experiment_37_WT,KQ882_10uM,KQ882_10uM,7.416,6.9435,0.4725,0.720714612,0.017971787766871163,-0.7071067811865475
132,Experiment_37_MT,KQ882_10uM,KQ882_10uM,7.976,6.8395,1.1365,0.454861742,0.09246424972800682,0.7071067811865475
133,Experiment_39,KQ882_1uM,KQ882_1uM,6.286,5.802,0.484,0.714992493,0.09449350123312203,0.7071067811865475
134,Experiment_39,KQ882_1uM,KQ882_1uM,6.464,5.6815,0.7825,0.581358502,0.09449350123312203,-0.7071067811865475
135,Experiment_39,KQ882_3uM,KQ882_3uM,6.41,5.6815,0.7285,0.603531092,0.05793806337319193,0.707106781186549
136,Experiment_39,KQ882_3uM,KQ882_3uM,6.741,5.802,0.939,0.521594297,0.05793806337319193,-0.707106781186547
137,Experiment_37_MT,KQ883_10uM,KQ883_10uM,7.624,6.8395,0.7845,0.580553127,,
138,Experiment_37_WT,KQ883_10uM,KQ883_10uM,7.411,6.9435,0.4675,0.723216752,4.380864874187595,-0.7071067811865476
139,Experiment_37_WT,KQ883_10uM,KQ883_10uM,4.245,7.0355,-2.7905,6.918695272,4.380864874187595,0.7071067811865476
140,Experiment_37_MT,KQ884_10uM,KQ884_10uM,7.457,6.8395,0.6175,0.651799432,0.11127195084732538,-0.7071067811865482
141,Experiment_37_WT,KQ884_10uM,KQ884_10uM,7.528,6.9435,0.5845,0.666880422,0.019209235947656056,0.7071067811865476
142,Experiment_37_WT,KQ884_10uM,KQ884_10uM,7.68,7.0355,0.6445,0.63971446,0.019209235947656056,-0.7071067811865476
143,Experiment_37_MT,KQ884_10uM,KQ884_10uM,7.297,6.9915,0.3055,0.809161734,0.11127195084732538,0.7071067811865472
144,Experiment_37_MT,KQ885_10uM,KQ885_10uM,7.579,6.8395,0.7395,0.598946896,0.05990028327677113,0.7071067811865461
145,Experiment_37_MT,KQ885_10uM,KQ885_10uM,7.951,6.9915,0.9595,0.514235103,0.05990028327677113,-0.707106781186548
146,Experiment_37_WT,KQ885_10uM,KQ885_10uM,7.444,6.9435,0.5005,0.706861759,0.002083049603241434,-0.7071067811865475
147,Experiment_37_WT,KQ885_10uM,KQ885_10uM,7.53,7.0355,0.4945,0.709807636,0.002083049603241434,0.7071067811865475
148,Experiment_39,KQ886_10uM,KQ886_10uM,7.105,5.6815,1.4235,0.372806779,0.060691806586816,0.7071067811865481
149,Experiment_37_WT,KQ886_10uM,KQ886_10uM,7.262,6.9435,0.3185,0.8019032,0.03943536781419069,-0.7071067811865497
150,Experiment_37_WT,KQ886_10uM,KQ886_10uM,7.257,7.0355,0.2215,0.857673232,0.03943536781419069,0.7071067811865468
151,Experiment_37_MT,KQ886_10uM,KQ886_10uM,7.829,6.8395,0.9895,0.503652297,0.08075513206673002,0.7071067811865476
152,Experiment_39,KQ886_10uM,KQ886_10uM,7.603,5.802,1.801,0.286975603,0.060691806586816,-0.7071067811865472
153,Experiment_37_MT,KQ886_10uM,KQ886_10uM,8.352,6.9915,1.3605,0.389447294,0.08075513206673002,-0.7071067811865476
154,Experiment_39,KQ886_1uM,KQ886_1uM,6.876,5.6815,1.1945,0.436937853,0.18415463330940177,-0.7071067811865471
155,Experiment_39,KQ886_1uM,KQ886_1uM,6.322,5.802,0.52,0.697371833,0.18415463330940177,0.7071067811865477
156,Experiment_39,KQ886_3uM,KQ886_3uM,6.884,5.6815,1.2025,0.43452166,0.038938140932262076,0.7071067811865475
157,Experiment_39,KQ886_3uM,KQ886_3uM,7.2,5.802,1.398,0.379454813,0.038938140932262076,-0.7071067811865475
158,Experiment_37_MT,KQ887_10uM,KQ887_10uM,8.083,6.9915,1.0915,0.469273208,0.05789106481387365,-0.7071067811865468
159,Experiment_37_WT,KQ887_10uM,KQ887_10uM,7.258,6.9435,0.3145,0.804129633,0.013963144977102418,-0.7071067811865476
160,Experiment_37_WT,KQ887_10uM,KQ887_10uM,7.315,7.0355,0.2795,0.823876502,0.013963144977102418,0.7071067811865476
161,Experiment_37_MT,KQ887_10uM,KQ887_10uM,7.699,6.8395,0.8595,0.551143537,0.05789106481387365,0.7071067811865478
162,Experiment_37_WT,KQ888_10uM,KQ888_10uM,7.007,6.9435,0.0635,0.956939751,0.17214343609566804,-0.7071067811865476
163,Experiment_37_MT,KQ888_10uM,KQ888_10uM,7.343,6.9915,0.3515,0.783768773,0.07307776898036493,0.7071067811865486
164,Experiment_37_MT,KQ888_10uM,KQ888_10uM,7.395,6.8395,0.5555,0.680421201,0.07307776898036493,-0.7071067811865471
165,Experiment_37_WT,KQ888_10uM,KQ888_10uM,6.772,7.0355,-0.2635,1.200387333,0.17214343609566804,0.7071067811865476
166,Experiment_37_MT,KQ889_10uM,KQ889_10uM,7.582,6.9915,0.5905,0.664112703,0.2318514379467515,0.7071067811865475
167,Experiment_37_MT,KQ889_10uM,KQ889_10uM,8.412,6.8395,1.5725,0.336225255,0.2318514379467515,-0.7071067811865475
168,Experiment_37_WT,KQ889_10uM,KQ889_10uM,6.947,7.0355,-0.0885,1.06326411,0.45995059254593307,0.7071067811865475
169,Experiment_37_WT,KQ889_10uM,KQ889_10uM,8.22,6.9435,1.2765,0.412795744,0.45995059254593307,-0.7071067811865476
170,Experiment_37_WT,KQ890_10uM,KQ890_10uM,7.526,7.0355,0.4905,0.711778371,0.03649785391209736,-0.7071067811865476
171,Experiment_37_MT,KQ890_10uM,KQ890_10uM,7.399,6.8395,0.5595,0.678537286,0.007372629055051679,-0.7071067811865475
172,Experiment_37_MT,KQ890_10uM,KQ890_10uM,7.529,6.9915,0.5375,0.688963758,0.007372629055051679,0.7071067811865475
173,Experiment_37_WT,KQ890_10uM,KQ890_10uM,7.333,6.9435,0.3895,0.763394131,0.03649785391209736,0.7071067811865476
174,Experiment_37_MT,KQ891_10uM,KQ891_10uM,7.174,6.8395,0.3345,0.793058942,0.1247471454763616,0.7071067811865469
175,Experiment_37_MT,KQ891_10uM,KQ891_10uM,7.689,6.9915,0.6975,0.616639837,0.1247471454763616,-0.7071067811865478
176,Experiment_37_WT,KQ891_10uM,KQ891_10uM,7.182,7.0355,0.1465,0.903439564,0.03736148302194024,-0.7071067811865452
177,Experiment_37_WT,KQ891_10uM,KQ891_10uM,7.008,6.9435,0.0645,0.95627668,0.03736148302194024,0.7071067811865482
178,Experiment_37_MT,KQ892_10uM,KQ892_10uM,7.539,6.8395,0.6995,0.615785585,,
179,Experiment_37_WT,KQ892_10uM,KQ892_10uM,7.081,6.9435,0.1375,0.90909313,,
180,Experiment_37_MT,KQ893_10uM,KQ893_10uM,8.171,6.8395,1.3315,0.397354889,0.010134726028188606,0.7071067811865517
181,Experiment_37_MT,KQ893_10uM,KQ893_10uM,8.376,6.9915,1.3845,0.383022222,0.010134726028188606,-0.7071067811865462
182,Experiment_37_WT,KQ893_10uM,KQ893_10uM,7.757,7.0355,0.7215,0.606466558,0.03477312430626112,0.7071067811865476
183,Experiment_37_WT,KQ893_10uM,KQ893_10uM,7.787,6.9435,0.8435,0.557289934,0.03477312430626112,-0.7071067811865476
184,Experiment_37_MT,KQ894_10uM,KQ894_10uM,7.637,6.8395,0.7975,0.575345312,0.11392653082016947,0.7071067811865471
185,Experiment_37_MT,KQ894_10uM,KQ894_10uM,8.263,6.9915,1.2715,0.414228867,0.11392653082016947,-0.7071067811865477
186,Experiment_37_WT,KQ894_10uM,KQ894_10uM,7.627,6.9435,0.6835,0.622652875,0.05566358723636127,0.7071067811865476
187,Experiment_37_WT,KQ894_10uM,KQ894_10uM,7.914,7.0355,0.8785,0.543932675,0.05566358723636127,-0.7071067811865476
188,Experiment_37_MT,KQ895_10uM,KQ895_10uM,8.197,6.9915,1.2055,0.433619037,0.015128657770823726,0.7071067811865447
189,Experiment_37_WT,KQ895_10uM,KQ895_10uM,7.844,7.0355,0.8085,0.570975204,0.032738148064645374,0.7071067811865475
190,Experiment_37_MT,KQ895_10uM,KQ895_10uM,8.118,6.8395,1.2785,0.412223884,0.015128657770823726,-0.7071067811865485
191,Experiment_37_WT,KQ895_10uM,KQ895_10uM,7.874,6.9435,0.9305,0.524676471,0.032738148064645374,-0.7071067811865475
192,Experiment_37_MT,KQ896_10uM,KQ896_10uM,8.929,6.9915,1.9375,0.261068446,0.1541953738826261,-0.7071067811865478
193,Experiment_37_WT,KQ896_10uM,KQ896_10uM,7.456,6.9435,0.5125,0.701006633,0.23588174224565503,0.7071067811865474
194,Experiment_37_MT,KQ896_10uM,KQ896_10uM,7.901,6.8395,1.0615,0.479133635,0.1541953738826261,0.7071067811865475
195,Experiment_37_WT,KQ896_10uM,KQ896_10uM,8.48,7.0355,1.4445,0.367419474,0.23588174224565503,-0.7071067811865476
196,Experiment_37_WT,KQ897_10uM,KQ897_10uM,7.725,7.0355,0.6895,0.620068712,0.0432972074580106,0.7071067811865456
197,Experiment_37_WT,KQ897_10uM,KQ897_10uM,7.783,6.9435,0.8395,0.558837214,0.0432972074580106,-0.7071067811865481
198,Experiment_37_MT,KQ897_10uM,KQ897_10uM,8.041,6.8395,1.2015,0.434822952,0.004232978780061139,0.7071067811865475
199,Experiment_37_MT,KQ897_10uM,KQ897_10uM,8.213,6.9915,1.2215,0.428836616,0.004232978780061139,-0.7071067811865475
200,Experiment_37_MT,KQ898_10uM,KQ898_10uM,8.946,6.9915,1.9545,0.258010199,0.12910154651156774,-0.7071067811865472
201,Experiment_37_WT,KQ898_10uM,KQ898_10uM,7.738,6.9435,0.7945,0.576542953,0.09461983858750311,0.7071067811865471
202,Experiment_37_MT,KQ898_10uM,KQ898_10uM,8.022,6.8395,1.1825,0.440587357,0.12910154651156774,0.7071067811865477
203,Experiment_37_WT,KQ898_10uM,KQ898_10uM,8.211,7.0355,1.1755,0.442730294,0.09461983858750311,-0.7071067811865477
