Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_zscore,Avg Exp_zscore,Avg_naive,Test plate #,Avg_plate,Min_plate,Max_plate,outliers removed by Exp_zscore: 375 greater than 1.8
ASO217-240_total_20210616,L2,ASO232_10,KQ236_L20_5-10-5_10uM_P20,7.45144673,0.566975594,0.675030412,7.258264987,0.193181743,0.874674571,1.389151114,,,20,,,,
ASO217-240_total_20210616,L3,ASO232_10,KQ236_L20_5-10-5_10uM_P20,7.639517903,0.755046767,0.592527178,7.258264987,0.381252916,0.767770527,0.667918502,,,20,,,,
ASO217-240_total_20210616,L4,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.070039185,1.185568049,0.439651395,7.258264987,0.811774198,0.569680845,0.668501829,0.866061514,,20,,,,
ASO217-240_total_20210616,L5,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.143192247,1.258721111,0.417914259,7.258264987,0.88492726,0.541514825,0.858525061,,,20,,,,
ASO217-240_total_20210616,L6,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.229702756,1.34523162,0.393590793,7.258264987,0.971437769,0.509997553,1.071157653,,,20,,,,
ASO217-240_WT_20210616,L1,ASO232_10,KQ236_L20_5-10-5_10uM_P20,7.826868545,0.196413658,0.872717325,8.072812293,-0.245943748,1.18586826,0.759771313,0.811765071,,20,,,,
ASO217-240_WT_20210616,L2,ASO232_10,KQ236_L20_5-10-5_10uM_P20,7.95669018,0.326235293,0.797615144,8.072812293,-0.116122113,1.0838177,0.193428117,,,20,,,,
ASO217-240_WT_20210616,L3,ASO232_10,KQ236_L20_5-10-5_10uM_P20,7.676624947,0.046170059,0.968504019,8.072812293,-0.396187346,1.316025411,1.482095783,,,20,,,,
ASO217-240_WT_20210616,L4,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.323687931,0.693233044,0.618466328,8.072812293,0.250875638,0.840386191,1.157527511,0.811765071,,20,,,,
ASO217-240_WT_20210616,L5,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.136499897,0.506045009,0.704150145,8.072812293,0.063687604,0.956815321,0.511388524,,,20,,,,
ASO217-240_WT_20210616,L6,ASO232_10,KQ236_L20_5-10-5_10uM_P20,8.207498351,0.577043464,0.6703361,8.072812293,0.134686058,0.910868024,0.766379178,,,20,,,,
ASO217-240_MT_20210616,L7,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.812534684,0.219409461,0.858916945,7.49632244,0.316212245,0.803175827,0.266298479,0.745687759,,20,,,,
ASO217-240_MT_20210616,L8,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.834684137,0.241558914,0.84583085,7.49632244,0.338361697,0.790938981,0.045997682,,,20,,,,
ASO217-240_MT_20210616,L9,ASO232_3,KQ236_L20_5-10-5_3uM_P20,8.049598881,0.456473658,0.728765386,7.49632244,0.553276441,,1.924767115,,,20,,,,
ASO217-240_MT_20210616,L10,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.786003106,0.192877883,0.874858814,7.49632244,0.289680667,0.818083117,0.534675444,0.537490318,,20,,,,
ASO217-240_MT_20210616,L11,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.827481099,0.234355876,0.850064445,7.49632244,0.331158659,0.794897828,0.117269081,,,20,,,,
ASO217-240_MT_20210616,L12,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.744880191,0.151754968,0.900154802,7.49632244,0.248557751,0.841737472,0.960526428,,,20,,,,
ASO217-240_total_20210616,L7,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.640415506,0.755944369,0.592158639,7.258264987,0.382150519,0.767292991,0.694378941,0.762964972,,20,,,,
ASO217-240_total_20210616,L8,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.700280978,0.815809842,0.568089506,7.258264987,0.442015992,0.736105272,1.179048062,,,20,,,,
ASO217-240_total_20210616,L9,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.607058515,0.722587379,0.606009628,7.258264987,0.348793529,0.78524049,0.415467913,,,20,,,,
ASO217-240_total_20210616,L10,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.472147717,0.587676581,0.665413674,7.258264987,0.21388273,0.862213627,0.780724166,0.778411296,,20,,,,
ASO217-240_total_20210616,L11,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.393510888,0.509039751,0.702689988,7.258264987,0.135245901,0.910514627,1.531340236,,,20,,,,
ASO217-240_total_20210616,L12,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.561408849,0.676937713,0.625491545,7.258264987,0.303143862,0.810484296,0.023169486,,,20,,,,
ASO217-240_WT_20210616,L7,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.97184286,0.341387972,0.789281603,8.072812293,-0.100969433,1.072493894,0.132820926,0.446815048,,20,,,,
ASO217-240_WT_20210616,L8,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.956737232,0.326282345,0.797589131,8.072812293,-0.116075061,1.083782353,0.031328686,,,20,,,,
ASO217-240_WT_20210616,L9,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.855555569,0.225100682,0.855535318,8.072812293,-0.217256724,1.162520957,1.176295531,,,20,,,,
ASO217-240_WT_20210616,L10,ASO232_3,KQ236_L20_5-10-5_3uM_P20,8.137202534,0.506747647,0.703807286,8.072812293,0.064390241,,1.821719966,0.856212214,,20,,,,
ASO217-240_WT_20210616,L11,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.925119072,0.294664185,0.815262078,8.072812293,-0.147693221,1.107796758,0.380530932,,,20,,,,
ASO217-240_WT_20210616,L12,ASO232_3,KQ236_L20_5-10-5_3uM_P20,7.926386458,0.29593157,0.814546198,8.072812293,-0.146425835,1.106824002,0.366385744,,,20,,,,
ASO217-240_MT_20210616,M1,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.259576824,0.666451601,0.630054441,7.49632244,0.763254384,,1.966931294,0.785601029,,20,,,,
ASO217-240_MT_20210616,M2,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.469615114,0.876489891,0.544691066,7.49632244,0.973292674,0.509342259,0.043797522,,,20,,,,
ASO217-240_MT_20210616,M3,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.516195204,0.923069981,0.527385576,7.49632244,1.019872765,0.493159844,0.346074272,,,20,,,,
ASO217-240_MT_20210616,M4,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.54913934,0.956014117,0.515479115,7.49632244,1.0528169,0.482026077,0.614312446,0.554884848,,20,,,,
ASO217-240_MT_20210616,M5,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.563056735,0.969931512,0.510530298,7.49632244,1.066734295,0.477398423,0.72580332,,,20,,,,
ASO217-240_MT_20210616,M6,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.513582623,0.9204574,0.528341486,7.49632244,1.017260183,0.494053718,0.324538779,,,20,,,,
ASO217-240_total_20210616,M1,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.547967442,1.663496306,0.315673201,7.258264987,1.289702455,0.409035381,0.67921043,0.357443293,,20,,,,
ASO217-240_total_20210616,M2,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.365085109,1.480613972,0.358336281,7.258264987,1.106820122,0.464316314,0.37692398,,,20,,,,
ASO217-240_total_20210616,M3,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.430480494,1.546009358,0.342456024,7.258264987,1.172215507,0.443739379,0.016195467,,,20,,,,
ASO217-240_total_20210616,M4,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.631233671,1.746762535,0.297969685,7.258264987,1.372968684,0.386095947,1.117465065,1.058319428,,20,,,,
ASO217-240_total_20210616,M5,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.481502734,1.597031598,0.330556411,7.258264987,1.223237747,0.428320387,0.310773118,,,20,,,,
ASO217-240_total_20210616,M6,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.157919302,1.273448166,0.413669884,7.258264987,0.899654315,0.536015151,1.7467201,,,20,,,,
ASO217-240_WT_20210616,M1,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.337706667,0.70725178,0.612485765,8.072812293,0.264894374,0.832259666,0.884191258,0.843727311,,20,,,,
ASO217-240_WT_20210616,M2,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.495171225,0.864716337,0.549154371,8.072812293,0.422358932,0.746203519,0.06031157,,,20,,,,
ASO217-240_WT_20210616,M3,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.873258622,1.242803735,0.422550672,8.072812293,0.800446329,0.574171518,1.586679104,,,20,,,,
ASO217-240_WT_20210616,M4,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.319283172,0.688828285,0.620357482,8.072812293,0.246470879,0.842955934,0.986594614,0.713091895,,20,,,,
ASO217-240_WT_20210616,M5,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.66852805,1.038073162,0.486977438,8.072812293,0.595715757,0.66171608,0.748549704,,,20,,,,
ASO217-240_WT_20210616,M6,ASO233_10,KQ512_L20_5-10-5_10uM_P20,8.427357246,0.796902359,0.5755837,8.072812293,0.354544953,0.782116295,0.404131366,,,20,,,,
ASO217-240_MT_20210616,M7,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.249017378,0.655892155,0.634682885,7.49632244,0.752694938,0.593493881,1.331037308,0.833158808,,20,,,,
ASO217-240_MT_20210616,M8,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.198189012,0.605063789,0.657442311,7.49632244,0.701866572,0.614776289,0.995415056,,,20,,,,
ASO217-240_MT_20210616,M9,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.080724766,0.487599543,0.713210801,7.49632244,0.584402326,0.666925573,0.17302406,,,20,,,,
ASO217-240_MT_20210616,M10,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.913295693,0.32017047,0.800975228,7.49632244,0.416973253,0.748994353,1.121195547,0.833158808,,20,,,,
ASO217-240_MT_20210616,M11,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.969331704,0.376206481,0.770460831,7.49632244,0.473009264,0.720460248,0.671214472,,,20,,,,
ASO217-240_MT_20210616,M12,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.964786401,0.371661178,0.772892045,7.49632244,0.468463961,0.722733683,0.707066405,,,20,,,,
ASO217-240_total_20210616,M7,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.776620501,0.892149365,0.538810785,7.258264987,0.518355515,0.6981672,0.692113052,0.891255487,,20,,,,
ASO217-240_total_20210616,M8,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.779512045,0.895040909,0.537731947,7.258264987,0.521247058,0.696769289,0.709439429,,,20,,,,
ASO217-240_total_20210616,M9,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.876729046,0.99225791,0.502690416,7.258264987,0.618464059,0.651364022,1.27221398,,,20,,,,
ASO217-240_total_20210616,M10,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.519838769,0.635367632,0.643776744,7.258264987,0.261573782,0.83417745,0.993662929,0.891255487,,20,,,,
ASO217-240_total_20210616,M11,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.543455562,0.658984426,0.633323964,7.258264987,0.285190575,0.820633199,0.825789013,,,20,,,,
ASO217-240_total_20210616,M12,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.539415181,0.654944045,0.635100123,7.258264987,0.281150194,0.822934668,0.854314518,,,20,,,,
ASO217-240_WT_20210616,M7,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.3047077,0.674252813,0.626656687,8.072812293,0.231895407,0.851515439,1.338785081,0.813684877,,20,,,,
ASO217-240_WT_20210616,M8,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.133030355,0.502575468,0.705845596,8.072812293,0.060218062,0.959119138,0.316888369,,,20,,,,
ASO217-240_WT_20210616,M9,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.209210342,0.578755454,0.66954111,8.072812293,0.136398049,0.909787773,0.785381182,,,20,,,,
ASO217-240_WT_20210616,M10,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.901205824,0.270750937,0.828887989,8.072812293,-0.171606469,1.126311957,1.270917557,0.813684877,,20,,,,
ASO217-240_WT_20210616,M11,ASO233_3,KQ512_L20_5-10-5_3uM_P20,7.95299511,0.322540223,0.799660636,8.072812293,-0.119817183,1.086597161,0.893751906,,,20,,,,
ASO217-240_WT_20210616,M12,ASO233_3,KQ512_L20_5-10-5_3uM_P20,8.041996456,0.411541568,0.7518196,8.072812293,-0.030815837,1.021589667,0.276385169,,,20,,,,
ASO217-240_MT_20210616,N1,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.913697821,0.320572598,0.800752,7.49632244,0.417375381,0.748785612,0.4152655,0.809910584,,20,,,,
ASO217-240_MT_20210616,N2,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.013395213,0.42026999,0.747284762,7.49632244,0.517072773,0.698788237,0.483319783,,,20,,,,
ASO217-240_MT_20210616,N3,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.139081125,0.545955902,0.684937426,7.49632244,0.642758685,0.640487054,1.53114647,,,20,,,,
ASO217-240_MT_20210616,N4,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.894577616,0.301452393,0.811435095,7.49632244,0.398255176,0.758775407,0.594808567,0.754316678,,20,,,,
ASO217-240_MT_20210616,N5,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.996102355,0.402977132,0.756295987,7.49632244,0.499779915,0.707214659,0.331874641,,,20,,,,
ASO217-240_MT_20210616,N6,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.81819604,0.225070817,0.855553028,7.49632244,0.3218736,0.800030219,1.336266826,,,20,,,,
ASO217-240_total_20210616,N1,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.337154692,1.452683556,0.365341221,7.258264987,1.078889705,0.473393005,1.425717921,0.78832506,,20,,,,
ASO217-240_total_20210616,N2,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.148989054,1.264517918,0.416238432,7.258264987,0.890724067,0.539343362,0.626419161,,,20,,,,
ASO217-240_total_20210616,N3,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.081388172,1.196917036,0.436206437,7.258264987,0.823123185,0.56521702,0.3128381,,,20,,,,
ASO217-240_total_20210616,N4,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.853663144,0.969192008,0.510792056,7.258264987,0.595398157,0.661861768,0.858467582,0.78832506,,20,,,,
ASO217-240_total_20210616,N5,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.775782514,0.891311378,0.539123844,7.258264987,0.517517528,0.698572847,1.303394966,,,20,,,,
ASO217-240_total_20210616,N6,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.976624287,1.092153151,0.469060802,7.258264987,0.7183593,0.607788254,0.203112633,,,20,,,,
ASO217-240_WT_20210616,N1,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.316992456,0.686537568,0.62134327,8.072812293,0.244180163,0.844295446,0.565497951,0.77697799,,20,,,,
ASO217-240_WT_20210616,N2,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.245978378,0.615523491,0.652693017,8.072812293,0.173166085,0.886894199,0.228536104,,,20,,,,
ASO217-240_WT_20210616,N3,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.54375958,0.913304692,0.530967443,8.072812293,0.470947286,0.721490705,1.536899915,,,20,,,,
ASO217-240_WT_20210616,N4,ASO234_10,KQ235_L20_5-10-5_10uM_P20,7.973364251,0.342909364,0.788449706,8.072812293,-0.099448042,1.071363493,1.230640744,0.77697799,,20,,,,
ASO217-240_WT_20210616,N5,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.145046025,0.514591137,0.699991284,8.072812293,0.072233732,0.951164165,0.279847947,,,20,,,,
ASO217-240_WT_20210616,N6,ASO234_10,KQ235_L20_5-10-5_10uM_P20,8.044941266,0.414486378,0.750286561,8.072812293,-0.027871028,1.019506538,0.820445279,,,20,,,,
ASO217-240_MT_20210616,N7,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.150344038,0.557218815,0.679611036,7.49632244,0.654021599,0.63550633,0.51431378,0.509259616,,20,,,,
ASO217-240_MT_20210616,N8,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.228432495,0.635307272,0.64380368,7.49632244,0.732110055,0.602022764,0.034212837,,,20,,,,
ASO217-240_MT_20210616,N9,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.078548388,0.485423165,0.714287528,7.49632244,0.582225948,0.667932423,0.97925223,,,20,,,,
ASO217-240_MT_20210616,N10,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.101289987,0.508164765,0.703116295,7.49632244,0.604967548,0.65748617,0.829469621,1.062239363,,20,,,,
ASO217-240_MT_20210616,N11,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.52540787,0.932282647,0.524028562,7.49632244,1.02908543,0.49002069,1.571718285,,,20,,,,
ASO217-240_MT_20210616,N12,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.372387141,0.779261918,0.582664808,7.49632244,0.876064701,0.544851621,0.785530183,,,20,,,,
ASO217-240_total_20210616,N7,ASO234_3,KQ235_L20_5-10-5_3uM_P20,7.940873218,1.056402082,0.480829701,7.258264987,0.682608231,0.623037873,1.340022708,0.832604357,,20,,,,
ASO217-240_total_20210616,N8,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.067502947,1.183031811,0.440424976,7.258264987,0.809237961,0.570683216,0.430311226,,,20,,,,
ASO217-240_total_20210616,N9,ASO234_3,KQ235_L20_5-10-5_3uM_P20,7.983441747,1.098970611,0.466849482,7.258264987,0.72517676,0.604922924,0.727479137,,,20,,,,
ASO217-240_total_20210616,N10,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.126916501,1.242445365,0.422655648,7.258264987,0.868651515,0.547658507,1.208874708,0.85923305,,20,,,,
ASO217-240_total_20210616,N11,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.102942556,1.21847142,0.429737797,7.258264987,0.84467757,0.556835243,0.898570177,,,20,,,,
ASO217-240_total_20210616,N12,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.001698883,1.117227747,0.460978782,7.258264987,0.743433896,0.59731593,0.470254266,,,20,,,,
ASO217-240_WT_20210616,N7,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.414397179,0.783942291,0.580777597,8.072812293,0.341584886,0.789173881,0.679848515,1.073603924,,20,,,,
ASO217-240_WT_20210616,N8,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.245375613,0.614920726,0.652965772,8.072812293,0.17256332,0.887264825,1.247054476,,,20,,,,
ASO217-240_WT_20210616,N9,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.241502531,0.611047643,0.65472109,8.072812293,0.168690238,0.889649991,1.29390878,,,20,,,,
ASO217-240_WT_20210616,N10,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.410409182,0.779954294,0.582385243,8.072812293,0.337596888,0.791358388,0.636935963,0.620371581,,20,,,,
ASO217-240_WT_20210616,N11,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.382664132,0.752209244,0.593693719,8.072812293,0.309851839,0.806724604,0.335081325,,,20,,,,
ASO217-240_WT_20210616,N12,ASO234_3,KQ235_L20_5-10-5_3uM_P20,8.434002852,0.803547965,0.572938438,8.072812293,0.361190559,0.778521853,0.889097454,,,20,,,,
ASO217-240_MT_20210616,I13,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.706047064,0.112921841,0.924713374,7.49632244,0.209724624,0.864702267,0.673468399,0.863133171,,20,,,,
ASO217-240_MT_20210616,I14,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.843332707,0.250207484,0.840775489,7.49632244,0.347010267,0.786211697,0.920988341,,,20,,,,
ASO217-240_MT_20210616,I15,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.887021062,0.293895839,0.815696384,7.49632244,0.390698622,0.76276015,0.994942773,,,20,,,,
ASO217-240_MT_20210616,I16,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,6.957679083,-0.63544614,1.553418056,7.49632244,-0.538643357,1.452605912,1.180485226,0.863133171,,20,,,,
ASO217-240_MT_20210616,I17,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.264440011,-0.328685212,1.255868328,7.49632244,-0.231882429,1.174366264,0.30305674,,,20,,,,
ASO217-240_MT_20210616,I18,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,6.981376218,-0.611749005,1.528110643,7.49632244,-0.514946222,1.428940874,1.105857547,,,20,,,,
ASO217-240_total_20210616,I13,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.09881605,1.214344914,0.430968726,7.258264987,0.840551063,0.558430226,0.827320075,0.900673731,,20,,,,
ASO217-240_total_20210616,I14,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.166405297,1.28193416,0.411243802,7.258264987,0.90814031,0.532871541,0.874470498,,,20,,,,
ASO217-240_total_20210616,I15,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.363889902,1.479418765,0.358633269,7.258264987,1.105624915,0.464701139,1.000230621,,,20,,,,
ASO217-240_total_20210616,I16,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,6.770546022,-0.113925114,1.082168471,7.258264987,-0.487718965,1.402226072,0.729306633,0.900673731,,20,,,,
ASO217-240_total_20210616,I17,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,6.733978925,-0.150492211,1.109948093,7.258264987,-0.524286061,1.438221679,0.795710993,,,20,,,,
ASO217-240_total_20210616,I18,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,6.540258292,-0.344212844,1.269458158,7.258264987,-0.718006695,1.644907771,1.177003568,,,20,,,,
ASO217-240_WT_20210616,I13,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.011226391,0.380771504,0.768026766,8.072812293,-0.061585902,1.043612335,0.693237272,0.839024634,,20,,,,
ASO217-240_WT_20210616,I14,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.130598119,0.500143231,0.707036583,8.072812293,0.057785826,0.960737479,0.904082509,,,20,,,,
ASO217-240_WT_20210616,I15,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,8.139877916,0.509423029,0.702503331,8.072812293,0.067065623,0.954577593,0.919754122,,,20,,,,
ASO217-240_WT_20210616,I16,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.596988194,-0.033466694,1.023468495,8.072812293,-0.4758241,1.390712399,0.18983388,0.839024634,,20,,,,
ASO217-240_WT_20210616,I17,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.323978899,-0.306475988,1.236683213,8.072812293,-0.748833394,1.680433433,0.926924749,,,20,,,,
ASO217-240_WT_20210616,I18,ASO235_10,KQ1003_L20_5-10-5_10uM_P20,7.172473403,-0.457981484,1.373618604,8.072812293,-0.90033889,1.866504375,1.400315274,,,20,,,,
ASO217-240_MT_20210616,I19,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.479595951,-0.113529272,1.08187159,7.49632244,-0.016726489,1.011661389,0.885156288,0.891070335,,20,,,,
ASO217-240_MT_20210616,I20,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.439183305,-0.153941918,1.112605327,7.49632244,-0.057139135,1.040400599,0.807331776,,,20,,,,
ASO217-240_MT_20210616,I21,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.530822094,-0.062303129,1.04413129,7.49632244,0.034499654,0.976370321,0.98072294,,,20,,,,
ASO217-240_MT_20210616,I22,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.650768162,-0.942357061,1.921665273,7.49632244,-0.845554277,1.796954996,1.241384094,0.891070335,,20,,,,
ASO217-240_MT_20210616,I23,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.771237202,-0.821888021,1.76771785,7.49632244,-0.725085237,1.652998296,0.851555713,,,20,,,,
ASO217-240_MT_20210616,I24,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.861433934,-0.731691289,1.660584674,7.49632244,-0.634888506,1.55281774,0.580271197,,,20,,,,
ASO217-240_total_20210616,I19,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.316258533,0.431787397,0.741342745,7.258264987,0.057993546,0.960599161,0.907906461,0.90302752,,20,,,,
ASO217-240_total_20210616,I20,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.448055262,0.563584126,0.676619131,7.258264987,0.189790275,0.876733163,1.053761963,,,20,,,,
ASO217-240_total_20210616,I21,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.18392227,0.299451134,0.812561472,7.258264987,-0.074342717,1.05288124,0.747414137,,,20,,,,
ASO217-240_total_20210616,I22,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.319258831,-0.565212305,1.47960523,7.258264987,-0.939006155,1.917207057,0.755777603,0.90302752,,20,,,,
ASO217-240_total_20210616,I23,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.275344662,-0.609126474,1.525335366,7.258264987,-0.982920325,1.976462146,0.858831057,,,20,,,,
ASO217-240_total_20210616,I24,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,6.179685685,-0.704785451,1.629902258,7.258264987,-1.078579302,2.111955303,1.094473902,,,20,,,,
ASO217-240_WT_20210616,I19,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.910138236,0.279683348,0.823771804,8.072812293,-0.162674057,1.119359967,1.037964933,0.886078786,,20,,,,
ASO217-240_WT_20210616,I20,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.86826082,0.237805933,0.848034032,8.072812293,-0.204551473,1.152328038,0.952554381,,,20,,,,
ASO217-240_WT_20210616,I21,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.73678729,0.106332403,0.928946617,8.072812293,-0.336025003,1.262273908,0.667717043,,,20,,,,
ASO217-240_WT_20210616,I22,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.280612002,-0.349842886,1.274421831,8.072812293,-0.792200292,1.731713531,0.548462627,0.886078786,,20,,,,
ASO217-240_WT_20210616,I23,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.169336507,-0.461118381,1.376608555,8.072812293,-0.903475787,1.870567188,0.90819152,,,20,,,,
ASO217-240_WT_20210616,I24,ASO235_3,KQ1003_L20_5-10-5_3uM_P20,7.084535081,-0.545919807,1.459950856,8.072812293,-0.988277212,1.983814613,1.201582211,,,20,,,,
ASO217-240_MT_20210616,J13,ASO236_10,KQ521_L20_5-10-5_10uM_P20,7.663047648,0.069922425,0.952689224,7.49632244,0.166725208,0.890862568,0.835877045,0.827062084,,20,,,,
ASO217-240_MT_20210616,J14,ASO236_10,KQ521_L20_5-10-5_10uM_P20,7.264909001,-0.328216222,1.255460137,7.49632244,-0.231413439,1.173984563,0.115126964,,,20,,,,
ASO217-240_MT_20210616,J15,ASO236_10,KQ521_L20_5-10-5_10uM_P20,8.043912568,0.450787345,0.731643448,7.49632244,0.547590128,0.684161996,1.530182242,,,20,,,,
ASO217-240_MT_20210616,J16,ASO236_10,KQ521_L20_5-10-5_10uM_P20,6.975429697,-0.617695526,1.534422229,7.49632244,-0.520892743,1.434842858,0.99134742,0.750310774,,20,,,,
ASO217-240_MT_20210616,J17,ASO236_10,KQ521_L20_5-10-5_10uM_P20,6.99639587,-0.596729353,1.512284269,7.49632244,-0.49992657,1.414141584,0.921812043,,,20,,,,
