Experiment Name,Position,SampleName,ASO Microsynth ID,dCt,ddCt from Naive,Exp from Naive,Avg dCt Ionis676630,ddCt,Exp,Exp_zscore,Avg Exp_zscore,Avg_naive,Test plate #,Avg_plate,Min_plate,Max_plate,outliers removed by Exp_zscore: 375 greater than 1.8
ASO121-144_total_20210615,D15,ASO130_10,KQ441_10,5.262921849,-2.280298555,4.857784715,7.292617248,-2.029695399,4.083186315,0.031211838,,,11,,,,
ASO121-144_total_20210615,D16,ASO130_10,KQ441_10,5.258151128,-2.285069275,4.873875082,7.292617248,-2.03446612,4.096710992,0.024370098,0.654873447,,11,,,,
ASO121-144_total_20210615,D17,ASO130_10,KQ441_10,4.386428103,-3.156792301,8.918445704,7.292617248,-2.906189145,7.496354324,1.695410548,,,11,,,,
ASO121-144_total_20210615,D18,ASO130_10,KQ441_10,5.081953484,-2.461266919,5.507001185,7.292617248,-2.210663763,4.628881928,0.244839695,,,11,,,,
ASO121-144_MT_20210615,D13,ASO130_10,KQ441_10,7.985815785,-0.055509567,1.039226098,7.968213041,0.017602744,0.987872841,0.699272254,0.416226078,,11,,,,
ASO121-144_MT_20210615,D14,ASO130_10,KQ441_10,6.98513492,-1.056190432,2.079433332,7.968213041,-0.983078121,1.976678336,0.404144836,,,11,,,,
ASO121-144_MT_20210615,D15,ASO130_10,KQ441_10,6.460265426,-1.581059926,2.991895791,7.968213041,-1.507947615,2.84405155,0.145261143,,,11,,,,
ASO121-144_MT_20210615,D16,ASO130_10,KQ441_10,8.078321982,0.03699663,0.974681908,7.968213041,0.110108941,0.926518096,0.717584721,0.894615892,,11,,,,
ASO121-144_MT_20210615,D17,ASO130_10,KQ441_10,6.212242983,-1.829082369,3.553110038,7.968213041,-1.755970057,3.37753345,0.013966467,,,11,,,,
ASO121-144_MT_20210615,D18,ASO130_10,KQ441_10,4.664902225,-3.376423127,10.38495548,7.968213041,-3.303310815,,1.952296487,,,11,,,,
ASO121-144_WT_20210615,D13,ASO130_10,KQ441_10,8.00123612,-0.154485824,1.113024865,9.264663903,-1.263427783,2.400654494,0.789961639,0.704693906,,11,,,,
ASO121-144_WT_20210615,D14,ASO130_10,KQ441_10,7.943805543,-0.211916401,1.158225689,9.264663903,-1.320858361,2.498146979,0.7533741,,,11,,,,
ASO121-144_WT_20210615,D15,ASO130_10,KQ441_10,7.687037128,-0.468684816,1.383847355,9.264663903,-1.577626776,2.984784505,0.57074598,,,11,,,,
ASO121-144_WT_20210615,D16,ASO130_10,KQ441_10,6.218435479,-1.937286464,3.829846219,9.264663903,-3.046228424,8.260496078,1.409153301,1.057040859,,11,,,,
ASO121-144_WT_20210615,D17,ASO130_10,KQ441_10,6.590204865,-1.565517078,2.959835668,9.264663903,-2.674459038,6.383992862,0.704928418,,,11,,,,
ASO121-144_WT_20210615,D18,ASO130_10,KQ441_10,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_total_20210615,D19,ASO130_3,KQ441_3,7.92620463,0.382984227,0.766849714,7.292617248,0.633587382,0.644571639,0.80140564,0.851929712,,11,,,,
ASO121-144_total_20210615,D20,ASO130_3,KQ441_3,7.908778895,0.365558492,0.776168349,7.292617248,0.616161647,0.652404371,0.904949217,,,11,,,,
ASO121-144_total_20210615,D21,ASO130_3,KQ441_3,7.918095532,0.374875128,0.771172158,7.292617248,0.625478284,0.648204848,0.849434278,,,11,,,,
ASO121-144_total_20210615,D22,ASO130_3,KQ441_3,8.368272079,0.825051675,0.564461984,7.292617248,1.075654831,0.474455659,1.447416149,0.851929712,,11,,,,
ASO121-144_total_20210615,D23,ASO130_3,KQ441_3,8.223752936,0.680532533,0.623934923,7.292617248,0.931135688,0.524445336,0.78658537,,,11,,,,
ASO121-144_total_20210615,D24,ASO130_3,KQ441_3,8.130134532,0.586914129,0.665765433,7.292617248,0.837517284,0.559605759,0.321787617,,,11,,,,
ASO121-144_MT_20210615,D19,ASO130_3,KQ441_3,7.829025738,-0.212299614,1.158533381,7.968213041,-0.139187303,1.101284567,0.761032418,0.83232719,,11,,,,
ASO121-144_MT_20210615,D20,ASO130_3,KQ441_3,7.792566946,-0.248758406,1.188184115,7.968213041,-0.175646095,1.129470112,1.07634102,,,11,,,,
ASO121-144_MT_20210615,D21,ASO130_3,KQ441_3,7.840951919,-0.200373433,1.148995727,7.968213041,-0.127261121,1.092218214,0.659608131,,,11,,,,
ASO121-144_MT_20210615,D22,ASO130_3,KQ441_3,7.955015775,-0.086309577,1.061650996,7.968213041,-0.013197266,1.009189615,0.269223691,0.83232719,,11,,,,
ASO121-144_MT_20210615,D23,ASO130_3,KQ441_3,8.017028161,-0.024297191,1.016984147,7.968213041,0.048815121,0.966729974,0.744215035,,,11,,,,
ASO121-144_MT_20210615,D24,ASO130_3,KQ441_3,8.119188653,0.077863301,0.947459841,7.968213041,0.150975612,0.900641205,1.483542843,,,11,,,,
ASO121-144_WT_20210615,D19,ASO130_3,KQ441_3,7.968125667,-0.187596276,1.138864633,9.264663903,-1.296538236,2.456387618,1.134858128,0.877561381,,11,,,,
ASO121-144_WT_20210615,D20,ASO130_3,KQ441_3,8.024298118,-0.131423826,1.095374215,9.264663903,-1.240365785,2.362584264,0.819306217,,,11,,,,
ASO121-144_WT_20210615,D21,ASO130_3,KQ441_3,8.050083337,-0.105638606,1.075970561,9.264663903,-1.214580566,2.320733025,0.678519797,,,11,,,,
ASO121-144_WT_20210615,D22,ASO130_3,KQ441_3,8.382039333,0.22631739,0.8548141,9.264663903,-0.88262457,1.843726384,0.92611746,0.877561381,,11,,,,
ASO121-144_WT_20210615,D23,ASO130_3,KQ441_3,8.451671926,0.295949983,0.814535802,9.264663903,-0.812991977,1.756851167,1.218363309,,,11,,,,
ASO121-144_WT_20210615,D24,ASO130_3,KQ441_3,8.283612043,0.127890099,0.915168881,9.264663903,-0.981051861,1.973904047,0.488203373,,,11,,,,
ASO121-144_total_20210615,E13,ASO131_10,KQ440_10,6.408131782,-1.135088622,2.196320539,7.292617248,-0.884485466,1.846106095,1.125520029,1.125520029,,11,,,,
ASO121-144_total_20210615,E14,ASO131_10,KQ440_10,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,E15,ASO131_10,KQ440_10,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,E16,ASO131_10,KQ440_10,3.317670887,-4.225549517,18.70756025,7.292617248,-3.974946361,15.72454493,0.786150922,0.562760015,,11,,,,
ASO121-144_total_20210615,E17,ASO131_10,KQ440_10,3.650958251,-3.892262153,14.84867354,7.292617248,-3.641658997,12.48097726,0.339369107,,,11,,,,
ASO121-144_total_20210615,E18,ASO131_10,KQ440_10,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_MT_20210615,E13,ASO131_10,KQ440_10,6.189842805,-1.851482547,3.608708339,7.968213041,-1.778370236,3.430384366,0.64742582,0.64742582,,11,,,,
ASO121-144_MT_20210615,E14,ASO131_10,KQ440_10,,-8.041325352,263.4390405,7.968213041,,,,,,11,,,,
ASO121-144_MT_20210615,E15,ASO131_10,KQ440_10,,-8.041325352,263.4390405,7.968213041,,,,,,11,,,,
ASO121-144_MT_20210615,E16,ASO131_10,KQ440_10,6.228706631,-1.812618721,3.512793381,7.968213041,-1.73950641,3.339209036,1.008041572,0.887836322,,11,,,,
ASO121-144_MT_20210615,E17,ASO131_10,KQ440_10,6.011346425,-2.029978927,4.083988849,7.968213041,-1.956866616,3.882178935,1.139507534,,,11,,,,
ASO121-144_MT_20210615,E18,ASO131_10,KQ440_10,6.071156243,-1.970169109,3.918140438,7.968213041,-1.897056798,3.724525907,0.515959858,,,11,,,,
ASO121-144_WT_20210615,E13,ASO131_10,KQ440_10,,-8.155721944,285.1786057,9.264663903,,,,0.641695993,,11,,,,
ASO121-144_WT_20210615,E14,ASO131_10,KQ440_10,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_WT_20210615,E15,ASO131_10,KQ440_10,5.782267882,-2.373454062,5.181802616,9.264663903,-3.482396022,11.1764958,0.641695993,,,11,,,,
ASO121-144_WT_20210615,E16,ASO131_10,KQ440_10,5.987429759,-2.168292185,4.494909861,9.264663903,-3.277234145,9.694954616,0.112862424,0.773322416,,11,,,,
ASO121-144_WT_20210615,E17,ASO131_10,KQ440_10,6.410546647,-1.745175296,3.352355846,9.264663903,-2.854117256,7.230609464,1.367969197,,,11,,,,
ASO121-144_WT_20210615,E18,ASO131_10,KQ440_10,5.733075388,-2.422646555,5.361536686,9.264663903,-3.531588515,11.56415956,0.839135628,,,11,,,,
ASO121-144_total_20210615,E19,ASO131_3,KQ440_3,8.486998922,0.943778519,0.519869521,7.292617248,1.194381675,0.436973691,1.580642518,0.818689478,,11,,,,
ASO121-144_total_20210615,E20,ASO131_3,KQ440_3,8.246644242,0.703423838,0.614113048,7.292617248,0.954026994,0.516189609,0.697637063,,,11,,,,
ASO121-144_total_20210615,E21,ASO131_3,KQ440_3,8.042321275,0.499100871,0.707547608,7.292617248,0.749704027,0.594725555,0.177788852,,,11,,,,
ASO121-144_total_20210615,E22,ASO131_3,KQ440_3,7.826524408,0.283304005,0.821707019,7.292617248,0.53390716,0.690681669,1.24739423,0.700163577,,11,,,,
ASO121-144_total_20210615,E23,ASO131_3,KQ440_3,8.027008673,0.483788269,0.715097434,7.292617248,0.734391425,0.601071522,0.248526203,,,11,,,,
ASO121-144_total_20210615,E24,ASO131_3,KQ440_3,7.952310573,0.40909017,0.753098163,7.292617248,0.659693325,0.633012843,0.604570297,,,11,,,,
ASO121-144_MT_20210615,E19,ASO131_3,KQ440_3,8.296821083,0.255495731,0.837699239,7.968213041,0.328608043,0.796304413,1.520413287,0.843484033,,11,,,,
ASO121-144_MT_20210615,E20,ASO131_3,KQ440_3,7.853597388,-0.187727964,1.138968592,7.968213041,-0.114615652,1.082686569,0.094604857,,,11,,,,
ASO121-144_MT_20210615,E21,ASO131_3,KQ440_3,8.114485569,0.073160217,0.950553533,7.968213041,0.146272528,0.903582022,0.915433955,,,11,,,,
ASO121-144_MT_20210615,E22,ASO131_3,KQ440_3,7.720050923,-0.321274429,1.24943377,7.968213041,-0.248162118,1.187693121,0.686776829,0.780414128,,11,,,,
ASO121-144_MT_20210615,E23,ASO131_3,KQ440_3,7.69502887,-0.346296482,1.27129292,7.968213041,-0.27318417,1.208472103,0.803957431,,,11,,,,
ASO121-144_MT_20210615,E24,ASO131_3,KQ440_3,7.685207919,-0.356117433,1.279976598,7.968213041,-0.283005122,1.216726678,0.850508124,,,11,,,,
ASO121-144_WT_20210615,E19,ASO131_3,KQ440_3,8.197234862,0.041512919,0.971635483,9.264663903,-1.067429041,2.095695398,0.253209521,0.697380735,,11,,,,
ASO121-144_WT_20210615,E20,ASO131_3,KQ440_3,8.457169672,0.301447728,0.811437719,9.264663903,-0.807494232,1.750168992,1.64462086,,,11,,,,
ASO121-144_WT_20210615,E21,ASO131_3,KQ440_3,8.187201204,0.031479261,0.978416568,9.264663903,-1.077462699,2.110321345,0.194311825,,,11,,,,
ASO121-144_WT_20210615,E22,ASO131_3,KQ440_3,7.987012058,-0.168709886,1.124052863,9.264663903,-1.277651846,2.424440496,1.070624634,0.698558259,,11,,,,
ASO121-144_WT_20210615,E23,ASO131_3,KQ440_3,8.154878258,-0.000843686,1.00058497,9.264663903,-1.109785646,2.158135795,0.001766286,,,11,,,,
ASO121-144_WT_20210615,E24,ASO131_3,KQ440_3,7.994024659,-0.161697284,1.118602364,9.264663903,-1.270639244,2.412684456,1.023283858,,,11,,,,
ASO121-144_total_20210615,F13,ASO132_10,KQ290_10,,-7.543220403,186.5243801,7.292617248,,,,1.153242091,,11,,,,
ASO121-144_total_20210615,F14,ASO132_10,KQ290_10,5.337544274,-2.20567613,4.612906753,7.292617248,-1.955072974,3.877355386,1.153242091,,,11,,,,
ASO121-144_total_20210615,F15,ASO132_10,KQ290_10,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,F16,ASO132_10,KQ290_10,7.090489111,-0.452731293,1.368628877,7.292617248,-0.202128137,1.150394064,0.526376544,0.576621045,,11,,,,
ASO121-144_total_20210615,F17,ASO132_10,KQ290_10,7.311138419,-0.232081984,1.174528715,7.292617248,0.018521171,0.987244157,0.626865547,,,11,,,,
ASO121-144_total_20210615,F18,ASO132_10,KQ290_10,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_MT_20210615,F13,ASO132_10,KQ290_10,7.612526064,-0.428799288,1.346112781,7.968213041,-0.355686977,1.279594749,0.50243255,0.93457075,,11,,,,
ASO121-144_MT_20210615,F14,ASO132_10,KQ290_10,7.721292219,-0.320033133,1.248359219,7.968213041,-0.246920822,1.186671669,1.043268078,,,11,,,,
ASO121-144_MT_20210615,F15,ASO132_10,KQ290_10,7.306405452,-0.7349199,1.664305063,7.968213041,-0.661807588,1.582063589,1.258011623,,,11,,,,
ASO121-144_MT_20210615,F16,ASO132_10,KQ290_10,7.626768107,-0.414557245,1.332889558,7.968213041,-0.341444934,1.26702495,0.575591918,0.71943642,,11,,,,
ASO121-144_MT_20210615,F17,ASO132_10,KQ290_10,7.369615961,-0.671709391,1.592959283,7.968213041,-0.59859708,1.514243354,0.863280922,,,11,,,,
ASO121-144_MT_20210615,F18,ASO132_10,KQ290_10,,-8.041325352,263.4390405,7.968213041,,,,,,11,,,,
ASO121-144_WT_20210615,F13,ASO132_10,KQ290_10,,-8.155721944,285.1786057,9.264663903,,,,1.02237361,,11,,,,
ASO121-144_WT_20210615,F14,ASO132_10,KQ290_10,6.928649037,-1.227072906,2.340915578,9.264663903,-2.336014866,5.049060156,1.02237361,,,11,,,,
ASO121-144_WT_20210615,F15,ASO132_10,KQ290_10,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_WT_20210615,F16,ASO132_10,KQ290_10,6.589663227,-1.566058717,2.960947102,9.264663903,-2.675000677,6.386390086,0.046359793,0.511186805,,11,,,,
ASO121-144_WT_20210615,F17,ASO132_10,KQ290_10,6.348247091,-1.807474853,3.500290965,9.264663903,-2.916416812,7.54968689,0.976013817,,,11,,,,
ASO121-144_WT_20210615,F18,ASO132_10,KQ290_10,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_total_20210615,F19,ASO132_3,KQ290_3,8.190249759,0.647029356,0.638593886,7.292617248,0.897632511,0.536766853,0.698185146,0.482534644,,11,,,,
ASO121-144_total_20210615,F20,ASO132_3,KQ290_3,8.19302048,0.649800077,0.637368632,7.292617248,0.900403233,0.535736972,0.662756907,,,11,,,,
ASO121-144_total_20210615,F21,ASO132_3,KQ290_3,8.252912429,0.709692026,0.611450652,7.292617248,0.960295181,0.513951746,0.08666188,,,11,,,,
ASO121-144_total_20210615,F22,ASO132_3,KQ290_3,8.368879554,0.82565915,0.564224356,7.292617248,1.076262306,0.474255922,1.452210987,1.140835815,,11,,,,
ASO121-144_total_20210615,F23,ASO132_3,KQ290_3,8.32052935,0.777308946,0.583454094,7.292617248,1.027912102,0.49041938,0.896182821,,,11,,,,
ASO121-144_total_20210615,F24,ASO132_3,KQ290_3,8.161172884,0.617952481,0.651595037,7.292617248,0.868555636,0.547694905,1.074113635,,,11,,,,
ASO121-144_MT_20210615,F19,ASO132_3,KQ290_3,7.795185331,-0.246140021,1.186029604,7.968213041,-0.173027709,1.127422066,1.109550317,1.088497725,,11,,,,
ASO121-144_MT_20210615,F20,ASO132_3,KQ290_3,7.803037647,-0.238287705,1.179591805,7.968213041,-0.165175394,1.121302391,1.025366191,,,11,,,,
ASO121-144_MT_20210615,F21,ASO132_3,KQ290_3,8.020242593,-0.021082759,1.014720753,7.968213041,0.052029553,0.964578426,1.130576667,,,11,,,,
ASO121-144_MT_20210615,F22,ASO132_3,KQ290_3,7.888185656,-0.153139696,1.111986826,7.968213041,-0.080027385,1.057038105,0.141326992,0.458898885,,11,,,,
ASO121-144_MT_20210615,F23,ASO132_3,KQ290_3,8.026774593,-0.014550759,1.010136851,7.968213041,0.058561552,0.960221036,1.190518248,,,11,,,,
ASO121-144_MT_20210615,F24,ASO132_3,KQ290_3,7.897789479,-0.143535873,1.104609065,7.968213041,-0.070423561,1.050024915,0.044851414,,,11,,,,
ASO121-144_WT_20210615,F19,ASO132_3,KQ290_3,8.065588847,-0.090133096,1.064468381,9.264663903,-1.199075056,2.29592427,1.551884822,0.792732839,,11,,,,
ASO121-144_WT_20210615,F20,ASO132_3,KQ290_3,8.144972533,-0.01074941,1.007478751,9.264663903,-1.11969137,2.173004813,0.094861203,,,11,,,,
ASO121-144_WT_20210615,F21,ASO132_3,KQ290_3,8.109750345,-0.045971598,1.032378211,9.264663903,-1.154913558,2.226709815,0.731452492,,,11,,,,
ASO121-144_WT_20210615,F22,ASO132_3,KQ290_3,8.176903951,0.021182008,0.98542501,9.264663903,-1.087759952,2.125437671,0.468975086,0.792732839,,11,,,,
ASO121-144_WT_20210615,F23,ASO132_3,KQ290_3,8.207944338,0.052222394,0.964449501,9.264663903,-1.056719565,2.08019614,1.005244778,,,11,,,,
ASO121-144_WT_20210615,F24,ASO132_3,KQ290_3,8.20203147,0.046309526,0.968410397,9.264663903,-1.062632434,2.088739294,0.903978654,,,11,,,,
ASO121-144_total_20210615,G10,Ionis1375651_10_P11,Ionis1375651_10_P11,8.141655688,0.598435285,0.660469898,7.292617248,0.84903844,0.555154625,0.162373337,0.535625196,,11,,,,
ASO121-144_total_20210615,G11,Ionis1375651_10_P11,Ionis1375651_10_P11,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,G12,Ionis1375651_10_P11,Ionis1375651_10_P11,10.29817647,2.754956067,0.148141107,7.292617248,3.005559223,0.124519257,0.908877054,,,11,,,,
ASO121-144_total_20210615,H10,Ionis1375651_10_P11,Ionis1375651_10_P11,,-7.543220403,186.5243801,7.292617248,,,,1.071250391,,11,,,,
ASO121-144_total_20210615,H11,Ionis1375651_10_P11,Ionis1375651_10_P11,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,H12,Ionis1375651_10_P11,Ionis1375651_10_P11,6.95143444,-0.591785964,1.5071113,7.292617248,-0.341182808,1.266794763,1.071250391,,,11,,,,
ASO121-144_MT_20210615,G10,Ionis1375651_10_P11,Ionis1375651_10_P11,11.48419705,3.442871696,0.091958599,7.968213041,3.515984007,0.087414474,1.321965211,0.63890092,,11,,,,
ASO121-144_MT_20210615,G11,Ionis1375651_10_P11,Ionis1375651_10_P11,10.15919211,2.117866762,0.230387323,7.968213041,2.190979074,0.219002755,0.143367075,,,11,,,,
ASO121-144_MT_20210615,G12,Ionis1375651_10_P11,Ionis1375651_10_P11,9.777135114,1.735809762,0.300240445,7.968213041,1.808922074,0.285404092,0.451370474,,,11,,,,
ASO121-144_MT_20210615,H10,Ionis1375651_10_P11,Ionis1375651_10_P11,,,,7.968213041,,,,1.013961812,,11,,,,
ASO121-144_MT_20210615,H11,Ionis1375651_10_P11,Ionis1375651_10_P11,9.490157131,1.448831778,0.36631793,7.968213041,1.52194409,0.348216365,1.013961812,,,11,,,,
ASO121-144_MT_20210615,H12,Ionis1375651_10_P11,Ionis1375651_10_P11,,,,7.968213041,,,,,,11,,,,
ASO121-144_WT_20210615,G10,Ionis1375651_10_P11,Ionis1375651_10_P11,9.061849507,0.906127563,0.533615485,9.264663903,-0.202814397,1.150941413,0.707106781,0.707106781,,11,,,,
ASO121-144_WT_20210615,G11,Ionis1375651_10_P11,Ionis1375651_10_P11,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_WT_20210615,G12,Ionis1375651_10_P11,Ionis1375651_10_P11,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_WT_20210615,H10,Ionis1375651_10_P11,Ionis1375651_10_P11,9.253673089,1.097951145,0.467179494,9.264663903,-0.010990815,1.007647345,0.707106781,0.707106781,,11,,,,
ASO121-144_WT_20210615,H11,Ionis1375651_10_P11,Ionis1375651_10_P11,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_WT_20210615,H12,Ionis1375651_10_P11,Ionis1375651_10_P11,,-8.155721944,285.1786057,9.264663903,,,,,,11,,,,
ASO121-144_total_20210615,G13,Ionis1375651_3_P11,Ionis1375651_3_P11,9.497497939,1.954277536,0.258049987,7.292617248,2.204880692,0.216902608,0.253447614,0.310460541,,11,,,,
ASO121-144_total_20210615,G14,Ionis1375651_3_P11,Ionis1375651_3_P11,9.353015433,1.80979503,0.28523145,7.292617248,2.060398185,0.239749849,0.318532592,,,11,,,,
ASO121-144_total_20210615,G15,Ionis1375651_3_P11,Ionis1375651_3_P11,9.525926243,1.98270584,0.253014884,7.292617248,2.233308995,0.212670378,0.359401419,,,11,,,,
ASO121-144_total_20210615,H13,Ionis1375651_3_P11,Ionis1375651_3_P11,9.916637334,2.373416931,0.192988003,7.292617248,2.624020086,0.162215087,1.622548573,1.179804529,,11,,,,
ASO121-144_total_20210615,H14,Ionis1375651_3_P11,Ionis1375651_3_P11,9.283357745,1.740137341,0.299341178,7.292617248,1.990740497,0.25160971,0.615443948,,,11,,,,
ASO121-144_total_20210615,H15,Ionis1375651_3_P11,Ionis1375651_3_P11,9.134226154,1.59100575,0.331939967,7.292617248,1.841608906,0.279010456,1.301421066,,,11,,,,
ASO121-144_MT_20210615,G13,Ionis1375651_3_P11,Ionis1375651_3_P11,10.83104787,2.789722522,0.144613834,7.968213041,2.862834833,0.137467756,0.843986056,0.559784907,,11,,,,
ASO121-144_MT_20210615,G14,Ionis1375651_3_P11,Ionis1375651_3_P11,9.964040439,1.922715087,0.263757663,7.968213041,1.995827399,0.250724103,0.639366703,,,11,,,,
ASO121-144_MT_20210615,G15,Ionis1375651_3_P11,Ionis1375651_3_P11,10.17329402,2.131968665,0.228146327,7.968213041,2.205080977,0.216872499,0.196001962,,,11,,,,
ASO121-144_MT_20210615,H13,Ionis1375651_3_P11,Ionis1375651_3_P11,9.898276513,1.856951161,0.276059057,7.968213041,1.930063473,0.262417625,0.79252031,1.067657607,,11,,,,
ASO121-144_MT_20210615,H14,Ionis1375651_3_P11,Ionis1375651_3_P11,9.889590837,1.848265485,0.27772607,7.968213041,1.921377796,0.264002263,0.813274796,,,11,,,,
ASO121-144_MT_20210615,H15,Ionis1375651_3_P11,Ionis1375651_3_P11,11.61278405,3.571458696,0.084117006,7.968213041,3.644571007,0.079960372,1.597177715,,,11,,,,
ASO121-144_WT_20210615,G13,Ionis1375651_3_P11,Ionis1375651_3_P11,10.12103206,1.965310119,0.256084153,9.264663903,0.856368159,0.552341273,0.626800929,0.90996002,,11,,,,
ASO121-144_WT_20210615,G14,Ionis1375651_3_P11,Ionis1375651_3_P11,10.12078859,1.965066647,0.256127373,9.264663903,0.856124687,0.552434495,0.627430393,,,11,,,,
ASO121-144_WT_20210615,G15,Ionis1375651_3_P11,Ionis1375651_3_P11,11.31771325,3.161991306,0.111723819,9.264663903,2.053049346,0.240974209,1.475648737,,,11,,,,
ASO121-144_WT_20210615,H13,Ionis1375651_3_P11,Ionis1375651_3_P11,10.1412213,1.985499356,0.252525441,9.264663903,0.876557396,0.54466558,0.574972199,0.79586836,,11,,,,
ASO121-144_WT_20210615,H14,Ionis1375651_3_P11,Ionis1375651_3_P11,11.00591334,2.850191399,0.138677785,9.264663903,1.74124944,0.299110521,1.083093833,,,11,,,,
ASO121-144_WT_20210615,H15,Ionis1375651_3_P11,Ionis1375651_3_P11,10.08182796,1.926106013,0.263138452,9.264663903,0.817164053,0.567556509,0.729539048,,,11,,,,
ASO121-144_total_20210615,G16,Ionis676630_10_P11,Ionis676630_10_P11,7.696948328,0.153727925,0.898924637,7.292617248,0.404331081,0.755586547,0.798121988,0.959926159,,11,,,,
ASO121-144_total_20210615,G17,Ionis676630_10_P11,Ionis676630_10_P11,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,G18,Ionis676630_10_P11,Ionis676630_10_P11,6.772954839,-0.770265565,1.705583711,7.292617248,-0.519662409,1.433619741,1.12173033,,,11,,,,
ASO121-144_total_20210615,H16,Ionis676630_10_P11,Ionis676630_10_P11,7.407948576,-0.135271827,1.098299732,7.292617248,0.115331328,0.923170272,0.323608342,0.323608342,,11,,,,
ASO121-144_total_20210615,H17,Ionis676630_10_P11,Ionis676630_10_P11,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_total_20210615,H18,Ionis676630_10_P11,Ionis676630_10_P11,,-7.543220403,186.5243801,7.292617248,,,,,,11,,,,
ASO121-144_MT_20210615,G16,Ionis676630_10_P11,Ionis676630_10_P11,8.425853154,0.384527802,0.766029681,7.968213041,0.457640114,0.728176398,0.760546909,0.471230822,,11,,,,
ASO121-144_MT_20210615,G17,Ionis676630_10_P11,Ionis676630_10_P11,7.904307321,-0.137018031,1.099629892,7.968213041,-0.063905719,1.045291788,0.162583043,,,11,,,,
ASO121-144_MT_20210615,G18,Ionis676630_10_P11,Ionis676630_10_P11,7.491394409,-0.549930943,1.464015617,7.968213041,-0.476818632,1.391671427,0.490562516,,,11,,,,
ASO121-144_MT_20210615,H16,Ionis676630_10_P11,Ionis676630_10_P11,7.105154386,-0.936170966,1.913443055,7.968213041,-0.863058655,1.818890452,1.296141646,1.115440741,,11,,,,
ASO121-144_MT_20210615,H17,Ionis676630_10_P11,Ionis676630_10_P11,7.43598845,-0.605336902,1.521333978,7.968213041,-0.532224591,1.446157407,0.593303184,,,11,,,,
ASO121-144_MT_20210615,H18,Ionis676630_10_P11,Ionis676630_10_P11,9.446580524,1.405255172,0.377551362,7.968213041,1.478367483,0.358894698,1.456877393,,,11,,,,
ASO121-144_WT_20210615,G16,Ionis676630_10_P11,Ionis676630_10_P11,9.715052556,1.559330612,0.339308479,9.264663903,0.450388652,0.731845667,0.532212103,0.802439002,,11,,,,
ASO121-144_WT_20210615,G17,Ionis676630_10_P11,Ionis676630_10_P11,7.854556818,-0.301165125,1.232139091,9.264663903,-1.410107085,2.657568881,1.664477974,,,11,,,,
ASO121-144_WT_20210615,G18,Ionis676630_10_P11,Ionis676630_10_P11,8.796806662,0.641084719,0.641230646,9.264663903,-0.467857241,1.383053765,0.210626928,,,11,,,,
ASO121-144_WT_20210615,H16,Ionis676630_10_P11,Ionis676630_10_P11,,-8.155721944,285.1786057,9.264663903,,,,0.671446399,,11,,,,
ASO121-144_WT_20210615,H17,Ionis676630_10_P11,Ionis676630_10_P11,10.00016256,1.844440618,0.278463353,9.264663903,0.735498658,0.600610392,0.681913381,,,11,,,,
ASO121-144_WT_20210615,H18,Ionis676630_10_P11,Ionis676630_10_P11,9.95674092,1.801018976,0.286971829,9.264663903,0.692077016,0.618962102,0.660979418,,,11,,,,
ASO121-144_total_20210615,G1,Naive_P11,Naive_P11,7.876293784,0.333073381,0.793843552,7.292617248,0.583676537,0.667261173,1.284592685,1.397405884,0.819200403,11,,,,
ASO121-144_total_20210615,G2,Naive_P11,Naive_P11,7.805068767,0.261848363,0.8340187,7.292617248,0.512451519,0.70103019,1.049943138,,,11,,,,
ASO121-144_total_20210615,G3,Naive_P11,Naive_P11,8.066635466,0.523415062,0.695723008,7.292617248,0.774018218,,1.85768183,,,11,,,,
ASO121-144_total_20210615,G4,Naive_P11,Naive_P11,7.216369666,-0.326850738,1.25427243,7.292617248,-0.076247582,1.054272332,1.404617766,1.197342788,,11,,,,
ASO121-144_total_20210615,G5,Naive_P11,Naive_P11,7.158157625,-0.385062778,1.305916612,7.292617248,-0.134459622,1.097681588,1.70625409,,,11,,,,
